character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Eye of the Storm win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Eye of the Storm played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Eye of the Storm won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Strand of the Ancients played,Isle of Conquest played,Classic Warsong Gulch won,Classic Arathi Basin won,Strand of the Ancients won,Isle of Conquest won,Rated Eye of the Storm win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Rated Eye of the Storm played,Ashran played,Arathi Basin Winter played,Rated Eye of the Storm won,Ashran won,Arathi Basin Winter won,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Arathi Basin Comp Stomp played,Korrak's Revenge played,Arathi Basin Comp Stomp won,Korrak's Revenge won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
176308348,Kelemu,burning-steppes,25.0,3010.0,50.0,,75.0,50.0,100.0,50.0,0.0,,,,100.0,,10.0,,4.0,8.0,1.0,8.0,2.0,,,,1.0,,5.0,,3.0,4.0,1.0,4.0,0.0,,,,1.0,,,0.0,,27.0,,1.0,,11.0,,0.0,,3.0,,,,,,,,,,100.0,100.0,82.0,1.0,82.0,1.0,,,,,,
113996193,Zergret,hyjal,11.0,2606.0,12.0,50.0,0.0,67.0,67.0,50.0,20.0,100.0,50.0,100.0,0.0,,8.0,2.0,4.0,6.0,9.0,8.0,5.0,1.0,2.0,1.0,1.0,,1.0,1.0,0.0,4.0,6.0,4.0,1.0,1.0,1.0,1.0,0.0,,67.0,60.0,25.0,100.0,6.0,5.0,4.0,1.0,4.0,3.0,1.0,1.0,,100.0,,,1.0,,,1.0,,,,,,,,,,,,,
140317785,Vaeliir,blackrock,9.0,1157.0,67.0,75.0,,100.0,50.0,50.0,100.0,50.0,,100.0,67.0,,3.0,4.0,,1.0,2.0,2.0,3.0,4.0,,1.0,3.0,,2.0,3.0,,1.0,1.0,1.0,3.0,2.0,,1.0,2.0,,0.0,100.0,,,1.0,1.0,,,0.0,1.0,,,,100.0,,,1.0,,,1.0,,,,,,,,,,,,,
142635489,Kärtell,hyjal,16.0,570.0,100.0,0.0,,100.0,0.0,,0.0,,,,,,1.0,1.0,,1.0,2.0,,1.0,,,,,,1.0,0.0,,1.0,0.0,,0.0,,,,,,,67.0,0.0,,,3.0,1.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,
159970790,Izzät,draenor,10.0,1233.0,,100.0,,50.0,100.0,50.0,,100.0,80.0,88.0,,0.0,,1.0,,2.0,1.0,2.0,,1.0,5.0,8.0,,3.0,,1.0,,1.0,1.0,1.0,,1.0,4.0,7.0,,0.0,,,,100.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
156159367,Chubacker,norgannon,25.0,27.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171305702,Palgork,sinstralis,25.0,2871.0,57.0,40.0,20.0,100.0,50.0,33.0,,,,,,,7.0,5.0,5.0,1.0,4.0,3.0,,,,,,,4.0,2.0,1.0,1.0,2.0,1.0,,,,,,,25.0,56.0,33.0,75.0,4.0,9.0,3.0,4.0,1.0,5.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
155984447,Hailee,ysondre,13.0,365.0,100.0,,,100.0,,,,,,,0.0,,1.0,,,1.0,,,,,,,1.0,,1.0,,,1.0,,,,,,,0.0,,,,,0.0,,,,3.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,
162452703,Àpäla,magtheridon,5.0,416.0,,100.0,,100.0,,,,50.0,0.0,0.0,,,,2.0,,1.0,,,,2.0,1.0,1.0,,,,2.0,,1.0,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90528656,Smicks,kaelthas,8.0,76719.0,42.0,53.0,66.0,57.0,64.0,48.0,49.0,33.0,33.0,42.0,50.0,25.0,95.0,219.0,241.0,111.0,293.0,110.0,73.0,3.0,6.0,12.0,6.0,12.0,40.0,116.0,160.0,63.0,188.0,53.0,36.0,1.0,2.0,5.0,3.0,3.0,57.0,60.0,50.0,55.0,336.0,291.0,153.0,123.0,190.0,174.0,76.0,68.0,,25.0,50.0,,4.0,2.0,,1.0,1.0,,,,,,,,,,,,
65168902,Kiltdoga,throkferoth,99.0,19008.0,53.0,35.0,27.0,45.0,52.0,47.0,48.0,47.0,38.0,40.0,50.0,44.0,19.0,34.0,49.0,31.0,62.0,45.0,21.0,17.0,13.0,10.0,2.0,9.0,10.0,12.0,13.0,14.0,32.0,21.0,10.0,8.0,5.0,4.0,1.0,4.0,45.0,48.0,43.0,57.0,62.0,46.0,54.0,23.0,28.0,22.0,23.0,13.0,700.0,67.0,100.0,3.0,3.0,1.0,21.0,2.0,1.0,100.0,,1.0,,1.0,,,,,,,
111232419,Linoà,arakarahm,14.0,1043.0,,100.0,50.0,50.0,33.0,0.0,,,,,,,,2.0,2.0,2.0,3.0,3.0,,,,,,,,2.0,1.0,1.0,1.0,0.0,,,,,,,100.0,100.0,100.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
139168354,Нокний,howling-fjord,51.0,8690.0,38.0,75.0,71.0,75.0,40.0,20.0,100.0,62.0,38.0,20.0,27.0,57.0,8.0,4.0,7.0,4.0,5.0,10.0,2.0,8.0,8.0,5.0,15.0,7.0,3.0,3.0,5.0,3.0,2.0,2.0,2.0,5.0,3.0,1.0,4.0,4.0,100.0,,,42.0,2.0,,,12.0,2.0,,,5.0,,50.0,100.0,,12.0,1.0,,6.0,1.0,,80.0,,5.0,,4.0,,,,,,
119591576,Paladalon,throkferoth,13.0,739.0,,,0.0,100.0,,100.0,,100.0,,,,,,,1.0,2.0,,2.0,,1.0,,,,,,,0.0,2.0,,2.0,,1.0,,,,,0.0,0.0,,,1.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
145191273,Парломис,howling-fjord,26.0,6164.0,100.0,100.0,88.0,69.0,100.0,67.0,50.0,67.0,50.0,0.0,50.0,67.0,2.0,2.0,8.0,13.0,5.0,12.0,2.0,9.0,2.0,2.0,2.0,3.0,2.0,2.0,7.0,9.0,5.0,8.0,1.0,6.0,1.0,0.0,1.0,2.0,67.0,50.0,,67.0,3.0,4.0,,3.0,2.0,2.0,,2.0,,50.0,,,2.0,,,1.0,,,,,,,,,,,,,
194386574,Bigclock,outland,43.0,1749.0,,80.0,17.0,55.0,100.0,50.0,,71.0,50.0,80.0,,88.0,,5.0,6.0,11.0,6.0,6.0,,7.0,10.0,10.0,,8.0,,4.0,1.0,6.0,6.0,3.0,,5.0,5.0,8.0,,7.0,,,,,,,,,,,,,57.0,,,7.0,,,4.0,,,,,,,,,,,,,,
188051410,Askhan,chamber-of-aspects,15.0,508.0,,,,,,0.0,,0.0,,,,,,,,,,1.0,,2.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140706614,Pâlitan,blackrock,13.0,547.0,,,,,,,,,,,100.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,100.0,,1.0,,1.0,,,,,,,
164541110,Алекстрэк,gordunni,37.0,21384.0,68.0,59.0,46.0,42.0,49.0,46.0,55.0,44.0,54.0,67.0,17.0,25.0,22.0,34.0,39.0,31.0,39.0,28.0,38.0,18.0,13.0,3.0,6.0,4.0,15.0,20.0,18.0,13.0,19.0,13.0,21.0,8.0,7.0,2.0,1.0,1.0,54.0,33.0,41.0,80.0,26.0,24.0,27.0,10.0,14.0,8.0,11.0,8.0,,0.0,100.0,,1.0,1.0,,0.0,1.0,100.0,,7.0,,7.0,,,,,,,
113803548,Galdír,twisting-nether,90.0,31558.0,50.0,49.0,79.0,81.0,52.0,52.0,68.0,27.0,88.0,40.0,64.0,50.0,38.0,45.0,24.0,16.0,23.0,23.0,19.0,11.0,8.0,10.0,11.0,2.0,19.0,22.0,19.0,13.0,12.0,12.0,13.0,3.0,7.0,4.0,7.0,1.0,73.0,57.0,43.0,58.0,30.0,14.0,21.0,33.0,22.0,8.0,9.0,19.0,,,100.0,,,1.0,,,1.0,100.0,,2.0,,2.0,,,,,,,
63473937,Invi,ysondre,24.0,12268.0,79.0,76.0,0.0,100.0,,100.0,,,,,,,34.0,33.0,1.0,1.0,,1.0,,,,,,,27.0,25.0,0.0,1.0,,1.0,,,,,,,56.0,66.0,51.0,50.0,50.0,44.0,47.0,2.0,28.0,29.0,24.0,1.0,,,,,,,,,,,,,,,,,,,,,
111085006,Luthira,draenor,43.0,1720.0,,100.0,,,,,,,,50.0,0.0,,,2.0,,,,,,,,4.0,1.0,,,2.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,67.0,,,3.0,,,2.0,,,50.0,,8.0,,4.0,,,,,,
185495750,Khaean,kazzak,202.0,14041.0,67.0,85.0,82.0,78.0,72.0,71.0,50.0,82.0,78.0,87.0,67.0,76.0,6.0,52.0,51.0,40.0,46.0,59.0,6.0,39.0,36.0,30.0,3.0,45.0,4.0,44.0,42.0,31.0,33.0,42.0,3.0,32.0,28.0,26.0,2.0,34.0,100.0,80.0,80.0,67.0,11.0,5.0,5.0,3.0,11.0,4.0,4.0,2.0,,100.0,78.0,,2.0,9.0,,2.0,7.0,100.0,,1.0,,1.0,,,,,,,
93539639,Emergency,aggra-português,7.0,2876.0,58.0,25.0,57.0,67.0,67.0,100.0,,0.0,50.0,0.0,33.0,0.0,19.0,4.0,7.0,3.0,6.0,3.0,,1.0,4.0,1.0,3.0,1.0,11.0,1.0,4.0,2.0,4.0,3.0,,0.0,2.0,0.0,1.0,0.0,25.0,67.0,50.0,75.0,4.0,3.0,4.0,4.0,1.0,2.0,2.0,3.0,,100.0,,,4.0,,,4.0,,,,,,,,,,,,,
202618704,Мухашмёль,soulflayer,21.0,1442.0,33.0,100.0,50.0,100.0,67.0,100.0,,0.0,100.0,50.0,100.0,,3.0,2.0,4.0,2.0,3.0,2.0,,1.0,1.0,2.0,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,,0.0,1.0,1.0,1.0,,,,,0.0,,,,3.0,,,,0.0,,100.0,,,2.0,,,2.0,,,,,,,,,,,,,
177388611,Tankforu,azjolnerub,17.0,722.0,0.0,,50.0,,100.0,,,80.0,0.0,0.0,100.0,0.0,1.0,,2.0,,1.0,,,5.0,1.0,1.0,1.0,2.0,0.0,,1.0,,1.0,,,4.0,0.0,0.0,1.0,0.0,,,,100.0,,,,1.0,,,,1.0,0.0,,100.0,1.0,,1.0,0.0,,1.0,,,,,,,,,,,,
241832935,Центровойпал,gordunni,106.0,7825.0,80.0,43.0,38.0,45.0,38.0,62.0,50.0,62.0,9.0,67.0,0.0,100.0,5.0,23.0,21.0,22.0,32.0,13.0,12.0,16.0,11.0,6.0,2.0,1.0,4.0,10.0,8.0,10.0,12.0,8.0,6.0,10.0,1.0,4.0,0.0,1.0,50.0,41.0,18.0,67.0,24.0,17.0,11.0,18.0,12.0,7.0,2.0,12.0,,,,,,,,,,,,,,,,,,,,,
194652383,Khàbib,hyjal,15.0,513.0,,50.0,0.0,100.0,100.0,100.0,,100.0,100.0,,,,,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,,,,,1.0,0.0,1.0,1.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128532791,Uthaer,kazzak,18.0,2254.0,50.0,0.0,50.0,,100.0,0.0,0.0,100.0,0.0,100.0,67.0,100.0,2.0,2.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,,1.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,,,,100.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
166165645,Ilim,tirion,7.0,156.0,,0.0,,,,,,,,,,100.0,,1.0,,,,,,,,,,1.0,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,100.0,,,1.0,,,1.0,,,,,,,,,,,,,
106710215,Raileygh,archimonde,25.0,22121.0,67.0,55.0,46.0,38.0,42.0,42.0,67.0,38.0,64.0,31.0,100.0,20.0,61.0,71.0,68.0,40.0,77.0,40.0,9.0,16.0,11.0,13.0,1.0,5.0,41.0,39.0,31.0,15.0,32.0,17.0,6.0,6.0,7.0,4.0,1.0,1.0,40.0,44.0,44.0,56.0,68.0,75.0,34.0,39.0,27.0,33.0,15.0,22.0,,,67.0,,,6.0,,,4.0,,,,,,,,,,,,
101982631,Nauglamur,blackhand,4.0,72.0,,,,,0.0,,,,0.0,,,0.0,,,,,1.0,,,,1.0,,,1.0,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152704654,Thälion,zuljin,30.0,4163.0,29.0,50.0,60.0,55.0,73.0,64.0,38.0,,50.0,33.0,0.0,,7.0,8.0,15.0,11.0,11.0,11.0,8.0,,2.0,3.0,1.0,,2.0,4.0,9.0,6.0,8.0,7.0,3.0,,1.0,1.0,0.0,,36.0,71.0,25.0,0.0,11.0,7.0,4.0,2.0,4.0,5.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
155321637,Khanzarah,ravencrest,61.0,1662.0,,,50.0,50.0,67.0,100.0,,100.0,80.0,100.0,50.0,100.0,,,4.0,2.0,3.0,5.0,,3.0,5.0,3.0,4.0,1.0,,,2.0,1.0,2.0,5.0,,3.0,4.0,3.0,2.0,1.0,,,,100.0,,,,2.0,,,,2.0,,0.0,,,3.0,,,0.0,,,38.0,,8.0,,3.0,,,,,,
99794172,Phorzane,arakarahm,9.0,2623.0,33.0,75.0,0.0,0.0,0.0,100.0,,100.0,50.0,0.0,55.0,40.0,15.0,4.0,1.0,2.0,1.0,1.0,,1.0,4.0,1.0,11.0,5.0,5.0,3.0,0.0,0.0,0.0,1.0,,1.0,2.0,0.0,6.0,2.0,,,,29.0,,,,7.0,,,,2.0,,43.0,,,7.0,,,3.0,,,,,,,,,,,,,
74861863,Melax,drakthul,76.0,22586.0,57.0,58.0,69.0,73.0,66.0,72.0,62.0,50.0,100.0,100.0,86.0,80.0,23.0,43.0,71.0,64.0,70.0,75.0,40.0,8.0,8.0,1.0,7.0,5.0,13.0,25.0,49.0,47.0,46.0,54.0,25.0,4.0,8.0,1.0,6.0,4.0,66.0,45.0,52.0,35.0,76.0,31.0,27.0,17.0,50.0,14.0,14.0,6.0,,75.0,100.0,,4.0,1.0,,3.0,1.0,,,,,,,,,,,,
115797008,Meener,blackhand,87.0,6352.0,29.0,44.0,33.0,100.0,67.0,71.0,25.0,,50.0,,,,7.0,9.0,3.0,2.0,9.0,7.0,8.0,,6.0,,,,2.0,4.0,1.0,2.0,6.0,5.0,2.0,,3.0,,,,44.0,75.0,75.0,67.0,18.0,8.0,8.0,21.0,8.0,6.0,6.0,14.0,,,,,,,,,,100.0,50.0,1.0,8.0,1.0,4.0,,,,,,
168014278,Смеетаночка,howling-fjord,49.0,275.0,0.0,,,50.0,,,,,,,100.0,,1.0,,,2.0,,,,,,,1.0,,0.0,,,1.0,,,,,,,1.0,,,,,0.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,
90422956,Aesyldur,kaelthas,12.0,12579.0,56.0,38.0,43.0,33.0,48.0,50.0,,75.0,33.0,100.0,50.0,50.0,57.0,32.0,47.0,9.0,33.0,14.0,,4.0,3.0,1.0,10.0,2.0,32.0,12.0,20.0,3.0,16.0,7.0,,3.0,1.0,1.0,5.0,1.0,28.0,52.0,63.0,50.0,36.0,31.0,27.0,42.0,10.0,16.0,17.0,21.0,,33.0,100.0,,9.0,1.0,,3.0,1.0,,,,,,,,,,,,
158076754,Заулка,azuregos,10.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
198140305,Palouffette,elune,13.0,1413.0,50.0,100.0,0.0,80.0,0.0,50.0,,,33.0,0.0,33.0,100.0,2.0,2.0,1.0,5.0,2.0,4.0,,,3.0,1.0,3.0,1.0,1.0,2.0,0.0,4.0,0.0,2.0,,,1.0,0.0,1.0,1.0,,,,67.0,,,,3.0,,,,2.0,,0.0,,,2.0,,,0.0,,,,,,,,,,,,,
89592022,Kisassi,sargeras,49.0,4025.0,0.0,53.0,50.0,,100.0,50.0,,0.0,0.0,,100.0,,1.0,19.0,4.0,,2.0,2.0,,2.0,1.0,,1.0,,0.0,10.0,2.0,,2.0,1.0,,0.0,0.0,,1.0,,52.0,57.0,80.0,,21.0,14.0,10.0,,11.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,
164676101,Algrunas,kazzak,16.0,1342.0,50.0,33.0,100.0,0.0,,33.0,50.0,,,,,100.0,2.0,3.0,2.0,2.0,,3.0,2.0,,,,,2.0,1.0,1.0,2.0,0.0,,1.0,1.0,,,,,2.0,67.0,100.0,,67.0,3.0,1.0,,3.0,2.0,1.0,,2.0,,,,,,,,,,100.0,,1.0,,1.0,,,,,,,
173771360,Avenger,archimonde,35.0,53336.0,67.0,51.0,62.0,60.0,44.0,70.0,47.0,100.0,33.0,50.0,0.0,80.0,36.0,89.0,24.0,20.0,32.0,23.0,17.0,2.0,3.0,4.0,1.0,5.0,24.0,45.0,15.0,12.0,14.0,16.0,8.0,2.0,1.0,2.0,0.0,4.0,52.0,46.0,48.0,58.0,69.0,69.0,102.0,24.0,36.0,32.0,49.0,14.0,,100.0,,,1.0,,,1.0,,,89.0,,9.0,,8.0,,,,,,
110828335,Hibiya,dun-modr,29.0,6185.0,67.0,33.0,0.0,40.0,100.0,67.0,0.0,100.0,,0.0,100.0,100.0,6.0,3.0,1.0,5.0,1.0,3.0,1.0,1.0,,1.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,,0.0,1.0,2.0,67.0,50.0,100.0,25.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,0.0,,2.0,,0.0,,,,,,
129841285,Arathõr,archimonde,31.0,8023.0,62.0,36.0,57.0,36.0,57.0,41.0,33.0,50.0,100.0,50.0,50.0,,16.0,11.0,14.0,22.0,14.0,29.0,15.0,4.0,1.0,2.0,2.0,,10.0,4.0,8.0,8.0,8.0,12.0,5.0,2.0,1.0,1.0,1.0,,33.0,56.0,57.0,33.0,18.0,18.0,7.0,18.0,6.0,10.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,
167643865,Rumpsteak,blackrock,5.0,463.0,0.0,,100.0,0.0,0.0,50.0,,50.0,86.0,0.0,,0.0,1.0,,1.0,1.0,2.0,2.0,,2.0,7.0,1.0,,1.0,0.0,,1.0,0.0,0.0,1.0,,1.0,6.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184031540,Senr,kazzak,47.0,3175.0,75.0,40.0,33.0,44.0,0.0,50.0,,20.0,88.0,55.0,67.0,86.0,4.0,10.0,6.0,9.0,6.0,2.0,,5.0,8.0,11.0,6.0,7.0,3.0,4.0,2.0,4.0,0.0,1.0,,1.0,7.0,6.0,4.0,6.0,,,,50.0,,,,2.0,,,,1.0,,,,,,,,,,100.0,,1.0,,1.0,,,,,,,
161872039,Krigarklas,ragnaros,7.0,1858.0,67.0,67.0,100.0,71.0,50.0,25.0,,33.0,67.0,50.0,67.0,33.0,6.0,3.0,4.0,7.0,2.0,4.0,,3.0,3.0,2.0,3.0,6.0,4.0,2.0,4.0,5.0,1.0,1.0,,1.0,2.0,1.0,2.0,2.0,,,,20.0,,,,5.0,,,,1.0,,100.0,,,1.0,,,1.0,,,,,,,,,,,,,
155141153,Aradax,antonidas,14.0,1428.0,100.0,100.0,0.0,100.0,,100.0,,0.0,0.0,,33.0,,4.0,2.0,1.0,2.0,,1.0,,1.0,2.0,,3.0,,4.0,2.0,0.0,2.0,,1.0,,0.0,0.0,,1.0,,,,,33.0,,,,3.0,,,,1.0,,20.0,,,5.0,,,1.0,,,,,,,,,,,0.0,2.0,0.0
119425973,Vraccas,garona,28.0,6224.0,43.0,75.0,33.0,43.0,30.0,53.0,33.0,35.0,43.0,0.0,100.0,50.0,7.0,8.0,12.0,14.0,10.0,17.0,3.0,17.0,7.0,1.0,3.0,2.0,3.0,6.0,4.0,6.0,3.0,9.0,1.0,6.0,3.0,0.0,3.0,1.0,75.0,0.0,,55.0,4.0,1.0,,11.0,3.0,0.0,,6.0,,33.0,,,3.0,,,1.0,,100.0,,17.0,,17.0,,,,,,,
118699151,Tyridon,ravencrest,58.0,16028.0,48.0,54.0,54.0,31.0,62.0,38.0,67.0,0.0,100.0,20.0,50.0,0.0,48.0,35.0,26.0,13.0,16.0,8.0,12.0,1.0,1.0,5.0,2.0,3.0,23.0,19.0,14.0,4.0,10.0,3.0,8.0,0.0,1.0,1.0,1.0,0.0,61.0,58.0,52.0,50.0,44.0,36.0,33.0,46.0,27.0,21.0,17.0,23.0,,100.0,,,1.0,,,1.0,,,,,,,,,,,,,
155250431,Deviouslight,drakthul,12.0,3659.0,40.0,33.0,25.0,33.0,67.0,0.0,,100.0,25.0,100.0,40.0,67.0,5.0,3.0,4.0,3.0,6.0,3.0,,4.0,4.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,4.0,0.0,,4.0,1.0,1.0,2.0,2.0,,,,67.0,,,,6.0,,,,4.0,,100.0,60.0,,2.0,10.0,,2.0,6.0,,100.0,,1.0,,1.0,,,,,,
115117369,Bidoudoubi,hyjal,28.0,622.0,,50.0,,33.0,100.0,100.0,,0.0,50.0,,,0.0,,2.0,,3.0,1.0,1.0,,1.0,2.0,,,2.0,,1.0,,1.0,1.0,1.0,,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161839724,Gilg,lightnings-blade,22.0,7581.0,64.0,56.0,57.0,60.0,60.0,40.0,0.0,90.0,20.0,25.0,56.0,43.0,28.0,9.0,7.0,5.0,5.0,10.0,1.0,10.0,5.0,4.0,9.0,7.0,18.0,5.0,4.0,3.0,3.0,4.0,0.0,9.0,1.0,1.0,5.0,3.0,58.0,25.0,,72.0,12.0,4.0,,25.0,7.0,1.0,,18.0,,60.0,33.0,,10.0,6.0,,6.0,2.0,,,,,,,,,,,,
154304612,Profi,lordaeron,14.0,5311.0,0.0,0.0,25.0,100.0,100.0,25.0,100.0,,0.0,,0.0,33.0,3.0,1.0,4.0,1.0,1.0,4.0,1.0,,1.0,,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0,1.0,60.0,0.0,,,5.0,2.0,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
59832361,Milàny,ysondre,7.0,4934.0,100.0,62.0,42.0,60.0,38.0,31.0,50.0,50.0,67.0,50.0,0.0,0.0,1.0,16.0,24.0,10.0,16.0,16.0,6.0,2.0,3.0,2.0,1.0,2.0,1.0,10.0,10.0,6.0,6.0,5.0,3.0,1.0,2.0,1.0,0.0,0.0,36.0,44.0,57.0,50.0,28.0,16.0,7.0,4.0,10.0,7.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,
90736280,Paltemps,kaelthas,7.0,927.0,29.0,,67.0,67.0,,50.0,,,,,,,7.0,,3.0,3.0,,2.0,,,,,,,2.0,,2.0,2.0,,1.0,,,,,,,0.0,67.0,40.0,0.0,2.0,6.0,5.0,2.0,0.0,4.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
119373336,Gökây,burning-legion,2.0,16638.0,53.0,41.0,46.0,37.0,30.0,53.0,33.0,,,,,,36.0,37.0,63.0,27.0,46.0,38.0,3.0,,,,,,19.0,15.0,29.0,10.0,14.0,20.0,1.0,,,,,,35.0,48.0,52.0,54.0,51.0,50.0,61.0,212.0,18.0,24.0,32.0,114.0,,,,,,,,,,,,,,,,,,,,,
73690101,Нюрланхотеп,soulflayer,34.0,11627.0,43.0,65.0,22.0,41.0,28.0,30.0,50.0,50.0,50.0,33.0,33.0,0.0,21.0,23.0,9.0,17.0,18.0,27.0,14.0,4.0,8.0,3.0,3.0,1.0,9.0,15.0,2.0,7.0,5.0,8.0,7.0,2.0,4.0,1.0,1.0,0.0,41.0,67.0,30.0,35.0,32.0,12.0,10.0,17.0,13.0,8.0,3.0,6.0,,50.0,,,2.0,,,1.0,,100.0,,4.0,,4.0,,,,,,,
174887053,Demonicalord,sanguino,4.0,14683.0,40.0,56.0,38.0,47.0,43.0,45.0,67.0,,,,,,40.0,41.0,21.0,19.0,21.0,31.0,12.0,,,,,,16.0,23.0,8.0,9.0,9.0,14.0,8.0,,,,,,34.0,39.0,18.0,27.0,53.0,54.0,17.0,52.0,18.0,21.0,3.0,14.0,,,,,,,,,,,,,,,,,,,,,
191510274,Palaberg,kazzak,6.0,35.0,,,,,,,,,,100.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41056503,Palthios,auchindoun,4.0,7809.0,72.0,39.0,33.0,,100.0,50.0,,100.0,,67.0,50.0,,46.0,46.0,3.0,,1.0,2.0,,1.0,,3.0,4.0,,33.0,18.0,1.0,,1.0,1.0,,1.0,,2.0,2.0,,45.0,45.0,48.0,67.0,33.0,40.0,40.0,3.0,15.0,18.0,19.0,2.0,,,,,,,,,,,100.0,,1.0,,1.0,,,,,,
139520452,Sodith,nathrezim,8.0,713.0,0.0,25.0,0.0,0.0,,,,100.0,,0.0,0.0,100.0,3.0,4.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,1.0,,0.0,0.0,1.0,,,,0.0,,,,2.0,,,,0.0,,67.0,,,3.0,,,2.0,,,,,,,,,,,,,
98572179,Greycloak,kult-der-verdammten,43.0,113872.0,57.0,62.0,57.0,42.0,46.0,48.0,69.0,62.0,67.0,50.0,25.0,100.0,191.0,258.0,49.0,31.0,57.0,31.0,16.0,8.0,9.0,4.0,4.0,1.0,108.0,160.0,28.0,13.0,26.0,15.0,11.0,5.0,6.0,2.0,1.0,1.0,66.0,60.0,55.0,58.0,320.0,283.0,232.0,111.0,210.0,169.0,127.0,64.0,7400.0,,,2.0,,,148.0,,,,,,,,,,,,,,
195061020,Broyyeur,hyjal,3.0,615.0,,100.0,0.0,100.0,50.0,67.0,,0.0,33.0,0.0,,50.0,,1.0,2.0,1.0,2.0,3.0,,2.0,3.0,1.0,,2.0,,1.0,0.0,1.0,1.0,2.0,,0.0,1.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
