character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Cooking: Impossible win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Arathi Basin Winter played,Cooking: Impossible played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Arathi Basin Winter won,Cooking: Impossible won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Deepwind Gorge won,Strand of the Ancients win_rate,Strand of the Ancients played,Strand of the Ancients won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
173149781,Eliendir,dalaran,10.0,1390.0,50.0,,,0.0,33.0,40.0,,25.0,,100.0,,50.0,100.0,,0.0,50.0,,,,,,6.0,,,1.0,3.0,5.0,,4.0,,1.0,,4.0,2.0,,2.0,2.0,,,,,,3.0,,,0.0,1.0,2.0,,1.0,,1.0,,2.0,2.0,,0.0,1.0,,,,,,,,,50.0,2.0,1.0
79554335,Genobi,turalyon,40.0,16325.0,43.0,80.0,29.0,36.0,62.0,,100.0,0.0,,0.0,,20.0,33.0,,167.0,0.0,,67.0,100.0,,50.0,21.0,5.0,7.0,14.0,8.0,,1.0,3.0,,2.0,,10.0,3.0,,3.0,2.0,,6.0,1.0,,2.0,9.0,4.0,2.0,5.0,5.0,,1.0,0.0,,0.0,,2.0,1.0,,5.0,0.0,,4.0,1.0,,1.0,50.0,2.0,1.0,,,
69341483,Altora,shattrath,21.0,18019.0,73.0,50.0,32.0,40.0,58.0,50.0,32.0,46.0,,42.0,50.0,25.0,,,,,100.0,67.0,,,,82.0,60.0,53.0,48.0,60.0,46.0,40.0,50.0,,40.0,2.0,4.0,,,,,1.0,6.0,,,,60.0,30.0,17.0,19.0,35.0,23.0,13.0,23.0,,17.0,1.0,1.0,,,,,1.0,4.0,,,,40.0,30.0,12.0,,,
161729898,Chewba,voljin,3.0,386.0,,,,100.0,,50.0,,0.0,,0.0,,,,,0.0,,100.0,0.0,,,,,,,1.0,,2.0,,1.0,,1.0,,,,,1.0,,1.0,1.0,,,,,,,1.0,,1.0,,0.0,,0.0,,,,,0.0,,1.0,0.0,,,,,,,,,
162290478,Fyräa,voljin,25.0,1560.0,0.0,0.0,100.0,0.0,,33.0,67.0,33.0,,25.0,0.0,0.0,,,100.0,,0.0,,,,,1.0,1.0,2.0,1.0,,6.0,3.0,3.0,,4.0,1.0,1.0,,,1.0,,1.0,,,,,0.0,0.0,2.0,0.0,,2.0,2.0,1.0,,1.0,0.0,0.0,,,1.0,,0.0,,,,,,,,,,
117093868,Aelor,arygos,18.0,2812.0,25.0,,,50.0,50.0,0.0,60.0,40.0,,50.0,,,,,67.0,100.0,0.0,50.0,100.0,,100.0,4.0,,,2.0,2.0,2.0,5.0,5.0,,2.0,,,,,3.0,2.0,2.0,2.0,2.0,,2.0,1.0,,,1.0,1.0,0.0,3.0,2.0,,1.0,,,,,2.0,2.0,0.0,1.0,2.0,,2.0,,,,,,
140327879,Freyall,arthas,29.0,226.0,,,,,,0.0,100.0,100.0,,,,,,,50.0,,,,,0.0,,,,,,,1.0,1.0,1.0,,,,,,,2.0,,,,,1.0,,,,,,,0.0,1.0,1.0,,,,,,,1.0,,,,,0.0,,,,,,,
151342688,Xénobia,hyjal,35.0,5101.0,100.0,58.0,59.0,33.0,100.0,58.0,23.0,45.0,,68.0,67.0,,,,0.0,,,,,,,2.0,19.0,17.0,18.0,5.0,12.0,13.0,11.0,,25.0,12.0,,,,1.0,,,,,,,2.0,11.0,10.0,6.0,5.0,7.0,3.0,5.0,,17.0,8.0,,,,0.0,,,,,,,45.0,11.0,5.0,,,
125563348,Morzak,voljin,7.0,48.0,,,,,,,100.0,,,,,,,,100.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
46465247,Xaxashadok,voljin,17.0,18380.0,47.0,50.0,63.0,44.0,50.0,45.0,25.0,47.0,,20.0,,0.0,,,100.0,100.0,0.0,100.0,,,50.0,38.0,62.0,60.0,32.0,46.0,11.0,4.0,15.0,,5.0,,4.0,,,1.0,1.0,1.0,1.0,,,2.0,18.0,31.0,38.0,14.0,23.0,5.0,1.0,7.0,,1.0,,0.0,,,1.0,1.0,0.0,1.0,,,1.0,48.0,29.0,14.0,,,
162806837,Sorros,chants-éternels,131.0,116.0,,,,,,,0.0,,,,,,,,100.0,100.0,,,,,,,,,,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,0.0,,,,,,,,1.0,1.0,,,,,,,,,,,
175582296,Vongengys,hyjal,44.0,89695.0,63.0,62.0,61.0,58.0,62.0,57.0,50.0,74.0,,52.0,46.0,,0.0,,50.0,60.0,83.0,90.0,100.0,60.0,0.0,217.0,423.0,316.0,219.0,101.0,143.0,40.0,117.0,,50.0,24.0,,2.0,,24.0,10.0,6.0,21.0,4.0,10.0,2.0,136.0,262.0,194.0,128.0,63.0,81.0,20.0,87.0,,26.0,11.0,,0.0,,12.0,6.0,5.0,19.0,4.0,6.0,0.0,53.0,267.0,141.0,,,
155146542,Elhdruin,pozzo-delleternità,44.0,8134.0,36.0,29.0,50.0,33.0,36.0,50.0,40.0,25.0,0.0,56.0,56.0,67.0,,,60.0,,100.0,14.0,100.0,,0.0,11.0,14.0,2.0,9.0,11.0,4.0,10.0,8.0,1.0,9.0,9.0,3.0,,,10.0,,1.0,7.0,2.0,,2.0,4.0,4.0,1.0,3.0,4.0,2.0,4.0,2.0,0.0,5.0,5.0,2.0,,,6.0,,1.0,1.0,2.0,,0.0,29.0,7.0,2.0,,,
58955915,Imperis,voljin,15.0,2386.0,,33.0,30.0,62.0,100.0,42.0,40.0,14.0,,0.0,75.0,,,,,,,,,0.0,,,21.0,10.0,8.0,1.0,12.0,10.0,7.0,,4.0,4.0,,,,,,,,,6.0,,,7.0,3.0,5.0,1.0,5.0,4.0,1.0,,0.0,3.0,,,,,,,,,0.0,,20.0,5.0,1.0,,,
119153292,Потемкинь,howling-fjord,48.0,2692.0,33.0,50.0,67.0,75.0,60.0,25.0,67.0,67.0,,62.0,50.0,33.0,,,0.0,80.0,0.0,67.0,,,0.0,6.0,6.0,6.0,4.0,5.0,4.0,6.0,9.0,,8.0,6.0,3.0,,,3.0,5.0,2.0,3.0,,,1.0,2.0,3.0,4.0,3.0,3.0,1.0,4.0,6.0,,5.0,3.0,1.0,,,0.0,4.0,0.0,2.0,,,0.0,,,,,,
103311008,Laureemy,argent-dawn,3.0,356.0,0.0,100.0,,,100.0,,,0.0,,50.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,2.0,,,,,,,,,,,,0.0,1.0,,,1.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,
91130819,Tharec,chants-éternels,19.0,23239.0,45.0,23.0,36.0,33.0,49.0,43.0,43.0,50.0,,29.0,,,20.0,,18.0,29.0,50.0,58.0,100.0,,42.0,53.0,64.0,50.0,48.0,55.0,14.0,7.0,22.0,,7.0,,,5.0,,11.0,14.0,6.0,19.0,11.0,,12.0,24.0,15.0,18.0,16.0,27.0,6.0,3.0,11.0,,2.0,,,1.0,,2.0,4.0,3.0,11.0,11.0,,5.0,36.0,45.0,16.0,,,
161496042,ßrolii,culte-de-la-rive-noire,10.0,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
1441865,Raiha,voljin,95.0,146062.0,59.0,52.0,52.0,59.0,48.0,88.0,33.0,95.0,,14.0,,,,,,,,,100.0,,,961.0,109.0,277.0,264.0,274.0,8.0,3.0,22.0,,7.0,,,,,,,,,1.0,,,563.0,57.0,144.0,155.0,132.0,7.0,1.0,21.0,,1.0,,,,,,,,,1.0,,,52.0,186.0,97.0,,,
91207120,Dèeper,chants-éternels,36.0,7839.0,53.0,43.0,47.0,50.0,55.0,35.0,44.0,40.0,,62.0,55.0,12.0,60.0,,78.0,33.0,50.0,38.0,,,,17.0,21.0,17.0,24.0,11.0,17.0,18.0,20.0,,16.0,11.0,8.0,5.0,,9.0,9.0,2.0,8.0,,,,9.0,9.0,8.0,12.0,6.0,6.0,8.0,8.0,,10.0,6.0,1.0,3.0,,7.0,3.0,1.0,3.0,,,,100.0,1.0,1.0,,,
152309268,Tonaltor,krasus,8.0,4579.0,100.0,0.0,100.0,50.0,100.0,50.0,0.0,33.0,,25.0,0.0,33.0,,,,80.0,100.0,0.0,100.0,40.0,100.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,6.0,,4.0,3.0,3.0,,,,5.0,3.0,3.0,2.0,10.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,,1.0,0.0,1.0,,,,4.0,3.0,0.0,2.0,4.0,1.0,50.0,2.0,1.0,,,
154391767,Elidir,ravencrest,4.0,189.0,,,,,,,0.0,0.0,,,,,0.0,,0.0,,100.0,0.0,,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,0.0,0.0,,,,,0.0,,0.0,,1.0,0.0,,,,,,,,,
186874572,Простоаяма,soulflayer,20.0,388.0,0.0,,,,100.0,100.0,0.0,100.0,,,,,,,,100.0,,,,,50.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,2.0,0.0,,,,1.0,1.0,0.0,1.0,,,,,,,,1.0,,,,,1.0,,,,,,
93958393,Armantor,stormrage,24.0,9452.0,43.0,47.0,46.0,50.0,67.0,44.0,48.0,36.0,,32.0,,,100.0,,50.0,50.0,50.0,33.0,,,50.0,21.0,30.0,13.0,8.0,6.0,16.0,21.0,14.0,,22.0,,,1.0,,4.0,2.0,6.0,15.0,,,6.0,9.0,14.0,6.0,4.0,4.0,7.0,10.0,5.0,,7.0,,,1.0,,2.0,1.0,3.0,5.0,,,3.0,0.0,3.0,0.0,,,
152122424,Gpö,dalaran,30.0,4232.0,100.0,56.0,75.0,55.0,50.0,9.0,21.0,36.0,,31.0,0.0,,,,64.0,70.0,75.0,0.0,100.0,,20.0,1.0,9.0,4.0,11.0,2.0,11.0,19.0,11.0,,16.0,4.0,,,,11.0,10.0,12.0,1.0,2.0,,5.0,1.0,5.0,3.0,6.0,1.0,1.0,4.0,4.0,,5.0,0.0,,,,7.0,7.0,9.0,0.0,2.0,,1.0,,,,,,
222480059,Перпендикуль,gordunni,17.0,4592.0,50.0,,,67.0,60.0,0.0,0.0,100.0,,50.0,,62.0,33.0,,40.0,75.0,43.0,30.0,,,50.0,10.0,,,6.0,10.0,1.0,3.0,6.0,,4.0,,8.0,3.0,,5.0,4.0,7.0,10.0,,,4.0,5.0,,,4.0,6.0,0.0,0.0,6.0,,2.0,,5.0,1.0,,2.0,3.0,3.0,3.0,,,2.0,,,,,,
114108222,Pedalos,antonidas,16.0,1623.0,20.0,,,0.0,67.0,0.0,50.0,75.0,,100.0,,,,,33.0,50.0,33.0,40.0,100.0,,,5.0,,,1.0,6.0,2.0,4.0,4.0,,3.0,,,,,3.0,2.0,3.0,5.0,14.0,,,1.0,,,0.0,4.0,0.0,2.0,3.0,,3.0,,,,,1.0,1.0,1.0,2.0,14.0,,,,,,,,
175071825,Кейлесс,blackscar,22.0,859.0,50.0,100.0,,,100.0,100.0,,100.0,,,0.0,,,,,,,50.0,,,,2.0,1.0,,,1.0,1.0,,1.0,,,1.0,,,,,,,4.0,,,,1.0,1.0,,,1.0,1.0,,1.0,,,0.0,,,,,,,2.0,,,,,,,,,
148427114,Heftí,thrall,5.0,139.0,,,,100.0,0.0,,0.0,,,,,,,,,,,,,,100.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,0.0,,0.0,,,,,,,,,,,,,,1.0,,,,,,
182548954,Vusten,outland,11.0,1027.0,100.0,,,,100.0,,,50.0,,75.0,,,,,25.0,43.0,100.0,,100.0,,0.0,2.0,,,,1.0,,,4.0,,4.0,,,,,4.0,7.0,2.0,,1.0,,1.0,2.0,,,,1.0,,,2.0,,3.0,,,,,1.0,3.0,2.0,,1.0,,0.0,,,,,,
246446447,Ипотекавека,gordunni,3.0,172.0,,,,100.0,,0.0,,,,,,,,,,,,0.0,,,100.0,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,0.0,,,,,,,,,,,,0.0,,,1.0,,,,,,
158857206,Darkhammer,uldaman,2.0,372.0,0.0,,,,100.0,100.0,,,,,,0.0,,,0.0,0.0,0.0,,,,,1.0,,,,1.0,1.0,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.0,,,,1.0,1.0,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,
156315911,Rasslarn,stormscale,5.0,111.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
134137148,Аилестэль,gordunni,13.0,5012.0,50.0,33.0,75.0,40.0,33.0,54.0,11.0,33.0,,70.0,60.0,40.0,,,75.0,0.0,33.0,20.0,,,60.0,10.0,6.0,4.0,20.0,12.0,13.0,9.0,6.0,,10.0,5.0,10.0,,,4.0,2.0,3.0,5.0,,,5.0,5.0,2.0,3.0,8.0,4.0,7.0,1.0,2.0,,7.0,3.0,4.0,,,3.0,0.0,1.0,1.0,,,3.0,50.0,2.0,1.0,,,
111859368,Eddisson,dalaran,8.0,420.0,100.0,,,100.0,,0.0,,100.0,,50.0,,,,,,50.0,,,,,,2.0,,,1.0,,3.0,,1.0,,2.0,,,,,,2.0,,,,,,2.0,,,1.0,,0.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,
187244003,Luckseypal,silvermoon,6.0,1230.0,0.0,,,67.0,100.0,0.0,50.0,,,0.0,,,,,0.0,0.0,0.0,100.0,,,67.0,1.0,,,3.0,2.0,1.0,2.0,,,3.0,,,,,1.0,1.0,1.0,1.0,,,3.0,0.0,,,2.0,2.0,0.0,1.0,,,0.0,,,,,0.0,0.0,0.0,1.0,,,2.0,,,,,,
165574543,Oriellei,silvermoon,9.0,399.0,100.0,,,,,,0.0,100.0,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,
163875207,Grimripper,alleria,22.0,195.0,,,,,,,,0.0,,100.0,,0.0,,,0.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,0.0,,,,,,,,,,,,
211502277,Фардум,thermaplugg,12.0,544.0,100.0,,,,100.0,,0.0,,,,,,0.0,,,,,50.0,,,,1.0,,,,1.0,,1.0,,,,,,1.0,,,,,2.0,,,,1.0,,,,1.0,,0.0,,,,,,0.0,,,,,1.0,,,,,,,,,
197328804,Craptank,silvermoon,2.0,283.0,,,,,,,,,,100.0,,,,,0.0,50.0,,,,,,,,,,,,,,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,,0.0,1.0,,,,,,,,,,,
161919076,Lichtgevend,quelthalas,26.0,2020.0,60.0,,,75.0,50.0,71.0,67.0,71.0,,25.0,,50.0,,,100.0,80.0,57.0,0.0,,,60.0,5.0,,,4.0,2.0,7.0,6.0,7.0,,4.0,,4.0,,,1.0,5.0,7.0,2.0,,,5.0,3.0,,,3.0,1.0,5.0,4.0,5.0,,1.0,,2.0,,,1.0,4.0,4.0,0.0,,,3.0,,,,,,
90528656,Smicks,kaelthas,8.0,76719.0,42.0,57.0,60.0,53.0,55.0,66.0,57.0,64.0,,48.0,49.0,25.0,50.0,,33.0,33.0,42.0,50.0,,,25.0,95.0,336.0,291.0,219.0,123.0,241.0,111.0,293.0,,110.0,73.0,4.0,2.0,,3.0,6.0,12.0,6.0,,,12.0,40.0,190.0,174.0,116.0,68.0,160.0,63.0,188.0,,53.0,36.0,1.0,1.0,,1.0,2.0,5.0,3.0,,,3.0,50.0,153.0,76.0,,,
85904520,Barracudak,burning-blade,12.0,2439.0,38.0,50.0,67.0,60.0,75.0,25.0,25.0,60.0,,33.0,33.0,,,,67.0,14.0,0.0,0.0,,,100.0,8.0,2.0,6.0,5.0,8.0,4.0,4.0,5.0,,12.0,3.0,,,,3.0,7.0,1.0,1.0,,,1.0,3.0,1.0,4.0,3.0,6.0,1.0,1.0,3.0,,4.0,1.0,,,,2.0,1.0,0.0,0.0,,,1.0,33.0,3.0,1.0,,,
100943853,Hillin,antonidas,11.0,2977.0,60.0,50.0,0.0,100.0,50.0,83.0,21.0,33.0,,25.0,0.0,,,,50.0,56.0,67.0,50.0,,,60.0,5.0,2.0,1.0,2.0,2.0,6.0,14.0,12.0,,4.0,2.0,,,,8.0,9.0,3.0,2.0,,,5.0,3.0,1.0,0.0,2.0,1.0,5.0,3.0,4.0,,1.0,0.0,,,,4.0,5.0,2.0,1.0,,,3.0,,,,,,
147556203,Khanshadow,blackmoore,4.0,6306.0,62.0,50.0,25.0,40.0,20.0,,100.0,,,14.0,100.0,,,,,,,,,,,8.0,8.0,4.0,5.0,5.0,,2.0,,,7.0,1.0,,,,,,,,,,,5.0,4.0,1.0,2.0,1.0,,2.0,,,1.0,1.0,,,,,,,,,,,33.0,3.0,1.0,,,
161831296,Arbeedark,bronzebeard,5.0,9757.0,52.0,45.0,60.0,54.0,48.0,50.0,0.0,46.0,,25.0,50.0,,,,,,0.0,,,,0.0,33.0,31.0,30.0,41.0,29.0,18.0,2.0,13.0,,4.0,2.0,,,,,,1.0,,,,1.0,17.0,14.0,18.0,22.0,14.0,9.0,0.0,6.0,,1.0,1.0,,,,,,0.0,,,,0.0,49.0,41.0,20.0,,,
123318294,Shialla,voljin,5.0,1084.0,50.0,,100.0,0.0,33.0,67.0,0.0,0.0,,50.0,0.0,,,,0.0,,,,100.0,,,4.0,,1.0,3.0,3.0,3.0,3.0,1.0,,4.0,1.0,,,,1.0,,,,6.0,,,2.0,,1.0,0.0,1.0,2.0,0.0,0.0,,2.0,0.0,,,,0.0,,,,6.0,,,0.0,1.0,0.0,,,
209849055,Toddadin,nagrand,6.0,13789.0,62.0,35.0,51.0,39.0,36.0,50.0,,33.0,,,,0.0,,,,,,,,50.0,,37.0,40.0,41.0,28.0,11.0,2.0,,3.0,,,,1.0,,,,,,,,6.0,,23.0,14.0,21.0,11.0,4.0,1.0,,1.0,,,,0.0,,,,,,,,3.0,,46.0,24.0,11.0,,,
162694323,Trollers,voljin,2.0,174.0,,,,,,,100.0,,,,,,,,,,,100.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,
162780729,Arom,les-sentinelles,16.0,3631.0,50.0,,,12.0,0.0,0.0,42.0,29.0,50.0,33.0,,0.0,50.0,,52.0,67.0,55.0,60.0,,,29.0,2.0,,,8.0,2.0,8.0,12.0,17.0,2.0,9.0,,3.0,2.0,,21.0,9.0,11.0,5.0,,,7.0,1.0,,,1.0,0.0,0.0,5.0,5.0,1.0,3.0,,0.0,1.0,,11.0,6.0,6.0,3.0,,,2.0,,,,,,
149984806,Øul,dalaran,46.0,4797.0,67.0,43.0,60.0,55.0,0.0,50.0,20.0,67.0,,21.0,25.0,,,,64.0,17.0,,100.0,,,,3.0,7.0,5.0,11.0,2.0,10.0,15.0,12.0,,14.0,4.0,,,,14.0,6.0,,1.0,,,,2.0,3.0,3.0,6.0,0.0,5.0,3.0,8.0,,3.0,1.0,,,,9.0,1.0,,1.0,,,,,,,,,
144130261,Postedeguill,dalaran,37.0,12301.0,62.0,50.0,46.0,59.0,57.0,27.0,50.0,53.0,,56.0,60.0,0.0,0.0,,100.0,29.0,100.0,60.0,100.0,,,24.0,40.0,26.0,27.0,7.0,11.0,16.0,15.0,,9.0,5.0,2.0,3.0,,10.0,7.0,1.0,5.0,2.0,,,15.0,20.0,12.0,16.0,4.0,3.0,8.0,8.0,,5.0,3.0,0.0,0.0,,10.0,2.0,1.0,3.0,2.0,,,67.0,12.0,8.0,,,
159590330,Uuna,archimonde,11.0,661.0,50.0,,0.0,0.0,,0.0,50.0,50.0,,100.0,0.0,,,,,,,0.0,,,,2.0,,2.0,1.0,,1.0,2.0,2.0,,4.0,1.0,,,,,,,1.0,,,,1.0,,0.0,0.0,,0.0,1.0,1.0,,4.0,0.0,,,,,,,0.0,,,,,,,,,
174322881,Fenika,twisting-nether,11.0,70872.0,50.0,49.0,48.0,59.0,51.0,54.0,65.0,58.0,,64.0,56.0,100.0,,,0.0,100.0,83.0,56.0,100.0,0.0,43.0,181.0,118.0,166.0,97.0,163.0,80.0,79.0,104.0,,121.0,71.0,1.0,,,2.0,1.0,6.0,9.0,4.0,1.0,7.0,90.0,58.0,80.0,57.0,83.0,43.0,51.0,60.0,,77.0,40.0,1.0,,,0.0,1.0,5.0,5.0,4.0,0.0,3.0,38.0,107.0,41.0,,,
180931707,Ahshra,silvermoon,101.0,1759.0,,,,100.0,,50.0,60.0,100.0,,,,,,,33.0,60.0,50.0,,,25.0,57.0,,,,2.0,,2.0,5.0,1.0,,,,,,,3.0,5.0,4.0,,,24.0,7.0,,,,2.0,,1.0,3.0,1.0,,,,,,,1.0,3.0,2.0,,,6.0,4.0,,,,,,
153314868,Wørmstar,ragnaros,115.0,8033.0,60.0,38.0,29.0,62.0,50.0,47.0,47.0,54.0,,56.0,50.0,,,,70.0,0.0,0.0,0.0,100.0,,0.0,15.0,24.0,17.0,21.0,4.0,15.0,19.0,26.0,,25.0,18.0,,,,10.0,1.0,1.0,1.0,1.0,,1.0,9.0,9.0,5.0,13.0,2.0,7.0,9.0,14.0,,14.0,9.0,,,,7.0,0.0,0.0,0.0,1.0,,0.0,62.0,13.0,8.0,,,
136913529,Erackñ,uldaman,20.0,740.0,,,,,,100.0,0.0,25.0,0.0,50.0,,,,,50.0,0.0,67.0,,,,33.0,,,,,,1.0,1.0,4.0,2.0,4.0,,,,,4.0,3.0,3.0,,,,3.0,,,,,,1.0,0.0,1.0,0.0,2.0,,,,,2.0,0.0,2.0,,,,1.0,,,,,,
183653747,Nrvo,archimonde,30.0,25440.0,42.0,58.0,58.0,63.0,40.0,78.0,76.0,70.0,,61.0,43.0,,,,,,,,,,,24.0,134.0,55.0,70.0,30.0,54.0,34.0,94.0,,31.0,7.0,,,,,,,,,,,10.0,78.0,32.0,44.0,12.0,42.0,26.0,66.0,,19.0,3.0,,,,,,,,,,,53.0,58.0,31.0,,,
237907218,Ирог,borean-tundra,15.0,6566.0,78.0,30.0,80.0,30.0,56.0,27.0,67.0,50.0,,67.0,53.0,100.0,100.0,,67.0,45.0,60.0,0.0,100.0,,75.0,9.0,10.0,5.0,10.0,9.0,11.0,15.0,10.0,,9.0,17.0,1.0,2.0,,12.0,11.0,5.0,2.0,2.0,,4.0,7.0,3.0,4.0,3.0,5.0,3.0,10.0,5.0,,6.0,9.0,1.0,2.0,,8.0,5.0,3.0,0.0,2.0,,3.0,50.0,4.0,2.0,,,
163362754,Lloydbannks,silvermoon,48.0,5627.0,,53.0,67.0,40.0,,45.0,71.0,62.0,,31.0,42.0,,,,50.0,50.0,0.0,,,0.0,33.0,,19.0,12.0,30.0,,20.0,17.0,24.0,,16.0,12.0,,,,12.0,2.0,3.0,,,2.0,3.0,,10.0,8.0,12.0,,9.0,12.0,15.0,,5.0,5.0,,,,6.0,1.0,0.0,,,0.0,1.0,,,,,,
63673161,Alsudar,blackrock,47.0,16897.0,58.0,64.0,57.0,64.0,73.0,51.0,71.0,60.0,,48.0,72.0,,,,,,,,,,100.0,19.0,67.0,60.0,28.0,15.0,43.0,24.0,47.0,,33.0,29.0,,,,,,,,,,1.0,11.0,43.0,34.0,18.0,11.0,22.0,17.0,28.0,,16.0,21.0,,,,,,,,,,1.0,67.0,21.0,14.0,,,
129675701,Solarwynd,voljin,12.0,1770.0,0.0,,,50.0,100.0,67.0,0.0,0.0,,33.0,,0.0,,,67.0,83.0,100.0,80.0,,,0.0,2.0,,,2.0,2.0,3.0,2.0,2.0,,6.0,,1.0,,,9.0,6.0,2.0,5.0,,,2.0,0.0,,,1.0,2.0,2.0,0.0,0.0,,2.0,,0.0,,,6.0,5.0,2.0,4.0,,,0.0,,,,,,
169149444,Caiqu,chamber-of-aspects,44.0,36410.0,48.0,73.0,58.0,57.0,68.0,93.0,70.0,100.0,,78.0,73.0,,,,,,,,,,,106.0,77.0,72.0,42.0,34.0,15.0,10.0,16.0,,32.0,11.0,,,,,,,,,,,51.0,56.0,42.0,24.0,23.0,14.0,7.0,16.0,,25.0,8.0,,,,,,,,,,,57.0,30.0,17.0,,,
218031239,Apa,sylvanas,3.0,539.0,0.0,,,100.0,50.0,100.0,0.0,0.0,,,,,,,,50.0,50.0,,,,100.0,1.0,,,2.0,4.0,1.0,1.0,1.0,,,,,,,,2.0,2.0,,,,1.0,0.0,,,2.0,2.0,1.0,0.0,0.0,,,,,,,,1.0,1.0,,,,1.0,,,,,,
136173955,Anymako,dun-modr,4.0,266.0,,,,100.0,100.0,,,0.0,100.0,,,,,,0.0,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,1.0,1.0,,,0.0,1.0,,,,,,0.0,,,,,,,,,,,,
167997792,Майдмен,gordunni,60.0,3157.0,67.0,25.0,67.0,62.0,0.0,50.0,43.0,46.0,,75.0,67.0,0.0,,,100.0,0.0,0.0,0.0,,,50.0,3.0,4.0,3.0,8.0,2.0,10.0,21.0,13.0,,8.0,3.0,1.0,,,1.0,2.0,1.0,5.0,,,2.0,2.0,1.0,2.0,5.0,0.0,5.0,9.0,6.0,,6.0,2.0,0.0,,,1.0,0.0,0.0,0.0,,,1.0,,,,,,
114471981,Kutsubü,hyjal,10.0,4926.0,100.0,29.0,33.0,38.0,67.0,50.0,23.0,29.0,,40.0,20.0,,,,,,,,,,,6.0,7.0,6.0,8.0,6.0,8.0,13.0,7.0,,15.0,5.0,,,,,,,,,,,6.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,,6.0,1.0,,,,,,,,,,,50.0,4.0,2.0,,,
147932402,Hardyst,dun-modr,15.0,674.0,,,,,,50.0,,100.0,,100.0,,,33.0,,67.0,0.0,100.0,,,,50.0,,,,,,4.0,,1.0,,2.0,,,3.0,,3.0,2.0,3.0,,,,2.0,,,,,,2.0,,1.0,,2.0,,,1.0,,2.0,0.0,3.0,,,,1.0,,,,,,
