character.id,character.name,character.realm.slug,honor_level,honorable_kills,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Korrak's Revenge win_rate,Deepwind Gorge win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Korrak's Revenge played,Deepwind Gorge played,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Korrak's Revenge won,Deepwind Gorge won,Alterac Valley win_rate,Battle for Wintergrasp win_rate,Alterac Valley played,Battle for Wintergrasp played,Alterac Valley won,Battle for Wintergrasp won,Strand of the Ancients win_rate,Strand of the Ancients played,Strand of the Ancients won,Ashran win_rate,Ashran played,Ashran won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
118892244,Эзабелла,howling-fjord,65.0,12455.0,60.0,36.0,58.0,57.0,67.0,54.0,67.0,,59.0,62.0,62.0,75.0,50.0,100.0,100.0,20.0,11.0,12.0,14.0,27.0,26.0,36.0,,27.0,13.0,26.0,12.0,18.0,2.0,6.0,12.0,4.0,7.0,8.0,18.0,14.0,24.0,,16.0,8.0,16.0,9.0,9.0,2.0,6.0,62.0,60.0,13.0,10.0,8.0,6.0,67.0,3.0,2.0,75.0,4.0,3.0,100.0,1.0,1.0,100.0,3.0,3.0,,,,,,
137938274,Скаллаг,gordunni,5.0,777.0,,,,100.0,,50.0,100.0,,50.0,,50.0,100.0,,,,,,,1.0,,2.0,3.0,,4.0,,2.0,3.0,,,,,,,1.0,,1.0,3.0,,2.0,,1.0,3.0,,,,,100.0,,1.0,,1.0,100.0,1.0,1.0,,,,100.0,1.0,1.0,,,,,,,,,
155250431,Deviouslight,drakthul,12.0,3659.0,,,33.0,67.0,25.0,33.0,67.0,,0.0,,100.0,25.0,100.0,100.0,67.0,,,3.0,6.0,4.0,3.0,6.0,,3.0,,4.0,4.0,1.0,1.0,3.0,,,1.0,4.0,1.0,1.0,4.0,,0.0,,4.0,1.0,1.0,1.0,2.0,40.0,40.0,5.0,5.0,2.0,2.0,,,,100.0,2.0,2.0,60.0,10.0,6.0,,,,,,,,,
166754709,Лаордан,gordunni,32.0,2389.0,57.0,50.0,,,62.0,64.0,20.0,,33.0,67.0,250.0,100.0,40.0,,100.0,7.0,2.0,,,8.0,14.0,10.0,,9.0,3.0,2.0,4.0,5.0,,1.0,4.0,1.0,,,5.0,9.0,2.0,,3.0,2.0,5.0,4.0,2.0,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,,,,100.0,8.0,8.0,,,,,,
170229125,Элитныи,gordunni,53.0,24170.0,62.0,54.0,60.0,40.0,56.0,59.0,70.0,,79.0,76.0,100.0,0.0,,,,110.0,79.0,52.0,30.0,70.0,27.0,91.0,,24.0,21.0,1.0,2.0,,,,68.0,43.0,31.0,12.0,39.0,16.0,64.0,,19.0,16.0,1.0,0.0,,,,49.0,,39.0,,19.0,,58.0,53.0,31.0,,,,,,,,,,,,,,,
160686835,Daire,draenor,7.0,1463.0,,,67.0,100.0,57.0,67.0,33.0,,0.0,,60.0,50.0,88.0,,0.0,,,3.0,1.0,7.0,3.0,6.0,,1.0,,5.0,2.0,8.0,,2.0,,,2.0,1.0,4.0,2.0,2.0,,0.0,,3.0,1.0,7.0,,0.0,100.0,,1.0,,1.0,,,,,25.0,4.0,1.0,,,,,,,,,,,,
26622189,Келад,azuregos,9.0,757.0,,,0.0,67.0,,50.0,,,,,,,,,100.0,,,1.0,3.0,,2.0,,,,,,,,,2.0,,,0.0,2.0,,1.0,,,,,,,,,2.0,50.0,33.0,4.0,3.0,2.0,1.0,,,,100.0,1.0,1.0,,,,,,,,,,,,
10699933,Hugopala,dethecus,5.0,11235.0,62.0,42.0,61.0,59.0,67.0,,50.0,,0.0,,0.0,,100.0,,,21.0,26.0,23.0,29.0,9.0,,14.0,,1.0,,1.0,,2.0,,,13.0,11.0,14.0,17.0,6.0,,7.0,,0.0,,0.0,,2.0,,,45.0,,31.0,,14.0,,45.0,22.0,10.0,,,,,,,,,,,,,,,
185755972,Аэктаан,gordunni,26.0,4811.0,100.0,67.0,78.0,50.0,62.0,0.0,67.0,,46.0,50.0,57.0,55.0,100.0,,50.0,2.0,3.0,9.0,4.0,13.0,6.0,9.0,,13.0,4.0,7.0,11.0,6.0,,4.0,2.0,2.0,7.0,2.0,8.0,0.0,6.0,,6.0,2.0,4.0,6.0,6.0,,2.0,75.0,50.0,4.0,2.0,3.0,1.0,,,,0.0,1.0,0.0,100.0,3.0,3.0,,,,,,,,,
168230074,Janinali,blackrock,11.0,758.0,,,100.0,0.0,100.0,50.0,100.0,,,,100.0,100.0,100.0,,,,,2.0,1.0,1.0,2.0,1.0,,,,1.0,2.0,1.0,,,,,2.0,0.0,1.0,1.0,1.0,,,,1.0,2.0,1.0,,,50.0,0.0,2.0,1.0,1.0,0.0,,,,0.0,1.0,0.0,,,,100.0,83.0,83.0,,,,,,
161350120,Guldmormor,ragnaros,9.0,1218.0,,,,67.0,40.0,40.0,33.0,50.0,100.0,,40.0,33.0,25.0,,25.0,,,,3.0,5.0,5.0,3.0,2.0,3.0,,5.0,6.0,8.0,,4.0,,,,2.0,2.0,2.0,1.0,1.0,3.0,,2.0,2.0,2.0,,1.0,,50.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,
124012475,Twinfire,nethersturm,24.0,3551.0,0.0,0.0,67.0,,25.0,75.0,33.0,,62.0,0.0,67.0,60.0,0.0,,100.0,1.0,1.0,3.0,,4.0,4.0,3.0,,13.0,1.0,3.0,5.0,3.0,,1.0,0.0,0.0,2.0,,1.0,3.0,1.0,,8.0,0.0,2.0,3.0,0.0,,1.0,0.0,100.0,3.0,1.0,0.0,1.0,,,,,,,0.0,1.0,0.0,,,,,,,,,
190776907,Kínky,frostmane,194.0,190946.0,73.0,59.0,63.0,65.0,69.0,68.0,65.0,3375.0,77.0,75.0,287.0,64.0,64.0,20.0,40.0,572.0,562.0,294.0,321.0,398.0,367.0,353.0,4.0,367.0,271.0,71.0,28.0,22.0,5.0,5.0,416.0,331.0,185.0,210.0,275.0,249.0,230.0,135.0,282.0,202.0,204.0,18.0,14.0,1.0,2.0,67.0,60.0,419.0,10.0,279.0,6.0,66.0,248.0,163.0,0.0,3.0,0.0,100.0,1.0,1.0,100.0,1.0,1.0,,,,,,
237863408,Анквар,borean-tundra,20.0,40720.0,56.0,61.0,58.0,40.0,70.0,50.0,53.0,,73.0,88.0,0.0,33.0,25.0,0.0,50.0,137.0,115.0,74.0,68.0,76.0,18.0,78.0,,15.0,16.0,2.0,3.0,4.0,1.0,2.0,77.0,70.0,43.0,27.0,53.0,9.0,41.0,,11.0,14.0,0.0,1.0,1.0,0.0,1.0,53.0,100.0,43.0,1.0,23.0,1.0,53.0,62.0,33.0,,,,,,,,,,,,,,,
71117116,Zecesption,blackmoore,31.0,5715.0,47.0,20.0,29.0,62.0,22.0,50.0,64.0,,75.0,100.0,100.0,50.0,100.0,,0.0,17.0,15.0,21.0,13.0,9.0,4.0,11.0,,4.0,2.0,2.0,2.0,1.0,,2.0,8.0,3.0,6.0,8.0,2.0,2.0,7.0,,3.0,2.0,2.0,1.0,1.0,,0.0,58.0,,12.0,,7.0,,58.0,12.0,7.0,,,,,,,,,,,,,,,
202192068,Чухландок,gordunni,2.0,650.0,,,,,0.0,100.0,,,67.0,,100.0,50.0,,,0.0,,,,,1.0,2.0,,,3.0,,1.0,4.0,,,1.0,,,,,0.0,2.0,,,2.0,,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
242979823,Arethil,sylvanas,23.0,823.0,,,100.0,100.0,50.0,,0.0,,100.0,,0.0,50.0,67.0,,17.0,,,2.0,1.0,6.0,,1.0,,1.0,,1.0,2.0,3.0,,6.0,,,2.0,1.0,3.0,,0.0,,1.0,,0.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
161613941,Ciir,dun-morogh,23.0,2511.0,,,80.0,100.0,86.0,33.0,50.0,,50.0,,33.0,62.0,62.0,,80.0,,,5.0,2.0,7.0,9.0,4.0,,4.0,,6.0,8.0,8.0,,5.0,,,4.0,2.0,6.0,3.0,2.0,,2.0,,2.0,5.0,5.0,,4.0,100.0,0.0,2.0,2.0,2.0,0.0,,,,100.0,1.0,1.0,100.0,1.0,1.0,,,,,,,,,
158586260,Éh,la-croisade-écarlate,22.0,7734.0,59.0,41.0,35.0,67.0,52.0,100.0,55.0,,67.0,,0.0,67.0,,,,32.0,22.0,23.0,12.0,29.0,3.0,20.0,,6.0,,1.0,3.0,,,,19.0,9.0,8.0,8.0,15.0,3.0,11.0,,4.0,,0.0,2.0,,,,50.0,100.0,16.0,1.0,8.0,1.0,53.0,15.0,8.0,,,,,,,100.0,1.0,1.0,,,,,,
187877797,Doomziept,aggra-português,32.0,9817.0,,,67.0,67.0,52.0,52.0,47.0,59.0,46.0,,53.0,64.0,44.0,,55.0,,,15.0,3.0,33.0,23.0,30.0,17.0,35.0,,32.0,39.0,34.0,,29.0,,,10.0,2.0,17.0,12.0,14.0,10.0,16.0,,17.0,25.0,15.0,,16.0,50.0,17.0,6.0,6.0,3.0,1.0,,,,33.0,3.0,1.0,100.0,3.0,3.0,,,,,,,,,
183013498,Гидгуд,gordunni,39.0,3035.0,50.0,100.0,50.0,100.0,12.0,73.0,88.0,,75.0,100.0,100.0,83.0,67.0,,67.0,4.0,1.0,6.0,1.0,8.0,11.0,8.0,,12.0,1.0,7.0,6.0,6.0,,6.0,2.0,1.0,3.0,1.0,1.0,8.0,7.0,,9.0,1.0,7.0,5.0,4.0,,4.0,100.0,,1.0,,1.0,,,,,50.0,2.0,1.0,,,,,,,,,,,,
52707176,Kroden,dun-modr,15.0,7238.0,50.0,47.0,32.0,50.0,,25.0,0.0,,33.0,100.0,,,,,,26.0,32.0,31.0,16.0,,4.0,3.0,,3.0,1.0,,,,,,13.0,15.0,10.0,8.0,,1.0,0.0,,1.0,1.0,,,,,,62.0,,24.0,,15.0,,37.0,43.0,16.0,,,,,,,,,,,,,,,
237904649,Сильвар,borean-tundra,7.0,3648.0,25.0,44.0,50.0,33.0,100.0,50.0,25.0,,25.0,100.0,100.0,100.0,0.0,,75.0,4.0,9.0,6.0,3.0,1.0,4.0,4.0,,4.0,1.0,1.0,1.0,1.0,,4.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,0.0,,3.0,33.0,50.0,9.0,4.0,3.0,2.0,40.0,5.0,2.0,,,,,,,,,,,,,,,
122152146,Buruthor,tyrande,30.0,2868.0,64.0,38.0,50.0,82.0,50.0,33.0,67.0,,22.0,22.0,100.0,,,,,14.0,8.0,6.0,11.0,6.0,12.0,9.0,,9.0,9.0,1.0,,,,,9.0,3.0,3.0,9.0,3.0,4.0,6.0,,2.0,2.0,1.0,,,,,58.0,,12.0,,7.0,,38.0,8.0,3.0,,,,,,,,,,,,,,,
192769228,Zucalarucca,outland,9.0,14882.0,38.0,39.0,38.0,32.0,38.0,50.0,57.0,,100.0,,50.0,100.0,100.0,50.0,,56.0,75.0,61.0,19.0,8.0,4.0,7.0,,4.0,,2.0,1.0,1.0,2.0,,21.0,29.0,23.0,6.0,3.0,2.0,4.0,,4.0,,1.0,1.0,1.0,1.0,,49.0,100.0,45.0,1.0,22.0,1.0,50.0,32.0,16.0,,,,,,,,,,,,,,,
196094155,Глизори,gordunni,14.0,5048.0,,,75.0,60.0,58.0,33.0,62.0,,83.0,,100.0,100.0,70.0,,80.0,,,8.0,5.0,12.0,6.0,8.0,,12.0,,8.0,4.0,10.0,,5.0,,,6.0,3.0,7.0,2.0,5.0,,10.0,,8.0,4.0,7.0,,4.0,33.0,67.0,6.0,3.0,2.0,2.0,,,,33.0,3.0,1.0,,,,,,,,,,,,
95604726,Cránkill,dethecus,15.0,619.0,,,,,100.0,50.0,50.0,,75.0,,,100.0,100.0,,75.0,,,,,1.0,2.0,2.0,,4.0,,,1.0,2.0,,4.0,,,,,1.0,1.0,1.0,,3.0,,,1.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
183554794,Lumbricus,silvermoon,30.0,1190.0,,,0.0,,100.0,71.0,100.0,,75.0,80.0,100.0,50.0,67.0,,,,,1.0,,6.0,7.0,3.0,,4.0,5.0,1.0,8.0,3.0,,,,,0.0,,6.0,5.0,3.0,,3.0,4.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
237910936,Далена,borean-tundra,36.0,8701.0,42.0,27.0,53.0,62.0,53.0,38.0,43.0,,61.0,54.0,83.0,80.0,67.0,0.0,,19.0,11.0,19.0,8.0,17.0,8.0,14.0,,18.0,13.0,12.0,10.0,3.0,1.0,,8.0,3.0,10.0,5.0,9.0,3.0,6.0,,11.0,7.0,10.0,8.0,2.0,0.0,,40.0,17.0,10.0,6.0,4.0,1.0,0.0,1.0,0.0,,,,100.0,2.0,2.0,100.0,3.0,3.0,,,,,,
85448887,Bífur,eredar,7.0,3033.0,25.0,30.0,14.0,64.0,42.0,50.0,60.0,,29.0,29.0,100.0,50.0,,,,8.0,10.0,7.0,11.0,12.0,12.0,5.0,,7.0,7.0,2.0,2.0,,,,2.0,3.0,1.0,7.0,5.0,6.0,3.0,,2.0,2.0,2.0,1.0,,,,50.0,0.0,2.0,1.0,1.0,0.0,44.0,9.0,4.0,,,,,,,,,,,,,,,
147281597,Chrinø,khaz-modan,2.0,561.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
164602514,Bretzel,ambossar,38.0,1445.0,,,67.0,,50.0,0.0,0.0,,71.0,,100.0,,,,50.0,,,3.0,,2.0,2.0,2.0,,17.0,,3.0,,,,4.0,,,2.0,,1.0,0.0,0.0,,12.0,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
172353075,Аулер,gordunni,64.0,3613.0,58.0,100.0,33.0,100.0,60.0,38.0,73.0,,73.0,100.0,1100.0,,,100.0,,12.0,2.0,3.0,1.0,5.0,13.0,11.0,,26.0,1.0,1.0,,,1.0,,7.0,2.0,1.0,1.0,3.0,5.0,8.0,,19.0,1.0,11.0,,,1.0,,100.0,50.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
245242877,Манящийолег,blackscar,17.0,779.0,,,50.0,,0.0,0.0,0.0,,100.0,,,0.0,0.0,,100.0,,,2.0,,2.0,4.0,1.0,,2.0,,,1.0,2.0,,1.0,,,1.0,,0.0,0.0,0.0,,2.0,,,0.0,0.0,,1.0,100.0,0.0,1.0,1.0,1.0,0.0,,,,50.0,2.0,1.0,,,,,,,,,,,,
171867339,Palerm,eldrethalas,39.0,17420.0,54.0,54.0,55.0,49.0,40.0,80.0,21.0,,36.0,33.0,50.0,17.0,25.0,,,39.0,35.0,47.0,49.0,15.0,10.0,14.0,,11.0,3.0,2.0,6.0,4.0,,,21.0,19.0,26.0,24.0,6.0,8.0,3.0,,4.0,1.0,1.0,1.0,1.0,,,48.0,100.0,40.0,5.0,19.0,5.0,50.0,38.0,19.0,67.0,3.0,2.0,100.0,1.0,1.0,,,,,,,,,
144046900,Рахэль,howling-fjord,41.0,94792.0,62.0,55.0,59.0,67.0,61.0,50.0,62.0,,39.0,71.0,67.0,,50.0,100.0,,296.0,358.0,199.0,147.0,87.0,32.0,91.0,,33.0,21.0,6.0,,4.0,5.0,,184.0,198.0,117.0,99.0,53.0,16.0,56.0,,13.0,15.0,4.0,,2.0,5.0,,69.0,100.0,218.0,8.0,150.0,8.0,49.0,245.0,119.0,100.0,1.0,1.0,,,,100.0,7.0,7.0,,,,,,
211379410,Оонеет,thermaplugg,52.0,183696.0,57.0,64.0,59.0,76.0,57.0,66.0,64.0,,56.0,56.0,63.0,57.0,60.0,,60.0,559.0,424.0,380.0,84.0,441.0,388.0,423.0,,399.0,271.0,19.0,14.0,10.0,,5.0,317.0,273.0,226.0,64.0,252.0,256.0,270.0,,224.0,153.0,12.0,8.0,6.0,,3.0,77.0,57.0,79.0,7.0,61.0,4.0,62.0,325.0,201.0,100.0,2.0,2.0,,,,100.0,1.0,1.0,,,,,,
95805875,Nefyxia,zenedar,27.0,32592.0,61.0,44.0,48.0,61.0,56.0,50.0,73.0,,50.0,100.0,100.0,50.0,60.0,83.0,67.0,71.0,88.0,77.0,38.0,9.0,10.0,11.0,,2.0,2.0,4.0,10.0,5.0,6.0,6.0,43.0,39.0,37.0,23.0,5.0,5.0,8.0,,1.0,2.0,4.0,5.0,3.0,5.0,4.0,58.0,62.0,127.0,8.0,74.0,5.0,59.0,64.0,38.0,25.0,4.0,1.0,,,,,,,,,,,,
57836312,Релокин,gordunni,18.0,58770.0,52.0,49.0,61.0,65.0,57.0,59.0,62.0,6100.0,53.0,43.0,67.0,100.0,67.0,,33.0,184.0,189.0,132.0,86.0,109.0,29.0,90.0,1.0,36.0,23.0,6.0,2.0,3.0,,3.0,96.0,93.0,80.0,56.0,62.0,17.0,56.0,61.0,19.0,10.0,4.0,2.0,2.0,,1.0,71.0,,72.0,,51.0,,41.0,109.0,45.0,75.0,4.0,3.0,,,,,,,100.0,1.0,1.0,,,
191641209,Lindandriel,hyjal,40.0,547.0,,,0.0,100.0,0.0,0.0,100.0,,,,,,0.0,,,,,1.0,1.0,1.0,2.0,1.0,,,,,,1.0,,,,,0.0,1.0,0.0,0.0,1.0,,,,,,0.0,,,,50.0,,4.0,,2.0,,,,,,,,,,,,,,,,,,
218020568,Zephyrindark,sylvanas,62.0,5598.0,100.0,,62.0,0.0,53.0,62.0,71.0,100.0,94.0,67.0,50.0,77.0,56.0,,60.0,1.0,,8.0,1.0,17.0,21.0,14.0,2.0,17.0,6.0,18.0,13.0,9.0,,15.0,1.0,,5.0,0.0,9.0,13.0,10.0,2.0,16.0,4.0,9.0,10.0,5.0,,9.0,100.0,100.0,2.0,1.0,2.0,1.0,,,,50.0,2.0,1.0,100.0,1.0,1.0,,,,,,,,,
78973088,Киирраа,gordunni,44.0,29121.0,51.0,39.0,59.0,66.0,58.0,69.0,57.0,,68.0,54.0,100.0,,0.0,,,136.0,80.0,66.0,29.0,50.0,26.0,63.0,,19.0,13.0,1.0,,1.0,,,69.0,31.0,39.0,19.0,29.0,18.0,36.0,,13.0,7.0,1.0,,0.0,,,46.0,,26.0,,12.0,,46.0,56.0,26.0,,,,0.0,1.0,0.0,,,,,,,,,
237903403,Вистон,borean-tundra,6.0,1478.0,,,,0.0,0.0,0.0,50.0,,50.0,,50.0,,,100.0,100.0,,,,1.0,3.0,1.0,2.0,,2.0,,2.0,,,1.0,2.0,,,,0.0,0.0,0.0,1.0,,1.0,,1.0,,,1.0,2.0,33.0,0.0,3.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,
95484374,Dpms,twisting-nether,110.0,92301.0,57.0,58.0,53.0,47.0,55.0,70.0,54.0,,60.0,69.0,80.0,70.0,60.0,,75.0,306.0,292.0,281.0,116.0,225.0,138.0,236.0,,176.0,118.0,5.0,10.0,5.0,,8.0,175.0,168.0,148.0,55.0,123.0,97.0,128.0,,106.0,81.0,4.0,7.0,3.0,,6.0,49.0,100.0,134.0,2.0,66.0,2.0,52.0,286.0,149.0,50.0,4.0,2.0,100.0,1.0,1.0,,,,,,,,,
170717326,Нортрет,gordunni,93.0,10046.0,25.0,100.0,67.0,0.0,100.0,40.0,50.0,,73.0,67.0,233.0,100.0,0.0,,67.0,8.0,1.0,3.0,1.0,6.0,5.0,6.0,,113.0,3.0,3.0,3.0,1.0,,3.0,2.0,1.0,2.0,0.0,6.0,2.0,3.0,,83.0,2.0,7.0,3.0,0.0,,2.0,67.0,75.0,6.0,4.0,4.0,3.0,,,,,,,67.0,3.0,2.0,100.0,6.0,6.0,0.0,1.0,0.0,,,
186519930,Luág,aegwynn,38.0,33583.0,47.0,50.0,42.0,46.0,55.0,51.0,45.0,,44.0,41.0,67.0,100.0,0.0,,,123.0,117.0,52.0,39.0,64.0,37.0,75.0,,32.0,29.0,3.0,2.0,3.0,,,58.0,58.0,22.0,18.0,35.0,19.0,34.0,,14.0,12.0,2.0,2.0,0.0,,,64.0,50.0,78.0,2.0,50.0,1.0,58.0,73.0,42.0,,,,,,,,,,,,,,,
162817992,Элладир,howling-fjord,19.0,7525.0,64.0,46.0,45.0,100.0,41.0,64.0,54.0,,62.0,50.0,69.0,88.0,14.0,83.0,73.0,11.0,13.0,11.0,1.0,17.0,11.0,13.0,,13.0,2.0,13.0,8.0,7.0,6.0,11.0,7.0,6.0,5.0,1.0,7.0,7.0,7.0,,8.0,1.0,9.0,7.0,1.0,5.0,8.0,67.0,,6.0,,4.0,,,,,100.0,2.0,2.0,100.0,1.0,1.0,,,,,,,,,
175959101,Arctïk,marécage-de-zangar,9.0,1438.0,,,100.0,100.0,33.0,33.0,50.0,,0.0,33.0,100.0,20.0,50.0,,33.0,,,1.0,1.0,3.0,3.0,4.0,,1.0,3.0,2.0,5.0,4.0,,3.0,,,1.0,1.0,1.0,1.0,2.0,,0.0,1.0,2.0,1.0,2.0,,1.0,100.0,0.0,1.0,3.0,1.0,0.0,,,,100.0,1.0,1.0,,,,,,,,,,,,
196305197,Айнест,gordunni,23.0,997.0,,,,80.0,,,,,,,50.0,,0.0,,,,,,5.0,,,,,,,2.0,,1.0,,,,,,4.0,,,,,,,1.0,,0.0,,,100.0,0.0,1.0,1.0,1.0,0.0,,,,,,,100.0,1.0,1.0,,,,,,,,,
141075499,Eorn,khaz-modan,18.0,1911.0,0.0,0.0,100.0,,33.0,56.0,60.0,,100.0,38.0,67.0,0.0,25.0,,50.0,1.0,1.0,4.0,,6.0,9.0,5.0,,1.0,8.0,3.0,2.0,4.0,,2.0,0.0,0.0,4.0,,2.0,5.0,3.0,,1.0,3.0,2.0,0.0,1.0,,1.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,,,
74877779,Сильверхэнд,blackscar,7.0,11540.0,40.0,50.0,26.0,43.0,,100.0,100.0,,100.0,,,,100.0,,100.0,43.0,56.0,38.0,14.0,,1.0,1.0,,1.0,,,,1.0,,1.0,17.0,28.0,10.0,6.0,,1.0,1.0,,1.0,,,,1.0,,1.0,40.0,,47.0,,19.0,,37.0,30.0,11.0,,,,,,,,,,,,,,,
163525967,Bughydin,draenor,25.0,6728.0,38.0,67.0,65.0,36.0,54.0,71.0,70.0,,75.0,50.0,65.0,42.0,73.0,,,8.0,6.0,17.0,11.0,13.0,14.0,10.0,,16.0,4.0,17.0,12.0,15.0,,,3.0,4.0,11.0,4.0,7.0,10.0,7.0,,12.0,2.0,11.0,5.0,11.0,,,33.0,100.0,3.0,5.0,1.0,5.0,,,,100.0,2.0,2.0,100.0,2.0,2.0,100.0,15.0,15.0,,,,,,
181677258,Саффирин,gordunni,14.0,1222.0,50.0,67.0,50.0,,0.0,40.0,,,50.0,100.0,,,,,,6.0,3.0,2.0,,3.0,5.0,,,2.0,1.0,,,,,,3.0,2.0,1.0,,0.0,2.0,,,1.0,1.0,,,,,,100.0,,1.0,,1.0,,50.0,4.0,2.0,,,,,,,,,,,,,,,
161565483,Ymri,dun-modr,44.0,352.0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
217146555,Whiteknight,sylvanas,21.0,236.0,,,100.0,,100.0,,0.0,100.0,100.0,,,,,,75.0,,,1.0,,1.0,,1.0,1.0,2.0,,,,,,4.0,,,1.0,,1.0,,0.0,1.0,2.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
145355935,Нурфанон,gordunni,4.0,726.0,,,67.0,0.0,100.0,,0.0,,40.0,0.0,0.0,100.0,,,100.0,,,3.0,1.0,2.0,,2.0,,5.0,1.0,1.0,1.0,,,1.0,,,2.0,0.0,2.0,,0.0,,2.0,0.0,0.0,1.0,,,1.0,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,
159032241,Shâdi,antonidas,6.0,317.0,,,0.0,,33.0,,,,,,0.0,50.0,0.0,,,,,1.0,,3.0,,,,,,2.0,2.0,1.0,,,,,0.0,,1.0,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
161150944,Avea,dun-morogh,12.0,418.0,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
196142318,Оливьешька,deathguard,13.0,1256.0,,,0.0,75.0,75.0,0.0,67.0,100.0,0.0,,33.0,33.0,100.0,,0.0,,,1.0,4.0,4.0,1.0,3.0,1.0,1.0,,3.0,3.0,1.0,,1.0,,,0.0,3.0,3.0,0.0,2.0,1.0,0.0,,1.0,1.0,1.0,,0.0,,100.0,,1.0,,1.0,,,,0.0,1.0,0.0,,,,,,,,,,,,
242672733,Автопиролиз,soulflayer,15.0,2742.0,,,,0.0,18.0,62.0,57.0,50.0,67.0,,42.0,45.0,71.0,,67.0,,,,1.0,11.0,8.0,14.0,16.0,15.0,,12.0,11.0,7.0,,12.0,,,,0.0,2.0,5.0,8.0,8.0,10.0,,5.0,5.0,5.0,,8.0,0.0,100.0,1.0,1.0,0.0,1.0,,,,0.0,1.0,0.0,,,,,,,,,,,,
93110983,Akori,outland,4.0,19451.0,57.0,57.0,74.0,54.0,33.0,40.0,67.0,,14.0,100.0,,100.0,,100.0,,70.0,61.0,65.0,54.0,3.0,10.0,3.0,,7.0,1.0,,1.0,,1.0,,40.0,35.0,48.0,29.0,1.0,4.0,2.0,,1.0,1.0,,1.0,,1.0,,48.0,100.0,56.0,1.0,27.0,1.0,54.0,71.0,38.0,100.0,1.0,1.0,,,,,,,,,,,,
152789283,Bimm,gilneas,69.0,3766.0,50.0,33.0,50.0,71.0,60.0,50.0,100.0,,100.0,21.0,50.0,67.0,0.0,,50.0,4.0,3.0,4.0,7.0,5.0,4.0,5.0,,1.0,14.0,6.0,3.0,2.0,,2.0,2.0,1.0,2.0,5.0,3.0,2.0,5.0,,1.0,3.0,3.0,2.0,0.0,,1.0,40.0,50.0,5.0,2.0,2.0,1.0,,,,50.0,2.0,1.0,100.0,2.0,2.0,100.0,2.0,2.0,,,,,,
175087307,Dantone,magtheridon,9.0,1452.0,,,100.0,100.0,100.0,75.0,100.0,,,,50.0,0.0,,,100.0,,,1.0,2.0,2.0,4.0,2.0,,,,2.0,3.0,,,1.0,,,1.0,2.0,2.0,3.0,2.0,,,,1.0,0.0,,,1.0,0.0,100.0,2.0,2.0,0.0,2.0,,,,50.0,2.0,1.0,,,,,,,,,,,,
