character.id,character.name,character.realm.slug,honor_level,honorable_kills,Eye of the Storm win_rate,Isle of Conquest win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Deepwind Gorge win_rate,Eye of the Storm played,Isle of Conquest played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Ashran played,Seething Shore played,Warsong Gulch played,Deepwind Gorge played,Eye of the Storm won,Isle of Conquest won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Ashran won,Seething Shore won,Warsong Gulch won,Deepwind Gorge won,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Strand of the Ancients win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,Deepwind Gorge (Legacy) win_rate,Battle for Wintergrasp win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Strand of the Ancients played,Twin Peaks played,Silvershard Mines played,Deepwind Gorge (Legacy) played,Battle for Wintergrasp played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Strand of the Ancients won,Twin Peaks won,Silvershard Mines won,Deepwind Gorge (Legacy) won,Battle for Wintergrasp won,Arathi Basin Winter win_rate,Arathi Basin win_rate,Arathi Basin Winter played,Arathi Basin played,Arathi Basin Winter won,Arathi Basin won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
160760092,Духов,gordunni,21.0,467.0,,100.0,,,50.0,50.0,,0.0,0.0,,1.0,,,2.0,2.0,,1.0,1.0,,1.0,,,1.0,1.0,,0.0,0.0,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
106595273,Heartstopper,anachronos,25.0,45234.0,44.0,52.0,43.0,,38.0,,41.0,55.0,100.0,173.0,89.0,47.0,,21.0,,17.0,11.0,2.0,76.0,46.0,20.0,,8.0,,7.0,6.0,2.0,66.0,52.0,49.0,63.0,47.0,50.0,58.0,,161.0,160.0,181.0,158.0,45.0,26.0,19.0,,107.0,83.0,89.0,99.0,21.0,13.0,11.0,,100.0,50.0,1.0,4.0,1.0,2.0,100.0,1.0,1.0,,,,,,,,,
42935261,Туорин,azuregos,3.0,24035.0,63.0,56.0,,,100.0,,,,,73.0,9.0,,,1.0,,,,,46.0,5.0,,,1.0,,,,,66.0,52.0,61.0,50.0,,100.0,,,85.0,88.0,89.0,103.0,,1.0,,,56.0,46.0,54.0,52.0,,1.0,,,,,,,,,,,,,,,,,,,,
109409196,Ksanamenos,silvermoon,26.0,540.0,,,,,100.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,67.0,,,0.0,,50.0,,,15.0,,,1.0,,2.0,,,10.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,
162062665,Мэджорлейзер,blackscar,68.0,23306.0,53.0,50.0,53.0,200.0,51.0,100.0,63.0,31.0,100.0,32.0,22.0,38.0,2.0,53.0,1.0,27.0,16.0,1.0,17.0,11.0,20.0,4.0,27.0,1.0,17.0,5.0,1.0,56.0,55.0,50.0,0.0,49.0,38.0,50.0,100.0,16.0,38.0,12.0,2.0,37.0,52.0,30.0,2.0,9.0,21.0,6.0,0.0,18.0,20.0,15.0,2.0,60.0,40.0,5.0,5.0,3.0,2.0,100.0,22.0,22.0,0.0,3.0,0.0,,,,,,
170219173,Paladons,darksorrow,96.0,146539.0,49.0,54.0,48.0,2050.0,43.0,25.0,46.0,39.0,57.0,433.0,449.0,246.0,6.0,113.0,4.0,68.0,82.0,51.0,211.0,243.0,117.0,123.0,49.0,1.0,31.0,32.0,29.0,51.0,48.0,46.0,49.0,43.0,46.0,55.0,51.0,294.0,386.0,489.0,562.0,237.0,93.0,66.0,41.0,150.0,184.0,225.0,273.0,102.0,43.0,36.0,21.0,50.0,47.0,24.0,45.0,12.0,21.0,100.0,3.0,3.0,0.0,1.0,0.0,,,,50.0,2.0,1.0
57836312,Релокин,gordunni,18.0,58770.0,61.0,65.0,62.0,6100.0,53.0,75.0,67.0,100.0,33.0,132.0,86.0,90.0,1.0,36.0,4.0,6.0,2.0,3.0,80.0,56.0,56.0,61.0,19.0,3.0,4.0,2.0,1.0,71.0,52.0,49.0,41.0,57.0,59.0,43.0,,72.0,184.0,189.0,109.0,109.0,29.0,23.0,,51.0,96.0,93.0,45.0,62.0,17.0,10.0,,,67.0,,3.0,,2.0,,,,,,,,,,100.0,1.0,1.0
63673161,Alsudar,blackrock,47.0,16897.0,64.0,73.0,60.0,,48.0,,,,100.0,28.0,15.0,47.0,,33.0,,,,1.0,18.0,11.0,28.0,,16.0,,,,1.0,58.0,64.0,57.0,67.0,51.0,71.0,72.0,,19.0,67.0,60.0,21.0,43.0,24.0,29.0,,11.0,43.0,34.0,14.0,22.0,17.0,21.0,,,,,,,,,,,,,,,,,,,
158448880,Ceey,alexstrasza,15.0,1105.0,100.0,75.0,100.0,,50.0,0.0,25.0,0.0,50.0,1.0,4.0,1.0,,2.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,,1.0,0.0,1.0,0.0,1.0,67.0,,,,,0.0,,0.0,3.0,,,,,2.0,,1.0,2.0,,,,,0.0,,0.0,,100.0,,1.0,,1.0,,,,,,,,,,,,
246345036,Иранольтри,soulflayer,43.0,1979.0,60.0,33.0,80.0,,0.0,,,50.0,,5.0,3.0,5.0,,4.0,,,4.0,,3.0,1.0,4.0,,0.0,,,2.0,,0.0,60.0,,,86.0,29.0,50.0,100.0,1.0,5.0,,,7.0,7.0,2.0,2.0,0.0,3.0,,,6.0,2.0,1.0,2.0,,67.0,,3.0,,2.0,,,,,,,,,,,,
150787688,Jigsaaw,amanthul,1.0,4924.0,,33.0,25.0,,58.0,0.0,,100.0,,,9.0,4.0,,12.0,1.0,,1.0,,,3.0,1.0,,7.0,0.0,,1.0,,78.0,,20.0,33.0,0.0,14.0,,,9.0,,5.0,12.0,2.0,7.0,,,7.0,,1.0,4.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
190350629,Эльтрес,gordunni,15.0,4544.0,38.0,50.0,75.0,,33.0,,75.0,50.0,67.0,8.0,6.0,4.0,,3.0,,8.0,8.0,3.0,3.0,3.0,3.0,,1.0,,6.0,4.0,2.0,50.0,,,,60.0,50.0,0.0,50.0,8.0,,,,5.0,2.0,1.0,10.0,4.0,,,,3.0,1.0,0.0,5.0,100.0,25.0,2.0,4.0,2.0,1.0,,,,0.0,3.0,0.0,,,,,,
240578837,Сетрэн,greymane,37.0,21433.0,63.0,61.0,47.0,1100.0,55.0,,56.0,25.0,0.0,51.0,18.0,75.0,1.0,47.0,,18.0,4.0,1.0,32.0,11.0,35.0,11.0,26.0,,10.0,1.0,0.0,50.0,46.0,43.0,49.0,38.0,33.0,44.0,,14.0,94.0,67.0,39.0,52.0,43.0,34.0,,7.0,43.0,29.0,19.0,20.0,14.0,15.0,,,67.0,,3.0,,2.0,,,,100.0,1.0,1.0,,,,,,
199708695,Нонзик,gordunni,15.0,5520.0,43.0,0.0,50.0,,45.0,,83.0,75.0,83.0,7.0,1.0,4.0,,11.0,,6.0,8.0,6.0,3.0,0.0,2.0,,5.0,,5.0,6.0,5.0,100.0,,,,67.0,50.0,,,1.0,,,,3.0,4.0,,,1.0,,,,2.0,2.0,,,100.0,50.0,1.0,2.0,1.0,1.0,100.0,3.0,3.0,0.0,2.0,0.0,50.0,2.0,1.0,,,
208871844,Эксфорт,gordunni,30.0,308.0,,,,,,100.0,100.0,100.0,,,,,,,2.0,1.0,1.0,,,,,,,2.0,1.0,1.0,,100.0,,,,0.0,0.0,,,2.0,,,,1.0,1.0,,,2.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
152122424,Gpö,dalaran,30.0,4232.0,55.0,50.0,36.0,,31.0,,64.0,70.0,20.0,11.0,2.0,11.0,,16.0,,11.0,10.0,5.0,6.0,1.0,4.0,,5.0,,7.0,7.0,1.0,100.0,56.0,75.0,,9.0,21.0,0.0,0.0,1.0,9.0,4.0,,11.0,19.0,4.0,1.0,1.0,5.0,3.0,,1.0,4.0,0.0,0.0,,75.0,,12.0,,9.0,100.0,2.0,2.0,,,,,,,,,
157740157,Selesia,blackhand,9.0,30203.0,64.0,68.0,61.0,3400.0,78.0,,67.0,100.0,50.0,69.0,37.0,51.0,1.0,9.0,,3.0,2.0,2.0,44.0,25.0,31.0,34.0,7.0,,2.0,2.0,1.0,69.0,67.0,61.0,61.0,72.0,67.0,0.0,50.0,45.0,101.0,88.0,71.0,47.0,6.0,1.0,2.0,31.0,68.0,54.0,43.0,34.0,4.0,0.0,1.0,,100.0,,2.0,,2.0,,,,,,,,,,,,
247829820,Капралыч,soulflayer,18.0,1479.0,100.0,,50.0,,0.0,,,,,2.0,,2.0,,3.0,,,,,2.0,,1.0,,0.0,,,,,67.0,45.0,62.0,100.0,0.0,67.0,0.0,,3.0,11.0,8.0,1.0,2.0,3.0,2.0,,2.0,5.0,5.0,1.0,0.0,2.0,0.0,,,0.0,,1.0,,0.0,,,,,,,,,,,,
90075520,Azgäl,dalaran,11.0,1619.0,50.0,50.0,50.0,,100.0,0.0,,,,2.0,2.0,6.0,,1.0,3.0,,,,1.0,1.0,3.0,,1.0,0.0,,,,33.0,43.0,25.0,0.0,33.0,0.0,100.0,100.0,3.0,7.0,8.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,
195463530,Ôpu,hyjal,16.0,56.0,,,0.0,,,,,0.0,,,,1.0,,,,,1.0,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71868250,Thorodir,antonidas,13.0,5380.0,43.0,50.0,14.0,50.0,43.0,,0.0,50.0,33.0,7.0,6.0,14.0,4.0,14.0,,2.0,4.0,3.0,3.0,3.0,2.0,2.0,6.0,,0.0,2.0,1.0,50.0,11.0,25.0,33.0,27.0,38.0,33.0,60.0,8.0,9.0,8.0,3.0,11.0,13.0,3.0,5.0,4.0,1.0,2.0,1.0,3.0,5.0,1.0,3.0,,0.0,,4.0,,0.0,,,,13.0,15.0,2.0,,,,,,
166428284,Taji,hyjal,5.0,519.0,,,100.0,,,,50.0,,,,,1.0,,,,2.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,,,,,,,,
242643383,Рейивен,gordunni,18.0,975.0,67.0,,100.0,,75.0,,,100.0,50.0,3.0,,1.0,,4.0,,,3.0,4.0,2.0,,1.0,,3.0,,,3.0,2.0,,,,,0.0,100.0,,,,,,,1.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,
152757932,Убийцаовощей,azuregos,22.0,1569.0,67.0,,25.0,,0.0,,50.0,100.0,100.0,3.0,,4.0,,1.0,,4.0,1.0,1.0,2.0,,1.0,,0.0,,2.0,1.0,1.0,100.0,50.0,67.0,0.0,67.0,50.0,67.0,,1.0,4.0,3.0,1.0,3.0,4.0,3.0,,1.0,2.0,2.0,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
143899528,Gondår,sargeras,80.0,30185.0,48.0,57.0,57.0,367.0,33.0,,92.0,50.0,75.0,52.0,7.0,46.0,3.0,51.0,,12.0,8.0,4.0,25.0,4.0,26.0,11.0,17.0,,11.0,4.0,3.0,71.0,40.0,52.0,75.0,44.0,42.0,50.0,0.0,7.0,63.0,33.0,16.0,36.0,48.0,32.0,2.0,5.0,25.0,17.0,12.0,16.0,20.0,16.0,0.0,29.0,100.0,7.0,3.0,2.0,3.0,100.0,1.0,1.0,,,,,,,,,
150050659,Londe,doomhammer,20.0,6025.0,60.0,75.0,75.0,,56.0,50.0,70.0,67.0,64.0,30.0,4.0,16.0,,9.0,2.0,10.0,12.0,11.0,18.0,3.0,12.0,,5.0,1.0,7.0,8.0,7.0,33.0,,,,60.0,50.0,,50.0,6.0,,,,10.0,4.0,,6.0,2.0,,,,6.0,2.0,,3.0,100.0,64.0,4.0,11.0,4.0,7.0,100.0,3.0,3.0,100.0,1.0,1.0,,,,,,
246431063,Arakiel,arathor,7.0,234.0,,,,,100.0,,,50.0,,,,,,1.0,,,2.0,,,,,,1.0,,,1.0,,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
17875232,Стином,fordragon,22.0,5015.0,80.0,29.0,33.0,,60.0,,40.0,0.0,80.0,5.0,7.0,9.0,,5.0,,5.0,2.0,5.0,4.0,2.0,3.0,,3.0,,2.0,0.0,4.0,0.0,0.0,25.0,50.0,50.0,50.0,100.0,100.0,1.0,2.0,8.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,,50.0,,4.0,,2.0,100.0,4.0,4.0,,,,,,,,,
156332815,Leroic,ravencrest,35.0,74035.0,62.0,57.0,67.0,,73.0,0.0,143.0,50.0,100.0,204.0,106.0,102.0,,22.0,1.0,7.0,2.0,1.0,127.0,60.0,68.0,,16.0,0.0,10.0,1.0,1.0,55.0,61.0,62.0,59.0,60.0,55.0,83.0,0.0,148.0,299.0,227.0,194.0,114.0,11.0,12.0,1.0,81.0,181.0,140.0,114.0,68.0,6.0,10.0,0.0,,50.0,,2.0,,1.0,,,,0.0,1.0,0.0,,,,,,
185122145,Кромвар,gordunni,79.0,11551.0,77.0,50.0,42.0,,56.0,100.0,55.0,53.0,100.0,13.0,6.0,24.0,,16.0,2.0,11.0,15.0,5.0,10.0,3.0,10.0,,9.0,2.0,6.0,8.0,5.0,50.0,29.0,33.0,80.0,57.0,72.0,83.0,0.0,10.0,7.0,6.0,5.0,21.0,18.0,6.0,3.0,5.0,2.0,2.0,4.0,12.0,13.0,5.0,0.0,,71.0,,7.0,,5.0,,,,,,,,,,,,
110138369,Kanjouka,ravencrest,5.0,7996.0,0.0,100.0,0.0,,,50.0,100.0,,50.0,2.0,1.0,1.0,,,4.0,2.0,,2.0,0.0,1.0,0.0,,,2.0,2.0,,1.0,50.0,83.0,67.0,100.0,25.0,,,67.0,8.0,6.0,3.0,4.0,4.0,,,3.0,4.0,5.0,2.0,4.0,1.0,,,2.0,,0.0,,1.0,,0.0,,,,,,,,,,,,
174996474,Кинуэй,gordunni,18.0,2555.0,60.0,0.0,62.0,,75.0,,100.0,25.0,75.0,5.0,2.0,8.0,,8.0,,5.0,4.0,4.0,3.0,0.0,5.0,,6.0,,5.0,1.0,3.0,,,,,50.0,29.0,,33.0,,,,,4.0,7.0,,3.0,,,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,
120675849,Calofonija,arathor,43.0,9542.0,50.0,82.0,24.0,,33.0,50.0,0.0,0.0,50.0,16.0,11.0,17.0,,3.0,6.0,1.0,1.0,4.0,8.0,9.0,4.0,,1.0,3.0,0.0,0.0,2.0,61.0,41.0,62.0,33.0,58.0,75.0,0.0,,51.0,22.0,13.0,12.0,12.0,4.0,1.0,,31.0,9.0,8.0,4.0,7.0,3.0,0.0,,33.0,0.0,6.0,3.0,2.0,0.0,,,,0.0,1.0,0.0,,,,,,
118630910,Dulmir,antonidas,21.0,4318.0,,75.0,,,100.0,67.0,,,,,16.0,,,1.0,15.0,,,,,12.0,,,1.0,10.0,,,,67.0,,,,,,,40.0,12.0,,,,,,,10.0,8.0,,,,,,,4.0,0.0,,1.0,,0.0,,,,,,,,,,,,,
245336319,Адмиралфэй,gordunni,4.0,409.0,0.0,,0.0,,67.0,,0.0,0.0,,1.0,,1.0,,3.0,,2.0,1.0,,0.0,,0.0,,2.0,,0.0,0.0,,0.0,,,,100.0,100.0,,,1.0,,,,1.0,1.0,,,0.0,,,,1.0,1.0,,,,100.0,,1.0,,1.0,,,,,,,,,,,,
89688408,Yandrâk,minahonda,30.0,25990.0,50.0,53.0,47.0,,58.0,100.0,0.0,100.0,0.0,152.0,51.0,15.0,,12.0,1.0,8.0,2.0,1.0,76.0,27.0,7.0,,7.0,1.0,0.0,2.0,0.0,47.0,37.0,45.0,47.0,40.0,52.0,50.0,50.0,59.0,131.0,130.0,122.0,15.0,21.0,8.0,6.0,28.0,48.0,58.0,57.0,6.0,11.0,4.0,3.0,0.0,,3.0,,0.0,,,,,12.0,8.0,1.0,,,,,,
188350280,Зевадинка,eversong,8.0,1558.0,50.0,,50.0,,60.0,0.0,60.0,,,4.0,,2.0,,5.0,2.0,5.0,,,2.0,,1.0,,3.0,0.0,3.0,,,67.0,,,,50.0,67.0,,0.0,6.0,,,,2.0,3.0,,1.0,4.0,,,,1.0,2.0,,0.0,,100.0,,2.0,,2.0,,,,,,,,,,,,
100496664,Полудынька,soulflayer,18.0,3995.0,0.0,0.0,75.0,60.0,67.0,33.0,14.0,67.0,50.0,2.0,2.0,8.0,5.0,6.0,3.0,7.0,12.0,10.0,0.0,0.0,6.0,3.0,4.0,1.0,1.0,8.0,5.0,67.0,100.0,,,57.0,29.0,,,3.0,1.0,,,7.0,7.0,,,2.0,1.0,,,4.0,2.0,,,67.0,100.0,3.0,4.0,2.0,4.0,,,,67.0,9.0,6.0,,,,,,
78845600,Ruael,das-syndikat,30.0,40083.0,51.0,59.0,23.0,,53.0,,,100.0,0.0,59.0,58.0,22.0,,34.0,,,1.0,1.0,30.0,34.0,5.0,,18.0,,,1.0,0.0,74.0,44.0,54.0,44.0,47.0,12.0,46.0,,273.0,52.0,56.0,70.0,17.0,8.0,26.0,,201.0,23.0,30.0,31.0,8.0,1.0,12.0,,,,,,,,,,,27.0,15.0,4.0,,,,,,
187772730,Зазии,soulflayer,13.0,551.0,100.0,,100.0,,0.0,100.0,,0.0,100.0,1.0,,1.0,,1.0,2.0,,1.0,1.0,1.0,,1.0,,0.0,2.0,,0.0,1.0,0.0,,,,,0.0,,,1.0,,,,,1.0,,,0.0,,,,,0.0,,,,,,,,,,,,100.0,1.0,1.0,,,,,,
175171615,Лейсскалом,howling-fjord,3.0,641.0,,,,,100.0,50.0,,,,,,,,1.0,4.0,,,,,,,,1.0,2.0,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,0.0,,1.0,,0.0,,,,,,,,,,,,
175993605,Jorgino,dun-modr,1.0,114.0,,0.0,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,,,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
171026989,Palanou,archimonde,8.0,870.0,,33.0,,,,40.0,50.0,25.0,,,3.0,,,,5.0,2.0,4.0,,,1.0,,,,2.0,1.0,1.0,,75.0,,,,0.0,0.0,,100.0,4.0,,,,2.0,1.0,,1.0,3.0,,,,0.0,0.0,,1.0,,100.0,,1.0,,1.0,,,,,,,,,,,,
241428878,Бэйнхаммер,lich-king,8.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,2.0,,1.0,,,,,,,,,,,,
159520066,Staybøømer,medivh,28.0,8653.0,46.0,,0.0,,,100.0,,,,28.0,,1.0,,,1.0,,,,13.0,,0.0,,,1.0,,,,57.0,33.0,47.0,53.0,0.0,,,,7.0,48.0,38.0,15.0,1.0,,,,4.0,16.0,18.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,
166487264,Balmir,outland,64.0,76029.0,39.0,51.0,44.0,5100.0,43.0,36.0,60.0,60.0,33.0,316.0,108.0,201.0,1.0,184.0,11.0,5.0,5.0,6.0,123.0,55.0,88.0,51.0,79.0,4.0,3.0,3.0,2.0,61.0,37.0,36.0,35.0,44.0,45.0,47.0,12.0,382.0,326.0,429.0,130.0,194.0,192.0,174.0,8.0,232.0,121.0,155.0,46.0,85.0,87.0,81.0,1.0,25.0,67.0,4.0,3.0,1.0,2.0,,,,,,,,,,,,
196627310,Kokomán,outland,5.0,1668.0,33.0,50.0,100.0,,,0.0,50.0,50.0,100.0,6.0,4.0,2.0,,,2.0,4.0,2.0,2.0,2.0,2.0,2.0,,,0.0,2.0,1.0,2.0,100.0,67.0,0.0,0.0,,50.0,,100.0,2.0,3.0,1.0,1.0,,2.0,,1.0,2.0,2.0,0.0,0.0,,1.0,,1.0,,67.0,,3.0,,2.0,,,,,,,,,,,,
59232433,Mégabùd,marécage-de-zangar,7.0,32673.0,48.0,50.0,52.0,,50.0,0.0,100.0,0.0,,92.0,66.0,50.0,,20.0,2.0,1.0,1.0,,44.0,33.0,26.0,,10.0,0.0,1.0,0.0,,46.0,41.0,45.0,42.0,42.0,35.0,62.0,,50.0,158.0,117.0,99.0,57.0,17.0,16.0,,23.0,65.0,53.0,42.0,24.0,6.0,10.0,,,,,,,,,,,,,,,,,,,
182477163,Фироша,gordunni,8.0,789.0,100.0,,75.0,,100.0,,0.0,60.0,0.0,1.0,,4.0,,1.0,,2.0,5.0,1.0,1.0,,3.0,,1.0,,0.0,3.0,0.0,,,,,33.0,,,,,,,,3.0,,,,,,,,1.0,,,,,67.0,,3.0,,2.0,,,,,,,,,,,,
