character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Warsong Gulch played,Arathi Basin played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Warsong Gulch won,Arathi Basin won,Deepwind Gorge won,Arathi Basin Winter win_rate,Seething Shore win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Arathi Basin Winter played,Seething Shore played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Arathi Basin Winter won,Seething Shore won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
100414051,Ötztwo,ysondre,16.0,17821.0,55.0,53.0,51.0,42.0,47.0,66.0,67.0,,82.0,0.0,,,,,,22.0,70.0,49.0,38.0,34.0,29.0,15.0,,22.0,1.0,,,,,,12.0,37.0,25.0,16.0,16.0,19.0,10.0,,18.0,0.0,,,,,,,,0.0,,,,,2.0,,,,,0.0,,,,,,,,
138534617,Angorroko,burning-legion,17.0,2404.0,75.0,0.0,100.0,75.0,,0.0,25.0,0.0,100.0,71.0,100.0,,75.0,29.0,0.0,4.0,1.0,1.0,8.0,,2.0,4.0,1.0,2.0,7.0,2.0,,4.0,7.0,1.0,3.0,0.0,1.0,6.0,,0.0,1.0,0.0,2.0,5.0,2.0,,3.0,2.0,0.0,,0.0,67.0,,,,4.0,3.0,,,,0.0,2.0,,,,,,,,
172804819,Khoria,twisting-nether,63.0,1073.0,,0.0,100.0,100.0,100.0,0.0,67.0,50.0,50.0,,100.0,,,,,,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,,1.0,,,,,,0.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
102178351,Zahndoktor,antonidas,18.0,665.0,100.0,,,,,0.0,,,,100.0,,100.0,,,,2.0,,,,,1.0,,,,1.0,,2.0,,,,2.0,,,,,0.0,,,,1.0,,2.0,,,,,100.0,50.0,,,,1.0,2.0,,,,1.0,1.0,,,,,,,,
128060902,Wyleria,burning-blade,14.0,1114.0,50.0,100.0,0.0,,,0.0,75.0,50.0,,75.0,100.0,,50.0,100.0,100.0,2.0,1.0,1.0,,,1.0,4.0,2.0,,4.0,1.0,,2.0,1.0,1.0,1.0,1.0,0.0,,,0.0,3.0,1.0,,3.0,1.0,,1.0,1.0,1.0,,100.0,,,,,3.0,,,,,3.0,,,,,,,,,
133058840,Nichija,ragnaros,20.0,15998.0,23.0,57.0,43.0,49.0,48.0,52.0,53.0,48.0,61.0,47.0,48.0,,,,,26.0,92.0,105.0,47.0,58.0,29.0,104.0,46.0,88.0,72.0,27.0,,,,,6.0,52.0,45.0,23.0,28.0,15.0,55.0,22.0,54.0,34.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
120392487,Kensa,burning-legion,26.0,15512.0,45.0,61.0,68.0,66.0,76.0,38.0,77.0,88.0,47.0,50.0,73.0,100.0,0.0,,,42.0,41.0,40.0,35.0,25.0,32.0,26.0,16.0,32.0,22.0,22.0,1.0,1.0,,,19.0,25.0,27.0,23.0,19.0,12.0,20.0,14.0,15.0,11.0,16.0,1.0,0.0,,,,78.0,75.0,,100.0,,9.0,4.0,,1.0,,7.0,3.0,,1.0,,,,,,
182757279,Nylamydie,archimonde,8.0,2328.0,,,,50.0,,0.0,33.0,100.0,67.0,100.0,,50.0,71.0,50.0,50.0,,,,2.0,,2.0,6.0,2.0,3.0,2.0,,2.0,7.0,2.0,2.0,,,,1.0,,0.0,2.0,2.0,2.0,2.0,,1.0,5.0,1.0,1.0,,50.0,25.0,,,,2.0,4.0,,,,1.0,1.0,,,100.0,1.0,1.0,100.0,1.0,1.0
176258513,Inyaface,zuljin,89.0,1712.0,40.0,,,0.0,,0.0,0.0,0.0,33.0,100.0,,100.0,33.0,0.0,75.0,5.0,,,3.0,,4.0,1.0,2.0,3.0,2.0,,4.0,9.0,1.0,4.0,2.0,,,0.0,,0.0,0.0,0.0,1.0,2.0,,4.0,3.0,0.0,3.0,,0.0,33.0,,,,4.0,3.0,,,,0.0,1.0,,,,,,,,
244619548,Шинатцу,soulflayer,61.0,280.0,,,,,,,0.0,,0.0,,,100.0,,0.0,,,,,,,,1.0,,2.0,,,2.0,,1.0,,,,,,,,0.0,,0.0,,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,
118609313,Wipepower,ravencrest,26.0,2890.0,78.0,,,100.0,,17.0,50.0,100.0,100.0,100.0,,0.0,33.0,75.0,0.0,9.0,,,4.0,,6.0,2.0,1.0,1.0,2.0,,1.0,3.0,4.0,1.0,7.0,,,4.0,,1.0,1.0,1.0,1.0,2.0,,0.0,1.0,3.0,0.0,,86.0,33.0,,0.0,,7.0,6.0,,1.0,,6.0,2.0,,0.0,100.0,1.0,1.0,,,
144281931,Enemîes,blackmoore,80.0,17692.0,33.0,48.0,65.0,40.0,50.0,17.0,52.0,51.0,55.0,52.0,31.0,50.0,43.0,44.0,50.0,12.0,75.0,17.0,35.0,10.0,6.0,54.0,98.0,40.0,82.0,16.0,2.0,14.0,16.0,4.0,4.0,36.0,11.0,14.0,5.0,1.0,28.0,50.0,22.0,43.0,5.0,1.0,6.0,7.0,2.0,100.0,82.0,33.0,100.0,,3.0,33.0,3.0,51.0,,3.0,27.0,1.0,51.0,,,,,100.0,1.0,1.0
175572397,Pjpal,khaz-modan,9.0,2380.0,60.0,,,0.0,,86.0,100.0,100.0,60.0,100.0,,88.0,0.0,25.0,50.0,5.0,,,1.0,,7.0,1.0,1.0,5.0,2.0,,8.0,2.0,4.0,4.0,3.0,,,0.0,,6.0,1.0,1.0,3.0,2.0,,7.0,0.0,1.0,2.0,,0.0,50.0,,,,2.0,2.0,,,,0.0,1.0,,,,,,,,
131800381,Imaqtgirl,nemesis,11.0,191.0,,,,,,,,,100.0,33.0,,,,0.0,0.0,,,,,,,,,1.0,3.0,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,0.0,0.0,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,
197612454,Heimir,kazzak,21.0,627.0,,,,100.0,,,100.0,,0.0,50.0,,100.0,50.0,67.0,50.0,,,,1.0,,,1.0,,1.0,2.0,,1.0,2.0,3.0,4.0,,,,1.0,,,1.0,,0.0,1.0,,1.0,1.0,2.0,2.0,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,
99907631,Tebetha,draenor,24.0,844.0,50.0,,,100.0,,0.0,100.0,100.0,,0.0,,100.0,100.0,,,2.0,,,1.0,,2.0,1.0,4.0,,2.0,,2.0,2.0,,,1.0,,,1.0,,0.0,1.0,4.0,,0.0,,2.0,2.0,,,,,100.0,,,,,1.0,,,,,1.0,,,,,,,,
93656408,Kenshin,aggra-português,13.0,21501.0,73.0,65.0,67.0,57.0,53.0,61.0,65.0,50.0,44.0,30.0,0.0,,0.0,40.0,100.0,73.0,74.0,63.0,72.0,64.0,31.0,26.0,4.0,16.0,10.0,1.0,,1.0,5.0,2.0,53.0,48.0,42.0,41.0,34.0,19.0,17.0,2.0,7.0,3.0,0.0,,0.0,2.0,2.0,,43.0,75.0,,,,7.0,4.0,,,,3.0,3.0,,,,,,,,
188436851,Vynrael,kazzak,129.0,32640.0,50.0,65.0,67.0,65.0,59.0,50.0,58.0,65.0,52.0,55.0,60.0,,57.0,60.0,40.0,8.0,77.0,88.0,78.0,37.0,14.0,98.0,88.0,90.0,98.0,73.0,,7.0,5.0,5.0,4.0,50.0,59.0,51.0,22.0,7.0,57.0,57.0,47.0,54.0,44.0,,4.0,3.0,2.0,100.0,112.0,100.0,100.0,,1.0,8.0,1.0,5.0,,1.0,9.0,1.0,5.0,,1800.0,1.0,18.0,,,
108809209,Trynias,eredar,28.0,3040.0,100.0,100.0,50.0,33.0,,57.0,100.0,67.0,60.0,100.0,86.0,,0.0,25.0,0.0,2.0,4.0,2.0,3.0,,7.0,1.0,3.0,5.0,5.0,7.0,,1.0,4.0,1.0,2.0,4.0,1.0,1.0,,4.0,1.0,2.0,3.0,5.0,6.0,,0.0,1.0,0.0,,45.0,33.0,100.0,,,11.0,3.0,1.0,,,5.0,1.0,1.0,,,,,,,
166595485,Cptainbian,tarren-mill,141.0,12141.0,60.0,81.0,50.0,44.0,75.0,57.0,40.0,73.0,83.0,38.0,100.0,83.0,83.0,60.0,,20.0,37.0,10.0,34.0,4.0,30.0,10.0,11.0,12.0,8.0,4.0,6.0,6.0,5.0,,12.0,30.0,5.0,15.0,3.0,17.0,4.0,8.0,10.0,3.0,4.0,5.0,5.0,3.0,,,20.0,50.0,100.0,0.0,,10.0,10.0,11.0,1.0,,2.0,5.0,11.0,0.0,,,,,,
166049873,Ykizebony,tarren-mill,44.0,769.0,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,100.0,,,,,2.0,,,,,2.0,,,,,,,,
141818565,Bigjazzy,kazzak,5.0,310.0,0.0,,,100.0,,,,100.0,,,,0.0,,,100.0,1.0,,,1.0,,,,1.0,,,,1.0,,,1.0,0.0,,,1.0,,,,1.0,,,,0.0,,,1.0,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,
183958955,Lmaowtf,kazzak,15.0,429.0,,,,0.0,,,,,67.0,0.0,,,60.0,67.0,100.0,,,,1.0,,,,,3.0,1.0,,,5.0,3.0,2.0,,,,0.0,,,,,2.0,0.0,,,3.0,2.0,2.0,,33.0,,,,,3.0,,,,,1.0,,,,50.0,2.0,1.0,,,
196175533,Бихэпи,soulflayer,174.0,80871.0,66.0,61.0,65.0,71.0,52.0,50.0,66.0,66.0,63.0,58.0,67.0,80.0,72.0,61.0,56.0,112.0,186.0,75.0,107.0,42.0,111.0,177.0,202.0,171.0,163.0,162.0,5.0,61.0,46.0,52.0,74.0,114.0,49.0,76.0,22.0,55.0,116.0,134.0,107.0,94.0,108.0,4.0,44.0,28.0,29.0,33.0,67.0,57.0,100.0,75.0,3.0,90.0,46.0,24.0,4.0,1.0,60.0,26.0,24.0,3.0,,,,,,
119766949,Admitancja,burning-legion,47.0,6144.0,0.0,50.0,46.0,71.0,60.0,0.0,60.0,50.0,73.0,50.0,90.0,0.0,0.0,100.0,0.0,1.0,8.0,13.0,7.0,10.0,1.0,5.0,16.0,15.0,18.0,10.0,1.0,1.0,1.0,1.0,0.0,4.0,6.0,5.0,6.0,0.0,3.0,8.0,11.0,9.0,9.0,0.0,0.0,1.0,0.0,,0.0,100.0,,,,2.0,1.0,,,,0.0,1.0,,,,,,,,
163136502,Bløedbad,les-sentinelles,17.0,5643.0,30.0,64.0,78.0,50.0,33.0,25.0,43.0,60.0,46.0,50.0,50.0,0.0,,50.0,,10.0,28.0,9.0,2.0,9.0,4.0,14.0,5.0,13.0,10.0,4.0,1.0,,2.0,,3.0,18.0,7.0,1.0,3.0,1.0,6.0,3.0,6.0,5.0,2.0,0.0,,1.0,,,67.0,0.0,,,,3.0,2.0,,,,2.0,0.0,,,600.0,1.0,6.0,,,
173345523,Lãgertha,kazzak,16.0,3670.0,0.0,,,60.0,,20.0,33.0,80.0,67.0,67.0,,,71.0,67.0,25.0,3.0,,,5.0,,5.0,3.0,5.0,3.0,9.0,,,7.0,6.0,4.0,0.0,,,3.0,,1.0,1.0,4.0,2.0,6.0,,,5.0,4.0,1.0,100.0,50.0,50.0,100.0,,1.0,6.0,2.0,1.0,,1.0,3.0,1.0,1.0,,100.0,4.0,4.0,,,
209292187,Догу,soulflayer,17.0,4222.0,50.0,,,100.0,,50.0,50.0,50.0,0.0,100.0,,100.0,67.0,100.0,80.0,8.0,,,2.0,,6.0,4.0,2.0,3.0,5.0,,4.0,3.0,1.0,5.0,4.0,,,2.0,,3.0,2.0,1.0,0.0,5.0,,4.0,2.0,1.0,4.0,,67.0,80.0,100.0,,,3.0,5.0,6.0,,,2.0,4.0,6.0,,,,,,,
167867313,Thespecter,tarren-mill,1.0,120.0,,,,,,,50.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0,0.0,,,,1.0,1.0,,,,0.0,0.0,,,,,,,,
137177891,Heartfilia,norgannon,22.0,3935.0,83.0,,,40.0,,100.0,20.0,43.0,67.0,71.0,,100.0,60.0,100.0,71.0,12.0,,,5.0,,6.0,5.0,7.0,6.0,7.0,,6.0,5.0,1.0,7.0,10.0,,,2.0,,6.0,1.0,3.0,4.0,5.0,,6.0,3.0,1.0,5.0,,71.0,50.0,,,,7.0,4.0,,,,5.0,2.0,,,0.0,1.0,0.0,,,
166402155,Madoff,chamber-of-aspects,25.0,17008.0,74.0,100.0,,67.0,,69.0,79.0,60.0,93.0,50.0,75.0,57.0,53.0,81.0,58.0,34.0,1.0,,12.0,,42.0,24.0,15.0,15.0,16.0,4.0,7.0,15.0,16.0,12.0,25.0,1.0,,8.0,,29.0,19.0,9.0,14.0,8.0,3.0,4.0,8.0,13.0,7.0,,56.0,64.0,,100.0,,18.0,39.0,,1.0,,10.0,25.0,,1.0,,,,,,
81429614,Evlana,terenas,31.0,3089.0,86.0,50.0,100.0,33.0,75.0,33.0,100.0,0.0,100.0,50.0,100.0,50.0,,,,7.0,4.0,2.0,6.0,4.0,3.0,1.0,2.0,5.0,2.0,1.0,2.0,,,,6.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,,,,,0.0,0.0,,,,1.0,1.0,,,,0.0,0.0,,,,,,,,
134727390,Nagsoran,blackmoore,54.0,1530.0,25.0,,,29.0,,67.0,0.0,0.0,75.0,0.0,50.0,,0.0,0.0,0.0,4.0,,,7.0,,3.0,1.0,4.0,4.0,7.0,2.0,,1.0,1.0,1.0,1.0,,,2.0,,2.0,0.0,0.0,3.0,0.0,1.0,,0.0,0.0,0.0,100.0,50.0,75.0,100.0,,1.0,2.0,4.0,2.0,,1.0,1.0,3.0,2.0,,,,,,,
174848731,Usulder,sanguino,18.0,1758.0,0.0,,,50.0,,0.0,50.0,57.0,50.0,50.0,,0.0,67.0,0.0,100.0,2.0,,,4.0,,3.0,2.0,7.0,2.0,2.0,,2.0,3.0,2.0,4.0,0.0,,,2.0,,0.0,1.0,4.0,1.0,1.0,,0.0,2.0,0.0,4.0,,25.0,100.0,,,,4.0,2.0,,,,1.0,2.0,,,,,,,,
148078900,Арахнея,howling-fjord,56.0,289.0,,,,,,0.0,,,,,,,0.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,0.0,,,,,,,0.0,,,,100.0,100.0,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,
141742711,Galdil,burning-legion,12.0,2634.0,0.0,,,0.0,,33.0,0.0,67.0,0.0,100.0,,0.0,100.0,50.0,0.0,2.0,,,1.0,,3.0,1.0,3.0,1.0,2.0,,1.0,1.0,2.0,1.0,0.0,,,0.0,,1.0,0.0,2.0,0.0,2.0,,0.0,1.0,1.0,0.0,,67.0,50.0,,33.0,,3.0,6.0,,3.0,,2.0,3.0,,1.0,100.0,1.0,1.0,,,
118742265,Plambi,burning-legion,20.0,17769.0,61.0,58.0,55.0,61.0,63.0,37.0,75.0,80.0,67.0,80.0,,50.0,78.0,78.0,69.0,36.0,59.0,42.0,41.0,46.0,27.0,16.0,10.0,12.0,10.0,,2.0,9.0,9.0,13.0,22.0,34.0,23.0,25.0,29.0,10.0,12.0,8.0,8.0,8.0,,1.0,7.0,7.0,9.0,,80.0,43.0,,,,10.0,7.0,,,,8.0,3.0,,,,,,,,
193749388,Palrahz,archimonde,29.0,432.0,,,,,,,100.0,,,,,50.0,,,0.0,,,,,,,1.0,,,,,2.0,,,1.0,,,,,,,1.0,,,,,1.0,,,0.0,,0.0,100.0,,,,1.0,1.0,,,,0.0,1.0,,,,,,,,
133679980,Ashynlem,twisting-nether,12.0,925.0,0.0,100.0,,,,50.0,0.0,33.0,33.0,17.0,0.0,,,,0.0,1.0,1.0,,,,2.0,2.0,3.0,3.0,6.0,1.0,,,,1.0,0.0,1.0,,,,1.0,0.0,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,
140580886,Kènpachî,blackrock,75.0,20030.0,75.0,38.0,10.0,50.0,86.0,50.0,43.0,40.0,20.0,71.0,,,50.0,50.0,60.0,4.0,16.0,10.0,12.0,7.0,2.0,7.0,5.0,5.0,7.0,,,2.0,2.0,5.0,3.0,6.0,1.0,6.0,6.0,1.0,3.0,2.0,1.0,5.0,,,1.0,1.0,3.0,,150.0,100.0,,,,2.0,1.0,,,,3.0,1.0,,,,,,,,
133390164,Råre,draenor,5.0,117.0,,,,,,,,,,0.0,,,,,100.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,0.0,,,,,1.0,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,
77798216,Piroswag,nemesis,2.0,308.0,0.0,,,,100.0,,100.0,100.0,,100.0,67.0,,,,,1.0,,,,1.0,,1.0,1.0,,1.0,3.0,,,,,0.0,,,,1.0,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
73785417,Schutzinator,eredar,20.0,4518.0,33.0,13.0,44.0,11.0,43.0,56.0,41.0,100.0,29.0,50.0,,,,,,21.0,15.0,25.0,18.0,23.0,18.0,17.0,1.0,17.0,2.0,,,,,,7.0,2.0,11.0,2.0,10.0,10.0,7.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
173548947,Killercobra,nemesis,50.0,712.0,0.0,,,,,,0.0,100.0,100.0,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,0.0,,,,,,0.0,1.0,1.0,,,,,,,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,
159018118,Enradium,stormscale,42.0,2571.0,80.0,33.0,0.0,67.0,100.0,75.0,100.0,60.0,75.0,0.0,,50.0,100.0,100.0,20.0,5.0,3.0,1.0,3.0,1.0,8.0,3.0,5.0,4.0,2.0,,4.0,1.0,1.0,5.0,4.0,1.0,0.0,2.0,1.0,6.0,3.0,3.0,3.0,0.0,,2.0,1.0,1.0,1.0,,133.0,67.0,,,,3.0,3.0,,,,4.0,2.0,,,,,,,,
154149298,Yonuno,sanguino,4.0,1099.0,40.0,0.0,,67.0,,33.0,50.0,,50.0,100.0,,,,,,5.0,2.0,,6.0,,6.0,2.0,,2.0,1.0,,,,,,2.0,0.0,,4.0,,2.0,1.0,,1.0,1.0,,,,,,,0.0,,,,,3.0,,,,,0.0,,,,,,,,,
158988219,Arydin,blackhand,7.0,1618.0,40.0,56.0,,67.0,,100.0,20.0,33.0,100.0,50.0,,,0.0,,0.0,5.0,9.0,,3.0,,2.0,5.0,6.0,2.0,8.0,,,3.0,,1.0,2.0,5.0,,2.0,,2.0,1.0,2.0,2.0,4.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,
132401526,Nenorocitule,silvermoon,11.0,1736.0,100.0,100.0,50.0,0.0,,,,50.0,0.0,67.0,,75.0,,,,2.0,1.0,2.0,1.0,,,,2.0,1.0,3.0,,4.0,,,,2.0,1.0,1.0,0.0,,,,1.0,0.0,2.0,,3.0,,,,,,,,0.0,,,,,1.0,,,,,0.0,,,,,,
202886880,Святоушлёпок,soulflayer,7.0,209.0,,,,0.0,,100.0,,,,,,,100.0,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,0.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
179027754,Толомир,soulflayer,12.0,56.0,0.0,,,,,,,,,,,,,100.0,,1.0,,,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
137831375,Hashcat,defias-brotherhood,26.0,6099.0,60.0,,,58.0,,,40.0,53.0,50.0,59.0,,100.0,65.0,57.0,75.0,5.0,,,19.0,,,10.0,15.0,10.0,17.0,,1.0,17.0,23.0,20.0,3.0,,,11.0,,,4.0,8.0,5.0,10.0,,1.0,11.0,13.0,15.0,,44.0,50.0,100.0,40.0,,16.0,4.0,3.0,5.0,,7.0,2.0,3.0,2.0,0.0,1.0,0.0,,,
110447787,Ayyah,stormscale,4.0,466.0,,0.0,,,,,100.0,100.0,,,,,50.0,100.0,,,1.0,,,,,1.0,1.0,,,,,2.0,1.0,,,0.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
175158446,Strunfy,twisting-nether,11.0,900.0,0.0,,,,,67.0,100.0,,,67.0,,100.0,100.0,,0.0,1.0,,,,,3.0,1.0,,,3.0,,1.0,1.0,,1.0,0.0,,,,,2.0,1.0,,,2.0,,1.0,1.0,,0.0,,100.0,25.0,,,,1.0,4.0,,,,1.0,1.0,,,0.0,1.0,0.0,,,
134245080,Zedbug,spinebreaker,7.0,1238.0,33.0,,,,,100.0,60.0,100.0,83.0,100.0,,0.0,67.0,50.0,50.0,3.0,,,,,1.0,5.0,1.0,6.0,1.0,,1.0,3.0,4.0,2.0,1.0,,,,,1.0,3.0,1.0,5.0,1.0,,0.0,2.0,2.0,1.0,,17.0,,,,,6.0,,,,,1.0,,,,,,,,,
160212062,Schnipporet,tarren-mill,14.0,240.0,,,,100.0,,,,100.0,,50.0,,,,0.0,,,,,1.0,,,,1.0,,2.0,,,,1.0,,,,,1.0,,,,1.0,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
193091808,Thaladriana,aegwynn,17.0,8020.0,44.0,75.0,0.0,44.0,12.0,67.0,53.0,50.0,59.0,80.0,57.0,33.0,53.0,43.0,36.0,9.0,4.0,1.0,9.0,8.0,9.0,17.0,26.0,22.0,15.0,7.0,6.0,15.0,7.0,14.0,4.0,3.0,0.0,4.0,1.0,6.0,9.0,13.0,13.0,12.0,4.0,2.0,8.0,3.0,5.0,,87.0,100.0,,50.0,,15.0,2.0,,8.0,,13.0,2.0,,4.0,50.0,4.0,2.0,,,
165962447,Àcci,blackrock,15.0,2091.0,25.0,,,75.0,,100.0,60.0,100.0,67.0,100.0,,50.0,0.0,100.0,67.0,4.0,,,4.0,,1.0,5.0,1.0,3.0,3.0,,4.0,1.0,1.0,3.0,1.0,,,3.0,,1.0,3.0,1.0,2.0,3.0,,2.0,0.0,1.0,2.0,,75.0,50.0,,,,4.0,4.0,,,,3.0,2.0,,,,,,,,
174241461,Hêizën,marécage-de-zangar,17.0,519.0,,,,,,100.0,100.0,33.0,100.0,60.0,,0.0,50.0,50.0,0.0,,,,,,1.0,1.0,3.0,1.0,5.0,,1.0,2.0,2.0,2.0,,,,,,1.0,1.0,1.0,1.0,3.0,,0.0,1.0,1.0,0.0,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,
81175826,Zaora,frostwolf,14.0,610.0,100.0,,,,,,,100.0,100.0,100.0,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
107767012,Bloodykawaii,ravencrest,30.0,13434.0,50.0,55.0,77.0,71.0,80.0,69.0,70.0,58.0,62.0,56.0,67.0,,50.0,67.0,0.0,78.0,31.0,13.0,21.0,10.0,39.0,27.0,24.0,16.0,25.0,24.0,,8.0,3.0,1.0,39.0,17.0,10.0,15.0,8.0,27.0,19.0,14.0,10.0,14.0,16.0,,4.0,2.0,0.0,,44.0,33.0,,,,9.0,9.0,,,,4.0,3.0,,,,,,,,
157853087,Varally,stormscale,12.0,373.0,,,,,,0.0,100.0,100.0,50.0,50.0,,,0.0,,0.0,,,,,,1.0,1.0,1.0,4.0,2.0,,,1.0,,1.0,,,,,,0.0,1.0,1.0,2.0,1.0,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,2.0,0.0,,,
161267279,Hitlander,exodar,11.0,2638.0,0.0,,,80.0,,100.0,64.0,40.0,100.0,75.0,,,57.0,75.0,60.0,1.0,,,5.0,,1.0,11.0,5.0,3.0,4.0,,,7.0,4.0,5.0,0.0,,,4.0,,1.0,7.0,2.0,3.0,3.0,,,4.0,3.0,3.0,100.0,86.0,100.0,,,5.0,7.0,1.0,,,5.0,6.0,1.0,,,,,,,,
28405849,Yukine,drakthul,87.0,26932.0,49.0,67.0,56.0,62.0,60.0,65.0,58.0,83.0,36.0,44.0,75.0,100.0,100.0,40.0,,101.0,97.0,81.0,63.0,52.0,49.0,26.0,12.0,28.0,9.0,4.0,1.0,4.0,5.0,,49.0,65.0,45.0,39.0,31.0,32.0,15.0,10.0,10.0,4.0,3.0,1.0,4.0,2.0,,100.0,60.0,40.0,100.0,33.0,2.0,10.0,5.0,43.0,6.0,2.0,6.0,2.0,43.0,2.0,,,,,,
154135172,Imaqtcats,sanguino,7.0,691.0,,,,,,,0.0,71.0,75.0,50.0,,,50.0,0.0,100.0,,,,,,,2.0,7.0,4.0,2.0,,,2.0,3.0,1.0,,,,,,,0.0,5.0,3.0,1.0,,,1.0,0.0,1.0,,100.0,100.0,,,,1.0,1.0,,,,1.0,1.0,,,100.0,1.0,1.0,,,
159756114,Belkata,drakthul,29.0,6239.0,50.0,,,71.0,,71.0,50.0,17.0,64.0,50.0,,100.0,57.0,60.0,60.0,6.0,,,7.0,,7.0,10.0,6.0,11.0,10.0,,6.0,7.0,10.0,10.0,3.0,,,5.0,,5.0,5.0,1.0,7.0,5.0,,6.0,4.0,6.0,6.0,50.0,56.0,,,38.0,2.0,9.0,,,8.0,1.0,5.0,,,3.0,0.0,1.0,0.0,,,
169075418,Varnus,nemesis,45.0,1723.0,100.0,,,67.0,,33.0,50.0,43.0,44.0,67.0,,100.0,75.0,40.0,20.0,1.0,,,3.0,,3.0,2.0,7.0,9.0,3.0,,3.0,4.0,5.0,5.0,1.0,,,2.0,,1.0,1.0,3.0,4.0,2.0,,3.0,3.0,2.0,1.0,,100.0,67.0,,,,1.0,3.0,,,,1.0,2.0,,,,,,,,
151342688,Xénobia,hyjal,35.0,5101.0,100.0,58.0,59.0,33.0,45.0,100.0,58.0,23.0,45.0,68.0,67.0,,,,,2.0,19.0,17.0,18.0,11.0,5.0,12.0,13.0,11.0,25.0,12.0,,,,,2.0,11.0,10.0,6.0,5.0,5.0,7.0,3.0,5.0,17.0,8.0,,,,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,
154158080,Bannlore,twisting-nether,10.0,12209.0,63.0,53.0,41.0,40.0,75.0,89.0,57.0,14.0,57.0,50.0,38.0,,,,,30.0,81.0,44.0,20.0,24.0,9.0,7.0,7.0,7.0,6.0,13.0,,,,,19.0,43.0,18.0,8.0,18.0,8.0,4.0,1.0,4.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
