character.id,character.name,character.realm.slug,honor_level,honorable_kills,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Isle of Conquest win_rate,Deepwind Gorge (Legacy) win_rate,Arathi Basin Winter win_rate,Korrak's Revenge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Isle of Conquest played,Deepwind Gorge (Legacy) played,Arathi Basin Winter played,Korrak's Revenge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Isle of Conquest won,Deepwind Gorge (Legacy) won,Arathi Basin Winter won,Korrak's Revenge won,Strand of the Ancients win_rate,Strand of the Ancients played,Strand of the Ancients won,Ashran win_rate,Ashran played,Ashran won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
103918052,Hammerina,eredar,35.0,45291.0,62.0,56.0,60.0,,64.0,75.0,100.0,100.0,50.0,,50.0,16.0,50.0,,11.0,4.0,1.0,1.0,2.0,,31.0,9.0,30.0,,7.0,3.0,1.0,1.0,1.0,,53.0,54.0,71.0,67.0,48.0,50.0,,,110.0,207.0,147.0,114.0,82.0,12.0,,,58.0,112.0,105.0,76.0,39.0,6.0,,,58.0,181.0,105.0,,,,,,,,,,,,
138465092,Misstag,twisting-nether,25.0,2101.0,83.0,60.0,50.0,25.0,67.0,43.0,71.0,67.0,,43.0,6.0,5.0,6.0,4.0,12.0,7.0,7.0,3.0,,7.0,5.0,3.0,3.0,1.0,8.0,3.0,5.0,2.0,,3.0,33.0,,100.0,50.0,0.0,,,,3.0,,1.0,2.0,1.0,,,,1.0,,1.0,1.0,0.0,,,,,,,100.0,3.0,3.0,,,,,,,,,
120373370,Groobaz,burning-legion,25.0,29635.0,50.0,50.0,53.0,,44.0,,,100.0,67.0,,16.0,6.0,19.0,,9.0,,,1.0,3.0,,8.0,3.0,10.0,,4.0,,,1.0,2.0,,46.0,66.0,62.0,66.0,61.0,40.0,,,72.0,77.0,90.0,79.0,31.0,5.0,,,33.0,51.0,56.0,52.0,19.0,2.0,,,50.0,80.0,40.0,,,,,,,,,,,,
172312734,Стрелкенс,howling-fjord,22.0,1587.0,100.0,100.0,,,100.0,50.0,33.0,100.0,50.0,50.0,1.0,1.0,,,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,,,1.0,1.0,1.0,3.0,1.0,1.0,50.0,,,20.0,0.0,,,,2.0,,,5.0,3.0,,,,1.0,,,1.0,0.0,,,,,,,50.0,2.0,1.0,,,,,,,,,
119172088,Illæll,blackhand,25.0,187.0,,,,,,,0.0,,100.0,,,,,,,,1.0,,1.0,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140787336,Holyvision,khadgar,129.0,40198.0,51.0,54.0,50.0,,62.0,82.0,43.0,62.0,25.0,83.0,59.0,41.0,48.0,,61.0,11.0,7.0,8.0,4.0,6.0,30.0,22.0,24.0,,38.0,9.0,3.0,5.0,1.0,5.0,65.0,50.0,53.0,53.0,54.0,46.0,,,60.0,173.0,118.0,97.0,57.0,37.0,,,39.0,86.0,62.0,51.0,31.0,17.0,,,58.0,111.0,64.0,,,,100.0,4.0,4.0,,,,,,
143718641,Магннолия,howling-fjord,35.0,654.0,0.0,,100.0,,100.0,,60.0,,100.0,,1.0,,1.0,,1.0,,5.0,,1.0,,0.0,,1.0,,1.0,,3.0,,1.0,,100.0,,,0.0,,,,,1.0,,,1.0,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,
182285453,Eldjazairi,hyjal,21.0,3774.0,64.0,42.0,43.0,33.0,54.0,29.0,47.0,50.0,80.0,54.0,14.0,12.0,7.0,3.0,13.0,7.0,15.0,4.0,5.0,13.0,9.0,5.0,3.0,1.0,7.0,2.0,7.0,2.0,4.0,7.0,67.0,,,50.0,75.0,,,0.0,3.0,,,2.0,4.0,,,1.0,2.0,,,1.0,3.0,,,0.0,,,,,,,100.0,1.0,1.0,,,,,,
112599287,Tankfiesch,thrall,19.0,1536.0,,100.0,0.0,,100.0,100.0,50.0,50.0,50.0,25.0,,1.0,2.0,,2.0,1.0,2.0,2.0,2.0,4.0,,1.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,100.0,67.0,100.0,,,,1.0,3.0,1.0,3.0,1.0,,,,1.0,0.0,1.0,2.0,1.0,,,,,,,,,,100.0,7.0,7.0,,,,,,
62044815,Glupschî,thrall,88.0,1355.0,100.0,100.0,100.0,,,100.0,50.0,,,,1.0,1.0,1.0,,,1.0,2.0,,,,1.0,1.0,1.0,,,1.0,1.0,,,,100.0,60.0,75.0,33.0,50.0,50.0,,,1.0,5.0,8.0,3.0,2.0,2.0,,,1.0,3.0,6.0,1.0,1.0,1.0,,,0.0,1.0,0.0,,,,,,,,,,,,
147680228,Zulkhaan,blackrock,8.0,1946.0,50.0,0.0,100.0,,100.0,33.0,,50.0,,0.0,2.0,2.0,3.0,,1.0,3.0,,4.0,,1.0,1.0,0.0,3.0,,1.0,1.0,,2.0,,0.0,67.0,,,100.0,,,,75.0,3.0,,,2.0,,,,4.0,2.0,,,2.0,,,,3.0,,,,,,,,,,100.0,2.0,2.0,,,
174641375,Yuriy,terokkar,20.0,7235.0,73.0,44.0,31.0,,92.0,54.0,50.0,69.0,25.0,67.0,15.0,18.0,13.0,,13.0,13.0,8.0,13.0,8.0,9.0,11.0,8.0,4.0,,12.0,7.0,4.0,9.0,2.0,6.0,57.0,100.0,,60.0,67.0,33.0,,,7.0,1.0,,10.0,12.0,3.0,,,4.0,1.0,,6.0,8.0,1.0,,,,,,33.0,3.0,1.0,,,,,,,,,
142307880,Mska,twisting-nether,10.0,2181.0,85.0,46.0,56.0,0.0,62.0,133.0,,,,0.0,13.0,13.0,9.0,1.0,13.0,3.0,,,,1.0,11.0,6.0,5.0,0.0,8.0,4.0,,,,0.0,50.0,33.0,50.0,100.0,,100.0,,,2.0,12.0,8.0,2.0,,1.0,,,1.0,4.0,4.0,2.0,,1.0,,,,,,,,,,,,,,,,,
183363211,Infinitystar,kazzak,17.0,1498.0,100.0,50.0,0.0,,100.0,100.0,75.0,0.0,33.0,0.0,1.0,2.0,1.0,,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,,1.0,1.0,3.0,0.0,1.0,0.0,67.0,,,100.0,50.0,,,50.0,3.0,,,3.0,2.0,,,4.0,2.0,,,3.0,1.0,,,2.0,,,,0.0,2.0,0.0,,,,,,,,,
165865192,Shînny,blackrock,4.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
162806837,Sorros,chants-éternels,131.0,116.0,,0.0,,,,100.0,100.0,,,,,2.0,,,,1.0,1.0,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145382537,Ohwhy,the-maelstrom,58.0,2268.0,100.0,0.0,,,0.0,,50.0,,0.0,100.0,1.0,1.0,,,1.0,,2.0,,1.0,1.0,1.0,0.0,,,0.0,,1.0,,0.0,1.0,0.0,,,100.0,33.0,100.0,67.0,,3.0,,,1.0,3.0,1.0,3.0,,0.0,,,1.0,1.0,1.0,2.0,,,,,50.0,2.0,1.0,,,,,,,,,
98788169,Thalaric,blackhand,20.0,49739.0,60.0,50.0,53.0,,0.0,,,,,,20.0,2.0,30.0,,2.0,,,,,,12.0,1.0,16.0,,0.0,,,,,,59.0,66.0,67.0,60.0,52.0,,,,68.0,143.0,196.0,108.0,46.0,,,,40.0,94.0,131.0,65.0,24.0,,,,52.0,83.0,43.0,,,,,,,,,,,,
153096971,Aeraogon,malganis,19.0,17319.0,50.0,50.0,81.0,,100.0,,,,,,22.0,6.0,21.0,,3.0,,,,,,11.0,3.0,17.0,,3.0,,,,,,44.0,63.0,80.0,60.0,39.0,50.0,,,34.0,51.0,50.0,45.0,33.0,4.0,,,15.0,32.0,40.0,27.0,13.0,2.0,,,63.0,49.0,31.0,,,,,,,,,,,,
129605274,Tyraf,tarren-mill,23.0,6214.0,46.0,80.0,74.0,,65.0,300.0,0.0,,,,13.0,15.0,19.0,,20.0,2.0,1.0,,,,6.0,12.0,14.0,,13.0,6.0,0.0,,,,35.0,76.0,64.0,61.0,24.0,75.0,,,20.0,17.0,25.0,18.0,17.0,12.0,,,7.0,13.0,16.0,11.0,4.0,9.0,,,50.0,10.0,5.0,,,,100.0,39.0,39.0,,,,,,
149339799,Fragey,tarren-mill,34.0,1704.0,60.0,83.0,0.0,100.0,29.0,20.0,80.0,50.0,,20.0,10.0,6.0,1.0,2.0,7.0,5.0,5.0,6.0,,5.0,6.0,5.0,0.0,2.0,2.0,1.0,4.0,3.0,,1.0,0.0,,,,100.0,,,,3.0,,,,2.0,,,,0.0,,,,2.0,,,,,,,0.0,2.0,0.0,,,,,,,,,
153765540,Йосяфлексер,howling-fjord,120.0,4664.0,39.0,50.0,90.0,71.0,57.0,77.0,60.0,67.0,,75.0,18.0,16.0,10.0,7.0,14.0,13.0,5.0,9.0,,4.0,7.0,8.0,9.0,5.0,8.0,10.0,3.0,6.0,,3.0,,75.0,100.0,67.0,100.0,55.0,,100.0,,4.0,1.0,9.0,1.0,11.0,,1.0,,3.0,1.0,6.0,1.0,6.0,,1.0,,,,,,,,,,,,,,,
57905859,Альфарт,howling-fjord,11.0,11011.0,40.0,77.0,38.0,,43.0,100.0,100.0,0.0,0.0,,20.0,13.0,13.0,,14.0,1.0,1.0,2.0,1.0,,8.0,10.0,5.0,,6.0,1.0,1.0,0.0,0.0,,55.0,50.0,71.0,50.0,40.0,36.0,,,20.0,14.0,21.0,22.0,10.0,11.0,,,11.0,7.0,15.0,11.0,4.0,4.0,,,60.0,15.0,9.0,0.0,1.0,0.0,,,,,,,,,
151608313,Pallado,drakthul,8.0,471.0,100.0,100.0,33.0,50.0,,33.0,,75.0,,50.0,1.0,1.0,3.0,4.0,,3.0,,4.0,,2.0,1.0,1.0,1.0,2.0,,1.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82303685,Guurr,onyxia,26.0,5364.0,42.0,52.0,50.0,62.0,71.0,56.0,70.0,25.0,25.0,67.0,12.0,21.0,12.0,8.0,7.0,16.0,10.0,8.0,4.0,9.0,5.0,11.0,6.0,5.0,5.0,9.0,7.0,2.0,1.0,6.0,33.0,0.0,67.0,67.0,62.0,0.0,100.0,,6.0,1.0,3.0,3.0,8.0,1.0,1.0,,2.0,0.0,2.0,2.0,5.0,0.0,1.0,,100.0,1.0,1.0,50.0,4.0,2.0,,,,,,,,,
154764560,Møømøø,archimonde,27.0,3165.0,50.0,40.0,40.0,,100.0,,33.0,67.0,,100.0,2.0,5.0,5.0,,5.0,,3.0,3.0,,1.0,1.0,2.0,2.0,,5.0,,1.0,2.0,,1.0,60.0,88.0,56.0,100.0,50.0,100.0,,,5.0,8.0,9.0,6.0,2.0,1.0,,,3.0,7.0,5.0,6.0,1.0,1.0,,,0.0,2.0,0.0,100.0,1.0,1.0,,,,,,,,,
134245080,Zedbug,spinebreaker,7.0,1238.0,60.0,100.0,83.0,,100.0,17.0,67.0,50.0,,50.0,5.0,1.0,6.0,,1.0,6.0,3.0,4.0,,2.0,3.0,1.0,5.0,,1.0,1.0,2.0,2.0,,1.0,33.0,,,,100.0,,,,3.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,0.0,1.0,0.0,,,,,,,,,
97577933,Monstermixen,bronze-dragonflight,5.0,2356.0,,,,,,,100.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,0.0,0.0,100.0,,0.0,,,,2.0,1.0,1.0,,1.0,,,,0.0,0.0,1.0,,0.0,,,,,,,,,,,,,,,,,,
175954642,Гипермадара,howling-fjord,9.0,4064.0,100.0,100.0,67.0,,100.0,100.0,100.0,33.0,56.0,75.0,2.0,2.0,6.0,,1.0,4.0,2.0,3.0,9.0,4.0,2.0,2.0,4.0,,1.0,4.0,2.0,1.0,5.0,3.0,38.0,,,100.0,30.0,,,,8.0,,,6.0,10.0,,,,3.0,,,6.0,3.0,,,,,,,0.0,2.0,0.0,,,,,,,,,
117053302,Arcacarry,ragnaros,47.0,2271.0,,0.0,100.0,,33.0,,0.0,0.0,,,,1.0,2.0,,3.0,,2.0,2.0,,,,0.0,2.0,,1.0,,0.0,0.0,,,50.0,,,75.0,,0.0,67.0,100.0,2.0,,,4.0,,1.0,3.0,6.0,1.0,,,3.0,,0.0,2.0,6.0,,,,,,,100.0,60.0,60.0,,,,,,
123921089,Bloodcryme,draenor,27.0,12559.0,62.0,,65.0,,25.0,50.0,50.0,50.0,100.0,100.0,13.0,,17.0,,4.0,4.0,2.0,2.0,1.0,1.0,8.0,,11.0,,1.0,2.0,1.0,1.0,1.0,1.0,54.0,57.0,67.0,40.0,44.0,100.0,,,13.0,28.0,18.0,10.0,9.0,5.0,,,7.0,16.0,12.0,4.0,4.0,5.0,,,45.0,11.0,5.0,,,,100.0,53.0,53.0,,,,,,
170133453,Weavel,genjuros,113.0,183900.0,58.0,57.0,54.0,,58.0,48.0,62.0,39.0,63.0,42.0,142.0,77.0,130.0,,86.0,23.0,21.0,23.0,27.0,19.0,82.0,44.0,70.0,,50.0,11.0,13.0,9.0,17.0,8.0,45.0,63.0,60.0,63.0,38.0,58.0,60.0,50.0,396.0,742.0,427.0,387.0,213.0,50.0,5.0,2.0,179.0,470.0,256.0,244.0,82.0,29.0,3.0,1.0,52.0,275.0,144.0,72.0,18.0,13.0,,,,,,,,,
69764442,Norrath,thrall,18.0,6551.0,56.0,77.0,54.0,,62.0,,50.0,0.0,100.0,100.0,9.0,13.0,13.0,,8.0,,2.0,1.0,3.0,1.0,5.0,10.0,7.0,,5.0,,1.0,0.0,3.0,1.0,26.0,52.0,48.0,33.0,36.0,100.0,40.0,,27.0,27.0,21.0,12.0,14.0,6.0,5.0,,7.0,14.0,10.0,4.0,5.0,6.0,2.0,,27.0,11.0,3.0,0.0,2.0,0.0,,,,,,,,,
161535981,Malchoriak,azshara,5.0,280.0,33.0,0.0,,,,0.0,,,,,3.0,1.0,,,,1.0,,,,,1.0,0.0,,,,0.0,,,,,100.0,100.0,100.0,100.0,,,,,1.0,2.0,1.0,1.0,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
170123188,Helige,stormreaver,6.0,17013.0,56.0,0.0,62.0,,56.0,,,,100.0,,43.0,2.0,13.0,,9.0,,,,1.0,,24.0,0.0,8.0,,5.0,,,,1.0,,49.0,43.0,56.0,46.0,68.0,75.0,,,49.0,53.0,59.0,35.0,34.0,4.0,,,24.0,23.0,33.0,16.0,23.0,3.0,,,53.0,53.0,28.0,,,,,,,,,,,,
176916675,Mpempå,kazzak,7.0,2193.0,0.0,40.0,80.0,100.0,,0.0,33.0,,100.0,67.0,1.0,5.0,5.0,1.0,,3.0,3.0,,1.0,3.0,0.0,2.0,4.0,1.0,,0.0,1.0,,1.0,2.0,,,,100.0,33.0,,,73.0,,,,1.0,3.0,,,11.0,,,,1.0,1.0,,,8.0,,,,,,,,,,,,,,,
66365346,Wuschelbâr,mugthol,7.0,483.0,,50.0,,,100.0,,,,,,,2.0,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
150966994,Kíngdee,blackmoore,65.0,1233.0,100.0,50.0,0.0,0.0,0.0,67.0,75.0,0.0,,33.0,2.0,4.0,3.0,1.0,1.0,3.0,4.0,3.0,,3.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,,1.0,50.0,0.0,0.0,50.0,67.0,,,,2.0,2.0,1.0,2.0,3.0,,,,1.0,0.0,0.0,1.0,2.0,,,,100.0,1.0,1.0,,,,,,,,,,,,
158097496,Chosenone,rexxar,10.0,4167.0,,50.0,67.0,,33.0,0.0,50.0,0.0,73.0,75.0,,2.0,3.0,,3.0,5.0,8.0,2.0,11.0,4.0,,1.0,2.0,,1.0,0.0,4.0,0.0,8.0,3.0,50.0,,,50.0,60.0,,,,12.0,,,8.0,10.0,,,,6.0,,,4.0,6.0,,,,,,,67.0,3.0,2.0,,,,,,,,,
125071572,Apocalyptkuh,blackrock,5.0,950.0,100.0,0.0,,,0.0,100.0,100.0,,,,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,0.0,,,0.0,1.0,1.0,,,,,100.0,67.0,100.0,0.0,50.0,,0.0,,1.0,3.0,2.0,1.0,2.0,,1.0,,1.0,2.0,2.0,0.0,1.0,,0.0,0.0,1.0,0.0,,,,,,,,,,,,
77157081,Tómòýô,blackhand,4.0,14874.0,64.0,43.0,50.0,,67.0,,,,,,14.0,7.0,8.0,,12.0,,,,,,9.0,3.0,4.0,,8.0,,,,,,53.0,50.0,52.0,71.0,40.0,,,,17.0,6.0,23.0,14.0,15.0,,,,9.0,3.0,12.0,10.0,6.0,,,,88.0,8.0,7.0,,,,,,,,,,,,
153222397,Avioro,malganis,4.0,3061.0,50.0,0.0,25.0,,25.0,,,0.0,100.0,,10.0,1.0,8.0,,4.0,,,1.0,1.0,,5.0,0.0,2.0,,1.0,,,0.0,1.0,,38.0,67.0,71.0,29.0,0.0,38.0,,,21.0,6.0,7.0,7.0,4.0,8.0,,,8.0,4.0,5.0,2.0,0.0,3.0,,,0.0,1.0,0.0,,,,,,,,,,,,
