character.id,character.name,character.realm.slug,honor_level,honorable_kills,Twin Peaks win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Twin Peaks played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Twin Peaks won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Battle for Wintergrasp won,Deepwind Gorge won,Arathi Basin Winter win_rate,Korrak's Revenge win_rate,Arathi Basin Winter played,Korrak's Revenge played,Arathi Basin Winter won,Korrak's Revenge won,Rated Eye of the Storm win_rate,Ashran win_rate,Arathi Basin Comp Stomp win_rate,Rated Eye of the Storm played,Ashran played,Arathi Basin Comp Stomp played,Rated Eye of the Storm won,Ashran won,Arathi Basin Comp Stomp won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
67718764,Muuhladin,blackrock,7.0,773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,10.0,,8.0,,,,,,,,,,,,,,,
243300096,Sunriver,sylvanas,8.0,1834.0,45.0,100.0,40.0,0.0,11.0,2.0,10.0,4.0,5.0,2.0,4.0,0.0,,,,50.0,,0.0,67.0,25.0,67.0,,0.0,33.0,,,,6.0,,3.0,3.0,8.0,6.0,,1.0,3.0,,,,3.0,,0.0,2.0,2.0,4.0,,0.0,1.0,,,,,,,0.0,,100.0,1.0,,2.0,0.0,,2.0,,,,,,
188869283,Криштабелла,gordunni,18.0,722.0,100.0,33.0,100.0,,1.0,3.0,1.0,,1.0,1.0,1.0,,100.0,,,100.0,,,,,0.0,,,,1.0,,,1.0,,,,,2.0,,,,1.0,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
154693489,Shadic,lordaeron,36.0,47401.0,62.0,100.0,100.0,,63.0,1.0,1.0,,39.0,1.0,1.0,,49.0,68.0,62.0,69.0,57.0,54.0,63.0,62.0,57.0,35.0,20.0,0.0,202.0,208.0,164.0,101.0,115.0,70.0,46.0,79.0,51.0,31.0,5.0,2.0,99.0,142.0,102.0,70.0,66.0,38.0,29.0,49.0,29.0,11.0,1.0,0.0,60.0,,5.0,,3.0,,,75.0,100.0,,4.0,11.0,,3.0,11.0,,,,,,
150451053,Koyjin,kazzak,104.0,57121.0,78.0,,,,45.0,,,,35.0,,,,55.0,49.0,49.0,61.0,53.0,43.0,67.0,58.0,69.0,53.0,,,87.0,449.0,170.0,114.0,109.0,72.0,9.0,31.0,13.0,15.0,,,48.0,219.0,83.0,69.0,58.0,31.0,6.0,18.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,
194386574,Bigclock,outland,43.0,1762.0,17.0,71.0,50.0,80.0,6.0,7.0,10.0,10.0,1.0,5.0,5.0,8.0,,,,80.0,,,55.0,100.0,50.0,,,78.0,,,,5.0,,,11.0,6.0,6.0,,,9.0,,,,4.0,,,6.0,6.0,3.0,,,7.0,,,,,,,57.0,,,7.0,,,4.0,,,,,,,,
154220855,Eliasér,zuljin,51.0,53942.0,57.0,57.0,100.0,67.0,106.0,7.0,2.0,3.0,60.0,4.0,2.0,2.0,53.0,64.0,59.0,54.0,57.0,45.0,61.0,58.0,42.0,39.0,75.0,50.0,68.0,223.0,176.0,122.0,136.0,38.0,49.0,91.0,43.0,28.0,4.0,4.0,36.0,143.0,103.0,66.0,77.0,17.0,30.0,53.0,18.0,11.0,3.0,2.0,,60.0,,5.0,,3.0,7000.0,100.0,,1.0,1.0,,70.0,1.0,,,,,,,
148198080,Virtualpala,blackmoore,7.0,684.0,,100.0,,,,1.0,,,,1.0,,,67.0,,,,,100.0,,,,,100.0,,3.0,,,,,3.0,,,,,1.0,,2.0,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
106684712,Randompally,anachronos,1.0,139.0,,,,,,,,,,,,,,0.0,,100.0,0.0,,,,,0.0,,,,1.0,,1.0,1.0,,,,,1.0,,,,0.0,,1.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
148488921,Bubblebude,blackmoore,59.0,1824.0,,100.0,0.0,,,1.0,1.0,,,1.0,0.0,,64.0,,,,,100.0,,,100.0,,50.0,,11.0,,,,,3.0,,,1.0,,6.0,,7.0,,,,,3.0,,,1.0,,3.0,,,,,,,,,60.0,,,5.0,,,3.0,,,,,,,
168784801,Dween,dalaran,10.0,1314.0,50.0,62.0,50.0,33.0,2.0,8.0,6.0,6.0,1.0,5.0,3.0,2.0,50.0,,,,,40.0,0.0,20.0,0.0,,,100.0,4.0,,,,,5.0,1.0,5.0,1.0,,,1.0,2.0,,,,,2.0,0.0,1.0,0.0,,,1.0,,,,,,,100.0,50.0,,1.0,4.0,,1.0,2.0,,,,,,,
174943609,Tèquila,dalaran,373.0,1025.0,67.0,100.0,100.0,83.0,3.0,3.0,1.0,6.0,2.0,3.0,1.0,5.0,,,,33.0,,,0.0,100.0,0.0,,,50.0,,,,3.0,,,1.0,2.0,1.0,,,6.0,,,,1.0,,,0.0,2.0,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
244619548,Шинатцу,soulflayer,61.0,280.0,0.0,,,0.0,1.0,,,1.0,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,100.0,,,2.0,,,2.0,,,,,,,
119283827,Ghildarts,kaelthas,3.0,251.0,,,,,,,,,,,,,,0.0,,0.0,,,,,50.0,,,100.0,,1.0,,1.0,,,,,2.0,,,1.0,,0.0,,0.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
164761441,Empathy,amanthul,8.0,3184.0,29.0,67.0,71.0,70.0,7.0,6.0,7.0,10.0,2.0,4.0,5.0,7.0,50.0,,,50.0,,60.0,50.0,50.0,40.0,,43.0,43.0,4.0,,,6.0,,5.0,6.0,12.0,5.0,,7.0,7.0,2.0,,,3.0,,3.0,3.0,6.0,2.0,,3.0,3.0,,,,,,,,50.0,,,2.0,,,1.0,,,,,,,
196045964,Бирнисон,goldrinn,23.0,4598.0,50.0,73.0,33.0,40.0,16.0,11.0,12.0,10.0,8.0,8.0,4.0,4.0,60.0,,,62.0,,67.0,54.0,40.0,14.0,100.0,29.0,60.0,10.0,,,13.0,,3.0,13.0,10.0,7.0,1.0,7.0,5.0,6.0,,,8.0,,2.0,7.0,4.0,1.0,1.0,2.0,3.0,50.0,,2.0,,1.0,,0.0,,,1.0,,,0.0,,,,,,,,
116613516,Кабриана,gordunni,4.0,9531.0,21.0,100.0,33.0,,42.0,2.0,3.0,,9.0,2.0,1.0,,47.0,20.0,25.0,38.0,38.0,60.0,50.0,26.0,45.0,14.0,,0.0,36.0,41.0,36.0,53.0,40.0,40.0,6.0,31.0,11.0,7.0,,1.0,17.0,8.0,9.0,20.0,15.0,24.0,3.0,8.0,5.0,1.0,,0.0,,,,,,,,0.0,,,1.0,,,0.0,,,,,,,
196173190,Edomae,archimonde,3.0,339.0,,100.0,,0.0,,1.0,,1.0,,1.0,,0.0,50.0,,,50.0,,,50.0,,50.0,,,0.0,2.0,,,2.0,,,2.0,,2.0,,,1.0,1.0,,,1.0,,,1.0,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
142361663,Ystia,illidan,7.0,1007.0,50.0,0.0,100.0,100.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,100.0,,,0.0,,67.0,50.0,67.0,50.0,,33.0,0.0,1.0,,,1.0,,3.0,2.0,3.0,2.0,,3.0,1.0,1.0,,,0.0,,2.0,1.0,2.0,1.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
150789907,Paok,amanthul,40.0,26030.0,57.0,43.0,25.0,60.0,28.0,7.0,8.0,5.0,16.0,3.0,2.0,3.0,56.0,41.0,48.0,45.0,44.0,40.0,41.0,46.0,60.0,57.0,56.0,0.0,71.0,162.0,124.0,73.0,79.0,40.0,34.0,39.0,25.0,7.0,9.0,1.0,40.0,67.0,60.0,33.0,35.0,16.0,14.0,18.0,15.0,4.0,5.0,0.0,0.0,,1.0,,0.0,,,100.0,,,1.0,,,1.0,,,,,,,
142750269,Kirbý,malygos,34.0,1846.0,50.0,50.0,0.0,,2.0,2.0,1.0,,1.0,1.0,0.0,,100.0,,,,,0.0,0.0,67.0,0.0,0.0,,,1.0,,,,,1.0,1.0,3.0,1.0,2.0,,,1.0,,,,,0.0,0.0,2.0,0.0,0.0,,,,8.0,,12.0,,1.0,,33.0,100.0,,3.0,5.0,,1.0,5.0,,,,,,
15735630,Bubbleberta,ysera,12.0,2803.0,50.0,50.0,67.0,0.0,8.0,2.0,3.0,2.0,4.0,1.0,2.0,0.0,33.0,,,62.0,,78.0,57.0,0.0,100.0,,67.0,50.0,6.0,,,8.0,,9.0,7.0,4.0,2.0,,6.0,4.0,2.0,,,5.0,,7.0,4.0,0.0,2.0,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,
166058520,Batzzen,blackmoore,7.0,287.0,0.0,,,,2.0,,,,0.0,,,,,,,,,,100.0,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
192823712,Rammelsurium,aegwynn,5.0,683.0,50.0,100.0,,0.0,2.0,2.0,,1.0,1.0,2.0,,0.0,75.0,,,,,33.0,,50.0,,,50.0,0.0,4.0,,,,,3.0,,4.0,,,2.0,1.0,3.0,,,,,1.0,,2.0,,,1.0,0.0,,,,,,,100.0,0.0,,1.0,1.0,,1.0,0.0,,,,,,,
158675554,Morningstãr,silvermoon,38.0,76717.0,63.0,,,,143.0,,,,90.0,,,,51.0,55.0,49.0,54.0,52.0,57.0,49.0,55.0,48.0,62.0,,,318.0,315.0,280.0,198.0,288.0,174.0,70.0,155.0,168.0,37.0,,,161.0,174.0,137.0,107.0,151.0,100.0,34.0,86.0,81.0,23.0,,,,,,,,,,,,,,,,,,,,,,,
124155089,Vanan,ungoro,13.0,1188.0,,100.0,,50.0,,1.0,,2.0,,1.0,,1.0,,,,100.0,,,100.0,33.0,50.0,,0.0,50.0,,,,1.0,,,1.0,3.0,4.0,,1.0,2.0,,,,1.0,,,1.0,1.0,2.0,,0.0,1.0,100.0,100.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,
127904128,Triis,defias-brotherhood,42.0,1061.0,50.0,,0.0,33.0,2.0,,1.0,3.0,1.0,,0.0,1.0,50.0,,,100.0,,50.0,67.0,50.0,50.0,,,,2.0,,,1.0,,2.0,3.0,4.0,2.0,,,,1.0,,,1.0,,1.0,2.0,2.0,1.0,,,,,,,,,,,67.0,,,3.0,,,2.0,,,,,,,
85178300,Haxxsor,outland,20.0,2134.0,33.0,,,,3.0,,,,1.0,,,,53.0,33.0,0.0,50.0,62.0,44.0,43.0,0.0,45.0,40.0,,,15.0,3.0,5.0,6.0,13.0,9.0,7.0,5.0,11.0,5.0,,,8.0,1.0,0.0,3.0,8.0,4.0,3.0,0.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
183808467,Vieral,kazzak,5.0,1006.0,100.0,,50.0,100.0,1.0,,2.0,1.0,1.0,,1.0,1.0,100.0,,,100.0,,100.0,100.0,100.0,100.0,,100.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,100.0,,2.0,,2.0,,,,,,,,,,,,,,,,
153418609,Inyàfàce,rexxar,18.0,591.0,0.0,100.0,100.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,50.0,,50.0,,,,,100.0,,,,,2.0,,2.0,,,,,1.0,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,25.0,,,4.0,,,1.0,,,,,,,
109754733,Zell,silvermoon,38.0,24879.0,33.0,29.0,20.0,29.0,21.0,7.0,5.0,7.0,7.0,2.0,1.0,2.0,52.0,31.0,42.0,36.0,42.0,46.0,42.0,20.0,58.0,33.0,60.0,67.0,115.0,61.0,55.0,33.0,24.0,26.0,12.0,15.0,19.0,3.0,10.0,3.0,60.0,19.0,23.0,12.0,10.0,12.0,5.0,3.0,11.0,1.0,6.0,2.0,0.0,43.0,3.0,7.0,0.0,3.0,300.0,25.0,100.0,3.0,4.0,3.0,9.0,1.0,3.0,,,,,,
164123559,Júdgê,magtheridon,12.0,1821.0,67.0,50.0,50.0,100.0,6.0,4.0,6.0,1.0,4.0,2.0,3.0,1.0,50.0,,,50.0,,0.0,33.0,50.0,75.0,,0.0,67.0,4.0,,,2.0,,1.0,3.0,2.0,4.0,,1.0,3.0,2.0,,,1.0,,0.0,1.0,1.0,3.0,,0.0,2.0,,25.0,,4.0,,1.0,0.0,0.0,,2.0,1.0,,0.0,0.0,,0.0,1.0,0.0,,,
149274903,Darkpandoli,ysera,3.0,189.0,,,,,,,,,,,,,100.0,,,,,0.0,,,,,,,1.0,,,,,2.0,,,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
117049207,Büxnpriester,antonidas,23.0,847.0,0.0,33.0,100.0,,2.0,3.0,1.0,,0.0,1.0,1.0,,43.0,,,0.0,,0.0,,,100.0,,50.0,,7.0,,,1.0,,1.0,,,1.0,,2.0,,3.0,,,0.0,,0.0,,,1.0,,1.0,,100.0,,1.0,,1.0,,,0.0,100.0,,3.0,2.0,,0.0,2.0,,,,,,
175993605,Jorgino,dun-modr,1.0,114.0,100.0,,,,1.0,,,,1.0,,,,,,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
47603740,Willpelz,ysera,8.0,63833.0,53.0,,,0.0,66.0,,,1.0,35.0,,,0.0,43.0,46.0,53.0,54.0,58.0,39.0,72.0,58.0,48.0,79.0,,,218.0,139.0,148.0,106.0,100.0,145.0,29.0,78.0,21.0,24.0,,,94.0,64.0,79.0,57.0,58.0,57.0,21.0,45.0,10.0,19.0,,,,,,,,,,,,,,,,,,,,,,,
167231970,Corrie,aegwynn,1.0,14399.0,30.0,,,,80.0,,,,24.0,,,,47.0,36.0,27.0,36.0,47.0,67.0,25.0,43.0,56.0,41.0,,,49.0,94.0,88.0,90.0,91.0,60.0,20.0,68.0,16.0,17.0,,,23.0,34.0,24.0,32.0,43.0,40.0,5.0,29.0,9.0,7.0,,,,,,,,,,,,,,,,,,,,,,,
55014660,Drokan,malygos,15.0,6925.0,50.0,50.0,,100.0,6.0,2.0,,1.0,3.0,1.0,,1.0,75.0,54.0,46.0,38.0,15.0,71.0,60.0,50.0,33.0,33.0,50.0,,20.0,28.0,24.0,13.0,20.0,7.0,5.0,12.0,3.0,3.0,2.0,,15.0,15.0,11.0,5.0,3.0,5.0,3.0,6.0,1.0,1.0,1.0,,,,,,,,,100.0,,,1.0,,,1.0,,,,,,,
176654470,Raanis,burning-legion,21.0,132.0,100.0,0.0,100.0,,1.0,1.0,1.0,,1.0,0.0,1.0,,100.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169905343,Eleonia,argent-dawn,33.0,83.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
134666238,Ícøn,blackmoore,7.0,657.0,0.0,,,100.0,1.0,,,1.0,0.0,,,1.0,0.0,,,100.0,,,0.0,,100.0,,0.0,100.0,1.0,,,1.0,,,1.0,,1.0,,1.0,2.0,0.0,,,1.0,,,0.0,,1.0,,0.0,2.0,100.0,,1.0,,1.0,,,50.0,,,2.0,,,1.0,,,,,,,
124029308,Ashari,alexstrasza,27.0,323.0,,,,,,,,,,,,,,,,,,,33.0,,33.0,,,,,,,,,,3.0,,3.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
73474480,Antao,thrall,2.0,7424.0,40.0,0.0,,,5.0,1.0,,,2.0,0.0,,,67.0,69.0,73.0,50.0,60.0,33.0,40.0,100.0,73.0,,33.0,0.0,6.0,16.0,11.0,6.0,5.0,9.0,5.0,4.0,11.0,,3.0,1.0,4.0,11.0,8.0,3.0,3.0,3.0,2.0,4.0,8.0,,1.0,0.0,,100.0,,1.0,,1.0,,100.0,,,1.0,,,1.0,,,,,,,
195921039,Vilgford,hyjal,33.0,3061.0,32.0,33.0,33.0,75.0,25.0,3.0,3.0,4.0,8.0,1.0,1.0,3.0,,30.0,42.0,67.0,0.0,,25.0,38.0,36.0,56.0,,,,23.0,12.0,6.0,1.0,,20.0,16.0,22.0,9.0,,,,7.0,5.0,4.0,0.0,,5.0,6.0,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,
169724618,Verag,alleria,5.0,524.0,,,100.0,100.0,,,1.0,2.0,,,1.0,2.0,100.0,,,100.0,,50.0,0.0,,50.0,,,100.0,2.0,,,1.0,,2.0,1.0,,2.0,,,1.0,2.0,,,1.0,,1.0,0.0,,1.0,,,1.0,100.0,,1.0,,1.0,,,,,,,,,,,,,,,,
144668089,Sylphreana,silvermoon,10.0,9115.0,41.0,71.0,75.0,33.0,32.0,7.0,4.0,3.0,13.0,5.0,3.0,1.0,43.0,75.0,50.0,50.0,47.0,68.0,57.0,79.0,25.0,,67.0,100.0,14.0,20.0,20.0,10.0,15.0,38.0,7.0,19.0,8.0,,3.0,3.0,6.0,15.0,10.0,5.0,7.0,26.0,4.0,15.0,2.0,,2.0,3.0,,,,,,,300.0,40.0,,1.0,5.0,,3.0,2.0,,,,,,,
95417169,Kawaii,uldaman,26.0,85298.0,44.0,56.0,25.0,25.0,71.0,9.0,8.0,8.0,31.0,5.0,2.0,2.0,71.0,70.0,69.0,51.0,48.0,45.0,37.0,47.0,44.0,56.0,64.0,54.0,257.0,187.0,202.0,117.0,122.0,58.0,35.0,75.0,36.0,16.0,25.0,13.0,182.0,130.0,139.0,60.0,59.0,26.0,13.0,35.0,16.0,9.0,16.0,7.0,75.0,62.0,4.0,8.0,3.0,5.0,,81.0,,,16.0,,,13.0,,,,,80.0,5.0,4.0
156374870,Shauri,tirion,7.0,12338.0,55.0,,,,33.0,,,,18.0,,,,66.0,51.0,27.0,36.0,39.0,68.0,20.0,44.0,8.0,67.0,50.0,,41.0,35.0,30.0,22.0,28.0,34.0,5.0,34.0,12.0,3.0,4.0,,27.0,18.0,8.0,8.0,11.0,23.0,1.0,15.0,1.0,2.0,2.0,,,0.0,,1.0,,0.0,,33.0,,,3.0,,,1.0,,,,,,,
152939689,Maraád,magtheridon,30.0,691.0,0.0,0.0,14.0,0.0,3.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,,0.0,,,,,0.0,100.0,,0.0,,,,2.0,,,,,1.0,1.0,,1.0,,,,0.0,,,,,0.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
167133874,Xfrida,blackmoore,1.0,125.0,,0.0,,100.0,,2.0,,1.0,,0.0,,1.0,100.0,,,0.0,,0.0,,0.0,,,,,2.0,,,1.0,,1.0,,1.0,,,,,2.0,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
129432419,Quallie,blackmoore,7.0,1515.0,50.0,67.0,0.0,100.0,6.0,3.0,4.0,2.0,3.0,2.0,0.0,2.0,100.0,,50.0,50.0,,0.0,75.0,100.0,43.0,,0.0,0.0,1.0,,2.0,6.0,,1.0,8.0,2.0,7.0,,1.0,2.0,1.0,,1.0,3.0,,0.0,6.0,2.0,3.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
115595196,Dämmersonne,die-aldor,43.0,5589.0,17.0,,,,6.0,,,,1.0,,,,60.0,67.0,,38.0,0.0,57.0,22.0,40.0,50.0,50.0,25.0,,20.0,3.0,,13.0,2.0,30.0,9.0,5.0,4.0,6.0,4.0,,12.0,2.0,,5.0,0.0,17.0,2.0,2.0,2.0,3.0,1.0,,,,,,,,,75.0,,,4.0,,,3.0,,,,,,,
147834731,Aveline,forscherliga,13.0,78.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94369403,Xorgorosch,malfurion,8.0,7094.0,0.0,,,,2.0,,,,0.0,,,,50.0,0.0,33.0,40.0,71.0,75.0,25.0,100.0,9.0,0.0,,,12.0,3.0,3.0,5.0,7.0,4.0,4.0,1.0,11.0,1.0,,,6.0,0.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,0.0,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
147614839,Xernda,destromath,2.0,379.0,,,100.0,,,,1.0,,,,1.0,,,,,,,100.0,,,,,0.0,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
142937633,Caesar,rexxar,93.0,1375.0,57.0,,,,7.0,,,,4.0,,,,0.0,17.0,100.0,,0.0,0.0,67.0,71.0,78.0,50.0,,,1.0,6.0,3.0,,1.0,1.0,6.0,7.0,9.0,4.0,,,0.0,1.0,3.0,,0.0,0.0,4.0,5.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
134200391,Chuipàlà,sargeras,31.0,1749.0,60.0,83.0,,0.0,5.0,6.0,,1.0,3.0,5.0,,0.0,50.0,50.0,67.0,0.0,,0.0,17.0,62.0,50.0,0.0,,0.0,2.0,8.0,3.0,3.0,,1.0,6.0,8.0,2.0,1.0,,1.0,1.0,4.0,2.0,0.0,,0.0,1.0,5.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,
108619321,Kalantor,aggramar,16.0,375.0,,,,,,,,,,,,,75.0,,,100.0,,,100.0,,,,0.0,50.0,4.0,,,1.0,,,1.0,,,,2.0,2.0,3.0,,,1.0,,,1.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
246114645,Guldab,sylvanas,8.0,27.0,,0.0,0.0,,,1.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198132752,Zendyron,silvermoon,37.0,2074.0,50.0,62.0,0.0,100.0,6.0,8.0,2.0,2.0,3.0,5.0,0.0,2.0,100.0,75.0,67.0,20.0,,0.0,57.0,0.0,80.0,25.0,0.0,0.0,1.0,4.0,3.0,5.0,,1.0,7.0,2.0,5.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,,0.0,4.0,0.0,4.0,1.0,0.0,0.0,100.0,,1.0,,1.0,,,,,,,,,,,,,,,,
113883158,Ýeezus,ysera,30.0,5921.0,31.0,60.0,83.0,33.0,13.0,5.0,6.0,3.0,4.0,3.0,5.0,1.0,38.0,27.0,29.0,30.0,0.0,56.0,18.0,44.0,43.0,33.0,0.0,25.0,13.0,15.0,7.0,10.0,1.0,9.0,17.0,16.0,23.0,3.0,3.0,4.0,5.0,4.0,2.0,3.0,0.0,5.0,3.0,7.0,10.0,1.0,0.0,1.0,,,,,,,,57.0,100.0,,7.0,1.0,,4.0,1.0,,,,,,
190037334,Ullabull,frostmane,36.0,24263.0,62.0,50.0,,,80.0,2.0,,,50.0,1.0,,,62.0,59.0,55.0,40.0,37.0,63.0,55.0,60.0,43.0,56.0,,,98.0,124.0,78.0,81.0,95.0,62.0,33.0,80.0,35.0,18.0,,,61.0,73.0,43.0,32.0,35.0,39.0,18.0,48.0,15.0,10.0,,,,,,,,,,,,,,,,,,,,,,,
102501014,Roahzon,dalaran,13.0,6487.0,33.0,,100.0,0.0,6.0,,1.0,2.0,2.0,,1.0,0.0,75.0,0.0,50.0,75.0,11.0,70.0,17.0,0.0,71.0,30.0,75.0,0.0,16.0,1.0,2.0,4.0,9.0,10.0,6.0,6.0,7.0,10.0,4.0,1.0,12.0,0.0,1.0,3.0,1.0,7.0,1.0,0.0,5.0,3.0,3.0,0.0,,40.0,,5.0,,2.0,,,,,,,,,,0.0,1.0,0.0,,,
90833227,Kaidan,minahonda,22.0,51713.0,48.0,120.0,0.0,33.0,90.0,5.0,1.0,6.0,43.0,6.0,0.0,2.0,54.0,51.0,51.0,48.0,49.0,36.0,67.0,43.0,52.0,27.0,,0.0,80.0,100.0,127.0,54.0,75.0,39.0,21.0,104.0,21.0,11.0,,1.0,43.0,51.0,65.0,26.0,37.0,14.0,14.0,45.0,11.0,3.0,,0.0,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
108144337,Arionas,silvermoon,106.0,131484.0,39.0,50.0,36.0,,160.0,8.0,11.0,,62.0,4.0,4.0,,62.0,40.0,46.0,39.0,31.0,62.0,41.0,55.0,44.0,56.0,47.0,67.0,354.0,164.0,172.0,145.0,119.0,252.0,17.0,176.0,34.0,75.0,19.0,3.0,218.0,65.0,79.0,56.0,37.0,157.0,7.0,96.0,15.0,42.0,9.0,2.0,86.0,67.0,7.0,9.0,6.0,6.0,,80.0,100.0,,5.0,3.0,,4.0,3.0,25.0,4.0,1.0,100.0,1.0,1.0
169009457,Aleyah,genjuros,23.0,15830.0,33.0,50.0,25.0,33.0,18.0,2.0,4.0,3.0,6.0,1.0,1.0,1.0,44.0,29.0,32.0,40.0,35.0,37.0,40.0,37.0,11.0,25.0,50.0,67.0,36.0,65.0,31.0,20.0,26.0,27.0,10.0,19.0,9.0,8.0,4.0,3.0,16.0,19.0,10.0,8.0,9.0,10.0,4.0,7.0,1.0,2.0,2.0,2.0,,,,,,,,29.0,,,7.0,,,2.0,,,,,,,
154408315,Kaatsumoto,kirin-tor,8.0,14186.0,38.0,100.0,,,29.0,1.0,,,11.0,1.0,,,45.0,58.0,35.0,71.0,55.0,58.0,21.0,40.0,22.0,60.0,,,11.0,166.0,31.0,24.0,31.0,12.0,14.0,25.0,9.0,5.0,,,5.0,96.0,11.0,17.0,17.0,7.0,3.0,10.0,2.0,3.0,,,,67.0,,3.0,,2.0,,,,,,,,,,,,,,,
143748971,Argail,defias-brotherhood,55.0,4682.0,44.0,42.0,55.0,25.0,9.0,12.0,11.0,16.0,4.0,5.0,6.0,4.0,23.0,,,73.0,,78.0,33.0,50.0,36.0,,33.0,61.0,13.0,,,11.0,,9.0,6.0,16.0,14.0,,6.0,18.0,3.0,,,8.0,,7.0,2.0,8.0,5.0,,2.0,11.0,100.0,,1.0,,1.0,,50.0,50.0,,4.0,8.0,,2.0,4.0,,,,,,,
157126041,Rigbörg,medivh,12.0,213.0,0.0,100.0,,,1.0,1.0,,,0.0,1.0,,,,,,100.0,,,,,,,100.0,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
