character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Eye of the Storm win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Eye of the Storm played,Isle of Conquest played,Twin Peaks played,The Battle for Gilneas played,Temple of Kotmogu played,Ashran played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Eye of the Storm won,Isle of Conquest won,Twin Peaks won,The Battle for Gilneas won,Temple of Kotmogu won,Ashran won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Silvershard Mines win_rate,Deepwind Gorge (Legacy) win_rate,Arathi Basin Winter win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Silvershard Mines played,Deepwind Gorge (Legacy) played,Arathi Basin Winter played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Silvershard Mines won,Deepwind Gorge (Legacy) won,Arathi Basin Winter won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Classic Arathi Basin win_rate,Classic Arathi Basin played,Classic Arathi Basin won,Classic Warsong Gulch win_rate,Strand of the Ancients win_rate,Rated Eye of the Storm win_rate,Classic Warsong Gulch played,Strand of the Ancients played,Rated Eye of the Storm played,Classic Warsong Gulch won,Strand of the Ancients won,Rated Eye of the Storm won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
46465247,Xaxashadok,voljin,17.0,18380.0,47.0,44.0,50.0,45.0,47.0,20.0,0.0,100.0,100.0,0.0,100.0,50.0,38.0,32.0,46.0,11.0,15.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,18.0,14.0,23.0,5.0,7.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,25.0,,,,,4.0,,,,,1.0,,,,,63.0,60.0,38.0,50.0,48.0,,62.0,29.0,,31.0,14.0,,,,,,,
114033536,Mebirati,zirkel-des-cenarius,22.0,4360.0,20.0,0.0,71.0,50.0,10.0,32.0,100.0,50.0,38.0,38.0,20.0,50.0,5.0,5.0,7.0,8.0,10.0,19.0,1.0,10.0,21.0,13.0,5.0,4.0,1.0,0.0,5.0,4.0,1.0,6.0,1.0,5.0,8.0,5.0,1.0,2.0,25.0,0.0,50.0,100.0,0.0,8.0,6.0,6.0,5.0,2.0,2.0,0.0,3.0,5.0,0.0,0.0,2.0,0.0,0.0,,,1.0,,,0.0,,,,,,,,
162806837,Sorros,chants-éternels,131.0,116.0,,,,,,,,100.0,100.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,0.0,,,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
194180134,Andela,chamber-of-aspects,2.0,42.0,,100.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162944869,Syseria,sargeras,7.0,8076.0,36.0,36.0,60.0,6.0,29.0,50.0,100.0,,0.0,0.0,,75.0,11.0,22.0,10.0,16.0,17.0,6.0,1.0,,1.0,1.0,,4.0,4.0,8.0,6.0,1.0,5.0,3.0,1.0,,0.0,0.0,,3.0,60.0,0.0,,,,5.0,2.0,,,,3.0,0.0,,,,24.0,33.0,8.0,32.0,30.0,,50.0,30.0,,16.0,9.0,,,,,,,
149002045,Bubbldin,malfurion,47.0,9361.0,57.0,50.0,60.0,42.0,50.0,41.0,40.0,50.0,50.0,56.0,33.0,43.0,7.0,12.0,10.0,31.0,18.0,29.0,5.0,8.0,6.0,9.0,6.0,7.0,4.0,6.0,6.0,13.0,9.0,12.0,2.0,4.0,3.0,5.0,2.0,3.0,61.0,17.0,100.0,100.0,25.0,28.0,6.0,1.0,12.0,4.0,17.0,1.0,1.0,12.0,1.0,67.0,3.0,2.0,26.0,0.0,0.0,31.0,2.0,4.0,8.0,0.0,0.0,0.0,1.0,0.0,,,
7635309,Tiklomehr,malygos,103.0,16224.0,52.0,25.0,33.0,75.0,33.0,0.0,,45.0,0.0,50.0,44.0,67.0,25.0,24.0,3.0,8.0,3.0,4.0,,11.0,4.0,2.0,9.0,3.0,13.0,6.0,1.0,6.0,1.0,0.0,,5.0,0.0,1.0,4.0,2.0,83.0,0.0,,,,6.0,1.0,,,,5.0,0.0,,,,37.0,19.0,7.0,32.0,68.0,,19.0,25.0,,6.0,17.0,,,,,,,
71868250,Thorodir,antonidas,13.0,5312.0,50.0,43.0,50.0,27.0,14.0,43.0,,0.0,67.0,0.0,60.0,0.0,8.0,7.0,6.0,11.0,14.0,14.0,,1.0,3.0,4.0,5.0,1.0,4.0,3.0,3.0,3.0,2.0,6.0,,0.0,2.0,0.0,3.0,0.0,36.0,33.0,,,13.0,11.0,3.0,,,15.0,4.0,1.0,,,2.0,25.0,8.0,2.0,11.0,33.0,33.0,9.0,3.0,3.0,1.0,1.0,1.0,,,,,,
141017394,Tatankaa,malfurion,19.0,1361.0,17.0,0.0,,50.0,100.0,0.0,33.0,0.0,0.0,100.0,100.0,50.0,6.0,2.0,,6.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,,3.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,100.0,,,,3.0,1.0,,,,0.0,1.0,,,,67.0,3.0,2.0,100.0,,,2.0,,,2.0,,,,,,,,
158251081,Höfi,alleria,18.0,2025.0,100.0,100.0,0.0,43.0,50.0,33.0,,0.0,,100.0,,,2.0,1.0,1.0,7.0,4.0,6.0,,2.0,,1.0,,,2.0,1.0,0.0,3.0,2.0,2.0,,0.0,,1.0,,,33.0,80.0,,100.0,,6.0,5.0,,2.0,,2.0,4.0,,2.0,,100.0,1.0,1.0,20.0,,,5.0,,,1.0,,,,,,,,
115443203,Exxc,blackhand,5.0,483.0,100.0,,,,0.0,,,,0.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,0.0,,,,0.0,,,,50.0,0.0,,,,4.0,1.0,,,,2.0,0.0,,,,50.0,2.0,1.0,0.0,,,2.0,,,0.0,,,,,,,,
244808947,Фрорхев,gordunni,61.0,248.0,100.0,,100.0,100.0,,,0.0,0.0,,,,0.0,1.0,,1.0,1.0,,,2.0,1.0,,,,1.0,1.0,,1.0,1.0,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107767012,Bloodykawaii,ravencrest,30.0,13434.0,50.0,71.0,69.0,70.0,62.0,56.0,,44.0,50.0,67.0,33.0,0.0,78.0,21.0,39.0,27.0,16.0,25.0,,9.0,8.0,3.0,9.0,1.0,39.0,15.0,27.0,19.0,10.0,14.0,,4.0,4.0,2.0,3.0,0.0,58.0,67.0,,,,24.0,24.0,,,,14.0,16.0,,,,77.0,13.0,10.0,55.0,80.0,,31.0,10.0,,17.0,8.0,,,,,,,
68093642,Osloth,blackmoore,130.0,55544.0,53.0,59.0,44.0,71.0,66.0,61.0,62.0,64.0,86.0,75.0,60.0,40.0,77.0,64.0,62.0,162.0,155.0,54.0,8.0,36.0,7.0,8.0,5.0,5.0,41.0,38.0,27.0,115.0,102.0,33.0,5.0,23.0,6.0,6.0,3.0,2.0,63.0,67.0,67.0,,29.0,65.0,45.0,3.0,,7.0,41.0,30.0,2.0,,2.0,57.0,158.0,90.0,70.0,45.0,,257.0,110.0,,181.0,49.0,,,,,,,
113620817,Cykapala,ravencrest,15.0,3411.0,67.0,53.0,67.0,50.0,100.0,17.0,,67.0,25.0,75.0,100.0,50.0,3.0,15.0,3.0,4.0,2.0,6.0,,3.0,4.0,4.0,2.0,4.0,2.0,8.0,2.0,2.0,2.0,1.0,,2.0,1.0,3.0,2.0,2.0,86.0,100.0,,,,7.0,1.0,,,,6.0,1.0,,,,,,,,,,,,,,,,,,,,,
120564150,Lorant,defias-brotherhood,60.0,11537.0,52.0,27.0,68.0,47.0,63.0,48.0,29.0,200.0,,100.0,0.0,,27.0,11.0,40.0,15.0,19.0,23.0,7.0,1.0,,1.0,3.0,,14.0,3.0,27.0,7.0,12.0,11.0,2.0,2.0,,1.0,0.0,,31.0,33.0,,100.0,,13.0,12.0,,7.0,,4.0,4.0,,7.0,,21.0,14.0,3.0,45.0,56.0,,11.0,9.0,,5.0,5.0,,,,,,,
68803876,Shivah,ravencrest,81.0,58621.0,57.0,64.0,61.0,73.0,71.0,66.0,100.0,33.0,,0.0,0.0,100.0,191.0,168.0,142.0,203.0,227.0,53.0,2.0,3.0,,1.0,1.0,1.0,109.0,108.0,86.0,148.0,161.0,35.0,2.0,1.0,,0.0,0.0,1.0,60.0,57.0,,,,43.0,23.0,,,,26.0,13.0,,,,70.0,164.0,115.0,71.0,64.0,,262.0,223.0,,187.0,143.0,,,,,,,
136030300,Benôn,blackmoore,14.0,6622.0,75.0,67.0,67.0,42.0,46.0,10.0,,100.0,0.0,50.0,50.0,67.0,4.0,15.0,9.0,12.0,13.0,10.0,,1.0,3.0,2.0,2.0,3.0,3.0,10.0,6.0,5.0,6.0,1.0,,1.0,0.0,1.0,1.0,2.0,14.0,20.0,,100.0,,7.0,5.0,,2.0,,1.0,1.0,,2.0,,50.0,20.0,10.0,45.0,50.0,260.0,20.0,16.0,5.0,9.0,8.0,13.0,,,,,,
103486278,Serdan,daggerspine,19.0,15723.0,40.0,55.0,21.0,32.0,50.0,52.0,,82.0,0.0,25.0,,50.0,101.0,51.0,33.0,34.0,28.0,21.0,,11.0,2.0,4.0,,2.0,40.0,28.0,7.0,11.0,14.0,11.0,,9.0,0.0,1.0,,1.0,50.0,60.0,,,,22.0,10.0,,,,11.0,6.0,,,,58.0,50.0,29.0,42.0,62.0,625.0,52.0,37.0,4.0,22.0,23.0,25.0,,,,,,
195828607,Diamantta,kazzak,5.0,325.0,0.0,100.0,,,,,,,,,100.0,,2.0,1.0,,,,,,,,,1.0,,0.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226406349,Tsumugari,sylvanas,18.0,4384.0,0.0,67.0,100.0,86.0,0.0,62.0,,500.0,,,,,4.0,3.0,1.0,7.0,4.0,8.0,,1.0,,,,,0.0,2.0,1.0,6.0,0.0,5.0,,5.0,,,,,14.0,20.0,,100.0,0.0,7.0,5.0,,13.0,5.0,1.0,1.0,,13.0,0.0,25.0,4.0,1.0,40.0,33.0,,20.0,3.0,,8.0,1.0,,,,,,,
156085046,Holycabby,teldrassil,47.0,100.0,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,2.0,,,2.0,,,,,,,,
186874101,Zenøu,hyjal,51.0,405.0,0.0,,100.0,100.0,,,0.0,,0.0,,,0.0,1.0,,1.0,1.0,,,1.0,,1.0,,,1.0,0.0,,1.0,1.0,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153078382,Anorwen,pozzo-delleternità,14.0,4849.0,42.0,44.0,50.0,14.0,33.0,50.0,,43.0,0.0,67.0,100.0,,12.0,9.0,20.0,7.0,3.0,10.0,,7.0,1.0,3.0,4.0,,5.0,4.0,10.0,1.0,1.0,5.0,,3.0,0.0,2.0,4.0,,0.0,31.0,,100.0,0.0,2.0,16.0,,1.0,1.0,0.0,5.0,,1.0,0.0,0.0,6.0,0.0,25.0,,,4.0,,,1.0,,,,,,,,
131858324,Eugeõ,hyjal,24.0,12962.0,59.0,75.0,45.0,0.0,44.0,33.0,,33.0,0.0,33.0,48.0,0.0,29.0,8.0,31.0,3.0,9.0,6.0,,3.0,1.0,3.0,27.0,1.0,17.0,6.0,14.0,0.0,4.0,2.0,,1.0,0.0,1.0,13.0,0.0,67.0,100.0,,100.0,62.0,3.0,1.0,,47.0,8.0,2.0,1.0,,47.0,5.0,,,,100.0,0.0,,2.0,2.0,,2.0,0.0,,,,,,,
163865475,Dalyera,shattrath,12.0,4010.0,75.0,64.0,83.0,67.0,67.0,59.0,25.0,86.0,77.0,50.0,75.0,70.0,4.0,11.0,6.0,12.0,9.0,17.0,4.0,7.0,13.0,6.0,4.0,10.0,3.0,7.0,5.0,8.0,6.0,10.0,1.0,6.0,10.0,3.0,3.0,7.0,38.0,,67.0,,,8.0,,3.0,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,
90514234,Palailama,malfurion,34.0,12914.0,63.0,57.0,43.0,44.0,36.0,22.0,14.0,27.0,33.0,31.0,44.0,82.0,27.0,7.0,14.0,25.0,11.0,18.0,7.0,11.0,12.0,13.0,16.0,11.0,17.0,4.0,6.0,11.0,4.0,4.0,1.0,3.0,4.0,4.0,7.0,9.0,22.0,33.0,38.0,100.0,0.0,9.0,3.0,8.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,25.0,4.0,1.0,33.0,25.0,44.0,3.0,4.0,9.0,1.0,1.0,4.0,,,,,,
111294492,Spykee,malygos,13.0,1684.0,50.0,75.0,0.0,0.0,50.0,33.0,,,,,0.0,,2.0,4.0,1.0,2.0,6.0,9.0,,,,,1.0,,1.0,3.0,0.0,0.0,3.0,3.0,,,,,0.0,,80.0,50.0,,,,5.0,2.0,,,,4.0,1.0,,,,100.0,1.0,1.0,50.0,100.0,,6.0,1.0,,3.0,1.0,,,,,,,
90913803,Sharanna,malfurion,17.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
169211597,Xrages,kazzak,12.0,18632.0,45.0,50.0,44.0,38.0,48.0,44.0,,0.0,,100.0,100.0,,47.0,56.0,45.0,21.0,21.0,16.0,,1.0,,1.0,1.0,,21.0,28.0,20.0,8.0,10.0,7.0,,0.0,,1.0,1.0,,33.0,29.0,,,,15.0,7.0,,,,5.0,2.0,,,,49.0,71.0,35.0,45.0,49.0,,47.0,51.0,,21.0,25.0,,,,,,,
82386110,Mortank,dun-modr,11.0,3351.0,100.0,20.0,64.0,50.0,22.0,19.0,,67.0,33.0,33.0,50.0,100.0,6.0,5.0,11.0,2.0,9.0,16.0,,3.0,3.0,3.0,2.0,1.0,6.0,1.0,7.0,1.0,2.0,3.0,,2.0,1.0,1.0,1.0,1.0,70.0,0.0,,100.0,,10.0,1.0,,7.0,,7.0,0.0,,7.0,,60.0,5.0,3.0,57.0,33.0,,7.0,3.0,,4.0,1.0,,,,,,,
162333844,Spikeyu,confrérie-du-thorium,4.0,724.0,100.0,100.0,50.0,100.0,0.0,0.0,0.0,100.0,,0.0,0.0,,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,,2.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,,0.0,0.0,,33.0,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
123943659,Grìshnak,blackhand,7.0,12.0,,,,,,,,,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164769475,Diabólico,malfurion,10.0,96.0,,,0.0,,,100.0,,,,,,,,,1.0,,,1.0,,,,,,,,,0.0,,,1.0,,,,,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
183967622,Vysarä,pozzo-delleternità,9.0,621.0,50.0,0.0,0.0,0.0,,,,0.0,,,,100.0,2.0,2.0,3.0,2.0,,,,1.0,,,,2.0,1.0,0.0,0.0,0.0,,,,0.0,,,,2.0,100.0,,100.0,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
103893255,Rokudo,twisting-nether,27.0,4194.0,50.0,58.0,67.0,59.0,59.0,57.0,,,,100.0,,,2.0,12.0,3.0,17.0,17.0,14.0,,,,1.0,,,1.0,7.0,2.0,10.0,10.0,8.0,,,,1.0,,,70.0,54.0,,,,10.0,13.0,,,,7.0,7.0,,,,73.0,15.0,11.0,29.0,70.0,,17.0,10.0,,5.0,7.0,,,,,,,
156103505,Echnatón,teldrassil,48.0,102085.0,59.0,42.0,58.0,50.0,52.0,12.0,,0.0,67.0,100.0,0.0,,325.0,230.0,117.0,166.0,111.0,25.0,,3.0,3.0,1.0,1.0,,191.0,96.0,68.0,83.0,58.0,3.0,,0.0,2.0,1.0,0.0,,40.0,54.0,100.0,100.0,14.0,20.0,13.0,1.0,2.0,7.0,8.0,7.0,1.0,2.0,1.0,39.0,328.0,128.0,44.0,46.0,,425.0,203.0,,187.0,94.0,,,,,,,
87892285,Keevâ,draenor,5.0,331.0,,,,,0.0,33.0,,,,,,,,,,,2.0,3.0,,,,,,,,,,,0.0,1.0,,,,,,,50.0,100.0,,,,2.0,1.0,,,,1.0,1.0,,,,,,,0.0,,,1.0,,,0.0,,,,,,,,
152861661,Ôidaa,thrall,28.0,90.0,,,,,,100.0,,,0.0,0.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145749716,Paladoes,malygos,24.0,419.0,,100.0,50.0,0.0,100.0,0.0,,,,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,50.0,,2.0,2.0,,0.0,1.0,,,,,,,
167446954,Forgoro,elune,9.0,5070.0,50.0,32.0,30.0,50.0,27.0,0.0,,,,,,,20.0,22.0,10.0,12.0,15.0,1.0,,,,,,,10.0,7.0,3.0,6.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,45.0,22.0,10.0,31.0,32.0,,16.0,22.0,,5.0,7.0,,,,,,,
166180246,Cijây,malygos,27.0,9993.0,63.0,57.0,60.0,0.0,0.0,100.0,0.0,0.0,50.0,0.0,,0.0,38.0,68.0,5.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,,1.0,24.0,39.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,,,,,2.0,,,,,0.0,,,,,42.0,79.0,33.0,46.0,54.0,,72.0,61.0,,33.0,33.0,,,,,,,
110068349,Ashkandy,blackhand,40.0,10143.0,44.0,56.0,12.0,55.0,79.0,56.0,100.0,300.0,,50.0,0.0,,18.0,16.0,17.0,22.0,19.0,16.0,1.0,1.0,,2.0,2.0,,8.0,9.0,2.0,12.0,15.0,9.0,1.0,3.0,,1.0,0.0,,61.0,73.0,,,,18.0,11.0,,,,11.0,8.0,,,,50.0,26.0,13.0,47.0,47.0,,38.0,17.0,,18.0,8.0,,,,,,,
93530824,Karkeja,aggra-português,7.0,22482.0,50.0,76.0,57.0,71.0,50.0,18.0,,0.0,43.0,0.0,100.0,33.0,38.0,41.0,28.0,14.0,22.0,11.0,,2.0,7.0,3.0,1.0,6.0,19.0,31.0,16.0,10.0,11.0,2.0,,0.0,3.0,0.0,1.0,2.0,46.0,25.0,100.0,100.0,,13.0,4.0,1.0,1.0,,6.0,1.0,1.0,1.0,,83.0,41.0,34.0,63.0,64.0,2400.0,49.0,47.0,1.0,31.0,30.0,24.0,,,,,,
122959395,Aldrích,draenor,11.0,449.0,,,,,,100.0,100.0,0.0,60.0,,0.0,100.0,,,,,,1.0,1.0,1.0,5.0,,1.0,1.0,,,,,,1.0,1.0,0.0,3.0,,0.0,1.0,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
65119615,Peakey,bronze-dragonflight,8.0,547.0,100.0,50.0,100.0,,,,,,,50.0,0.0,,1.0,2.0,3.0,,,,,,,2.0,1.0,,1.0,1.0,3.0,,,,,,,1.0,0.0,,100.0,,,100.0,0.0,1.0,,,1.0,2.0,1.0,,,1.0,0.0,,,,100.0,,,1.0,,,1.0,,,,,,,,
174973652,Ishinn,burning-legion,8.0,92.0,,,,,0.0,,,,0.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121187188,Thasir,shattrath,24.0,3779.0,60.0,0.0,33.0,40.0,22.0,42.0,100.0,64.0,33.0,43.0,0.0,0.0,5.0,4.0,6.0,10.0,9.0,12.0,1.0,11.0,3.0,7.0,1.0,1.0,3.0,0.0,2.0,4.0,2.0,5.0,1.0,7.0,1.0,3.0,0.0,0.0,25.0,83.0,,100.0,,8.0,6.0,,5.0,,2.0,5.0,,5.0,,33.0,6.0,2.0,38.0,,,13.0,,,5.0,,,,,,,,
216127123,Lastchance,sylvanas,31.0,57050.0,46.0,67.0,38.0,52.0,54.0,72.0,33.0,0.0,100.0,100.0,100.0,0.0,143.0,107.0,97.0,82.0,112.0,39.0,3.0,2.0,1.0,1.0,1.0,1.0,66.0,72.0,37.0,43.0,61.0,28.0,1.0,0.0,1.0,1.0,1.0,0.0,27.0,56.0,,,,26.0,32.0,,,,7.0,18.0,,,,51.0,149.0,76.0,59.0,56.0,,159.0,187.0,,94.0,105.0,,,,,,,
128578168,Drsevkovic,malfurion,6.0,2082.0,29.0,50.0,57.0,100.0,100.0,100.0,,67.0,,,0.0,,7.0,2.0,7.0,2.0,1.0,3.0,,3.0,,,3.0,,2.0,1.0,4.0,2.0,1.0,3.0,,2.0,,,0.0,,80.0,,50.0,,,5.0,,2.0,,,4.0,,1.0,,,,,,100.0,,,3.0,,,3.0,,,,,,,,
138064003,Ischnaroth,malygos,10.0,975.0,50.0,100.0,,50.0,25.0,25.0,,57.0,100.0,,,,2.0,1.0,,6.0,4.0,4.0,,7.0,1.0,,,,1.0,1.0,,3.0,1.0,1.0,,4.0,1.0,,,,0.0,71.0,,100.0,10.0,4.0,7.0,,4.0,10.0,0.0,5.0,,4.0,1.0,0.0,1.0,0.0,56.0,,,9.0,,,5.0,,,,,,,,
158655554,Asterian,lothar,30.0,3736.0,0.0,33.0,,50.0,50.0,65.0,,57.0,20.0,80.0,,100.0,3.0,3.0,,4.0,6.0,31.0,,7.0,5.0,5.0,,4.0,0.0,1.0,,2.0,3.0,20.0,,4.0,1.0,4.0,,4.0,60.0,100.0,33.0,,30.0,5.0,2.0,6.0,,10.0,3.0,2.0,2.0,,3.0,,,,,,,,,,,,,100.0,1.0,1.0,,,
164759615,Beler,kazzak,21.0,1785.0,0.0,33.0,100.0,50.0,,100.0,0.0,25.0,33.0,100.0,0.0,80.0,1.0,3.0,1.0,4.0,,2.0,3.0,4.0,3.0,1.0,3.0,5.0,0.0,1.0,1.0,2.0,,2.0,0.0,1.0,1.0,1.0,0.0,4.0,40.0,,,,,5.0,,,,,2.0,,,,,,,,100.0,,40.0,3.0,,5.0,3.0,,2.0,,,,,,
237413017,Рэдхарт,borean-tundra,5.0,189.0,,100.0,100.0,100.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,100.0,,,,,1.0,,,,,1.0,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,
142750269,Kirbý,malygos,34.0,1846.0,100.0,,0.0,50.0,67.0,0.0,33.0,50.0,0.0,,,,1.0,,1.0,2.0,3.0,1.0,3.0,2.0,1.0,,,,1.0,,0.0,1.0,2.0,0.0,1.0,1.0,0.0,,,,0.0,0.0,,100.0,8.0,1.0,2.0,,5.0,12.0,0.0,0.0,,5.0,1.0,,,,,,,,,,,,,,,,,,
187863069,Naincømpris,elune,37.0,2389.0,0.0,50.0,50.0,100.0,40.0,20.0,25.0,100.0,100.0,33.0,14.0,0.0,1.0,2.0,6.0,1.0,5.0,10.0,4.0,4.0,3.0,3.0,7.0,1.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,0.0,33.0,,,,,6.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
158388055,Florentin,ravencrest,53.0,1051.0,0.0,25.0,33.0,0.0,33.0,100.0,0.0,,0.0,50.0,50.0,100.0,1.0,8.0,3.0,1.0,3.0,1.0,2.0,,1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,,0.0,1.0,1.0,2.0,100.0,,100.0,,,2.0,,3.0,,,2.0,,3.0,,,,,,,,,,,,,,,,,,,,
193346905,Kautzer,kazzak,17.0,1924.0,100.0,50.0,40.0,25.0,50.0,100.0,,0.0,0.0,,,,1.0,4.0,5.0,4.0,4.0,2.0,,2.0,1.0,,,,1.0,2.0,2.0,1.0,2.0,2.0,,0.0,0.0,,,,60.0,100.0,,100.0,,5.0,2.0,,37.0,,3.0,2.0,,37.0,,33.0,3.0,1.0,,,,,,,,,,,,,,,
196658943,Dewenn,archimonde,6.0,1193.0,25.0,0.0,50.0,,,0.0,33.0,,50.0,,33.0,100.0,4.0,1.0,2.0,,,1.0,3.0,,2.0,,3.0,1.0,1.0,0.0,1.0,,,0.0,1.0,,1.0,,1.0,1.0,40.0,,50.0,,,5.0,,2.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,
184595604,Speedfreaki,kazzak,13.0,713.0,67.0,,100.0,,50.0,50.0,,0.0,100.0,50.0,,100.0,3.0,,1.0,,2.0,2.0,,1.0,1.0,4.0,,1.0,2.0,,1.0,,1.0,1.0,,0.0,1.0,2.0,,1.0,0.0,,,,,3.0,,,,,0.0,,,,,100.0,2.0,2.0,0.0,,,1.0,,,0.0,,,,,,,,
184063419,Далакис,gordunni,10.0,2087.0,0.0,33.0,,62.0,80.0,67.0,50.0,50.0,0.0,,,100.0,1.0,3.0,,8.0,5.0,6.0,2.0,6.0,1.0,,,1.0,0.0,1.0,,5.0,4.0,4.0,1.0,3.0,0.0,,,1.0,50.0,25.0,33.0,100.0,,4.0,4.0,3.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
155566305,Eurojr,dun-modr,60.0,21156.0,50.0,43.0,40.0,24.0,44.0,54.0,33.0,43.0,66.0,31.0,43.0,50.0,58.0,61.0,65.0,17.0,27.0,35.0,3.0,23.0,62.0,16.0,60.0,22.0,29.0,26.0,26.0,4.0,12.0,19.0,1.0,10.0,41.0,5.0,26.0,11.0,59.0,50.0,36.0,100.0,18.0,41.0,16.0,22.0,2.0,11.0,24.0,8.0,8.0,2.0,2.0,40.0,52.0,21.0,37.0,,200.0,35.0,,1.0,13.0,,2.0,,,,,,
94450376,Stormfist,bloodhoof,1.0,25566.0,75.0,54.0,41.0,100.0,,,,,,,,,12.0,13.0,17.0,1.0,,,,,,,,,9.0,7.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,67.0,67.0,45.0,65.0,37.0,,104.0,35.0,,68.0,13.0,,,,,,,
152236648,Sondermüll,gilneas,9.0,1468.0,0.0,100.0,33.0,100.0,0.0,80.0,,,,100.0,,,1.0,2.0,3.0,2.0,3.0,5.0,,,,2.0,,,0.0,2.0,1.0,2.0,0.0,4.0,,,,2.0,,,,,,,,,,,,,,,,,,60.0,5.0,3.0,55.0,50.0,,11.0,2.0,,6.0,1.0,,,,,,,
139762690,Favre,hyjal,21.0,12845.0,43.0,29.0,79.0,33.0,57.0,53.0,,60.0,67.0,50.0,33.0,80.0,14.0,14.0,19.0,15.0,14.0,15.0,,5.0,6.0,4.0,9.0,5.0,6.0,4.0,15.0,5.0,8.0,8.0,,3.0,4.0,2.0,3.0,4.0,41.0,42.0,,,,17.0,12.0,,,,7.0,5.0,,,,33.0,9.0,3.0,33.0,21.0,,9.0,14.0,,3.0,3.0,,,,,,,
