character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Deepwind Gorge won,Strand of the Ancients win_rate,Isle of Conquest win_rate,Strand of the Ancients played,Isle of Conquest played,Strand of the Ancients won,Isle of Conquest won,Battle for Wintergrasp win_rate,Battle for Wintergrasp played,Battle for Wintergrasp won,Ashran win_rate,Ashran played,Ashran won,Southshore vs. Tarren Mill win_rate,Arathi Basin Winter win_rate,Korrak's Revenge win_rate,Southshore vs. Tarren Mill played,Arathi Basin Winter played,Korrak's Revenge played,Southshore vs. Tarren Mill won,Arathi Basin Winter won,Korrak's Revenge won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
129841285,Arathõr,archimonde,31.0,8023.0,62.0,33.0,56.0,36.0,57.0,36.0,57.0,,41.0,33.0,50.0,100.0,50.0,,16.0,18.0,18.0,11.0,14.0,22.0,14.0,,29.0,15.0,4.0,1.0,2.0,,10.0,6.0,10.0,4.0,8.0,8.0,8.0,,12.0,5.0,2.0,1.0,1.0,,57.0,33.0,7.0,18.0,4.0,6.0,50.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11679284,Nyù,anetheron,18.0,24934.0,33.0,52.0,61.0,60.0,45.0,53.0,69.0,,41.0,100.0,,,,,117.0,87.0,59.0,55.0,31.0,15.0,35.0,,22.0,1.0,,,,,39.0,45.0,36.0,33.0,14.0,8.0,24.0,,9.0,1.0,,,,,49.0,56.0,39.0,34.0,19.0,19.0,100.0,1.0,1.0,,,,,,,,,,,,,,,,,,
166659456,Schalet,blackrock,125.0,55701.0,45.0,44.0,48.0,39.0,51.0,53.0,56.0,3100.0,50.0,53.0,157.0,33.0,56.0,50.0,141.0,269.0,184.0,197.0,109.0,86.0,108.0,2.0,119.0,76.0,28.0,15.0,27.0,2.0,64.0,118.0,88.0,76.0,56.0,46.0,60.0,62.0,59.0,40.0,44.0,5.0,15.0,1.0,43.0,50.0,148.0,115.0,64.0,57.0,50.0,2.0,1.0,50.0,4.0,2.0,,,0.0,,,1.0,,,0.0,100.0,1.0,1.0,,,
120136583,Darkwaldy,rajaxx,142.0,9046.0,0.0,80.0,33.0,25.0,40.0,60.0,43.0,,67.0,50.0,0.0,,50.0,,1.0,5.0,6.0,4.0,5.0,5.0,7.0,,3.0,4.0,1.0,,2.0,,0.0,4.0,2.0,1.0,2.0,3.0,3.0,,2.0,2.0,0.0,,1.0,,100.0,100.0,1.0,2.0,1.0,2.0,100.0,1.0,1.0,,,,,,89.0,,,27.0,,,24.0,100.0,16.0,16.0,,,
156092404,Malkóm,argent-dawn,53.0,2202.0,25.0,,,100.0,0.0,33.0,83.0,100.0,0.0,,38.0,50.0,50.0,50.0,8.0,,,2.0,2.0,3.0,6.0,1.0,1.0,,8.0,2.0,8.0,8.0,2.0,,,2.0,0.0,1.0,5.0,1.0,0.0,,3.0,1.0,4.0,4.0,,25.0,,8.0,,2.0,17.0,6.0,1.0,14.0,7.0,1.0,,,,,,,,,,,,,,,
97350006,Euerendee,blackhand,29.0,682.0,100.0,,,,,100.0,100.0,,,,0.0,,,,1.0,,,,,2.0,1.0,,,,2.0,,,,1.0,,,,,2.0,1.0,,,,0.0,,,,,,,,,,100.0,2.0,2.0,100.0,2.0,2.0,,,,,,,,,,,,,,,
79324335,Zwölfpala,guldan,34.0,3103.0,75.0,60.0,33.0,29.0,33.0,75.0,56.0,,31.0,50.0,0.0,38.0,,,4.0,5.0,3.0,7.0,6.0,12.0,9.0,,13.0,4.0,2.0,8.0,,,3.0,3.0,1.0,2.0,2.0,9.0,5.0,,4.0,2.0,0.0,3.0,,,0.0,50.0,2.0,4.0,0.0,2.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,
147410169,Saze,ragnaros,18.0,2680.0,50.0,,100.0,0.0,45.0,67.0,57.0,43.0,44.0,,33.0,62.0,38.0,67.0,2.0,,1.0,2.0,11.0,15.0,7.0,7.0,9.0,,9.0,8.0,13.0,6.0,1.0,,1.0,0.0,5.0,10.0,4.0,3.0,4.0,,3.0,5.0,5.0,4.0,,33.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,
88359394,Verx,sanguino,14.0,24652.0,52.0,53.0,63.0,54.0,62.0,0.0,,,50.0,,,0.0,,,42.0,88.0,93.0,59.0,8.0,1.0,,,2.0,,,2.0,,,22.0,47.0,59.0,32.0,5.0,0.0,,,1.0,,,0.0,,,58.0,40.0,60.0,35.0,35.0,14.0,67.0,3.0,2.0,0.0,1.0,0.0,,,50.0,,,6.0,,,3.0,,,,,,
119268203,Deicide,guldan,61.0,2492.0,,25.0,0.0,50.0,100.0,38.0,33.0,,14.0,50.0,100.0,0.0,,,,4.0,3.0,2.0,2.0,8.0,3.0,,7.0,4.0,1.0,1.0,,,,1.0,0.0,1.0,2.0,3.0,1.0,,1.0,2.0,1.0,0.0,,,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,100.0,1.0,1.0,,,
173950735,Palahaddinn,twisting-nether,5.0,544.0,100.0,,,0.0,0.0,,100.0,,,,0.0,,100.0,100.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,1.0,2.0,1.0,,,0.0,0.0,,1.0,,,,0.0,,1.0,2.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
99843945,Hobbo,kiljaeden,15.0,7848.0,38.0,38.0,77.0,38.0,64.0,57.0,50.0,,61.0,25.0,50.0,67.0,44.0,75.0,24.0,13.0,13.0,13.0,22.0,23.0,16.0,,18.0,4.0,4.0,6.0,9.0,4.0,9.0,5.0,10.0,5.0,14.0,13.0,8.0,,11.0,1.0,2.0,4.0,4.0,3.0,36.0,29.0,11.0,34.0,4.0,10.0,60.0,5.0,3.0,50.0,6.0,3.0,,,75.0,,,4.0,,,3.0,,,,,,
136601841,Masari,kult-der-verdammten,16.0,812.0,100.0,,,60.0,,25.0,100.0,,100.0,,100.0,100.0,,,1.0,,,5.0,,4.0,1.0,,1.0,,1.0,1.0,,,1.0,,,3.0,,1.0,1.0,,1.0,,1.0,1.0,,,,33.0,,3.0,,1.0,50.0,2.0,1.0,100.0,2.0,2.0,,,,,,,,,,,,,,,
165962447,Àcci,blackrock,15.0,2091.0,25.0,,,75.0,60.0,100.0,67.0,,100.0,,75.0,0.0,100.0,67.0,4.0,,,4.0,5.0,1.0,3.0,,3.0,,4.0,1.0,1.0,3.0,1.0,,,3.0,3.0,1.0,2.0,,3.0,,3.0,0.0,1.0,2.0,,100.0,,1.0,,1.0,50.0,4.0,2.0,50.0,4.0,2.0,,,,,,,,,,,,,,,
79870080,Dexas,frostwolf,12.0,4752.0,56.0,47.0,39.0,31.0,44.0,33.0,38.0,,75.0,50.0,67.0,75.0,0.0,,18.0,15.0,18.0,13.0,9.0,3.0,8.0,,4.0,2.0,3.0,4.0,1.0,,10.0,7.0,7.0,4.0,4.0,1.0,3.0,,3.0,1.0,2.0,3.0,0.0,,40.0,50.0,5.0,6.0,2.0,3.0,,,,,,,,,0.0,,,1.0,,,0.0,,,,,,
162944869,Syseria,sargeras,7.0,8076.0,36.0,32.0,24.0,36.0,6.0,60.0,29.0,,50.0,0.0,,0.0,0.0,75.0,11.0,50.0,33.0,22.0,16.0,5.0,17.0,,6.0,2.0,,1.0,1.0,4.0,4.0,16.0,8.0,8.0,1.0,3.0,5.0,,3.0,0.0,,0.0,0.0,3.0,30.0,60.0,30.0,10.0,9.0,6.0,,,,100.0,1.0,1.0,,,,,,,,,,,,,,,
166941979,Ule,archimonde,21.0,5862.0,57.0,56.0,0.0,50.0,38.0,55.0,60.0,,33.0,20.0,33.0,83.0,50.0,,7.0,9.0,1.0,4.0,8.0,11.0,15.0,,12.0,5.0,6.0,6.0,2.0,,4.0,5.0,0.0,2.0,3.0,6.0,9.0,,4.0,1.0,2.0,5.0,1.0,,,43.0,,7.0,,3.0,67.0,6.0,4.0,,,,,,,,,,,,,100.0,7.0,7.0,,,
92792216,Tave,nathrezim,10.0,5616.0,62.0,49.0,50.0,48.0,67.0,33.0,67.0,,62.0,33.0,,,,0.0,21.0,35.0,20.0,27.0,9.0,3.0,3.0,,8.0,3.0,,,,1.0,13.0,17.0,10.0,13.0,6.0,1.0,2.0,,5.0,1.0,,,,0.0,45.0,25.0,40.0,4.0,18.0,1.0,50.0,2.0,1.0,100.0,2.0,2.0,,,,,,,,,,,,,,,
149506563,Luthîén,tarren-mill,86.0,75370.0,55.0,56.0,58.0,48.0,58.0,36.0,59.0,,65.0,38.0,50.0,0.0,100.0,,246.0,299.0,206.0,219.0,55.0,44.0,69.0,,20.0,16.0,4.0,1.0,1.0,,135.0,168.0,119.0,105.0,32.0,16.0,41.0,,13.0,6.0,2.0,0.0,1.0,,43.0,59.0,160.0,111.0,69.0,66.0,75.0,4.0,3.0,75.0,4.0,3.0,,,,,,,,,,,,,,,
178894040,Mizukhan,hyjal,153.0,21205.0,69.0,33.0,50.0,54.0,45.0,59.0,50.0,,70.0,70.0,56.0,59.0,58.0,50.0,29.0,6.0,2.0,24.0,31.0,37.0,36.0,,40.0,10.0,27.0,29.0,12.0,2.0,20.0,2.0,1.0,13.0,14.0,22.0,18.0,,28.0,7.0,15.0,17.0,7.0,1.0,0.0,61.0,1.0,41.0,0.0,25.0,72.0,39.0,28.0,50.0,4.0,2.0,100.0,50.0,40.0,1.0,8.0,5.0,1.0,4.0,2.0,100.0,10.0,10.0,50.0,2.0,1.0
76523603,Legacy,rajaxx,21.0,20968.0,61.0,63.0,70.0,65.0,57.0,78.0,11.0,,40.0,67.0,1400.0,0.0,,,100.0,54.0,60.0,43.0,7.0,18.0,9.0,,30.0,6.0,1.0,1.0,,,61.0,34.0,42.0,28.0,4.0,14.0,1.0,,12.0,4.0,14.0,0.0,,,44.0,47.0,27.0,17.0,12.0,8.0,33.0,3.0,1.0,,,,,,0.0,,,1.0,,,0.0,100.0,11.0,11.0,,,
172600140,Pøtæly,hyjal,6.0,17503.0,69.0,33.0,45.0,26.0,0.0,50.0,25.0,,50.0,33.0,,100.0,,,49.0,96.0,83.0,42.0,7.0,4.0,4.0,,2.0,6.0,,1.0,,,34.0,32.0,37.0,11.0,0.0,2.0,1.0,,1.0,2.0,,1.0,,,46.0,50.0,41.0,26.0,19.0,13.0,,,,,,,,100.0,,,1.0,,,1.0,,,,,,,
167083481,Aeonen,rajaxx,7.0,552.0,,,,0.0,0.0,43.0,100.0,100.0,50.0,,67.0,50.0,100.0,33.0,,,,1.0,1.0,7.0,2.0,1.0,6.0,,3.0,2.0,1.0,3.0,,,,0.0,0.0,3.0,2.0,1.0,3.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
161350120,Guldmormor,ragnaros,9.0,1218.0,,,,,40.0,40.0,33.0,50.0,100.0,,40.0,33.0,25.0,25.0,,,,,5.0,5.0,3.0,2.0,3.0,,5.0,6.0,8.0,4.0,,,,,2.0,2.0,1.0,1.0,3.0,,2.0,2.0,2.0,1.0,,67.0,,3.0,,2.0,50.0,2.0,1.0,,,,,,,,,,,,,,,,,,
156967572,Elmartopilon,magtheridon,9.0,4370.0,40.0,57.0,38.0,56.0,38.0,38.0,0.0,,20.0,0.0,50.0,100.0,50.0,100.0,5.0,14.0,16.0,9.0,8.0,13.0,3.0,,5.0,5.0,2.0,3.0,2.0,1.0,2.0,8.0,6.0,5.0,3.0,5.0,0.0,,1.0,0.0,1.0,3.0,1.0,1.0,33.0,75.0,12.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,100.0,4.0,4.0,,,
166721640,Scruzzle,blackrock,23.0,13.0,100.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165296752,Дайпак,howling-fjord,90.0,4856.0,56.0,,,80.0,43.0,75.0,0.0,,42.0,,67.0,40.0,100.0,50.0,9.0,,,5.0,7.0,4.0,2.0,,12.0,,3.0,5.0,2.0,8.0,5.0,,,4.0,3.0,3.0,0.0,,5.0,,2.0,2.0,2.0,4.0,,50.0,,6.0,,3.0,43.0,7.0,3.0,88.0,8.0,7.0,,,,,,,,,,,,,,,
83219920,Delyron,frostwolf,57.0,8344.0,17.0,52.0,52.0,50.0,46.0,65.0,67.0,,61.0,58.0,86.0,0.0,75.0,100.0,6.0,23.0,27.0,14.0,26.0,31.0,27.0,,23.0,19.0,7.0,1.0,4.0,1.0,1.0,12.0,14.0,7.0,12.0,20.0,18.0,,14.0,11.0,6.0,0.0,3.0,1.0,82.0,100.0,11.0,1.0,9.0,1.0,50.0,2.0,1.0,100.0,3.0,3.0,,,,,,,,,,,,,,,
147474998,Perennial,guldan,10.0,718.0,75.0,,,100.0,100.0,0.0,,,100.0,,50.0,50.0,0.0,0.0,4.0,,,1.0,1.0,1.0,,,1.0,,2.0,2.0,1.0,1.0,3.0,,,1.0,1.0,0.0,,,1.0,,1.0,1.0,0.0,0.0,,100.0,,1.0,,1.0,100.0,1.0,1.0,,,,,,,,,,,,,,,,,,
129396024,Лукумия,soulflayer,14.0,3852.0,100.0,38.0,40.0,50.0,45.0,45.0,38.0,,47.0,38.0,,67.0,0.0,,1.0,13.0,10.0,14.0,11.0,11.0,8.0,,15.0,8.0,,3.0,1.0,,1.0,5.0,4.0,7.0,5.0,5.0,3.0,,7.0,3.0,,2.0,0.0,,0.0,33.0,5.0,3.0,0.0,1.0,33.0,3.0,1.0,,,,,,,,,,,,,,,,,,
197906130,Têlo,archimonde,14.0,320.0,,,,,,100.0,100.0,,0.0,,,,0.0,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,1.0,1.0,,0.0,,,,0.0,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,
165164982,Bobaz,kazzak,5.0,6103.0,50.0,48.0,44.0,27.0,47.0,67.0,31.0,,50.0,33.0,,100.0,,,16.0,21.0,18.0,11.0,15.0,3.0,13.0,,2.0,3.0,,1.0,,,8.0,10.0,8.0,3.0,7.0,2.0,4.0,,1.0,1.0,,1.0,,,62.0,31.0,26.0,13.0,16.0,4.0,100.0,1.0,1.0,,,,,,,,,,,,,,,,,,
118225858,Ràïton,sargeras,11.0,12253.0,47.0,46.0,55.0,53.0,38.0,62.0,42.0,,25.0,67.0,,100.0,0.0,,17.0,24.0,11.0,15.0,8.0,8.0,12.0,,8.0,3.0,,1.0,1.0,,8.0,11.0,6.0,8.0,3.0,5.0,5.0,,2.0,2.0,,1.0,0.0,,60.0,55.0,20.0,20.0,12.0,11.0,,,,,,,,100.0,,,1.0,,,1.0,,,,,,,
47595649,Чицк,fordragon,48.0,8951.0,50.0,0.0,100.0,59.0,45.0,50.0,36.0,,75.0,60.0,56.0,38.0,83.0,73.0,24.0,1.0,2.0,17.0,11.0,20.0,11.0,,16.0,5.0,9.0,16.0,6.0,11.0,12.0,0.0,2.0,10.0,5.0,10.0,4.0,,12.0,3.0,5.0,6.0,5.0,8.0,100.0,46.0,1.0,13.0,1.0,6.0,46.0,24.0,11.0,22.0,9.0,2.0,,80.0,,,5.0,,,4.0,,,,,100.0,2.0,2.0
93921397,Milaily,nathrezim,22.0,12270.0,42.0,54.0,61.0,61.0,67.0,100.0,68.0,,33.0,,100.0,,,100.0,45.0,24.0,18.0,18.0,12.0,1.0,19.0,,3.0,,1.0,,,1.0,19.0,13.0,11.0,11.0,8.0,1.0,13.0,,1.0,,1.0,,,1.0,50.0,58.0,20.0,24.0,10.0,14.0,100.0,1.0,1.0,0.0,1.0,0.0,,,100.0,,,1.0,,,1.0,100.0,2.0,2.0,,,
156311661,Fettig,ysondre,10.0,13824.0,39.0,72.0,77.0,55.0,55.0,60.0,89.0,,100.0,,40.0,67.0,0.0,,28.0,82.0,82.0,31.0,11.0,5.0,9.0,,2.0,,5.0,3.0,4.0,,11.0,59.0,63.0,17.0,6.0,3.0,8.0,,2.0,,2.0,2.0,0.0,,50.0,58.0,12.0,26.0,6.0,15.0,50.0,2.0,1.0,25.0,4.0,1.0,,,,,,,,,,,,,,,
140130419,Precalypse,blackrock,6.0,1745.0,40.0,,67.0,100.0,67.0,100.0,50.0,,33.0,0.0,,,,,5.0,,3.0,1.0,3.0,3.0,2.0,,3.0,3.0,,,,,2.0,,2.0,1.0,2.0,3.0,1.0,,1.0,0.0,,,,,0.0,50.0,1.0,6.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,
161897582,Deceause,onyxia,7.0,1332.0,67.0,,0.0,33.0,0.0,0.0,100.0,,0.0,100.0,,33.0,50.0,,3.0,,1.0,3.0,1.0,2.0,1.0,,1.0,1.0,,3.0,2.0,,2.0,,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,,1.0,1.0,,,0.0,,2.0,,0.0,80.0,5.0,4.0,100.0,1.0,1.0,,,,,,,,,,,,,,,
193148121,Aléxr,kazzak,71.0,31170.0,60.0,46.0,53.0,48.0,44.0,56.0,67.0,4200.0,57.0,57.0,64.0,100.0,100.0,100.0,78.0,127.0,116.0,98.0,34.0,18.0,30.0,1.0,28.0,7.0,11.0,7.0,1.0,2.0,47.0,58.0,62.0,47.0,15.0,10.0,20.0,42.0,16.0,4.0,7.0,7.0,1.0,2.0,43.0,63.0,100.0,73.0,43.0,46.0,50.0,2.0,1.0,100.0,2.0,2.0,,,,,,,,,,,,,,,
76947846,Kynval,nemesis,10.0,7648.0,40.0,67.0,43.0,45.0,59.0,46.0,39.0,,27.0,,100.0,100.0,0.0,,20.0,33.0,21.0,22.0,22.0,13.0,18.0,,11.0,,1.0,1.0,1.0,,8.0,22.0,9.0,10.0,13.0,6.0,7.0,,3.0,,1.0,1.0,0.0,,45.0,33.0,20.0,12.0,9.0,4.0,,,,,,,,,0.0,,,2.0,,,0.0,,,,,,
69296778,Wtsfood,stormscale,12.0,17680.0,43.0,62.0,52.0,55.0,43.0,,88.0,,100.0,0.0,,,,,134.0,97.0,77.0,85.0,7.0,,8.0,,2.0,1.0,,,,,58.0,60.0,40.0,47.0,3.0,,7.0,,2.0,0.0,,,,,46.0,64.0,83.0,39.0,38.0,25.0,25.0,4.0,1.0,100.0,2.0,2.0,,,,,,,,,,,,,,,
117935661,Hairyshocka,blackhand,19.0,5942.0,50.0,45.0,45.0,70.0,50.0,52.0,22.0,,27.0,50.0,,,,,2.0,31.0,20.0,23.0,28.0,23.0,18.0,,30.0,10.0,,,,,1.0,14.0,9.0,16.0,14.0,12.0,4.0,,8.0,5.0,,,,,59.0,67.0,29.0,3.0,17.0,2.0,,,,,,,,,,,,,,,,,,,,,
88946441,Marfuska,draenor,8.0,2297.0,33.0,57.0,83.0,60.0,67.0,67.0,0.0,,50.0,50.0,,0.0,0.0,,12.0,7.0,6.0,5.0,6.0,3.0,2.0,,8.0,2.0,,1.0,3.0,,4.0,4.0,5.0,3.0,4.0,2.0,0.0,,4.0,1.0,,0.0,0.0,,60.0,0.0,5.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,
165365331,Jhobbegg,stormreaver,9.0,303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,1.0,,,1.0,,,,,,
157739997,Martinuther,dun-modr,20.0,5480.0,43.0,,,67.0,54.0,67.0,30.0,,90.0,100.0,81.0,55.0,80.0,83.0,7.0,,,9.0,13.0,9.0,10.0,,21.0,1.0,16.0,11.0,10.0,6.0,3.0,,,6.0,7.0,6.0,3.0,,19.0,1.0,13.0,6.0,8.0,5.0,,25.0,,4.0,,1.0,100.0,1.0,1.0,,,,,100.0,50.0,,2.0,2.0,,2.0,1.0,,,,,,
157086429,Hensse,stormscale,3.0,272.0,100.0,,,,,100.0,0.0,,,,,,0.0,,1.0,,,,,1.0,1.0,,,,,,1.0,,1.0,,,,,1.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150513770,Calidus,tarren-mill,16.0,17870.0,49.0,58.0,64.0,66.0,57.0,76.0,58.0,,52.0,43.0,50.0,100.0,100.0,,96.0,33.0,42.0,35.0,28.0,21.0,24.0,,21.0,14.0,6.0,1.0,1.0,,47.0,19.0,27.0,23.0,16.0,16.0,14.0,,11.0,6.0,3.0,1.0,1.0,,46.0,59.0,35.0,22.0,16.0,13.0,,,,,,,,,100.0,,,8.0,,,8.0,100.0,1.0,1.0,,,
214836177,Auera,sylvanas,61.0,10328.0,60.0,66.0,47.0,63.0,52.0,23.0,59.0,,65.0,25.0,,,,,42.0,32.0,19.0,27.0,25.0,13.0,17.0,,17.0,4.0,,,,,25.0,21.0,9.0,17.0,13.0,3.0,10.0,,11.0,1.0,,,,,50.0,56.0,20.0,25.0,10.0,14.0,20.0,5.0,1.0,,,,,,80.0,,,5.0,,,4.0,,,,,,
97450151,Asetia,tarren-mill,9.0,4266.0,17.0,20.0,79.0,57.0,83.0,76.0,52.0,,80.0,40.0,0.0,,,0.0,6.0,10.0,14.0,7.0,6.0,17.0,23.0,,10.0,10.0,1.0,,,1.0,1.0,2.0,11.0,4.0,5.0,13.0,12.0,,8.0,4.0,0.0,,,0.0,72.0,,18.0,,13.0,,,,,,,,,,,,,,,,,,,,,,
159545431,Liftypala,tarren-mill,17.0,839.0,100.0,,,100.0,0.0,100.0,100.0,50.0,0.0,,,100.0,0.0,50.0,1.0,,,3.0,1.0,1.0,1.0,2.0,4.0,,,3.0,1.0,2.0,1.0,,,3.0,0.0,1.0,1.0,1.0,0.0,,,3.0,0.0,1.0,,100.0,,1.0,,1.0,100.0,1.0,1.0,,,,,,,,,,,,,,,,,,
148488921,Bubblebude,blackmoore,59.0,1824.0,64.0,,,,,,,,100.0,,100.0,0.0,,,11.0,,,,,,,,1.0,,1.0,1.0,,,7.0,,,,,,,,1.0,,1.0,0.0,,,,100.0,,3.0,,3.0,50.0,6.0,3.0,60.0,5.0,3.0,,,,,,,,,,,,,,,
131403913,Weinbaron,malfurion,11.0,3041.0,75.0,,,43.0,57.0,33.0,60.0,,44.0,,40.0,31.0,50.0,40.0,4.0,,,7.0,14.0,12.0,10.0,,9.0,,10.0,13.0,2.0,10.0,3.0,,,3.0,8.0,4.0,6.0,,4.0,,4.0,4.0,1.0,4.0,,50.0,,2.0,,1.0,,,,,,,,,0.0,,,2.0,,,0.0,,,,,,
81816192,Clëment,dun-modr,72.0,5852.0,0.0,100.0,,64.0,58.0,38.0,58.0,88.0,45.0,100.0,40.0,45.0,39.0,47.0,2.0,1.0,,11.0,12.0,21.0,12.0,8.0,11.0,1.0,15.0,11.0,18.0,19.0,0.0,1.0,,7.0,7.0,8.0,7.0,7.0,5.0,1.0,6.0,5.0,7.0,9.0,,50.0,,2.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
133763979,Vilarina,blackrock,77.0,8545.0,65.0,52.0,48.0,50.0,47.0,50.0,38.0,200.0,65.0,29.0,50.0,75.0,64.0,40.0,20.0,42.0,25.0,14.0,34.0,18.0,32.0,3.0,23.0,7.0,4.0,4.0,11.0,5.0,13.0,22.0,12.0,7.0,16.0,9.0,12.0,6.0,15.0,2.0,2.0,3.0,7.0,2.0,73.0,75.0,11.0,12.0,8.0,9.0,,,,50.0,2.0,1.0,,,,,,,,,,,,,,,
175872617,Smasch,ragnaros,10.0,45017.0,57.0,45.0,50.0,50.0,56.0,72.0,74.0,,61.0,42.0,25.0,75.0,0.0,0.0,145.0,155.0,213.0,145.0,32.0,39.0,72.0,,38.0,12.0,8.0,4.0,1.0,3.0,82.0,69.0,107.0,73.0,18.0,28.0,53.0,,23.0,5.0,2.0,3.0,0.0,0.0,56.0,53.0,143.0,123.0,80.0,65.0,50.0,8.0,4.0,83.0,6.0,5.0,,,75.0,,,4.0,,,3.0,,,,,,
165427440,Lithî,azshara,6.0,114.0,,,,,,,100.0,,,,,0.0,100.0,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,,,,,0.0,1.0,,,,,,,,,,,100.0,1.0,1.0,,,,,,,,,,,,,,,
87468869,Calipsos,draenor,8.0,4266.0,14.0,60.0,73.0,50.0,62.0,78.0,33.0,,67.0,60.0,100.0,40.0,0.0,67.0,14.0,5.0,11.0,12.0,8.0,9.0,3.0,,12.0,5.0,1.0,5.0,3.0,3.0,2.0,3.0,8.0,6.0,5.0,7.0,1.0,,8.0,3.0,1.0,2.0,0.0,2.0,75.0,43.0,8.0,23.0,6.0,10.0,100.0,3.0,3.0,100.0,1.0,1.0,,22.0,,,9.0,,,2.0,,,,,,,
117947922,Ronaldinho,garrosh,16.0,1929.0,33.0,17.0,50.0,100.0,45.0,75.0,50.0,,22.0,60.0,25.0,,,,3.0,6.0,4.0,1.0,11.0,8.0,8.0,,9.0,5.0,4.0,,,,1.0,1.0,2.0,1.0,5.0,6.0,4.0,,2.0,3.0,1.0,,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,
126337794,Cangopowa,blackmoore,9.0,2848.0,50.0,71.0,50.0,50.0,83.0,100.0,50.0,,50.0,71.0,150.0,,0.0,,2.0,7.0,6.0,6.0,6.0,3.0,8.0,,2.0,7.0,2.0,,1.0,,1.0,5.0,3.0,3.0,5.0,3.0,4.0,,1.0,5.0,3.0,,0.0,,60.0,25.0,5.0,4.0,3.0,1.0,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,
56394087,Chùùt,ysondre,6.0,13054.0,31.0,56.0,61.0,61.0,28.0,40.0,53.0,,100.0,100.0,,,,,26.0,39.0,28.0,18.0,18.0,5.0,17.0,,3.0,2.0,,,,,8.0,22.0,17.0,11.0,5.0,2.0,9.0,,3.0,2.0,,,,,57.0,54.0,14.0,13.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,
176523884,Zaintadin,ragnaros,13.0,540.0,,,,100.0,0.0,50.0,0.0,,0.0,,100.0,100.0,25.0,67.0,,,,1.0,1.0,2.0,1.0,,2.0,,1.0,2.0,4.0,3.0,,,,1.0,0.0,1.0,0.0,,0.0,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
162648914,Palaplöw,uldaman,27.0,7016.0,59.0,53.0,64.0,52.0,47.0,91.0,67.0,,26.0,57.0,,,,,17.0,19.0,25.0,25.0,19.0,11.0,27.0,,23.0,7.0,,,,,10.0,10.0,16.0,13.0,9.0,10.0,18.0,,6.0,4.0,,,,,50.0,37.0,16.0,19.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,
141975019,Agamenón,sanguino,53.0,182.0,,50.0,50.0,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
