character.id,character.name,character.realm.slug,honor_level,honorable_kills,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Deepwind Gorge win_rate,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Ashran played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Deepwind Gorge played,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Ashran won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Deepwind Gorge won,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Deepwind Gorge (Legacy) win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Deepwind Gorge (Legacy) played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Deepwind Gorge (Legacy) won,Rated Eye of the Storm win_rate,Battle for Wintergrasp win_rate,Rated Eye of the Storm played,Battle for Wintergrasp played,Rated Eye of the Storm won,Battle for Wintergrasp won,Arathi Basin Winter win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Arathi Basin Winter played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Arathi Basin Winter won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
169149049,Дезкил,deathguard,37.0,7379.0,83.0,47.0,47.0,58.0,58.0,60.0,38.0,33.0,20.0,33.0,12.0,15.0,19.0,12.0,31.0,5.0,8.0,6.0,5.0,3.0,10.0,7.0,9.0,7.0,18.0,3.0,3.0,2.0,1.0,1.0,10.0,59.0,100.0,75.0,,50.0,10.0,17.0,1.0,8.0,,6.0,1.0,10.0,1.0,6.0,,3.0,100.0,75.0,2.0,4.0,2.0,3.0,75.0,100.0,0.0,4.0,2.0,1.0,3.0,2.0,0.0,,,,,,
195634564,Моркей,gordunni,7.0,1301.0,100.0,50.0,0.0,50.0,0.0,0.0,0.0,75.0,50.0,100.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,4.0,4.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,20.0,,,,,0.0,5.0,,,,,1.0,1.0,,,,,0.0,,100.0,,2.0,,2.0,,,,,,,,,,,,,,,
19418449,Регат,eversong,7.0,13536.0,,100.0,43.0,75.0,43.0,,0.0,0.0,,,,1.0,7.0,4.0,7.0,,1.0,2.0,,,,1.0,3.0,3.0,3.0,,0.0,0.0,,,67.0,55.0,37.0,44.0,33.0,,9.0,31.0,43.0,18.0,15.0,,6.0,17.0,16.0,8.0,5.0,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
72377866,Саймер,blackscar,4.0,919.0,75.0,50.0,,,50.0,33.0,100.0,0.0,0.0,0.0,4.0,4.0,,,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,,,,0.0,,,,,,,25.0,,4.0,,1.0,,,,,,,,,,,,,,,
155408216,Bahraf,hyjal,17.0,4606.0,20.0,58.0,80.0,69.0,50.0,,62.0,54.0,60.0,67.0,10.0,12.0,20.0,13.0,16.0,,13.0,13.0,10.0,3.0,2.0,7.0,16.0,9.0,8.0,,8.0,7.0,6.0,2.0,14.0,0.0,50.0,20.0,,60.0,7.0,3.0,2.0,5.0,,5.0,1.0,0.0,1.0,1.0,,3.0,,50.0,,2.0,,1.0,100.0,100.0,100.0,1.0,4.0,1.0,1.0,4.0,1.0,,,,,,
104373653,Lumy,drekthar,4.0,1424.0,,0.0,67.0,0.0,20.0,,,,,,,2.0,3.0,4.0,5.0,,,,,,,0.0,2.0,0.0,1.0,,,,,,29.0,33.0,33.0,40.0,50.0,50.0,7.0,3.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
150787688,Jigsaaw,amanthul,1.0,4924.0,33.0,0.0,14.0,25.0,58.0,0.0,,100.0,,,9.0,2.0,7.0,4.0,12.0,1.0,,1.0,,,3.0,0.0,1.0,1.0,7.0,0.0,,1.0,,,78.0,,20.0,,33.0,,9.0,,5.0,,12.0,,7.0,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,
150836268,Отецлиберал,howling-fjord,42.0,4548.0,57.0,100.0,50.0,67.0,0.0,50.0,50.0,0.0,,,7.0,4.0,4.0,3.0,3.0,2.0,6.0,2.0,,,4.0,4.0,2.0,2.0,0.0,1.0,3.0,0.0,,,100.0,67.0,100.0,83.0,,50.0,6.0,3.0,2.0,6.0,,4.0,6.0,2.0,2.0,5.0,,2.0,,50.0,,8.0,,4.0,29.0,,,7.0,,,2.0,,,,,,,,
176428511,Бладммуун,howling-fjord,31.0,966.0,0.0,33.0,100.0,,0.0,,100.0,0.0,,,1.0,3.0,2.0,,1.0,,2.0,1.0,,,0.0,1.0,2.0,,0.0,,2.0,0.0,,,100.0,,,100.0,,,1.0,,,1.0,,,1.0,,,1.0,,,,67.0,,3.0,,2.0,,,,,,,,,,,,,,,
128385896,Råupe,blackrock,1.0,279.0,,,,,,,100.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155645312,Паллада,deathguard,14.0,4790.0,84.0,50.0,50.0,33.0,57.0,,80.0,100.0,,100.0,19.0,6.0,10.0,3.0,14.0,,5.0,1.0,,1.0,16.0,3.0,5.0,1.0,8.0,,4.0,1.0,,1.0,60.0,38.0,25.0,100.0,67.0,62.0,5.0,8.0,4.0,2.0,6.0,8.0,3.0,3.0,1.0,2.0,4.0,5.0,,50.0,,2.0,,1.0,,100.0,,,1.0,,,1.0,,,,,,,
237899397,Сакон,borean-tundra,129.0,10662.0,0.0,76.0,68.0,57.0,82.0,,72.0,56.0,86.0,100.0,2.0,17.0,22.0,14.0,17.0,,18.0,16.0,7.0,1.0,0.0,13.0,15.0,8.0,14.0,,13.0,9.0,6.0,1.0,75.0,80.0,55.0,90.0,,83.0,4.0,10.0,11.0,20.0,,18.0,3.0,8.0,6.0,18.0,,15.0,,100.0,,3.0,,3.0,50.0,100.0,100.0,2.0,7.0,5.0,1.0,7.0,5.0,,,,,,
100172438,Talmgash,ysondre,8.0,1344.0,0.0,75.0,60.0,62.0,0.0,,25.0,67.0,100.0,67.0,1.0,8.0,5.0,8.0,1.0,,4.0,3.0,2.0,3.0,0.0,6.0,3.0,5.0,0.0,,1.0,2.0,2.0,2.0,,0.0,0.0,100.0,50.0,,,1.0,2.0,3.0,2.0,,,0.0,0.0,3.0,1.0,,100.0,,2.0,,2.0,,,,,,,,,,,,,,,,
165241379,Маярка,gordunni,56.0,471.0,,67.0,50.0,,100.0,,67.0,100.0,,100.0,,3.0,2.0,,1.0,,3.0,2.0,,2.0,,2.0,1.0,,1.0,,2.0,2.0,,2.0,,0.0,,50.0,,,,1.0,,2.0,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
139295153,Gusti,hyjal,5.0,3698.0,43.0,100.0,0.0,25.0,,33.0,,0.0,0.0,,7.0,1.0,1.0,4.0,,3.0,,1.0,1.0,,3.0,1.0,0.0,1.0,,1.0,,0.0,0.0,,60.0,,,50.0,50.0,0.0,10.0,,,4.0,2.0,1.0,6.0,,,2.0,1.0,0.0,,60.0,,10.0,,6.0,33.0,,,6.0,,,2.0,,,,,,,,
139155683,Snaarf,blackmoore,73.0,2809.0,75.0,25.0,75.0,50.0,25.0,86.0,33.0,50.0,67.0,50.0,4.0,4.0,4.0,6.0,8.0,7.0,6.0,8.0,6.0,2.0,3.0,1.0,3.0,3.0,2.0,6.0,2.0,4.0,4.0,1.0,43.0,,,0.0,,0.0,7.0,,,4.0,,2.0,3.0,,,0.0,,0.0,,86.0,,7.0,,6.0,,,,,,,,,,0.0,2.0,0.0,,,
198291286,Бариарт,soulflayer,33.0,3107.0,33.0,50.0,67.0,70.0,40.0,,83.0,100.0,50.0,43.0,3.0,4.0,3.0,10.0,5.0,,6.0,3.0,6.0,7.0,1.0,2.0,2.0,7.0,2.0,,5.0,3.0,3.0,3.0,50.0,,,75.0,,,2.0,,,4.0,,,1.0,,,3.0,,,,100.0,,1.0,,1.0,,,,,,,,,,,,,,,
111847313,Karudo,aegwynn,22.0,58566.0,38.0,48.0,40.0,34.0,50.0,,0.0,50.0,100.0,,97.0,29.0,10.0,29.0,10.0,,1.0,2.0,2.0,,37.0,14.0,4.0,10.0,5.0,,0.0,1.0,2.0,,39.0,46.0,40.0,34.0,43.0,100.0,162.0,258.0,230.0,187.0,127.0,1.0,63.0,119.0,93.0,63.0,54.0,1.0,,0.0,,3.0,,0.0,,100.0,0.0,,4.0,2.0,,4.0,0.0,,,,,,
51285832,Громел,gordunni,54.0,123409.0,64.0,60.0,59.0,59.0,75.0,100.0,71.0,59.0,65.0,,233.0,259.0,129.0,268.0,153.0,5.0,35.0,41.0,23.0,,150.0,156.0,76.0,157.0,115.0,5.0,25.0,24.0,15.0,,64.0,63.0,53.0,62.0,62.0,66.0,186.0,316.0,279.0,242.0,225.0,88.0,119.0,200.0,149.0,151.0,140.0,58.0,,63.0,,35.0,,22.0,23.0,100.0,0.0,13.0,6.0,1.0,3.0,6.0,0.0,,,,100.0,1.0,1.0
134022315,Гостерман,galakrond,71.0,19443.0,67.0,42.0,65.0,80.0,60.0,25.0,60.0,57.0,78.0,67.0,9.0,19.0,20.0,15.0,35.0,4.0,25.0,14.0,9.0,3.0,6.0,8.0,13.0,12.0,21.0,1.0,15.0,8.0,7.0,2.0,72.0,20.0,60.0,56.0,,47.0,18.0,5.0,10.0,16.0,,19.0,13.0,1.0,6.0,9.0,,9.0,,71.0,,14.0,,10.0,40.0,100.0,50.0,5.0,11.0,12.0,2.0,11.0,6.0,,,,,,
180420766,Тивиар,gordunni,7.0,1640.0,,0.0,50.0,33.0,50.0,,,0.0,67.0,33.0,,1.0,2.0,3.0,2.0,,,1.0,3.0,3.0,,0.0,1.0,1.0,1.0,,,0.0,2.0,1.0,,0.0,,,,,,1.0,,,,,,0.0,,,,,50.0,100.0,2.0,1.0,1.0,1.0,,,25.0,,,8.0,,,2.0,,,,,,
175959101,Arctïk,marécage-de-zangar,9.0,1438.0,100.0,33.0,33.0,50.0,0.0,100.0,100.0,20.0,50.0,33.0,1.0,3.0,3.0,4.0,1.0,1.0,2.0,5.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,100.0,,,100.0,,33.0,1.0,,,1.0,,3.0,1.0,,,1.0,,1.0,,0.0,,3.0,,0.0,,,,,,,,,,,,,,,
243304707,Куртана,soulflayer,7.0,2194.0,50.0,40.0,50.0,33.0,50.0,100.0,50.0,,0.0,100.0,2.0,5.0,2.0,3.0,6.0,1.0,4.0,,4.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,,0.0,1.0,67.0,,,100.0,,,3.0,,,1.0,,,2.0,,,1.0,,,,100.0,,4.0,,4.0,,,,,,,,,,,,,,,
69121785,Syriel,nazjatar,26.0,10735.0,0.0,,33.0,100.0,100.0,,,,,,1.0,,3.0,1.0,2.0,,,,,,0.0,,1.0,1.0,2.0,,,,,,43.0,33.0,0.0,0.0,50.0,50.0,7.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,,100.0,,1.0,,1.0,,100.0,91.0,,1.0,22.0,,1.0,20.0,,,,,,
165427440,Lithî,azshara,6.0,114.0,,,,100.0,,100.0,,0.0,100.0,,,,,1.0,,1.0,,1.0,1.0,,,,,1.0,,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197088645,Даренум,gordunni,67.0,5595.0,17.0,100.0,80.0,100.0,43.0,,71.0,70.0,0.0,100.0,6.0,7.0,10.0,3.0,7.0,,14.0,10.0,1.0,4.0,1.0,7.0,8.0,3.0,3.0,,10.0,7.0,0.0,4.0,33.0,100.0,100.0,60.0,,33.0,6.0,2.0,2.0,5.0,,3.0,2.0,2.0,2.0,3.0,,1.0,,75.0,,4.0,,3.0,50.0,100.0,,4.0,3.0,,2.0,3.0,,,,,,,
196305197,Айнест,gordunni,23.0,997.0,80.0,,,,,,50.0,,0.0,,5.0,,,,,,2.0,,1.0,,4.0,,,,,,1.0,,0.0,,100.0,,,,,,1.0,,,,,,1.0,,,,,,,0.0,,1.0,,0.0,100.0,,,1.0,,,1.0,,,,,,,,
38372178,Чейдище,howling-fjord,14.0,2578.0,83.0,50.0,60.0,67.0,40.0,60.0,25.0,,0.0,,6.0,2.0,5.0,6.0,5.0,5.0,4.0,,2.0,,5.0,1.0,3.0,4.0,2.0,3.0,1.0,,0.0,,38.0,,0.0,0.0,100.0,,8.0,,1.0,3.0,2.0,,3.0,,0.0,0.0,2.0,,,60.0,,5.0,,3.0,,,,,,,,,,,,,,,
141975288,Nilyane,thrall,5.0,1329.0,0.0,,50.0,100.0,100.0,,0.0,,,,1.0,,4.0,2.0,1.0,,1.0,,,,0.0,,2.0,2.0,1.0,,0.0,,,,0.0,,,100.0,,0.0,2.0,,,2.0,,1.0,0.0,,,2.0,,0.0,,0.0,,1.0,,0.0,100.0,100.0,,1.0,3.0,,1.0,3.0,,,,,,,
136913529,Erackñ,uldaman,20.0,740.0,,100.0,0.0,25.0,50.0,,50.0,0.0,67.0,33.0,,1.0,1.0,4.0,4.0,,4.0,3.0,3.0,3.0,,1.0,0.0,1.0,2.0,,2.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,2.0,,0.0,,,,,,,,,,,,,,,,
191510274,Palaberg,kazzak,6.0,35.0,,,,,,,,,100.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191469178,Katsika,frostmane,24.0,815.0,0.0,100.0,0.0,,100.0,,0.0,100.0,100.0,100.0,1.0,2.0,2.0,,1.0,,1.0,2.0,1.0,1.0,0.0,2.0,0.0,,1.0,,0.0,2.0,1.0,1.0,100.0,,,100.0,,,2.0,,,1.0,,,2.0,,,1.0,,,,50.0,,2.0,,1.0,,,,,,,,,,,,,,,
128896905,Murielbagge,ravencrest,6.0,555.0,100.0,100.0,100.0,0.0,100.0,100.0,50.0,0.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,100.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
32838127,Немирофф,howling-fjord,5.0,17493.0,37.0,67.0,50.0,58.0,50.0,0.0,,,71.0,100.0,27.0,39.0,2.0,33.0,4.0,3.0,,,7.0,1.0,10.0,26.0,1.0,19.0,2.0,0.0,,,5.0,1.0,43.0,58.0,56.0,65.0,37.0,0.0,37.0,77.0,55.0,49.0,38.0,1.0,16.0,45.0,31.0,32.0,14.0,0.0,,25.0,,4.0,,1.0,,,,,,,,,,,,,,,
175400548,Fanetigre,chogall,10.0,2736.0,71.0,25.0,100.0,33.0,60.0,50.0,100.0,,,,7.0,4.0,2.0,3.0,5.0,4.0,1.0,,,,5.0,1.0,2.0,1.0,3.0,2.0,1.0,,,,25.0,43.0,86.0,20.0,50.0,,4.0,14.0,7.0,5.0,4.0,,1.0,6.0,6.0,1.0,2.0,,,50.0,,2.0,,1.0,,,,,,,,,,,,,,,
121030800,Hôly,arathor,59.0,3747.0,67.0,57.0,50.0,54.0,71.0,,0.0,0.0,75.0,100.0,3.0,14.0,14.0,13.0,7.0,,1.0,1.0,4.0,1.0,2.0,8.0,7.0,7.0,5.0,,0.0,0.0,3.0,1.0,83.0,31.0,29.0,55.0,0.0,57.0,6.0,13.0,7.0,20.0,1.0,7.0,5.0,4.0,2.0,11.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,
76674494,Каали,deathguard,36.0,66231.0,8.0,42.0,65.0,59.0,62.0,,57.0,73.0,43.0,100.0,13.0,40.0,31.0,29.0,37.0,,7.0,15.0,7.0,6.0,1.0,17.0,20.0,17.0,23.0,,4.0,11.0,3.0,6.0,40.0,49.0,53.0,45.0,62.0,46.0,10.0,51.0,34.0,20.0,16.0,35.0,4.0,25.0,18.0,9.0,10.0,16.0,,100.0,,1.0,,1.0,100.0,100.0,,3.0,38.0,,3.0,38.0,,100.0,1.0,1.0,,,
161671342,Orvald,eitrigg,8.0,610.0,0.0,0.0,100.0,100.0,0.0,0.0,67.0,100.0,100.0,,1.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,,50.0,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
149110157,Palazini,stormreaver,3.0,16441.0,33.0,56.0,74.0,59.0,32.0,,50.0,,100.0,100.0,30.0,9.0,42.0,29.0,22.0,,2.0,,1.0,1.0,10.0,5.0,31.0,17.0,7.0,,1.0,,1.0,1.0,36.0,65.0,55.0,59.0,62.0,100.0,25.0,46.0,62.0,66.0,32.0,5.0,9.0,30.0,34.0,39.0,20.0,5.0,,50.0,,2.0,,1.0,,,,,,,,,,,,,,,
177454696,Charlexavier,dalaran,33.0,8413.0,25.0,57.0,43.0,38.0,47.0,27.0,71.0,50.0,17.0,71.0,4.0,21.0,21.0,24.0,19.0,11.0,7.0,6.0,6.0,7.0,1.0,12.0,9.0,9.0,9.0,3.0,5.0,3.0,1.0,5.0,75.0,50.0,40.0,19.0,31.0,56.0,8.0,14.0,10.0,16.0,13.0,16.0,6.0,7.0,4.0,3.0,4.0,9.0,,38.0,,8.0,,3.0,,,,,,,,,,,,,,,
135967979,Лирроу,gordunni,13.0,17364.0,71.0,47.0,48.0,53.0,62.0,,,100.0,,,31.0,47.0,31.0,47.0,45.0,,,1.0,,,22.0,22.0,15.0,25.0,28.0,,,1.0,,,78.0,53.0,57.0,56.0,46.0,65.0,23.0,47.0,51.0,62.0,54.0,17.0,18.0,25.0,29.0,35.0,25.0,11.0,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
81688057,Соулэйдж,deathguard,49.0,55321.0,49.0,60.0,66.0,69.0,64.0,86.0,55.0,100.0,50.0,0.0,55.0,57.0,41.0,61.0,61.0,7.0,11.0,3.0,2.0,1.0,27.0,34.0,27.0,42.0,39.0,6.0,6.0,3.0,1.0,0.0,43.0,57.0,51.0,57.0,49.0,74.0,103.0,201.0,148.0,138.0,136.0,34.0,44.0,115.0,75.0,79.0,67.0,25.0,,75.0,,4.0,,3.0,67.0,100.0,100.0,3.0,7.0,2.0,2.0,7.0,2.0,,,,,,
161702805,Terriblë,dun-modr,44.0,2126.0,100.0,50.0,60.0,80.0,67.0,0.0,100.0,67.0,100.0,40.0,3.0,2.0,5.0,5.0,6.0,2.0,7.0,6.0,2.0,5.0,3.0,1.0,3.0,4.0,4.0,0.0,7.0,4.0,2.0,2.0,75.0,,,88.0,,,4.0,,,8.0,,,3.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,
153988186,Lichsûn,zuljin,17.0,447.0,0.0,,,100.0,0.0,0.0,0.0,,,100.0,5.0,,,1.0,1.0,2.0,1.0,,,1.0,0.0,,,1.0,0.0,0.0,0.0,,,1.0,0.0,,,,,,2.0,,,,,,0.0,,,,,,,0.0,,5.0,,0.0,,,,,,,,,,,,,,,
59225057,Thorklæs,ysondre,28.0,8225.0,50.0,54.0,73.0,59.0,43.0,,100.0,0.0,100.0,50.0,6.0,13.0,15.0,17.0,14.0,,3.0,1.0,1.0,2.0,3.0,7.0,11.0,10.0,6.0,,3.0,0.0,1.0,1.0,67.0,59.0,50.0,40.0,50.0,71.0,12.0,27.0,16.0,15.0,16.0,7.0,8.0,16.0,8.0,6.0,8.0,5.0,,100.0,,1.0,,1.0,,,,,,,,,,,,,,,
133399334,Araél,pozzo-delleternità,28.0,1102.0,,,0.0,0.0,,,,,,,,,1.0,1.0,,,,,,,,,0.0,0.0,,,,,,,50.0,100.0,0.0,33.0,0.0,,2.0,1.0,4.0,3.0,2.0,,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
105519186,Cuculainn,alonsus,7.0,982.0,,50.0,0.0,,50.0,,0.0,,,,,2.0,1.0,,2.0,,1.0,,,,,1.0,0.0,,1.0,,0.0,,,,,40.0,0.0,,67.0,50.0,,5.0,1.0,,3.0,2.0,,2.0,0.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
160095675,Чёртзнаеткто,howling-fjord,18.0,943.0,,,,,,,,0.0,,0.0,,,,,,,,1.0,,1.0,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,100.0,,,2.0,,,2.0,,,,,,
163875207,Grimripper,alleria,22.0,195.0,,,,0.0,100.0,0.0,0.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17760382,Вистлер,deathguard,7.0,55982.0,65.0,64.0,71.0,74.0,76.0,,,,,,20.0,59.0,31.0,46.0,38.0,,,,,,13.0,38.0,22.0,34.0,29.0,,,,,,58.0,72.0,70.0,71.0,58.0,69.0,19.0,128.0,128.0,96.0,91.0,26.0,11.0,92.0,90.0,68.0,53.0,18.0,,,,,,,,,,,,,,,,,,,,,
122225288,Laterna,silvermoon,28.0,1799.0,67.0,,50.0,0.0,33.0,33.0,25.0,25.0,60.0,0.0,3.0,,2.0,2.0,3.0,3.0,4.0,4.0,5.0,1.0,2.0,,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,25.0,,,0.0,,,4.0,,,2.0,,,1.0,,,0.0,,,,50.0,,2.0,,1.0,,,,,,,,,,,,,,,
167691366,Бредмин,gordunni,35.0,8888.0,50.0,0.0,100.0,50.0,86.0,42.0,50.0,100.0,50.0,50.0,28.0,2.0,1.0,2.0,7.0,19.0,6.0,4.0,2.0,4.0,14.0,0.0,1.0,1.0,6.0,8.0,3.0,4.0,1.0,2.0,46.0,,,67.0,,,26.0,,,3.0,,,12.0,,,2.0,,,,58.0,,26.0,,15.0,,,,,,,,,,,,,,,
96394264,Кельдан,ashenvale,2.0,2588.0,40.0,0.0,33.0,0.0,25.0,,,,,,5.0,3.0,3.0,1.0,4.0,,,,,,2.0,0.0,1.0,0.0,1.0,,,,,,25.0,38.0,58.0,50.0,33.0,0.0,8.0,8.0,12.0,4.0,9.0,1.0,2.0,3.0,7.0,2.0,3.0,0.0,,100.0,,1.0,,1.0,,,,,,,,,,,,,,,
167563416,Фордман,deathguard,53.0,18103.0,100.0,60.0,37.0,36.0,41.0,100.0,114.0,33.0,33.0,33.0,6.0,35.0,49.0,14.0,22.0,1.0,14.0,9.0,6.0,3.0,6.0,21.0,18.0,5.0,9.0,1.0,16.0,3.0,2.0,1.0,50.0,46.0,40.0,62.0,42.0,38.0,8.0,41.0,15.0,21.0,12.0,16.0,4.0,19.0,6.0,13.0,5.0,6.0,,62.0,,13.0,,8.0,75.0,100.0,50.0,4.0,7.0,2.0,3.0,7.0,1.0,,,,,,
156295926,Tenkadin,ravencrest,4.0,38.0,,,,,,,100.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27425559,Данаборисова,deathguard,36.0,11029.0,68.0,70.0,56.0,45.0,54.0,60.0,80.0,42.0,100.0,38.0,19.0,27.0,25.0,20.0,26.0,5.0,5.0,12.0,5.0,13.0,13.0,19.0,14.0,9.0,14.0,3.0,4.0,5.0,5.0,5.0,67.0,56.0,0.0,53.0,73.0,57.0,15.0,16.0,7.0,17.0,11.0,7.0,10.0,9.0,0.0,9.0,8.0,4.0,0.0,50.0,2.0,4.0,0.0,2.0,0.0,,50.0,1.0,,2.0,0.0,,1.0,,,,,,
181620055,Апакормес,soulflayer,27.0,470.0,,50.0,0.0,,100.0,,67.0,,,,,2.0,2.0,,1.0,,3.0,,,,,1.0,0.0,,1.0,,2.0,,,,0.0,,50.0,,,50.0,1.0,,2.0,,,2.0,0.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
196885194,Kæylie,aegwynn,2.0,402.0,,,,0.0,100.0,0.0,,100.0,,0.0,,,,3.0,1.0,1.0,,1.0,,1.0,,,,0.0,1.0,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,100.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
197729329,Randoó,outland,4.0,381.0,,,100.0,100.0,100.0,,0.0,100.0,0.0,0.0,,,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,,,1.0,2.0,1.0,,0.0,1.0,0.0,0.0,,,,100.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
153681079,Brightshield,nemesis,2.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
152558785,Ashryvèr,silvermoon,23.0,252.0,,,,,0.0,,,0.0,50.0,,,,,,1.0,,,1.0,2.0,,,,,,0.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3.0,,,0.0,,,,,,
186303395,Rinnon,silvermoon,33.0,519.0,100.0,,50.0,,,0.0,50.0,,100.0,67.0,1.0,,2.0,,,3.0,4.0,,1.0,3.0,1.0,,1.0,,,0.0,2.0,,1.0,2.0,,,,0.0,,,,,,1.0,,,,,,0.0,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
153438135,Paladschinkn,antonidas,18.0,3855.0,50.0,50.0,22.0,50.0,50.0,25.0,60.0,33.0,0.0,56.0,10.0,2.0,9.0,4.0,4.0,12.0,5.0,9.0,4.0,9.0,5.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,5.0,40.0,,,100.0,,,15.0,,,2.0,,,6.0,,,2.0,,,,42.0,,12.0,,5.0,0.0,,,2.0,,,0.0,,,,,,,,
42166217,Vaastra,bronze-dragonflight,4.0,10945.0,50.0,79.0,,44.0,33.0,,0.0,100.0,0.0,50.0,6.0,14.0,,9.0,3.0,,2.0,1.0,1.0,2.0,3.0,11.0,,4.0,1.0,,0.0,1.0,0.0,1.0,64.0,60.0,35.0,55.0,54.0,,14.0,25.0,31.0,22.0,26.0,,9.0,15.0,11.0,12.0,14.0,,,,,,,,,,,,,,,,,,,,,,
196658943,Dewenn,archimonde,6.0,1193.0,50.0,,40.0,,0.0,33.0,,50.0,,100.0,2.0,,5.0,,1.0,3.0,,2.0,,1.0,1.0,,2.0,,0.0,1.0,,1.0,,1.0,25.0,,,0.0,,,4.0,,,1.0,,,1.0,,,0.0,,,,33.0,,3.0,,1.0,50.0,,,2.0,,,1.0,,,,,,,,
