character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Arathi Basin win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Arathi Basin Winter win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Arathi Basin played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Arathi Basin Winter played,Seething Shore played,Warsong Gulch played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Classic Arathi Basin won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Arathi Basin Winter won,Seething Shore won,Warsong Gulch won,Battle for Wintergrasp won,Deepwind Gorge won,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Arathi Basin win_rate,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Arathi Basin played,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Arathi Basin won,Classic Warsong Gulch win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Classic Warsong Gulch played,Eye of the Storm played,Strand of the Ancients played,Classic Warsong Gulch won,Eye of the Storm won,Strand of the Ancients won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Ashran win_rate,Arathi Basin Comp Stomp win_rate,Ashran played,Arathi Basin Comp Stomp played,Ashran won,Arathi Basin Comp Stomp won,Southshore vs. Tarren Mill win_rate,Cooking: Impossible win_rate,Southshore vs. Tarren Mill played,Cooking: Impossible played,Southshore vs. Tarren Mill won,Cooking: Impossible won
139723203,Икугу,galakrond,12.0,3177.0,0.0,12.0,50.0,71.0,,40.0,,,,1.0,8.0,4.0,7.0,,5.0,,,,0.0,1.0,2.0,5.0,,2.0,,,,0.0,14.0,33.0,33.0,,,1.0,7.0,6.0,3.0,,,0.0,1.0,2.0,1.0,,,33.0,50.0,,9.0,6.0,,3.0,3.0,,100.0,1.0,1.0,,,,,,,,,,,,
140924366,Херлбой,galakrond,73.0,2576.0,,75.0,0.0,67.0,,67.0,,100.0,100.0,,4.0,3.0,3.0,,6.0,,2.0,1.0,,3.0,0.0,2.0,,4.0,,2.0,1.0,,80.0,75.0,80.0,,0.0,,5.0,4.0,5.0,,1.0,,4.0,3.0,4.0,,0.0,67.0,60.0,,6.0,5.0,,4.0,3.0,,,,,,,,,,,,,,,,
173757841,Шепоткрови,howling-fjord,14.0,1043.0,100.0,,100.0,,,50.0,,100.0,100.0,1.0,,1.0,,,2.0,,3.0,1.0,1.0,,1.0,,,1.0,,3.0,1.0,50.0,100.0,,,,50.0,2.0,2.0,,,,2.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
192045964,Дикобраазз,eversong,36.0,11295.0,47.0,,30.0,70.0,,64.0,44.0,59.0,75.0,15.0,,10.0,10.0,,11.0,18.0,29.0,4.0,7.0,,3.0,7.0,,7.0,8.0,17.0,3.0,53.0,57.0,67.0,18.0,,43.0,17.0,7.0,12.0,11.0,,7.0,9.0,4.0,8.0,2.0,,3.0,,29.0,,,14.0,,,4.0,,33.0,3.0,1.0,,100.0,,4.0,,4.0,,,,,,
214836177,Auera,sylvanas,61.0,10328.0,60.0,47.0,65.0,25.0,,,,20.0,,42.0,19.0,17.0,4.0,,,,5.0,,25.0,9.0,11.0,1.0,,,,1.0,,56.0,52.0,23.0,59.0,,,25.0,25.0,13.0,17.0,,,14.0,13.0,3.0,10.0,,,66.0,63.0,50.0,32.0,27.0,20.0,21.0,17.0,10.0,80.0,5.0,4.0,,,,,,,,,,,,
78973088,Киирраа,gordunni,44.0,29121.0,46.0,39.0,68.0,54.0,0.0,100.0,,,,26.0,80.0,19.0,13.0,1.0,1.0,,,,12.0,31.0,13.0,7.0,0.0,1.0,,,,66.0,58.0,69.0,57.0,,0.0,29.0,50.0,26.0,63.0,,1.0,19.0,29.0,18.0,36.0,,0.0,51.0,59.0,46.0,136.0,66.0,56.0,69.0,39.0,26.0,,,,,,,,,,,,,,,
148749174,Дарквей,galakrond,22.0,938.0,100.0,,25.0,100.0,,100.0,100.0,,,1.0,,4.0,1.0,,1.0,2.0,,,1.0,,1.0,1.0,,1.0,2.0,,,,67.0,100.0,100.0,,,,3.0,3.0,1.0,,,,2.0,3.0,1.0,,,0.0,67.0,,1.0,3.0,,0.0,2.0,,,,,,,,,,,,,,,,
105225644,Cctheshades,kazzak,3.0,6544.0,44.0,44.0,39.0,40.0,,0.0,0.0,,0.0,27.0,18.0,23.0,10.0,,1.0,1.0,,1.0,12.0,8.0,9.0,4.0,,0.0,0.0,,0.0,66.0,67.0,14.0,23.0,0.0,,35.0,18.0,14.0,13.0,2.0,,23.0,12.0,2.0,3.0,0.0,,47.0,33.0,54.0,19.0,21.0,24.0,9.0,7.0,13.0,,,,0.0,,1.0,,0.0,,,,,,,
245117475,Втсбабл,gordunni,53.0,13191.0,61.0,31.0,62.0,60.0,50.0,117.0,100.0,56.0,71.0,18.0,13.0,21.0,15.0,4.0,6.0,6.0,9.0,7.0,11.0,4.0,13.0,9.0,2.0,7.0,6.0,5.0,5.0,37.0,38.0,41.0,64.0,,80.0,27.0,21.0,17.0,25.0,,5.0,10.0,8.0,7.0,16.0,,4.0,33.0,71.0,100.0,15.0,14.0,1.0,5.0,10.0,1.0,50.0,2.0,1.0,100.0,100.0,2.0,8.0,2.0,8.0,,,,,,
237052395,Шокирую,borean-tundra,8.0,117.0,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
162276416,Арналадон,eversong,90.0,10042.0,33.0,22.0,0.0,25.0,,100.0,20.0,50.0,33.0,3.0,9.0,3.0,4.0,,3.0,5.0,8.0,3.0,1.0,2.0,0.0,1.0,,3.0,1.0,4.0,1.0,100.0,56.0,40.0,33.0,,100.0,7.0,9.0,15.0,12.0,,2.0,7.0,5.0,6.0,4.0,,2.0,29.0,33.0,29.0,7.0,6.0,7.0,2.0,2.0,2.0,50.0,4.0,2.0,,100.0,,21.0,,21.0,,,,,,
174412277,Raíjin,dalaran,12.0,607.0,50.0,,67.0,,,0.0,50.0,,100.0,2.0,,3.0,,,1.0,2.0,,1.0,1.0,,2.0,,,0.0,1.0,,1.0,100.0,100.0,0.0,0.0,,0.0,1.0,3.0,1.0,1.0,,1.0,1.0,3.0,0.0,0.0,,0.0,,100.0,,,1.0,,,1.0,,,,,0.0,,1.0,,0.0,,,,,,,
149465420,Supermon,argent-dawn,29.0,1523.0,50.0,,,,,100.0,,100.0,,6.0,,,,,1.0,,1.0,,3.0,,,,,1.0,,1.0,,100.0,0.0,0.0,,,,3.0,1.0,1.0,,,,3.0,0.0,0.0,,,,,,,,,,,,,57.0,7.0,4.0,60.0,,5.0,,3.0,,,,,,,
148976589,Неонко,howling-fjord,13.0,404.0,,,0.0,,,100.0,100.0,0.0,,,,1.0,,,2.0,1.0,1.0,,,,0.0,,,2.0,1.0,0.0,,,100.0,100.0,50.0,,0.0,,1.0,1.0,2.0,,2.0,,1.0,1.0,1.0,,0.0,,100.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,
133390164,Råre,draenor,5.0,117.0,,,0.0,,,100.0,,,100.0,,,1.0,,,1.0,,,1.0,,,0.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176644890,Артемониус,gordunni,23.0,3210.0,33.0,100.0,50.0,100.0,,20.0,50.0,50.0,,3.0,1.0,6.0,4.0,,5.0,2.0,4.0,,1.0,1.0,3.0,4.0,,1.0,1.0,2.0,,50.0,50.0,80.0,50.0,,,4.0,8.0,5.0,4.0,,,2.0,4.0,4.0,2.0,,,50.0,62.0,,2.0,8.0,,1.0,5.0,,50.0,4.0,2.0,33.0,,3.0,,1.0,,,,,,,
116707126,Тяжесть,galakrond,45.0,14981.0,49.0,67.0,62.0,50.0,75.0,57.0,44.0,40.0,100.0,53.0,3.0,21.0,14.0,12.0,21.0,25.0,30.0,4.0,26.0,2.0,13.0,7.0,9.0,12.0,11.0,12.0,4.0,72.0,46.0,52.0,57.0,,36.0,43.0,13.0,33.0,14.0,,11.0,31.0,6.0,17.0,8.0,,4.0,22.0,52.0,50.0,9.0,29.0,2.0,2.0,15.0,1.0,100.0,1.0,1.0,50.0,100.0,8.0,8.0,4.0,8.0,,,,,,
161831393,Yohance,uldum,3.0,70.0,,,,,,,,100.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175416231,Паларон,howling-fjord,4.0,441.0,0.0,,,,100.0,100.0,,,,1.0,,,,1.0,1.0,,,,0.0,,,,1.0,1.0,,,,,,0.0,50.0,,100.0,,,1.0,2.0,,1.0,,,0.0,1.0,,1.0,,0.0,,,1.0,,,0.0,,,,,,,,,,,,,,,,
145231473,Атрэас,galakrond,20.0,999.0,0.0,100.0,,0.0,,0.0,,,0.0,1.0,1.0,,1.0,,2.0,,,1.0,0.0,1.0,,0.0,,0.0,,,0.0,100.0,67.0,60.0,67.0,,0.0,1.0,3.0,5.0,3.0,,1.0,1.0,2.0,3.0,2.0,,0.0,0.0,0.0,,1.0,3.0,,0.0,0.0,,,,,,100.0,,2.0,,2.0,,,,,,
202738846,Дхоатеус,soulflayer,8.0,1805.0,50.0,,50.0,,,100.0,43.0,100.0,67.0,2.0,,8.0,,,3.0,7.0,1.0,3.0,1.0,,4.0,,,3.0,3.0,1.0,2.0,0.0,100.0,67.0,40.0,,40.0,2.0,2.0,3.0,5.0,,5.0,0.0,2.0,2.0,2.0,,2.0,,50.0,,,2.0,,,1.0,,,,,0.0,,2.0,,0.0,,,,,,,
181483376,Андуралус,gordunni,36.0,5812.0,80.0,0.0,36.0,0.0,,64.0,45.0,,62.0,5.0,1.0,11.0,2.0,,14.0,11.0,,8.0,4.0,0.0,4.0,0.0,,9.0,5.0,,5.0,33.0,83.0,50.0,60.0,,38.0,3.0,6.0,6.0,10.0,,8.0,1.0,5.0,3.0,6.0,,3.0,33.0,43.0,,3.0,7.0,,1.0,3.0,,,,,50.0,,2.0,,1.0,,,,,,,
183148479,Медаяз,gordunni,15.0,2420.0,100.0,25.0,33.0,33.0,,50.0,,50.0,0.0,1.0,4.0,6.0,3.0,,4.0,,2.0,1.0,1.0,1.0,2.0,1.0,,2.0,,1.0,0.0,100.0,50.0,50.0,,,100.0,3.0,4.0,2.0,,,1.0,3.0,2.0,1.0,,,1.0,33.0,20.0,100.0,3.0,5.0,2.0,1.0,1.0,2.0,,,,100.0,,1.0,,1.0,,,,,,,
192017612,Pomfritzel,silvermoon,15.0,885.0,67.0,,,,,100.0,100.0,,67.0,3.0,,,,,1.0,2.0,,3.0,2.0,,,,,1.0,2.0,,2.0,50.0,,100.0,,,0.0,2.0,,1.0,,,1.0,1.0,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
175857019,Tindertank,twisting-nether,21.0,242.0,,,100.0,,,75.0,0.0,,50.0,,,1.0,,,4.0,1.0,,2.0,,,1.0,,,3.0,0.0,,1.0,,0.0,0.0,100.0,,,,1.0,1.0,1.0,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
151495327,Lukepxd,ragnaros,233.0,994.0,0.0,,100.0,,,0.0,0.0,,60.0,2.0,,1.0,,,1.0,1.0,,5.0,0.0,,1.0,,,0.0,0.0,,3.0,100.0,100.0,100.0,,,100.0,2.0,1.0,1.0,,,4.0,2.0,1.0,1.0,,,4.0,,0.0,,,1.0,,,0.0,,,,,75.0,,4.0,,3.0,,,,,,,
155250431,Deviouslight,drakthul,12.0,3659.0,40.0,,0.0,,60.0,100.0,25.0,40.0,67.0,5.0,,3.0,,10.0,4.0,4.0,5.0,3.0,2.0,,0.0,,6.0,4.0,1.0,2.0,2.0,67.0,25.0,33.0,67.0,,100.0,6.0,4.0,3.0,6.0,,1.0,4.0,1.0,1.0,4.0,,1.0,,33.0,,,3.0,,,1.0,,100.0,1.0,1.0,100.0,,2.0,,2.0,,,,,,,
121115669,Caseryss,arathor,40.0,17411.0,25.0,67.0,50.0,60.0,,67.0,75.0,67.0,0.0,32.0,6.0,20.0,5.0,,3.0,4.0,6.0,4.0,8.0,4.0,10.0,3.0,,2.0,3.0,4.0,0.0,31.0,33.0,70.0,50.0,,0.0,35.0,3.0,10.0,8.0,,3.0,11.0,1.0,7.0,4.0,,0.0,78.0,70.0,38.0,9.0,10.0,8.0,7.0,7.0,3.0,0.0,1.0,0.0,50.0,100.0,2.0,52.0,1.0,52.0,,,,,,
202886880,Святоушлёпок,soulflayer,7.0,209.0,,,,,,,100.0,,,,,,,,,1.0,,,,,,,,,1.0,,,100.0,,,,,,1.0,,,,,,1.0,,,,,,,0.0,,,1.0,,,0.0,,,,,,,,,,,,,,,,
181225796,Ариатик,soulflayer,7.0,2851.0,100.0,0.0,60.0,0.0,,100.0,100.0,,50.0,1.0,2.0,5.0,1.0,,2.0,1.0,,2.0,1.0,0.0,3.0,0.0,,2.0,1.0,,1.0,0.0,67.0,33.0,60.0,,50.0,1.0,6.0,3.0,5.0,,4.0,0.0,4.0,1.0,3.0,,2.0,0.0,100.0,,1.0,2.0,,0.0,2.0,,67.0,3.0,2.0,,,,,,,,,,,,
178894040,Mizukhan,hyjal,153.0,21205.0,69.0,50.0,70.0,70.0,50.0,56.0,59.0,72.0,50.0,29.0,2.0,40.0,10.0,8.0,27.0,29.0,39.0,2.0,20.0,1.0,28.0,7.0,4.0,15.0,17.0,28.0,1.0,61.0,45.0,59.0,50.0,,58.0,41.0,31.0,37.0,36.0,,12.0,25.0,14.0,22.0,18.0,,7.0,33.0,54.0,0.0,6.0,24.0,1.0,2.0,13.0,0.0,40.0,5.0,2.0,50.0,100.0,4.0,10.0,2.0,10.0,100.0,50.0,1.0,2.0,1.0,1.0
166300919,Kiezelsteen,argent-dawn,10.0,1324.0,100.0,,75.0,,33.0,,100.0,,67.0,1.0,,4.0,,3.0,,1.0,,3.0,1.0,,3.0,,1.0,,1.0,,2.0,100.0,,56.0,25.0,,83.0,1.0,,9.0,4.0,,6.0,1.0,,5.0,1.0,,5.0,,50.0,,,2.0,,,1.0,,,,,0.0,,1.0,,0.0,,,,,,,
153078382,Anorwen,pozzo-delleternità,14.0,4849.0,42.0,0.0,50.0,31.0,,43.0,0.0,100.0,,12.0,6.0,10.0,16.0,,7.0,1.0,4.0,,5.0,0.0,5.0,5.0,,3.0,0.0,4.0,,50.0,14.0,0.0,33.0,,67.0,20.0,7.0,2.0,3.0,,3.0,10.0,1.0,0.0,1.0,,2.0,25.0,44.0,,4.0,9.0,,1.0,4.0,,0.0,1.0,0.0,,100.0,,1.0,,1.0,,,,,,
175087307,Dantone,magtheridon,9.0,1452.0,0.0,,,,,50.0,0.0,100.0,100.0,2.0,,,,,2.0,3.0,2.0,1.0,0.0,,,,,1.0,0.0,2.0,1.0,100.0,100.0,75.0,100.0,,,2.0,2.0,4.0,2.0,,,2.0,2.0,3.0,2.0,,,,100.0,,,1.0,,,1.0,,,,,50.0,,2.0,,1.0,,,,,,,
209919859,Турбодизель,goldrinn,2.0,683.0,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,0.0,,0.0,,,0.0,,,1.0,,,1.0,,,0.0,,,0.0,,,,,,,,,,,,,,,67.0,,3.0,,2.0,,,,,,,
183568768,Холлихелл,soulflayer,46.0,2062.0,33.0,0.0,100.0,43.0,100.0,33.0,60.0,0.0,100.0,3.0,1.0,1.0,7.0,1.0,9.0,5.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,3.0,0.0,1.0,,50.0,57.0,100.0,,20.0,,4.0,7.0,5.0,,5.0,,2.0,4.0,5.0,,1.0,0.0,40.0,,1.0,5.0,,0.0,2.0,,,,,,100.0,,15.0,,15.0,,,,,,
179845298,Sejn,silvermoon,9.0,2218.0,,,50.0,,,75.0,50.0,100.0,,,,4.0,,,4.0,6.0,1.0,,,,2.0,,,3.0,3.0,1.0,,0.0,100.0,50.0,100.0,,60.0,1.0,2.0,4.0,6.0,,5.0,0.0,2.0,2.0,6.0,,3.0,,33.0,,,3.0,,,1.0,,,,,100.0,,1.0,,1.0,,,,,,,
127593735,Форстарлинг,blackscar,10.0,11294.0,73.0,41.0,43.0,20.0,0.0,0.0,,100.0,,15.0,29.0,21.0,10.0,1.0,1.0,,2.0,,11.0,12.0,9.0,2.0,0.0,0.0,,2.0,,84.0,46.0,52.0,35.0,,,19.0,13.0,25.0,17.0,,,16.0,6.0,13.0,6.0,,,53.0,53.0,33.0,34.0,19.0,27.0,18.0,10.0,9.0,,,,,100.0,,1.0,,1.0,,,,,,
108623248,Майзас,soulflayer,27.0,5416.0,35.0,33.0,25.0,,0.0,29.0,100.0,33.0,0.0,17.0,9.0,4.0,,1.0,7.0,2.0,3.0,2.0,6.0,3.0,1.0,,0.0,2.0,2.0,1.0,0.0,29.0,55.0,60.0,25.0,,100.0,17.0,11.0,5.0,4.0,,2.0,5.0,6.0,3.0,1.0,,2.0,36.0,70.0,25.0,14.0,10.0,4.0,5.0,7.0,1.0,,,,0.0,,2.0,,0.0,,,,,,,
166767800,Scárecrów,drakthul,62.0,280.0,,,0.0,,,40.0,,,,,,1.0,,,5.0,,,,,,0.0,,,2.0,,,,,100.0,0.0,100.0,100.0,0.0,,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
172353075,Аулер,gordunni,64.0,3613.0,100.0,100.0,73.0,100.0,,1100.0,,50.0,,1.0,2.0,26.0,1.0,,1.0,,2.0,,1.0,2.0,19.0,1.0,,11.0,,1.0,,100.0,60.0,38.0,73.0,,,1.0,5.0,13.0,11.0,,,1.0,3.0,5.0,8.0,,,58.0,33.0,0.0,12.0,3.0,1.0,7.0,1.0,0.0,100.0,1.0,1.0,,,,,,,,,,,,
195622369,Líghtfòrged,silvermoon,24.0,385.0,,,0.0,,,100.0,,,0.0,,,1.0,,,1.0,,,1.0,,,0.0,,,1.0,,,0.0,,,,,0.0,,,,,,1.0,,,,,,0.0,,,100.0,,,1.0,,,1.0,,,,,0.0,,1.0,,0.0,,,,,,,
175998785,Cluther,twisting-nether,3.0,497.0,0.0,,0.0,,,100.0,100.0,33.0,100.0,1.0,,1.0,,,1.0,1.0,3.0,1.0,0.0,,0.0,,,1.0,1.0,1.0,1.0,,100.0,,100.0,,0.0,,1.0,,1.0,,1.0,,1.0,,1.0,,0.0,,0.0,,,1.0,,,0.0,,,,,,,,,,,,,,,,
83977490,Нэрик,galakrond,21.0,74603.0,55.0,62.0,67.0,40.0,,,25.0,,50.0,143.0,247.0,6.0,5.0,,,4.0,,2.0,78.0,154.0,4.0,2.0,,,1.0,,1.0,48.0,57.0,54.0,59.0,,20.0,104.0,42.0,13.0,54.0,,5.0,50.0,24.0,7.0,32.0,,1.0,64.0,58.0,55.0,233.0,149.0,182.0,148.0,86.0,100.0,,,,,,,,,,,,,,,
197169175,Yûméko,hyjal,3.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
176602415,Sérindëy,dalaran,4.0,1751.0,100.0,,0.0,,,,100.0,,,1.0,,3.0,,,,1.0,,,1.0,,0.0,,,,1.0,,,,0.0,0.0,,,,,1.0,2.0,,,,,0.0,0.0,,,,33.0,0.0,,3.0,1.0,,1.0,0.0,,100.0,1.0,1.0,,,,,,,,,,,,
193660474,Turinox,kazzak,5.0,809.0,,,100.0,,,67.0,67.0,,,,,3.0,,,3.0,3.0,,,,,3.0,,,2.0,2.0,,,,100.0,100.0,0.0,,67.0,,1.0,1.0,1.0,,3.0,,1.0,1.0,0.0,,2.0,,100.0,,,3.0,,,3.0,,,,,,,,,,,,,,,,
192681831,Темиус,eversong,42.0,13459.0,44.0,,79.0,100.0,33.0,44.0,62.0,54.0,67.0,16.0,,19.0,1.0,6.0,16.0,13.0,13.0,6.0,7.0,,15.0,1.0,2.0,7.0,8.0,7.0,4.0,67.0,73.0,50.0,69.0,,75.0,12.0,15.0,12.0,13.0,,12.0,8.0,11.0,6.0,9.0,,9.0,,45.0,,,20.0,,,9.0,,0.0,1.0,0.0,27.0,100.0,11.0,1.0,3.0,1.0,,,,,,
116387848,Диахрон,galakrond,33.0,8230.0,20.0,57.0,48.0,50.0,,150.0,100.0,67.0,,5.0,14.0,21.0,18.0,,4.0,4.0,3.0,,1.0,8.0,10.0,9.0,,6.0,4.0,2.0,,50.0,65.0,48.0,56.0,,50.0,6.0,23.0,23.0,18.0,,4.0,3.0,15.0,11.0,10.0,,2.0,54.0,100.0,57.0,13.0,9.0,14.0,7.0,9.0,8.0,,,,,,,,,,,,,,,
83306999,Mengalita,les-sentinelles,30.0,8910.0,42.0,30.0,,,,,100.0,50.0,0.0,12.0,33.0,,,,,1.0,2.0,1.0,5.0,10.0,,,,,1.0,1.0,0.0,40.0,32.0,,23.0,,,15.0,22.0,,13.0,,,6.0,7.0,,3.0,,,37.0,19.0,24.0,27.0,27.0,33.0,10.0,5.0,8.0,,,,0.0,,1.0,,0.0,,,0.0,,1.0,,0.0
195442580,Выклучатель,soulflayer,15.0,4833.0,,,100.0,,,50.0,50.0,100.0,67.0,,,1.0,,,4.0,6.0,5.0,3.0,,,1.0,,,2.0,3.0,5.0,2.0,100.0,100.0,100.0,100.0,,100.0,1.0,2.0,3.0,1.0,,2.0,1.0,2.0,3.0,1.0,,2.0,,67.0,,,9.0,,,6.0,,100.0,3.0,3.0,,,,,,,,,,,,
242523079,Религард,gordunni,10.0,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,1.0,1.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
161139848,Азъгардец,gordunni,17.0,25225.0,78.0,46.0,66.0,77.0,,50.0,0.0,38.0,75.0,46.0,74.0,64.0,22.0,,4.0,1.0,8.0,4.0,36.0,34.0,42.0,17.0,,2.0,0.0,3.0,3.0,73.0,63.0,54.0,48.0,,,49.0,41.0,48.0,44.0,,,36.0,26.0,26.0,21.0,,,58.0,52.0,65.0,48.0,73.0,26.0,28.0,38.0,17.0,,,,,,,,,,,,,,,
150728464,Чудомохнатка,galakrond,12.0,3515.0,0.0,0.0,79.0,100.0,,100.0,75.0,50.0,67.0,1.0,1.0,14.0,3.0,,7.0,4.0,2.0,3.0,0.0,0.0,11.0,3.0,,7.0,3.0,1.0,2.0,75.0,67.0,67.0,77.0,,50.0,4.0,9.0,9.0,13.0,,6.0,3.0,6.0,6.0,10.0,,3.0,,88.0,,,8.0,,,7.0,,,,,,100.0,,25.0,,25.0,,,,,,
175307045,Рагноросища,galakrond,8.0,1361.0,,,100.0,,,100.0,100.0,67.0,33.0,,,1.0,,,1.0,1.0,3.0,3.0,,,1.0,,,1.0,1.0,2.0,1.0,100.0,,0.0,0.0,,50.0,2.0,,1.0,1.0,,4.0,2.0,,0.0,0.0,,2.0,,0.0,,,1.0,,,0.0,,100.0,2.0,2.0,0.0,,2.0,,0.0,,,,,,,
147351568,Амадера,howling-fjord,199.0,34552.0,17.0,72.0,68.0,66.0,,57.0,100.0,0.0,,6.0,85.0,82.0,47.0,,7.0,1.0,1.0,,1.0,61.0,56.0,31.0,,4.0,1.0,0.0,,67.0,64.0,80.0,76.0,,50.0,6.0,111.0,91.0,101.0,,2.0,4.0,71.0,73.0,77.0,,1.0,66.0,69.0,73.0,87.0,59.0,44.0,57.0,41.0,32.0,,,,50.0,,2.0,,1.0,,,,,,,
161671342,Orvald,eitrigg,8.0,610.0,50.0,,0.0,,,67.0,100.0,,,2.0,,3.0,,,3.0,1.0,,,1.0,,0.0,,,2.0,1.0,,,0.0,0.0,100.0,100.0,,100.0,1.0,1.0,3.0,1.0,,1.0,0.0,0.0,3.0,1.0,,1.0,,,,,,,,,,,,,0.0,,2.0,,0.0,,,,,,,
138541466,Sacramentum,defias-brotherhood,13.0,1286.0,67.0,0.0,0.0,67.0,,,,,,3.0,3.0,2.0,3.0,,,,,,2.0,0.0,0.0,2.0,,,,,,75.0,50.0,50.0,,,,4.0,2.0,2.0,,,,3.0,1.0,1.0,,,,72.0,67.0,0.0,18.0,3.0,3.0,13.0,2.0,0.0,,,,,,,,,,,,,,,
141341201,Исибор,galakrond,8.0,1592.0,,50.0,100.0,0.0,,,100.0,100.0,,,4.0,3.0,2.0,,,1.0,1.0,,,2.0,3.0,0.0,,,1.0,1.0,,,40.0,50.0,20.0,,,,5.0,4.0,5.0,,,,2.0,2.0,1.0,,,50.0,100.0,,2.0,2.0,,1.0,2.0,,,,,,100.0,,2.0,,2.0,,,,,,
246721242,Янульчик,gordunni,6.0,10248.0,33.0,56.0,0.0,50.0,,0.0,0.0,0.0,,12.0,39.0,3.0,2.0,,1.0,2.0,1.0,,4.0,22.0,0.0,1.0,,0.0,0.0,0.0,,44.0,37.0,50.0,60.0,,,9.0,19.0,2.0,5.0,,,4.0,7.0,1.0,3.0,,,67.0,48.0,40.0,33.0,21.0,10.0,22.0,10.0,4.0,50.0,4.0,2.0,,,,,,,,,,,,
78209257,Арроя,fordragon,9.0,2463.0,100.0,100.0,100.0,50.0,25.0,100.0,,0.0,,3.0,3.0,2.0,2.0,4.0,1.0,,2.0,,3.0,3.0,2.0,1.0,1.0,1.0,,0.0,,100.0,67.0,40.0,60.0,,0.0,1.0,3.0,5.0,5.0,,1.0,1.0,2.0,2.0,3.0,,0.0,0.0,60.0,33.0,2.0,5.0,3.0,0.0,3.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,
246997567,Малхарион,soulflayer,10.0,38521.0,56.0,59.0,50.0,,,0.0,0.0,,,122.0,204.0,56.0,,,3.0,1.0,,,68.0,120.0,28.0,,,0.0,0.0,,,58.0,61.0,65.0,50.0,,100.0,65.0,101.0,46.0,100.0,,1.0,38.0,62.0,30.0,50.0,,1.0,61.0,64.0,60.0,163.0,163.0,148.0,99.0,104.0,89.0,,,,0.0,,2.0,,0.0,,,,,,,
119988859,Conradin,nemesis,55.0,7696.0,32.0,50.0,62.0,40.0,,50.0,50.0,0.0,17.0,19.0,4.0,8.0,5.0,,8.0,2.0,2.0,6.0,6.0,2.0,5.0,2.0,,4.0,1.0,0.0,1.0,0.0,57.0,75.0,33.0,57.0,40.0,8.0,14.0,12.0,3.0,7.0,5.0,0.0,8.0,9.0,1.0,4.0,2.0,75.0,44.0,100.0,8.0,9.0,2.0,6.0,4.0,2.0,86.0,7.0,6.0,67.0,,6.0,,4.0,,,,,,,
96768294,Vasilipupkin,antonidas,122.0,141705.0,62.0,55.0,63.0,51.0,33.0,77.0,19.0,33.0,50.0,271.0,477.0,144.0,89.0,3.0,13.0,16.0,6.0,2.0,168.0,263.0,91.0,45.0,1.0,10.0,3.0,2.0,1.0,60.0,56.0,52.0,53.0,3225.0,50.0,121.0,209.0,132.0,202.0,4.0,4.0,73.0,117.0,68.0,107.0,129.0,2.0,57.0,53.0,55.0,512.0,300.0,211.0,294.0,160.0,116.0,0.0,2.0,0.0,,100.0,,10.0,,10.0,,,,,,
