character.id,character.name,character.realm.slug,honor_level,honorable_kills,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Ashran win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Deepwind Gorge win_rate,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Ashran played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Deepwind Gorge played,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Ashran won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Deepwind Gorge won,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Deepwind Gorge (Legacy) win_rate,Arathi Basin Winter win_rate,Battle for Wintergrasp win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Deepwind Gorge (Legacy) played,Arathi Basin Winter played,Battle for Wintergrasp played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Deepwind Gorge (Legacy) won,Arathi Basin Winter won,Battle for Wintergrasp won,Rated Eye of the Storm win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Rated Eye of the Storm played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Rated Eye of the Storm won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
166747322,Valorr,hyjal,4.0,838.0,,50.0,,100.0,100.0,33.0,100.0,50.0,100.0,,,2.0,,1.0,2.0,3.0,1.0,2.0,1.0,,,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,,0.0,,,,,,,50.0,2.0,,,,,,,2.0,0.0,,,,,,,1.0,,,,,,,,,,,,
197137246,Норлен,soulflayer,49.0,5991.0,50.0,46.0,69.0,44.0,59.0,,57.0,47.0,78.0,58.0,2.0,13.0,16.0,16.0,17.0,,14.0,17.0,9.0,12.0,1.0,6.0,11.0,7.0,10.0,,8.0,8.0,7.0,7.0,40.0,,,83.0,,,100.0,100.0,5.0,,,12.0,,,1.0,3.0,2.0,,,10.0,,,1.0,3.0,,100.0,33.0,,1.0,3.0,,1.0,1.0,,,
155352004,Løoby,dalaran,121.0,11772.0,100.0,67.0,47.0,61.0,37.0,0.0,55.0,78.0,55.0,58.0,2.0,58.0,51.0,57.0,52.0,4.0,65.0,18.0,20.0,12.0,2.0,39.0,24.0,35.0,19.0,0.0,36.0,14.0,11.0,7.0,100.0,77.0,33.0,45.0,,47.0,,67.0,1.0,26.0,15.0,40.0,,17.0,,6.0,1.0,20.0,5.0,18.0,,8.0,,4.0,100.0,,,8.0,,,8.0,,,,,
124508002,Themis,les-sentinelles,13.0,1346.0,25.0,100.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,,4.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,50.0,,,,,0.0,,50.0,2.0,,,,,2.0,,4.0,1.0,,,,,0.0,,2.0,,,,,,,,,,,,
164133341,Kyha,sanguino,33.0,858.0,0.0,,0.0,100.0,33.0,,50.0,20.0,50.0,100.0,2.0,,4.0,1.0,3.0,,2.0,5.0,2.0,2.0,0.0,,0.0,1.0,1.0,,1.0,1.0,1.0,2.0,100.0,,,100.0,,,,0.0,3.0,,,2.0,,,,1.0,3.0,,,2.0,,,,0.0,,,,,,,,,,,,
209552371,Noderneder,deathwing,22.0,1059.0,,0.0,75.0,0.0,,,100.0,0.0,60.0,40.0,,3.0,4.0,4.0,,,1.0,1.0,5.0,5.0,,0.0,3.0,0.0,,,1.0,0.0,3.0,2.0,,,,100.0,,,,,,,,3.0,,,,,,,,3.0,,,,,100.0,,,1.0,,,1.0,,,,,
136938662,Komaster,todeswache,6.0,4186.0,100.0,100.0,40.0,100.0,50.0,50.0,100.0,0.0,,0.0,5.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,,2.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,,0.0,50.0,49.0,11.0,60.0,,,100.0,100.0,8.0,35.0,9.0,5.0,,,1.0,1.0,4.0,17.0,1.0,3.0,,,1.0,1.0,,,,,,,,,,,,
194396987,Crael,hyjal,22.0,412.0,,100.0,100.0,50.0,100.0,0.0,100.0,,50.0,0.0,,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,0.0,,,,,,,,50.0,,,,,,,,2.0,,,,,,,,1.0,0.0,,,1.0,,,0.0,,,,,
133368774,Qunaii,defias-brotherhood,29.0,1882.0,25.0,100.0,0.0,25.0,,,0.0,50.0,50.0,60.0,4.0,1.0,1.0,4.0,,,1.0,4.0,2.0,5.0,1.0,1.0,0.0,1.0,,,0.0,2.0,1.0,3.0,50.0,,,80.0,,,0.0,,6.0,,,5.0,,,1.0,,3.0,,,4.0,,,0.0,,50.0,,0.0,2.0,,6.0,1.0,,0.0,,,
197456256,Keirri,chamber-of-aspects,25.0,1520.0,33.0,67.0,100.0,67.0,60.0,,,0.0,,,12.0,6.0,2.0,6.0,5.0,,,1.0,,,4.0,4.0,2.0,4.0,3.0,,,0.0,,,33.0,100.0,100.0,100.0,67.0,50.0,,,6.0,3.0,1.0,1.0,3.0,2.0,,,2.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
178180802,Baddgerr,outland,33.0,2227.0,,75.0,80.0,50.0,45.0,,100.0,100.0,50.0,0.0,,4.0,5.0,6.0,11.0,,1.0,2.0,2.0,2.0,,3.0,4.0,3.0,5.0,,1.0,2.0,1.0,0.0,50.0,56.0,40.0,33.0,57.0,50.0,0.0,,2.0,9.0,5.0,6.0,7.0,4.0,1.0,,1.0,5.0,2.0,2.0,4.0,2.0,0.0,,,,,,,,,,,,,
184106006,Спангебуб,gordunni,59.0,13508.0,40.0,33.0,69.0,86.0,52.0,100.0,77.0,75.0,57.0,33.0,10.0,12.0,26.0,7.0,25.0,2.0,22.0,16.0,7.0,6.0,4.0,4.0,18.0,6.0,13.0,2.0,17.0,12.0,4.0,2.0,70.0,33.0,100.0,82.0,,80.0,100.0,53.0,10.0,3.0,2.0,11.0,,5.0,3.0,17.0,7.0,1.0,2.0,9.0,,4.0,3.0,9.0,50.0,100.0,40.0,4.0,19.0,5.0,2.0,19.0,2.0,,,
165593113,Gloòm,nemesis,25.0,3133.0,67.0,67.0,67.0,80.0,25.0,,100.0,80.0,50.0,33.0,3.0,3.0,3.0,5.0,4.0,,2.0,5.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,,2.0,4.0,1.0,1.0,100.0,,,60.0,,20.0,,25.0,4.0,,,5.0,,5.0,,4.0,4.0,,,3.0,,1.0,,1.0,,100.0,,,48.0,,,48.0,,,,
119766949,Admitancja,burning-legion,47.0,6144.0,0.0,60.0,50.0,73.0,50.0,0.0,0.0,0.0,100.0,0.0,1.0,5.0,16.0,15.0,18.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,8.0,11.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,46.0,71.0,60.0,90.0,,100.0,1.0,8.0,13.0,7.0,10.0,10.0,,1.0,0.0,4.0,6.0,5.0,6.0,9.0,,1.0,,,,,,,,,,,,
181677258,Саффирин,gordunni,14.0,1222.0,,0.0,40.0,,50.0,,,,,,,3.0,5.0,,2.0,,,,,,,0.0,2.0,,1.0,,,,,,100.0,50.0,67.0,50.0,50.0,100.0,,,1.0,6.0,3.0,2.0,4.0,1.0,,,1.0,3.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,
165268993,Papi,alleria,90.0,1877.0,,25.0,100.0,25.0,57.0,,40.0,0.0,40.0,40.0,,4.0,4.0,4.0,7.0,,5.0,3.0,5.0,5.0,,1.0,4.0,1.0,4.0,,2.0,0.0,2.0,2.0,0.0,,,44.0,,,,,1.0,,,9.0,,,,,0.0,,,4.0,,,,,,,,,,,,,,,,
154704488,Jitizim,ravencrest,15.0,3998.0,80.0,64.0,40.0,82.0,45.0,67.0,60.0,71.0,73.0,67.0,10.0,11.0,5.0,11.0,11.0,3.0,10.0,7.0,15.0,12.0,8.0,7.0,2.0,9.0,5.0,2.0,6.0,5.0,11.0,8.0,60.0,,,100.0,,,,33.0,10.0,,,3.0,,,,3.0,6.0,,,3.0,,,,1.0,100.0,,,4.0,,,4.0,,,,,
146437861,Majtipapusza,the-maelstrom,136.0,22170.0,72.0,57.0,68.0,54.0,73.0,50.0,73.0,43.0,90.0,100.0,18.0,23.0,28.0,26.0,33.0,2.0,11.0,7.0,10.0,4.0,13.0,13.0,19.0,14.0,24.0,1.0,8.0,3.0,9.0,4.0,67.0,43.0,62.0,61.0,71.0,69.0,100.0,40.0,21.0,23.0,21.0,18.0,7.0,26.0,1.0,5.0,14.0,10.0,13.0,11.0,5.0,18.0,1.0,2.0,,,,,,,,,,,,
154551794,Queezlè,antonidas,26.0,71695.0,79.0,65.0,69.0,72.0,66.0,,,100.0,,,91.0,99.0,78.0,145.0,99.0,,,1.0,,,72.0,64.0,54.0,104.0,65.0,,,1.0,,,60.0,62.0,54.0,55.0,48.0,93.0,,,113.0,212.0,288.0,130.0,169.0,14.0,,,68.0,131.0,156.0,71.0,81.0,13.0,,,,,,,,,,,,,,
153806585,Мст,gordunni,20.0,2581.0,50.0,33.0,46.0,69.0,75.0,0.0,40.0,75.0,33.0,50.0,4.0,6.0,13.0,13.0,8.0,1.0,10.0,8.0,6.0,6.0,2.0,2.0,6.0,9.0,6.0,0.0,4.0,6.0,2.0,3.0,50.0,,,29.0,,67.0,100.0,100.0,4.0,,,7.0,,3.0,2.0,3.0,2.0,,,2.0,,2.0,2.0,3.0,80.0,100.0,0.0,5.0,4.0,2.0,4.0,4.0,0.0,,,
72167450,Pneumatic,blackrock,23.0,15959.0,45.0,57.0,56.0,58.0,58.0,,50.0,,,100.0,29.0,49.0,48.0,52.0,48.0,,2.0,,,1.0,13.0,28.0,27.0,30.0,28.0,,1.0,,,1.0,46.0,60.0,48.0,53.0,51.0,56.0,,,35.0,72.0,63.0,49.0,47.0,27.0,,,16.0,43.0,30.0,26.0,24.0,15.0,,,1300.0,,,2.0,,,26.0,,,,,
163741382,Lumînance,dalaran,18.0,4620.0,64.0,100.0,50.0,80.0,83.0,,100.0,71.0,0.0,40.0,11.0,3.0,4.0,5.0,6.0,,2.0,7.0,1.0,5.0,7.0,3.0,2.0,4.0,5.0,,2.0,5.0,0.0,2.0,33.0,,,50.0,,50.0,,67.0,9.0,,,2.0,,2.0,,9.0,3.0,,,1.0,,1.0,,6.0,,,100.0,,,1.0,,,1.0,,,
141664274,Artenil,dalaran,105.0,6876.0,86.0,0.0,25.0,80.0,100.0,,80.0,100.0,,,7.0,2.0,4.0,5.0,5.0,,5.0,1.0,,,6.0,0.0,1.0,4.0,5.0,,4.0,1.0,,,83.0,0.0,0.0,100.0,,25.0,,57.0,6.0,1.0,1.0,1.0,,4.0,,7.0,5.0,0.0,0.0,1.0,,1.0,,4.0,,,0.0,,,1.0,,,0.0,,,
156303209,Idiots,ravencrest,31.0,359.0,,50.0,50.0,,,,100.0,,100.0,,,2.0,2.0,,,,1.0,,2.0,,,1.0,1.0,,,,1.0,,2.0,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,
226283851,Doríáth,sylvanas,47.0,56222.0,58.0,43.0,59.0,45.0,57.0,,58.0,40.0,50.0,44.0,19.0,21.0,27.0,20.0,28.0,,12.0,15.0,12.0,18.0,11.0,9.0,16.0,9.0,16.0,,7.0,6.0,6.0,8.0,38.0,67.0,43.0,39.0,46.0,43.0,,31.0,29.0,6.0,7.0,23.0,13.0,7.0,,13.0,11.0,4.0,3.0,9.0,6.0,3.0,,4.0,,,,,,,,,,,,
175959101,Arctïk,marécage-de-zangar,9.0,1438.0,100.0,33.0,33.0,50.0,0.0,100.0,100.0,20.0,50.0,33.0,1.0,3.0,3.0,4.0,1.0,1.0,2.0,5.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,100.0,,,100.0,,33.0,,0.0,1.0,,,1.0,,3.0,,3.0,1.0,,,1.0,,1.0,,0.0,,,,,,,,,,,,
186395929,Бэдгар,azuregos,8.0,919.0,100.0,50.0,50.0,,,,0.0,,0.0,,1.0,2.0,2.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,,0.0,,0.0,,50.0,,,67.0,,,20.0,25.0,2.0,,,3.0,,,5.0,4.0,1.0,,,2.0,,,1.0,1.0,,,,,,,,,,,,
98623220,Malteschrek,zuluhed,51.0,28174.0,51.0,42.0,40.0,47.0,50.0,,50.0,100.0,50.0,,43.0,38.0,15.0,30.0,12.0,,10.0,1.0,2.0,,22.0,16.0,6.0,14.0,6.0,,5.0,1.0,1.0,,62.0,42.0,52.0,59.0,50.0,57.0,,50.0,65.0,62.0,61.0,29.0,72.0,7.0,,2.0,40.0,26.0,32.0,17.0,36.0,4.0,,1.0,,100.0,0.0,,1.0,1.0,,1.0,0.0,,,
247160183,Палстар,gordunni,37.0,5911.0,100.0,83.0,67.0,43.0,43.0,,,,,,5.0,6.0,12.0,7.0,7.0,,,,,,5.0,5.0,8.0,3.0,3.0,,,,,,67.0,27.0,33.0,25.0,57.0,67.0,,0.0,3.0,11.0,3.0,16.0,7.0,9.0,,2.0,2.0,3.0,1.0,4.0,4.0,6.0,,0.0,,,100.0,,,1.0,,,1.0,,,
64791081,Ревирант,gordunni,57.0,7346.0,0.0,50.0,29.0,56.0,72.0,100.0,50.0,59.0,86.0,33.0,1.0,14.0,31.0,16.0,18.0,1.0,8.0,17.0,7.0,6.0,0.0,7.0,9.0,9.0,13.0,1.0,4.0,10.0,6.0,2.0,50.0,45.0,100.0,38.0,71.0,33.0,38.0,0.0,2.0,22.0,1.0,13.0,7.0,3.0,8.0,2.0,1.0,10.0,1.0,5.0,5.0,1.0,3.0,0.0,,100.0,,,5.0,,,5.0,,,,
218020568,Zephyrindark,sylvanas,62.0,5598.0,0.0,53.0,62.0,71.0,94.0,50.0,50.0,77.0,56.0,60.0,1.0,17.0,21.0,14.0,17.0,2.0,18.0,13.0,9.0,15.0,0.0,9.0,13.0,10.0,16.0,1.0,9.0,10.0,5.0,9.0,100.0,100.0,,62.0,,67.0,100.0,100.0,2.0,1.0,,8.0,,6.0,1.0,1.0,2.0,1.0,,5.0,,4.0,1.0,1.0,100.0,,,2.0,,,2.0,,,,,
199152184,Слипноумо,gordunni,16.0,1928.0,,67.0,60.0,,50.0,,75.0,0.0,67.0,33.0,,6.0,10.0,,2.0,,8.0,1.0,3.0,3.0,,4.0,6.0,,1.0,,6.0,0.0,2.0,1.0,50.0,,,100.0,,,,0.0,2.0,,,5.0,,,,1.0,1.0,,,5.0,,,,0.0,,,,,,,,,,,,
166161372,Lexaniqt,blackmoore,53.0,57718.0,43.0,62.0,50.0,65.0,,,,,0.0,0.0,46.0,29.0,6.0,34.0,,,,,2.0,1.0,20.0,18.0,3.0,22.0,,,,,0.0,0.0,43.0,59.0,55.0,60.0,53.0,40.0,,,28.0,90.0,38.0,30.0,45.0,5.0,,,12.0,53.0,21.0,18.0,24.0,2.0,,,,,,,,,,,,,,
165914900,Azenger,twisting-nether,40.0,692.0,100.0,100.0,0.0,100.0,,50.0,100.0,100.0,100.0,100.0,1.0,2.0,1.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,,1.0,2.0,2.0,1.0,1.0,33.0,,,100.0,,,,100.0,3.0,,,1.0,,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,
164701935,Avíréx,blackrock,5.0,54.0,,0.0,,100.0,,,,,,,,1.0,,1.0,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33356986,Лаунч,howling-fjord,22.0,20308.0,53.0,60.0,67.0,75.0,33.0,0.0,100.0,57.0,0.0,100.0,32.0,20.0,3.0,8.0,6.0,1.0,1.0,7.0,2.0,2.0,17.0,12.0,2.0,6.0,2.0,0.0,1.0,4.0,0.0,2.0,72.0,72.0,61.0,68.0,69.0,33.0,,,39.0,78.0,71.0,62.0,64.0,3.0,,,28.0,56.0,43.0,42.0,44.0,1.0,,,,,,,,,,,,,,
99250043,Amicitia,antonidas,64.0,11534.0,50.0,70.0,61.0,44.0,57.0,0.0,80.0,63.0,69.0,43.0,6.0,30.0,56.0,34.0,37.0,1.0,45.0,41.0,32.0,7.0,3.0,21.0,34.0,15.0,21.0,0.0,36.0,26.0,22.0,3.0,0.0,,,48.0,,85.0,57.0,100.0,1.0,,,27.0,,20.0,7.0,2.0,0.0,,,13.0,,17.0,4.0,2.0,,100.0,,,2.0,,,2.0,,,,
74086767,Fàlk,antonidas,16.0,30579.0,46.0,45.0,50.0,36.0,59.0,0.0,67.0,50.0,0.0,0.0,80.0,20.0,8.0,11.0,34.0,4.0,6.0,4.0,1.0,2.0,37.0,9.0,4.0,4.0,20.0,0.0,4.0,2.0,0.0,0.0,49.0,41.0,33.0,51.0,34.0,,,57.0,87.0,68.0,79.0,67.0,71.0,,,7.0,43.0,28.0,26.0,34.0,24.0,,,4.0,,100.0,,,9.0,,,9.0,,,,
118352641,Council,ravencrest,16.0,3106.0,100.0,50.0,56.0,67.0,60.0,,100.0,100.0,67.0,100.0,2.0,4.0,9.0,6.0,5.0,,1.0,1.0,3.0,1.0,2.0,2.0,5.0,4.0,3.0,,1.0,1.0,2.0,1.0,50.0,55.0,100.0,100.0,20.0,,,50.0,2.0,11.0,3.0,1.0,5.0,,,2.0,1.0,6.0,3.0,1.0,1.0,,,1.0,0.0,,,1.0,,,0.0,,,,,
59232433,Mégabùd,marécage-de-zangar,7.0,32673.0,50.0,42.0,35.0,52.0,50.0,0.0,100.0,0.0,,,66.0,57.0,17.0,50.0,20.0,2.0,1.0,1.0,,,33.0,24.0,6.0,26.0,10.0,0.0,1.0,0.0,,,46.0,41.0,45.0,48.0,42.0,62.0,,,50.0,158.0,117.0,92.0,99.0,16.0,,,23.0,65.0,53.0,44.0,42.0,10.0,,,,,,,,,,,,,,
166849639,Plude,defias-brotherhood,8.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
119151404,Casemir,antonidas,20.0,421.0,,50.0,,0.0,,,100.0,,,0.0,,2.0,,1.0,,,1.0,,,2.0,,1.0,,0.0,,,1.0,,,0.0,,,,100.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
169136973,Yenshï,dalaran,4.0,354.0,,,,,0.0,,0.0,,,,,,,,2.0,,2.0,,,,,,,,0.0,,0.0,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
154135172,Imaqtcats,sanguino,7.0,691.0,,0.0,71.0,75.0,50.0,,100.0,50.0,0.0,100.0,,2.0,7.0,4.0,2.0,,1.0,2.0,3.0,1.0,,0.0,5.0,3.0,1.0,,1.0,1.0,0.0,1.0,,,,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,100.0,,,1.0,,,1.0,,,,,
158366847,Epicskillz,conseil-des-ombres,40.0,129912.0,58.0,60.0,59.0,53.0,63.0,50.0,67.0,90.0,62.0,62.0,115.0,398.0,184.0,323.0,212.0,2.0,21.0,10.0,13.0,13.0,67.0,238.0,108.0,172.0,134.0,1.0,14.0,9.0,8.0,8.0,48.0,60.0,49.0,53.0,54.0,59.0,0.0,40.0,101.0,503.0,277.0,282.0,209.0,90.0,1.0,5.0,48.0,303.0,136.0,150.0,112.0,53.0,0.0,2.0,,,,,,,,,,,,
175091275,Läthgërtha,dun-modr,44.0,3799.0,40.0,65.0,80.0,55.0,40.0,0.0,62.0,59.0,47.0,68.0,5.0,17.0,10.0,20.0,10.0,2.0,16.0,17.0,15.0,28.0,2.0,11.0,8.0,11.0,4.0,0.0,10.0,10.0,7.0,19.0,0.0,,,50.0,,,,33.0,2.0,,,4.0,,,,3.0,0.0,,,2.0,,,,1.0,56.0,,,9.0,,,5.0,,,0.0,1.0,0.0
195442580,Выклучатель,soulflayer,15.0,4833.0,100.0,100.0,100.0,100.0,100.0,,50.0,50.0,100.0,67.0,1.0,2.0,3.0,1.0,1.0,,4.0,6.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,,2.0,3.0,2.0,2.0,,,,67.0,,,,100.0,,,,9.0,,,,5.0,,,,6.0,,,,5.0,,,100.0,,,3.0,,,3.0,,,
169776565,Tikkì,nemesis,20.0,5062.0,25.0,67.0,53.0,50.0,75.0,80.0,100.0,0.0,50.0,75.0,12.0,6.0,15.0,10.0,4.0,5.0,5.0,2.0,2.0,4.0,3.0,4.0,8.0,5.0,3.0,4.0,5.0,0.0,1.0,3.0,67.0,33.0,0.0,62.0,50.0,50.0,100.0,100.0,9.0,6.0,8.0,16.0,8.0,4.0,1.0,1.0,6.0,2.0,0.0,10.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,
174300660,Lorein,ragnaros,9.0,96.0,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115287737,Look,throkferoth,87.0,3041.0,,50.0,58.0,50.0,67.0,,67.0,50.0,50.0,20.0,,8.0,12.0,10.0,9.0,,12.0,4.0,4.0,5.0,,4.0,7.0,5.0,6.0,,8.0,2.0,2.0,1.0,50.0,,,57.0,,50.0,,33.0,2.0,,,7.0,,2.0,,3.0,1.0,,,4.0,,1.0,,1.0,,,,,,,,,,,,
166754709,Лаордан,gordunni,32.0,2389.0,,62.0,64.0,20.0,33.0,0.0,250.0,100.0,40.0,100.0,,8.0,14.0,10.0,9.0,1.0,2.0,4.0,5.0,1.0,,5.0,9.0,2.0,3.0,0.0,5.0,4.0,2.0,1.0,0.0,57.0,50.0,,0.0,67.0,,0.0,1.0,7.0,2.0,,3.0,3.0,,1.0,0.0,4.0,1.0,,0.0,2.0,,0.0,,100.0,,,8.0,,,8.0,,,,
139956677,Dritnz,silvermoon,68.0,2518.0,0.0,75.0,50.0,57.0,44.0,100.0,80.0,0.0,100.0,67.0,1.0,4.0,8.0,7.0,9.0,2.0,5.0,3.0,1.0,3.0,0.0,3.0,4.0,4.0,4.0,2.0,4.0,0.0,1.0,2.0,50.0,33.0,0.0,43.0,50.0,67.0,0.0,100.0,4.0,3.0,2.0,7.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,,,2.0,,,0.0,,,,,
189585324,Егорметеорус,gordunni,19.0,1466.0,100.0,,50.0,0.0,0.0,,100.0,100.0,33.0,100.0,1.0,,2.0,1.0,1.0,,2.0,1.0,3.0,1.0,1.0,,1.0,0.0,0.0,,2.0,1.0,1.0,1.0,,,,100.0,,0.0,,100.0,,,,1.0,,2.0,,1.0,,,,1.0,,0.0,,1.0,,,,,,,,,,,,
142635489,Kärtell,hyjal,16.0,570.0,,,100.0,0.0,,,,,,,,,1.0,2.0,,,,,,,,,1.0,0.0,,,,,,,100.0,,67.0,0.0,0.0,0.0,,,1.0,,3.0,1.0,1.0,1.0,,,1.0,,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,
148326091,Mildri,blackmoore,8.0,324.0,,,,,100.0,,0.0,,100.0,0.0,,,,,1.0,,1.0,,1.0,1.0,,,,,1.0,,0.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180420766,Тивиар,gordunni,7.0,1640.0,,0.0,50.0,33.0,50.0,,,0.0,67.0,33.0,,1.0,2.0,3.0,2.0,,,1.0,3.0,3.0,,0.0,1.0,1.0,1.0,,,0.0,2.0,1.0,,0.0,,,,,,100.0,,1.0,,,,,,1.0,,0.0,,,,,,1.0,50.0,,25.0,2.0,,8.0,1.0,,2.0,,,
88817821,Larrex,draenor,74.0,1233.0,50.0,50.0,,,50.0,50.0,,,,0.0,2.0,2.0,,,2.0,2.0,,,,1.0,1.0,1.0,,,1.0,1.0,,,,0.0,,100.0,,,0.0,,,0.0,,1.0,,,1.0,,,1.0,,1.0,,,0.0,,,0.0,,100.0,,,1.0,,,1.0,,,,
118609313,Wipepower,ravencrest,26.0,2893.0,17.0,50.0,100.0,100.0,100.0,0.0,86.0,33.0,75.0,0.0,6.0,2.0,1.0,1.0,2.0,1.0,7.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,6.0,1.0,3.0,0.0,78.0,,,100.0,,,,33.0,9.0,,,4.0,,,,6.0,7.0,,,4.0,,,,2.0,100.0,,0.0,1.0,,1.0,1.0,,0.0,,,
226400871,Zaxonia,sylvanas,41.0,6178.0,67.0,67.0,33.0,50.0,57.0,15.0,0.0,50.0,75.0,100.0,6.0,3.0,3.0,4.0,7.0,20.0,2.0,4.0,4.0,1.0,4.0,2.0,1.0,2.0,4.0,3.0,0.0,2.0,3.0,1.0,53.0,83.0,100.0,0.0,,100.0,0.0,,15.0,6.0,1.0,2.0,,2.0,1.0,,8.0,5.0,1.0,0.0,,2.0,0.0,,,,25.0,,,16.0,,,4.0,,,
148814723,Bohen,blackmoore,39.0,9053.0,25.0,40.0,50.0,60.0,0.0,50.0,56.0,40.0,67.0,100.0,4.0,10.0,6.0,5.0,4.0,2.0,9.0,5.0,3.0,3.0,1.0,4.0,3.0,3.0,0.0,1.0,5.0,2.0,2.0,3.0,32.0,50.0,0.0,33.0,0.0,50.0,,75.0,22.0,2.0,1.0,3.0,1.0,2.0,,8.0,7.0,1.0,0.0,1.0,0.0,1.0,,6.0,200.0,100.0,,1.0,2.0,,2.0,2.0,,,,
50357558,Molteis,ysondre,44.0,9704.0,47.0,56.0,79.0,53.0,60.0,0.0,0.0,,0.0,75.0,19.0,25.0,29.0,30.0,10.0,1.0,1.0,,2.0,4.0,9.0,14.0,23.0,16.0,6.0,0.0,0.0,,0.0,3.0,32.0,61.0,65.0,45.0,57.0,50.0,,100.0,19.0,23.0,23.0,22.0,28.0,8.0,,1.0,6.0,14.0,15.0,10.0,16.0,4.0,,1.0,900.0,,,1.0,,,9.0,,,,,
101864005,Dreamer,ragnaros,25.0,25595.0,33.0,0.0,80.0,50.0,100.0,,,,100.0,,15.0,1.0,5.0,2.0,1.0,,,,1.0,,5.0,0.0,4.0,1.0,1.0,,,,1.0,,63.0,51.0,59.0,63.0,43.0,40.0,,50.0,73.0,39.0,69.0,38.0,44.0,5.0,,2.0,46.0,20.0,41.0,24.0,19.0,2.0,,1.0,,,,,,,,,,,,
175857019,Tindertank,twisting-nether,21.0,242.0,,0.0,0.0,100.0,100.0,,75.0,0.0,,50.0,,1.0,1.0,1.0,1.0,,4.0,1.0,,2.0,,0.0,0.0,1.0,1.0,,3.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126725985,Borimir,agamaggan,41.0,1771.0,100.0,40.0,50.0,0.0,50.0,,0.0,,0.0,0.0,4.0,5.0,6.0,2.0,2.0,,2.0,,4.0,1.0,4.0,2.0,3.0,0.0,1.0,,0.0,,0.0,0.0,40.0,100.0,0.0,0.0,0.0,100.0,,50.0,5.0,1.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,0.0,0.0,0.0,1.0,,1.0,,100.0,,,44.0,,,44.0,,,,
