character.id,character.name,character.realm.slug,honor_level,honorable_kills,Eye of the Storm win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Deepwind Gorge win_rate,Eye of the Storm played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Deepwind Gorge played,Eye of the Storm won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Deepwind Gorge won,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Strand of the Ancients played,Isle of Conquest played,Deepwind Gorge (Legacy) played,Ashran played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Strand of the Ancients won,Isle of Conquest won,Deepwind Gorge (Legacy) won,Ashran won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Battle for Wintergrasp win_rate,Battle for Wintergrasp played,Battle for Wintergrasp won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
141597854,Neijala,arthas,30.0,20006.0,55.0,71.0,83.0,60.0,,30.0,50.0,71.0,100.0,,38.0,7.0,6.0,10.0,,10.0,2.0,7.0,2.0,,21.0,5.0,5.0,6.0,,3.0,1.0,5.0,2.0,,41.0,49.0,62.0,57.0,46.0,46.0,,51.0,35.0,32.0,21.0,24.0,13.0,,21.0,17.0,20.0,12.0,11.0,6.0,,100.0,1.0,1.0,50.0,4.0,2.0,100.0,7.0,7.0,100.0,1.0,1.0,,,,,,
195659143,Hailboï,archimonde,9.0,3206.0,50.0,43.0,50.0,33.0,,75.0,67.0,33.0,50.0,0.0,2.0,7.0,2.0,6.0,,4.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,,3.0,2.0,1.0,1.0,0.0,50.0,,,,31.0,,25.0,2.0,,,,13.0,,8.0,1.0,,,,4.0,,2.0,,,,40.0,10.0,4.0,,,,,,,,,,,,
160295954,Yaidon,argent-dawn,8.0,1834.0,75.0,43.0,50.0,40.0,,20.0,33.0,44.0,40.0,50.0,4.0,7.0,4.0,5.0,,5.0,3.0,9.0,5.0,6.0,3.0,3.0,2.0,2.0,,1.0,1.0,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2.0,2.0,,,,50.0,4.0,2.0,,,,100.0,1.0,1.0
30076378,Jodilyn,outland,66.0,7840.0,45.0,100.0,25.0,67.0,,83.0,88.0,33.0,,,11.0,2.0,4.0,3.0,,6.0,8.0,3.0,,,5.0,2.0,1.0,2.0,,5.0,7.0,1.0,,,59.0,40.0,56.0,0.0,82.0,50.0,,22.0,10.0,9.0,2.0,17.0,2.0,,13.0,4.0,5.0,0.0,14.0,1.0,,,,,100.0,1.0,1.0,,,,,,,,,,,,
145335205,Kôrkônê,arthas,20.0,97.0,,100.0,100.0,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176231782,Intrøper,outland,11.0,3109.0,38.0,33.0,67.0,44.0,,29.0,83.0,75.0,75.0,0.0,8.0,3.0,6.0,9.0,,7.0,6.0,4.0,4.0,1.0,3.0,1.0,4.0,4.0,,2.0,5.0,3.0,3.0,0.0,50.0,50.0,100.0,,50.0,50.0,,2.0,4.0,3.0,,2.0,4.0,,1.0,2.0,3.0,,1.0,2.0,,,,,67.0,3.0,2.0,,,,,,,,,,,,
154057664,Malwéthiel,kirin-tor,84.0,5572.0,0.0,65.0,71.0,21.0,,27.0,250.0,20.0,,33.0,2.0,17.0,7.0,24.0,,11.0,2.0,5.0,,3.0,0.0,11.0,5.0,5.0,,3.0,5.0,1.0,,1.0,44.0,33.0,0.0,,50.0,80.0,0.0,9.0,12.0,4.0,,8.0,5.0,1.0,4.0,4.0,0.0,,4.0,4.0,0.0,100.0,14.0,14.0,50.0,6.0,3.0,0.0,4.0,0.0,,,,,,,,,
81816192,Clëment,dun-modr,72.0,5852.0,64.0,58.0,38.0,58.0,88.0,45.0,40.0,45.0,39.0,47.0,11.0,12.0,21.0,12.0,8.0,11.0,15.0,11.0,18.0,19.0,7.0,7.0,8.0,7.0,7.0,5.0,6.0,5.0,7.0,9.0,0.0,100.0,,,50.0,100.0,0.0,2.0,1.0,,,2.0,1.0,1.0,0.0,1.0,,,1.0,1.0,0.0,,,,0.0,1.0,0.0,,,,,,,,,,,,
128896905,Murielbagge,ravencrest,6.0,555.0,,100.0,100.0,0.0,,100.0,50.0,0.0,100.0,100.0,,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,3.0,,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,3.0,100.0,,,,100.0,,100.0,1.0,,,,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
158992537,Paläca,dun-modr,22.0,1436.0,67.0,100.0,,,,,,,,,3.0,2.0,,,,,,,,,2.0,2.0,,,,,,,,,,100.0,33.0,0.0,,,,,1.0,3.0,2.0,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
91973227,Noraliä,kaelthas,11.0,3767.0,75.0,60.0,,17.0,,,,,,,4.0,10.0,,6.0,,,,,,,3.0,6.0,,1.0,,,,,,,20.0,57.0,50.0,40.0,50.0,,,10.0,7.0,8.0,25.0,6.0,,,2.0,4.0,4.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,
11679284,Nyù,anetheron,18.0,24934.0,60.0,45.0,53.0,69.0,,41.0,,,,,55.0,31.0,15.0,35.0,,22.0,,,,,33.0,14.0,8.0,24.0,,9.0,,,,,33.0,52.0,61.0,49.0,56.0,100.0,,117.0,87.0,59.0,39.0,34.0,1.0,,39.0,45.0,36.0,19.0,19.0,1.0,,,,,100.0,1.0,1.0,,,,,,,,,,,,
162906018,Йодорук,soulflayer,4.0,436.0,0.0,50.0,,100.0,,0.0,,,,100.0,1.0,2.0,,1.0,,1.0,,,,1.0,0.0,1.0,,1.0,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144903372,Horokeus,archimonde,12.0,2480.0,50.0,67.0,67.0,71.0,,60.0,40.0,50.0,40.0,50.0,6.0,6.0,6.0,7.0,,5.0,5.0,2.0,5.0,2.0,3.0,4.0,4.0,5.0,,3.0,2.0,1.0,2.0,1.0,33.0,0.0,0.0,33.0,17.0,0.0,50.0,9.0,1.0,2.0,3.0,6.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,100.0,1.0,1.0,,,,,,,,,,,,
162695376,Paleitor,exodar,5.0,1177.0,0.0,,,,,50.0,,100.0,50.0,,1.0,,,,,2.0,,1.0,2.0,,0.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,3.0,1.0,,,,,,,,,,,,
103738919,Chrainn,argent-dawn,19.0,5438.0,70.0,41.0,43.0,44.0,,45.0,200.0,,100.0,,10.0,17.0,28.0,16.0,,51.0,1.0,,1.0,,7.0,7.0,12.0,7.0,,23.0,2.0,,1.0,,33.0,46.0,44.0,17.0,67.0,44.0,,3.0,13.0,16.0,6.0,3.0,16.0,,1.0,6.0,7.0,1.0,2.0,7.0,,,,,,,,,,,,,,,,,,,
137245973,Kinezu,ravenholdt,3.0,407.0,100.0,0.0,100.0,100.0,,,67.0,0.0,0.0,,1.0,1.0,1.0,1.0,,,3.0,1.0,1.0,,1.0,0.0,1.0,1.0,,,2.0,0.0,0.0,,0.0,,,,0.0,,,1.0,,,,1.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,
96884524,Zinora,gorgonnash,37.0,15904.0,67.0,43.0,33.0,44.0,,60.0,,,,,46.0,7.0,3.0,9.0,,5.0,,,,,31.0,3.0,1.0,4.0,,3.0,,,,,59.0,48.0,74.0,63.0,58.0,75.0,,58.0,54.0,43.0,52.0,26.0,4.0,,34.0,26.0,32.0,33.0,15.0,3.0,,,,,100.0,1.0,1.0,,,,,,,,,,,,
153450223,Pokpoke,ysondre,33.0,332.0,,100.0,0.0,,,100.0,0.0,0.0,50.0,100.0,,1.0,1.0,,,1.0,1.0,1.0,2.0,1.0,,1.0,0.0,,,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74148547,Shameon,blackmoore,12.0,2209.0,100.0,0.0,,,,0.0,,100.0,,100.0,1.0,1.0,,,,1.0,,2.0,,1.0,1.0,0.0,,,,0.0,,2.0,,1.0,33.0,,,,86.0,,0.0,6.0,,,,7.0,,3.0,2.0,,,,6.0,,0.0,,,,38.0,8.0,3.0,,,,,,,,,,,,
170039370,Akilim,eldrethalas,3.0,5144.0,,0.0,50.0,,,40.0,0.0,50.0,0.0,,,1.0,2.0,,,5.0,1.0,2.0,1.0,,,0.0,1.0,,,2.0,0.0,1.0,0.0,,,,0.0,50.0,40.0,,,,,1.0,4.0,5.0,,,,,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
168784801,Dween,dalaran,10.0,1314.0,,50.0,0.0,20.0,100.0,0.0,62.0,50.0,33.0,100.0,,2.0,1.0,5.0,1.0,1.0,8.0,6.0,6.0,1.0,,1.0,0.0,1.0,1.0,0.0,5.0,3.0,2.0,1.0,50.0,,,,40.0,,50.0,4.0,,,,5.0,,4.0,2.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,
173594799,Tlyrni,chogall,2.0,419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,100.0,,,,,2.0,,1.0,,,,,1.0,,1.0,,,,0.0,1.0,0.0,50.0,2.0,1.0,,,,,,,,,
195864846,Richardt,aegwynn,2.0,265.0,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,100.0,,,,,,,2.0,,,,,,,2.0,,,,,,100.0,1.0,1.0,,,,,,,,,,,,
177476418,Летреен,ashenvale,7.0,751.0,,,0.0,50.0,,,100.0,33.0,0.0,0.0,,,1.0,2.0,,,1.0,3.0,2.0,2.0,,,0.0,1.0,,,1.0,1.0,0.0,0.0,33.0,,,,50.0,,33.0,3.0,,,,2.0,,3.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
147076029,Eashi,arthas,6.0,1582.0,67.0,,100.0,,,,0.0,25.0,,50.0,3.0,,1.0,,,,1.0,4.0,,4.0,2.0,,1.0,,,,0.0,1.0,,2.0,,,,,50.0,,,,,,,2.0,,,,,,,1.0,,,,,,33.0,3.0,1.0,67.0,3.0,2.0,,,,,,,,,
81433540,Палаконник,soulflayer,5.0,9124.0,67.0,80.0,25.0,50.0,,50.0,,50.0,,50.0,12.0,10.0,4.0,12.0,,2.0,,2.0,,2.0,8.0,8.0,1.0,6.0,,1.0,,1.0,,1.0,57.0,50.0,30.0,50.0,30.0,20.0,50.0,7.0,18.0,10.0,12.0,10.0,5.0,2.0,4.0,9.0,3.0,6.0,3.0,1.0,1.0,,,,67.0,3.0,2.0,,,,,,,,,,100.0,1.0,1.0
195092052,Plöry,archimonde,37.0,565.0,,,100.0,,,,,,,0.0,,,1.0,,,,,,,1.0,,,1.0,,,,,,,0.0,0.0,,,,,,100.0,1.0,,,,,,2.0,0.0,,,,,,2.0,,,,100.0,1.0,1.0,,,,,,,,,,,,
194896566,Pónoa,silvermoon,19.0,1783.0,67.0,0.0,100.0,50.0,,0.0,0.0,100.0,,,3.0,1.0,2.0,4.0,,1.0,1.0,1.0,,,2.0,0.0,2.0,2.0,,0.0,0.0,1.0,,,67.0,,,,67.0,,33.0,3.0,,,,3.0,,6.0,2.0,,,,2.0,,2.0,,,,80.0,5.0,4.0,,,,,,,,,,,,
69764442,Norrath,thrall,18.0,6551.0,33.0,56.0,77.0,54.0,,62.0,,50.0,0.0,100.0,12.0,9.0,13.0,13.0,,8.0,,2.0,1.0,1.0,4.0,5.0,10.0,7.0,,5.0,,1.0,0.0,1.0,26.0,52.0,48.0,27.0,36.0,100.0,0.0,27.0,27.0,21.0,11.0,14.0,6.0,2.0,7.0,14.0,10.0,3.0,5.0,6.0,0.0,,,,100.0,3.0,3.0,,,,40.0,5.0,2.0,,,,,,
123574807,Infaze,nethersturm,16.0,214.0,100.0,0.0,,,,,,0.0,0.0,,1.0,1.0,,,,,,1.0,1.0,,1.0,0.0,,,,,,0.0,0.0,,,100.0,0.0,,,,,,1.0,1.0,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
91080828,Дэзикиэс,gordunni,35.0,7399.0,50.0,19.0,33.0,48.0,,39.0,100.0,,,,16.0,26.0,24.0,27.0,,18.0,2.0,,,,8.0,5.0,8.0,13.0,,7.0,2.0,,,,80.0,35.0,44.0,30.0,100.0,64.0,,5.0,23.0,16.0,10.0,2.0,11.0,,4.0,8.0,7.0,3.0,2.0,7.0,,,,,0.0,1.0,0.0,0.0,2.0,0.0,,,,,,,,,
164840523,Kreùos,khaz-modan,5.0,1176.0,0.0,25.0,0.0,67.0,,20.0,0.0,0.0,100.0,0.0,1.0,4.0,2.0,3.0,,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,,1.0,0.0,0.0,1.0,0.0,67.0,,0.0,,,,,3.0,,1.0,,,,,2.0,,0.0,,,,,,,,50.0,2.0,1.0,0.0,1.0,0.0,,,,,,,,,
118145388,Holyaragh,dalaran,96.0,778.0,,0.0,50.0,0.0,,40.0,,,,,,1.0,2.0,1.0,,5.0,,,,,,0.0,1.0,0.0,,2.0,,,,,,0.0,33.0,,,0.0,,,2.0,3.0,,,2.0,,,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,
107007506,Mifistius,draenor,13.0,17777.0,47.0,67.0,,50.0,,,,,,,38.0,3.0,,4.0,,,,,,,18.0,2.0,,2.0,,,,,,,51.0,55.0,91.0,39.0,44.0,0.0,,160.0,29.0,22.0,23.0,36.0,1.0,,82.0,16.0,20.0,9.0,16.0,0.0,,,,,,,,,,,,,,,,,,,
83242361,Urida,blutkessel,11.0,147.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,0.0,,100.0,,,,,1.0,,1.0,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
104987278,Никромекон,gordunni,8.0,561.0,0.0,100.0,0.0,,,0.0,50.0,33.0,,100.0,1.0,3.0,1.0,,,1.0,2.0,3.0,,1.0,0.0,3.0,0.0,,,0.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146661096,Nâena,blackmoore,12.0,1493.0,0.0,0.0,50.0,75.0,,25.0,67.0,100.0,0.0,50.0,1.0,2.0,2.0,4.0,,4.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,3.0,,1.0,2.0,3.0,0.0,1.0,50.0,,,,50.0,,,4.0,,,,2.0,,,2.0,,,,1.0,,,,,,40.0,5.0,2.0,,,,,,,,,,,,
138847841,Nøxi,arthas,6.0,325.0,,,,0.0,,,,,,0.0,,,,1.0,,,,,,1.0,,,,0.0,,,,,,0.0,,,,,,,33.0,,,,,,,3.0,,,,,,,1.0,,,,0.0,1.0,0.0,,,,,,,,,,,,
247523901,Продамбабл,gordunni,7.0,19053.0,38.0,33.0,50.0,17.0,,25.0,50.0,33.0,25.0,33.0,26.0,3.0,2.0,6.0,,4.0,2.0,3.0,4.0,3.0,10.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,25.0,50.0,58.0,48.0,54.0,,33.0,8.0,113.0,19.0,25.0,24.0,,6.0,2.0,57.0,11.0,12.0,13.0,,2.0,,,,50.0,6.0,3.0,,,,67.0,3.0,2.0,,,,,,
111505653,Sherry,ravencrest,15.0,20255.0,26.0,45.0,46.0,38.0,,36.0,,,,,46.0,73.0,24.0,64.0,,11.0,,,,,12.0,33.0,11.0,24.0,,4.0,,,,,69.0,35.0,42.0,35.0,57.0,44.0,,128.0,74.0,69.0,55.0,40.0,16.0,,88.0,26.0,29.0,19.0,23.0,7.0,,,,,,,,,,,,,,,,,,,
176367397,Jorjasmith,sanguino,9.0,1464.0,20.0,75.0,50.0,50.0,,60.0,67.0,50.0,,60.0,5.0,4.0,4.0,2.0,,5.0,3.0,2.0,,5.0,1.0,3.0,2.0,1.0,,3.0,2.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,50.0,2.0,1.0,,,,,,,,,,,,
145876254,Артанаил,howling-fjord,76.0,21478.0,60.0,69.0,65.0,68.0,200.0,59.0,64.0,67.0,69.0,64.0,43.0,64.0,63.0,56.0,1.0,73.0,50.0,67.0,35.0,14.0,26.0,44.0,41.0,38.0,2.0,43.0,32.0,45.0,24.0,9.0,50.0,75.0,100.0,100.0,50.0,69.0,,6.0,4.0,1.0,1.0,2.0,26.0,,3.0,3.0,1.0,1.0,1.0,18.0,,100.0,12.0,12.0,60.0,10.0,6.0,100.0,5.0,5.0,83.0,6.0,5.0,,,,,,
158300438,Lightforge,bloodfeather,6.0,636.0,100.0,0.0,50.0,75.0,,100.0,0.0,,50.0,50.0,1.0,3.0,2.0,4.0,,1.0,1.0,,2.0,2.0,1.0,0.0,1.0,3.0,,1.0,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110025571,Cygnius,ysondre,68.0,20170.0,35.0,53.0,62.0,43.0,,32.0,54.0,33.0,71.0,67.0,31.0,32.0,16.0,23.0,,25.0,13.0,9.0,7.0,3.0,11.0,17.0,10.0,10.0,,8.0,7.0,3.0,5.0,2.0,47.0,28.0,42.0,31.0,30.0,23.0,50.0,19.0,29.0,19.0,16.0,23.0,13.0,2.0,9.0,8.0,8.0,5.0,7.0,3.0,1.0,100.0,33.0,33.0,33.0,3.0,1.0,80.0,5.0,4.0,50.0,2.0,1.0,,,,,,
197510854,Lakoss,hyjal,69.0,2455.0,100.0,50.0,50.0,33.0,50.0,83.0,57.0,100.0,33.0,83.0,3.0,4.0,4.0,6.0,2.0,6.0,7.0,3.0,9.0,6.0,3.0,2.0,2.0,2.0,1.0,5.0,4.0,3.0,3.0,5.0,75.0,,,,0.0,,0.0,4.0,,,,2.0,,2.0,3.0,,,,0.0,,0.0,,,,50.0,4.0,2.0,100.0,1.0,1.0,,,,,,,,,
79350341,Æón,guldan,5.0,815.0,50.0,,67.0,50.0,,0.0,,67.0,67.0,,2.0,,3.0,2.0,,1.0,,3.0,3.0,,1.0,,2.0,1.0,,0.0,,2.0,2.0,,50.0,,,,0.0,,0.0,2.0,,,,1.0,,2.0,1.0,,,,0.0,,0.0,,,,100.0,1.0,1.0,,,,,,,,,,,,
174891056,Нэйтеро,fordragon,14.0,194.0,,0.0,,0.0,,,,,,,,1.0,,1.0,,,,,,,,0.0,,0.0,,,,,,,100.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
194231961,Selliuocsem,archimonde,22.0,2547.0,50.0,36.0,56.0,62.0,33.0,25.0,50.0,60.0,50.0,75.0,2.0,11.0,16.0,13.0,9.0,8.0,10.0,10.0,10.0,4.0,1.0,4.0,9.0,8.0,3.0,2.0,5.0,6.0,5.0,3.0,100.0,,,,100.0,,33.0,1.0,,,,3.0,,3.0,1.0,,,,3.0,,1.0,,,,50.0,2.0,1.0,,,,,,,,,,,,
95358932,Baltur,wrathbringer,12.0,5584.0,83.0,100.0,,50.0,,50.0,,,,,6.0,1.0,,2.0,,2.0,,,,,5.0,1.0,,1.0,,1.0,,,,,57.0,40.0,30.0,27.0,31.0,100.0,0.0,7.0,10.0,10.0,15.0,13.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,1.0,0.0,,,,,,,,,,,,,,,,,,
244313418,Рэйнметалл,deathguard,7.0,1453.0,0.0,0.0,67.0,60.0,,67.0,,67.0,100.0,0.0,1.0,2.0,3.0,5.0,,3.0,,3.0,1.0,1.0,0.0,0.0,2.0,3.0,,2.0,,2.0,1.0,0.0,100.0,,,,100.0,,67.0,1.0,,,,1.0,,3.0,1.0,,,,1.0,,2.0,,,,33.0,3.0,1.0,,,,,,,,,,,,
193626496,Leonaa,silvermoon,6.0,1007.0,,67.0,0.0,,67.0,67.0,33.0,67.0,71.0,25.0,,3.0,2.0,,3.0,3.0,3.0,3.0,7.0,4.0,,2.0,0.0,,2.0,2.0,1.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,
177324406,Turac,dun-modr,3.0,50.0,,,,,,,100.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,100.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
101906300,Warzhammer,kazzak,34.0,41153.0,57.0,51.0,48.0,61.0,,34.0,67.0,,,,115.0,53.0,25.0,64.0,,29.0,3.0,,,,66.0,27.0,12.0,39.0,,10.0,2.0,,,,46.0,56.0,61.0,54.0,51.0,78.0,,127.0,168.0,133.0,133.0,118.0,9.0,,59.0,94.0,81.0,72.0,60.0,7.0,,,,,,,,,,,,,,,,,,,
83594344,Defúser,arthas,8.0,36723.0,51.0,17.0,60.0,33.0,,29.0,20.0,67.0,100.0,25.0,35.0,6.0,5.0,3.0,,7.0,5.0,3.0,3.0,4.0,18.0,1.0,3.0,1.0,,2.0,1.0,2.0,3.0,1.0,55.0,38.0,59.0,32.0,60.0,,20.0,40.0,42.0,27.0,22.0,25.0,,5.0,22.0,16.0,16.0,7.0,15.0,,1.0,,,,43.0,7.0,3.0,,,,33.0,3.0,1.0,,,,,,
100695388,Ileila,alleria,5.0,23717.0,42.0,29.0,,33.0,,25.0,,0.0,0.0,,24.0,7.0,,3.0,,4.0,,1.0,1.0,,10.0,2.0,,1.0,,1.0,,0.0,0.0,,52.0,57.0,36.0,33.0,17.0,,,64.0,107.0,75.0,30.0,12.0,,,33.0,61.0,27.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,
125134364,Frânkie,blackrock,22.0,6080.0,67.0,67.0,65.0,53.0,,55.0,25.0,50.0,100.0,,18.0,6.0,17.0,19.0,,20.0,4.0,2.0,1.0,,12.0,4.0,11.0,10.0,,11.0,1.0,1.0,1.0,,50.0,47.0,58.0,65.0,55.0,46.0,,10.0,15.0,19.0,17.0,11.0,13.0,,5.0,7.0,11.0,11.0,6.0,6.0,,,,,100.0,1.0,1.0,,,,50.0,2.0,1.0,,,,,,
226153336,Høøl,sylvanas,4.0,18341.0,45.0,78.0,55.0,62.0,1200.0,64.0,67.0,60.0,100.0,50.0,53.0,18.0,11.0,37.0,2.0,11.0,3.0,5.0,2.0,2.0,24.0,14.0,6.0,23.0,24.0,7.0,2.0,3.0,2.0,1.0,67.0,45.0,47.0,38.0,52.0,,,75.0,40.0,58.0,61.0,46.0,,,50.0,18.0,27.0,23.0,24.0,,,,,,,,,,,,,,,,,,,,
226308889,Яалон,gordunni,22.0,2920.0,14.0,73.0,45.0,79.0,,50.0,53.0,33.0,50.0,50.0,7.0,11.0,11.0,14.0,,12.0,15.0,6.0,12.0,6.0,1.0,8.0,5.0,11.0,,6.0,8.0,2.0,6.0,3.0,0.0,,,,,,,1.0,,,,,,,0.0,,,,,,,,,,40.0,5.0,2.0,,,,,,,,,,,,
163953508,Gauldrein,magtheridon,25.0,163.0,0.0,,0.0,,,0.0,,50.0,,,1.0,,1.0,,,1.0,,2.0,,,0.0,,0.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,
178655036,Kaÿ,pozzo-delleternità,33.0,9794.0,74.0,56.0,48.0,75.0,,63.0,75.0,67.0,56.0,62.0,23.0,32.0,21.0,20.0,,19.0,12.0,15.0,9.0,8.0,17.0,18.0,10.0,15.0,,12.0,9.0,10.0,5.0,5.0,55.0,56.0,33.0,33.0,40.0,48.0,0.0,20.0,18.0,21.0,6.0,10.0,21.0,1.0,11.0,10.0,7.0,2.0,4.0,10.0,0.0,100.0,2.0,2.0,50.0,2.0,1.0,9.0,11.0,1.0,57.0,7.0,4.0,20.0,5.0,1.0,,,
176464674,Nesthor,magtheridon,2.0,325.0,,100.0,,50.0,,0.0,100.0,100.0,,100.0,,1.0,,2.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,0.0,1.0,1.0,,1.0,,,,,,,100.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
174101206,Alghoran,ragnaros,10.0,1018.0,100.0,,100.0,100.0,,,100.0,100.0,33.0,,2.0,,2.0,1.0,,,1.0,1.0,3.0,,2.0,,2.0,1.0,,,1.0,1.0,1.0,,67.0,,,,,,25.0,3.0,,,,,,4.0,2.0,,,,,,1.0,,,,67.0,3.0,2.0,,,,,,,,,,,,
167170044,Teriba,kelthuzad,3.0,166.0,,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,
148717276,Thaladan,der-mithrilorden,2.0,394.0,,0.0,100.0,0.0,,100.0,0.0,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,0.0,1.0,0.0,,1.0,0.0,,,,67.0,0.0,0.0,0.0,,,,3.0,2.0,1.0,1.0,,,,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
175760803,Bloodlight,sanguino,8.0,265.0,,,,0.0,,0.0,,50.0,,100.0,,,,1.0,,1.0,,2.0,,1.0,,,,0.0,,0.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136938662,Komaster,todeswache,6.0,4186.0,60.0,100.0,40.0,100.0,,50.0,100.0,0.0,,0.0,5.0,1.0,5.0,1.0,,2.0,1.0,1.0,,2.0,3.0,1.0,2.0,1.0,,1.0,1.0,0.0,,0.0,50.0,49.0,11.0,,100.0,,50.0,8.0,35.0,9.0,,5.0,,2.0,4.0,17.0,1.0,,5.0,,1.0,,,,100.0,1.0,1.0,,,,100.0,1.0,1.0,,,,,,
171439082,Grippingcnt,kazzak,54.0,1134.0,0.0,67.0,33.0,100.0,100.0,100.0,80.0,33.0,50.0,100.0,1.0,6.0,3.0,9.0,2.0,4.0,5.0,6.0,6.0,1.0,0.0,4.0,1.0,9.0,2.0,4.0,4.0,2.0,3.0,1.0,100.0,100.0,50.0,,,0.0,,1.0,1.0,2.0,,,1.0,,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,
140787336,Holyvision,khadgar,129.0,40198.0,53.0,51.0,54.0,50.0,,62.0,82.0,43.0,62.0,83.0,97.0,59.0,41.0,48.0,,61.0,11.0,7.0,8.0,6.0,51.0,30.0,22.0,24.0,,38.0,9.0,3.0,5.0,5.0,65.0,50.0,53.0,58.0,54.0,46.0,,60.0,173.0,118.0,111.0,57.0,37.0,,39.0,86.0,62.0,64.0,31.0,17.0,,100.0,4.0,4.0,25.0,4.0,1.0,,,,,,,,,,,,
