character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Southshore vs. Tarren Mill win_rate,Arathi Basin Winter win_rate,Cooking: Impossible win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Southshore vs. Tarren Mill played,Arathi Basin Winter played,Cooking: Impossible played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Southshore vs. Tarren Mill won,Arathi Basin Winter won,Cooking: Impossible won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Deepwind Gorge won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won
193845756,Zholia,pozzo-delleternità,80.0,30254.0,56.0,51.0,38.0,44.0,47.0,67.0,49.0,30.0,43.0,44.0,57.0,,,,,,,,,,,,34.0,78.0,87.0,80.0,105.0,9.0,94.0,76.0,84.0,79.0,84.0,,,,,,,,,,,,19.0,40.0,33.0,35.0,49.0,6.0,46.0,23.0,36.0,35.0,48.0,,,,,,,,,,,,,,
132792657,Palermopalla,doomhammer,1.0,166.0,,,,0.0,,,,,,100.0,,,,,,,,0.0,,,,0.0,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,0.0,,,,,,1.0,,,,,,,,0.0,,,,0.0,,,
127168376,Andgrod,minahonda,16.0,4570.0,0.0,85.0,55.0,55.0,44.0,75.0,35.0,67.0,71.0,44.0,59.0,,,50.0,,75.0,50.0,75.0,,,,,2.0,13.0,11.0,11.0,9.0,4.0,17.0,18.0,17.0,16.0,17.0,,,2.0,,4.0,6.0,4.0,,,,,0.0,11.0,6.0,6.0,4.0,3.0,6.0,12.0,12.0,7.0,10.0,,,1.0,,3.0,3.0,3.0,,,,,,,
74086767,Fàlk,antonidas,16.0,30579.0,49.0,41.0,33.0,51.0,34.0,46.0,45.0,50.0,36.0,59.0,,0.0,,,,67.0,50.0,0.0,57.0,100.0,,0.0,87.0,68.0,79.0,67.0,71.0,80.0,20.0,8.0,11.0,34.0,,4.0,,,,6.0,4.0,1.0,7.0,9.0,,2.0,43.0,28.0,26.0,34.0,24.0,37.0,9.0,4.0,4.0,20.0,,0.0,,,,4.0,2.0,0.0,4.0,9.0,,0.0,,,
118352641,Council,ravencrest,16.0,3106.0,50.0,55.0,100.0,100.0,20.0,100.0,50.0,56.0,67.0,60.0,,,,,,100.0,100.0,67.0,50.0,,,100.0,2.0,11.0,3.0,1.0,5.0,2.0,4.0,9.0,6.0,5.0,,,,,,1.0,1.0,3.0,2.0,,,1.0,1.0,6.0,3.0,1.0,1.0,2.0,2.0,5.0,4.0,3.0,,,,,,1.0,1.0,2.0,1.0,,,1.0,0.0,1.0,0.0
171482837,Rhauk,dun-modr,7.0,1569.0,0.0,,,40.0,,67.0,0.0,100.0,100.0,33.0,,0.0,,,,100.0,20.0,0.0,100.0,,,100.0,1.0,,,5.0,,3.0,1.0,1.0,1.0,3.0,,2.0,,,,2.0,5.0,2.0,1.0,,,2.0,0.0,,,2.0,,2.0,0.0,1.0,1.0,1.0,,0.0,,,,2.0,1.0,0.0,1.0,,,2.0,0.0,1.0,0.0
122205555,Xnaxyl,kazzak,9.0,655.0,33.0,,,100.0,,0.0,,14.0,0.0,0.0,0.0,,,,,0.0,,0.0,100.0,,,0.0,3.0,,,2.0,,7.0,,7.0,2.0,1.0,1.0,,,,,1.0,,1.0,1.0,,,2.0,1.0,,,2.0,,0.0,,1.0,0.0,0.0,0.0,,,,,0.0,,0.0,1.0,,,0.0,,,
140826339,Luthers,pozzo-delleternità,127.0,5901.0,40.0,44.0,60.0,100.0,50.0,61.0,33.0,53.0,62.0,58.0,88.0,,,,,0.0,100.0,,33.0,,0.0,,15.0,9.0,5.0,5.0,4.0,28.0,9.0,15.0,8.0,19.0,8.0,,,,,3.0,1.0,,6.0,,1.0,,6.0,4.0,3.0,5.0,2.0,17.0,3.0,8.0,5.0,11.0,7.0,,,,,0.0,1.0,,2.0,,0.0,,,,
92331503,Znoraka,naxxramas,25.0,17100.0,0.0,30.0,25.0,50.0,11.0,83.0,74.0,61.0,72.0,58.0,79.0,,,40.0,,78.0,68.0,71.0,100.0,100.0,60.0,,5.0,10.0,12.0,6.0,9.0,6.0,19.0,18.0,18.0,19.0,14.0,,,10.0,,9.0,50.0,7.0,1.0,1.0,5.0,,0.0,3.0,3.0,3.0,1.0,5.0,14.0,11.0,13.0,11.0,11.0,,,4.0,,7.0,34.0,5.0,1.0,1.0,3.0,,,,
195530645,Valkosipuli,kazzak,6.0,445.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,
97073555,Krupa,ragnaros,5.0,57705.0,59.0,56.0,56.0,60.0,52.0,55.0,20.0,10.0,67.0,50.0,100.0,0.0,,,,,,,0.0,,,,160.0,190.0,183.0,125.0,150.0,51.0,10.0,10.0,12.0,2.0,1.0,1.0,,,,,,,1.0,,,,95.0,107.0,103.0,75.0,78.0,28.0,2.0,1.0,8.0,1.0,1.0,0.0,,,,,,,0.0,,,,,,
144345319,Smâil,aegwynn,9.0,12363.0,57.0,43.0,50.0,29.0,43.0,44.0,50.0,67.0,56.0,25.0,25.0,60.0,,,,50.0,50.0,50.0,38.0,,,,21.0,14.0,16.0,17.0,14.0,9.0,4.0,3.0,9.0,4.0,4.0,5.0,,,,4.0,2.0,4.0,8.0,,,,12.0,6.0,8.0,5.0,6.0,4.0,2.0,2.0,5.0,1.0,1.0,3.0,,,,2.0,1.0,2.0,3.0,,,,,,
191471039,Ohlgren,frostmane,20.0,11298.0,36.0,59.0,68.0,78.0,62.0,45.0,50.0,50.0,67.0,50.0,50.0,100.0,,,,45.0,78.0,85.0,50.0,,0.0,71.0,33.0,22.0,19.0,23.0,16.0,20.0,8.0,10.0,3.0,12.0,2.0,1.0,,,,11.0,9.0,13.0,2.0,,1.0,7.0,12.0,13.0,13.0,18.0,10.0,9.0,4.0,5.0,2.0,6.0,1.0,1.0,,,,5.0,7.0,11.0,1.0,,0.0,5.0,,,
195937904,Aproximativ,silvermoon,8.0,814.0,,,,50.0,,,0.0,100.0,100.0,0.0,,,,100.0,,80.0,0.0,67.0,,,,,,,,4.0,,,1.0,1.0,1.0,1.0,,,,1.0,,5.0,3.0,3.0,,,,,,,,2.0,,,0.0,1.0,1.0,0.0,,,,1.0,,4.0,0.0,2.0,,,,,,,
177430561,Araks,alakir,38.0,270.0,,,,100.0,,50.0,,,100.0,100.0,,,,,,,,0.0,0.0,,,,,,,1.0,,2.0,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,0.0,0.0,,,,,,
123998787,Êngel,antonidas,10.0,522.0,100.0,,,100.0,,100.0,0.0,,,,,,,,,,,,100.0,,,,2.0,,,1.0,,2.0,1.0,,,,,,,,,,,,1.0,,,,2.0,,,1.0,,2.0,0.0,,,,,,,,,,,,1.0,,,,,,
157659003,Lenagercke,blackhand,8.0,152.0,100.0,,,,,100.0,,,,,,,,,,,,,0.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,
56971754,Powerofheal,lightbringer,11.0,12808.0,70.0,62.0,50.0,47.0,29.0,56.0,52.0,36.0,47.0,40.0,38.0,,,100.0,,,57.0,60.0,,,80.0,100.0,50.0,56.0,28.0,34.0,28.0,39.0,23.0,25.0,30.0,20.0,16.0,,,2.0,,,7.0,5.0,,,5.0,1.0,35.0,35.0,14.0,16.0,8.0,22.0,12.0,9.0,14.0,8.0,6.0,,,2.0,,,4.0,3.0,,,4.0,1.0,,,
161379084,Bocee,ragnaros,116.0,8204.0,46.0,45.0,53.0,50.0,45.0,71.0,60.0,40.0,60.0,50.0,100.0,100.0,,,,0.0,0.0,100.0,50.0,,100.0,100.0,69.0,20.0,15.0,18.0,22.0,7.0,5.0,5.0,5.0,8.0,2.0,1.0,,,,2.0,1.0,1.0,2.0,,8.0,1.0,32.0,9.0,8.0,9.0,10.0,5.0,3.0,2.0,3.0,4.0,2.0,1.0,,,,0.0,0.0,1.0,1.0,,8.0,1.0,,,
173508227,Kostik,silvermoon,34.0,1803.0,50.0,,,50.0,,33.0,100.0,50.0,25.0,100.0,50.0,0.0,,,,,50.0,0.0,67.0,100.0,,0.0,2.0,,,4.0,,3.0,1.0,2.0,4.0,2.0,2.0,1.0,,,,,2.0,4.0,3.0,1.0,,1.0,1.0,,,2.0,,1.0,1.0,1.0,1.0,2.0,1.0,0.0,,,,,1.0,0.0,2.0,1.0,,0.0,,,
86396058,Вильми,eversong,7.0,1733.0,67.0,71.0,50.0,100.0,0.0,67.0,100.0,50.0,0.0,,100.0,100.0,,100.0,,33.0,,50.0,50.0,,,,3.0,7.0,4.0,2.0,2.0,3.0,1.0,4.0,1.0,,1.0,1.0,,1.0,,3.0,,2.0,2.0,,,,2.0,5.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,,
156295926,Tenkadin,ravencrest,4.0,38.0,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
98252115,Паладнаа,eversong,64.0,10515.0,70.0,20.0,35.0,54.0,26.0,56.0,34.0,36.0,44.0,58.0,44.0,,,,,42.0,25.0,50.0,100.0,,0.0,25.0,20.0,15.0,23.0,24.0,31.0,18.0,38.0,28.0,27.0,33.0,16.0,,,,,12.0,8.0,4.0,3.0,,2.0,4.0,14.0,3.0,8.0,13.0,8.0,10.0,13.0,10.0,12.0,19.0,7.0,,,,,5.0,2.0,2.0,3.0,,0.0,1.0,,,
210347855,Берилиум,grom,15.0,4882.0,57.0,0.0,43.0,67.0,33.0,43.0,57.0,55.0,67.0,71.0,,50.0,,,,44.0,62.0,0.0,25.0,100.0,,67.0,7.0,4.0,7.0,9.0,3.0,7.0,7.0,11.0,6.0,7.0,,2.0,,,,9.0,8.0,2.0,4.0,1.0,,6.0,4.0,0.0,3.0,6.0,1.0,3.0,4.0,6.0,4.0,5.0,,1.0,,,,4.0,5.0,0.0,1.0,1.0,,4.0,33.0,3.0,1.0
117929683,Lenzion,eredar,8.0,1446.0,50.0,,,100.0,,0.0,0.0,0.0,50.0,100.0,,67.0,,,,,100.0,50.0,40.0,,,,2.0,,,1.0,,2.0,1.0,3.0,2.0,1.0,,3.0,,,,,1.0,2.0,5.0,,,,1.0,,,1.0,,0.0,0.0,0.0,1.0,1.0,,2.0,,,,,1.0,1.0,2.0,,,,,,
158660149,Rigogo,ravencrest,27.0,14158.0,51.0,46.0,42.0,40.0,35.0,54.0,47.0,52.0,60.0,50.0,38.0,0.0,,100.0,,100.0,100.0,50.0,60.0,,100.0,0.0,45.0,41.0,60.0,50.0,26.0,39.0,19.0,23.0,30.0,22.0,8.0,1.0,,2.0,,1.0,2.0,2.0,5.0,,1.0,3.0,23.0,19.0,25.0,20.0,9.0,21.0,9.0,12.0,18.0,11.0,3.0,0.0,,2.0,,1.0,2.0,1.0,3.0,,1.0,0.0,,,
89263,Vitus,blackmoore,11.0,31532.0,50.0,57.0,52.0,63.0,48.0,42.0,40.0,46.0,62.0,73.0,60.0,67.0,,,,50.0,50.0,100.0,100.0,,,100.0,38.0,23.0,69.0,143.0,42.0,12.0,5.0,13.0,16.0,15.0,10.0,3.0,,,,2.0,2.0,1.0,1.0,,,1.0,19.0,13.0,36.0,90.0,20.0,5.0,2.0,6.0,10.0,11.0,6.0,2.0,,,,1.0,1.0,1.0,1.0,,,1.0,,,
113990603,Healtor,hyjal,21.0,18279.0,50.0,51.0,56.0,56.0,53.0,35.0,38.0,50.0,52.0,47.0,50.0,,,,,67.0,50.0,67.0,,,100.0,,82.0,57.0,64.0,41.0,47.0,20.0,32.0,14.0,25.0,15.0,4.0,,,,,6.0,2.0,3.0,,,1.0,,41.0,29.0,36.0,23.0,25.0,7.0,12.0,7.0,13.0,7.0,2.0,,,,,4.0,1.0,2.0,,,1.0,,,,
14882780,Garyboldy,bronze-dragonflight,57.0,4571.0,60.0,43.0,32.0,31.0,40.0,60.0,18.0,50.0,80.0,57.0,50.0,0.0,,,,100.0,0.0,33.0,33.0,,,100.0,5.0,21.0,19.0,13.0,5.0,5.0,11.0,8.0,5.0,7.0,2.0,1.0,,,,1.0,1.0,3.0,6.0,,,2.0,3.0,9.0,6.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,1.0,0.0,,,,1.0,0.0,1.0,2.0,,,2.0,,,
158827717,Sororíta,antonidas,15.0,963.0,,,,0.0,,33.0,0.0,0.0,0.0,67.0,,0.0,,,,25.0,80.0,100.0,0.0,,,100.0,,,,2.0,,3.0,3.0,1.0,3.0,3.0,,3.0,,,,4.0,5.0,1.0,1.0,,,1.0,,,,0.0,,1.0,0.0,0.0,0.0,2.0,,0.0,,,,1.0,4.0,1.0,0.0,,,1.0,,,
159675166,Rewtribution,argent-dawn,13.0,592.0,100.0,100.0,,100.0,,100.0,0.0,,100.0,100.0,,,,,,67.0,100.0,67.0,,,,0.0,2.0,1.0,,1.0,,1.0,1.0,,1.0,2.0,,,,,,3.0,1.0,3.0,,,,1.0,2.0,1.0,,1.0,,1.0,0.0,,1.0,2.0,,,,,,2.0,1.0,2.0,,,,0.0,,,
106981402,Emyamr,anachronos,1.0,510.0,,,0.0,,,0.0,100.0,,,100.0,,,,,,100.0,,,,,,,,,2.0,,,1.0,2.0,,,1.0,,,,,,1.0,,,,,,,,,0.0,,,0.0,2.0,,,1.0,,,,,,1.0,,,,,,,,,
136715583,Âkuto,blackrock,17.0,238.0,0.0,,50.0,,,100.0,,0.0,0.0,100.0,,,,,,100.0,,0.0,,100.0,,,2.0,,2.0,,,1.0,,1.0,2.0,1.0,,,,,,1.0,,1.0,,2.0,,,0.0,,1.0,,,1.0,,0.0,0.0,1.0,,,,,,1.0,,0.0,,2.0,,,,,
159369842,Lillefætter,draenor,35.0,18141.0,44.0,,,64.0,,68.0,54.0,47.0,56.0,62.0,,59.0,,100.0,,49.0,65.0,54.0,55.0,,,52.0,32.0,,,14.0,,28.0,41.0,32.0,27.0,39.0,,27.0,,1.0,,37.0,26.0,39.0,31.0,,,31.0,14.0,,,9.0,,19.0,22.0,15.0,15.0,24.0,,16.0,,1.0,,18.0,17.0,21.0,17.0,,,16.0,25.0,20.0,5.0
161919076,Lichtgevend,quelthalas,26.0,2020.0,60.0,,,75.0,,50.0,71.0,67.0,71.0,25.0,,50.0,,,,100.0,80.0,57.0,0.0,,,60.0,5.0,,,4.0,,2.0,7.0,6.0,7.0,4.0,,4.0,,,,1.0,5.0,7.0,2.0,,,5.0,3.0,,,3.0,,1.0,5.0,4.0,5.0,1.0,,2.0,,,,1.0,4.0,4.0,0.0,,,3.0,,,
164573865,Valli,alonsus,5.0,5239.0,38.0,50.0,25.0,17.0,0.0,,100.0,,,,,,,,,33.0,100.0,100.0,,,100.0,,8.0,4.0,4.0,6.0,1.0,,1.0,,,,,,,,,3.0,1.0,1.0,,,1.0,,3.0,2.0,1.0,1.0,0.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,
142872597,Kuronushi,blackmoore,5.0,1713.0,33.0,100.0,,50.0,,29.0,50.0,0.0,67.0,33.0,,43.0,,,,0.0,0.0,0.0,25.0,,,67.0,3.0,1.0,,6.0,,7.0,2.0,1.0,6.0,3.0,,7.0,,,,3.0,3.0,1.0,4.0,,,3.0,1.0,1.0,,3.0,,2.0,1.0,0.0,4.0,1.0,,3.0,,,,0.0,0.0,0.0,1.0,,,2.0,,,
160898136,Mythrill,garona,9.0,1001.0,33.0,,,,,67.0,,,,0.0,,17.0,,0.0,,33.0,0.0,0.0,33.0,,,,6.0,,,,,3.0,,,,3.0,,6.0,,3.0,,3.0,1.0,1.0,3.0,,,,2.0,,,,,2.0,,,,0.0,,1.0,,0.0,,1.0,0.0,0.0,1.0,,,,,,
155118210,Palachinka,bladefist,32.0,10566.0,67.0,53.0,48.0,39.0,25.0,33.0,51.0,15.0,49.0,50.0,47.0,0.0,,,,240.0,50.0,0.0,100.0,,12.0,100.0,30.0,43.0,31.0,23.0,12.0,9.0,43.0,13.0,35.0,46.0,17.0,2.0,,,,5.0,2.0,3.0,2.0,,8.0,1.0,20.0,23.0,15.0,9.0,3.0,3.0,22.0,2.0,17.0,23.0,8.0,0.0,,,,12.0,1.0,0.0,2.0,,1.0,1.0,,,
93551915,Dimz,aggra-português,1.0,366.0,,0.0,100.0,100.0,,0.0,,100.0,,50.0,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,,,,0.0,1.0,1.0,,0.0,,1.0,,1.0,,,,,,,,,,,,,,,
133252585,Valkari,norgannon,6.0,1303.0,67.0,,,50.0,,0.0,,33.0,0.0,0.0,,,,,,100.0,0.0,,25.0,,,,3.0,,,2.0,,1.0,,3.0,1.0,1.0,,,,,,1.0,1.0,,4.0,,,,2.0,,,1.0,,0.0,,1.0,0.0,0.0,,,,,,1.0,0.0,,1.0,,,,,,
