character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Rated Eye of the Storm win_rate,Ashran win_rate,Rated Eye of the Storm played,Ashran played,Rated Eye of the Storm won,Ashran won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Arathi Basin Comp Stomp played,Korrak's Revenge played,Arathi Basin Comp Stomp won,Korrak's Revenge won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
130863518,Pinpar,los-errantes,148.0,14438.0,50.0,44.0,58.0,59.0,79.0,54.0,55.0,60.0,65.0,75.0,45.0,150.0,50.0,100.0,0.0,75.0,22.0,27.0,33.0,22.0,14.0,13.0,22.0,20.0,17.0,24.0,11.0,2.0,4.0,2.0,1.0,4.0,11.0,12.0,19.0,13.0,11.0,7.0,12.0,12.0,11.0,18.0,5.0,3.0,2.0,2.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,
194396987,Crael,hyjal,22.0,412.0,,,,,,,100.0,100.0,50.0,100.0,,100.0,,50.0,50.0,0.0,,,,,,,1.0,1.0,2.0,1.0,,1.0,,2.0,2.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
156067386,Boldaro,arathor,26.0,1501.0,60.0,33.0,100.0,67.0,0.0,0.0,0.0,,33.0,40.0,33.0,200.0,0.0,,,,5.0,3.0,1.0,6.0,1.0,1.0,2.0,,3.0,5.0,3.0,1.0,1.0,,,,3.0,1.0,1.0,4.0,0.0,0.0,0.0,,1.0,2.0,1.0,2.0,0.0,,,,,,,,,,100.0,1.0,1.0,,,,,,,,,,,,
73997688,Tyark,eredar,22.0,3718.0,0.0,50.0,,60.0,,0.0,56.0,33.0,60.0,62.0,33.0,75.0,50.0,25.0,20.0,67.0,2.0,2.0,,5.0,,1.0,9.0,9.0,5.0,8.0,3.0,4.0,6.0,4.0,5.0,3.0,0.0,1.0,,3.0,,0.0,5.0,3.0,3.0,5.0,1.0,3.0,3.0,1.0,1.0,2.0,,100.0,,1.0,,1.0,,,,100.0,67.0,1.0,3.0,1.0,2.0,,,,,,
96588270,Gumgum,arygos,27.0,2582.0,0.0,0.0,0.0,40.0,0.0,0.0,33.0,33.0,0.0,0.0,100.0,,100.0,,,,1.0,2.0,1.0,5.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,,1.0,,,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,1.0,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,,
164108514,Torkas,alleria,25.0,569.0,100.0,,,0.0,,,100.0,0.0,,100.0,,,100.0,,100.0,0.0,1.0,,,1.0,,,1.0,1.0,,1.0,,,2.0,,1.0,1.0,1.0,,,0.0,,,1.0,0.0,,1.0,,,2.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
66844458,Tánkérz,hellscream,27.0,4385.0,75.0,61.0,71.0,50.0,,33.0,42.0,69.0,92.0,50.0,60.0,78.0,57.0,67.0,50.0,12.0,4.0,18.0,7.0,8.0,,6.0,19.0,16.0,12.0,18.0,5.0,9.0,7.0,3.0,4.0,8.0,3.0,11.0,5.0,4.0,,2.0,8.0,11.0,11.0,9.0,3.0,7.0,4.0,2.0,2.0,1.0,0.0,100.0,2.0,2.0,0.0,2.0,,,,,100.0,,1.0,,1.0,,,,,,
156196167,Autismmeistr,ravencrest,15.0,3840.0,75.0,,,75.0,,44.0,83.0,45.0,20.0,67.0,,71.0,62.0,50.0,0.0,75.0,4.0,,,8.0,,9.0,6.0,11.0,5.0,12.0,,7.0,8.0,6.0,2.0,8.0,3.0,,,6.0,,4.0,5.0,5.0,1.0,8.0,,5.0,5.0,3.0,0.0,6.0,0.0,33.0,1.0,6.0,0.0,2.0,,,,,,,,,,,,,,,
156085046,Holycabby,teldrassil,47.0,100.0,,100.0,,,,,0.0,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16371665,Mëlk,tyrande,16.0,2997.0,56.0,0.0,57.0,50.0,64.0,,,,,,,,,,,,9.0,7.0,14.0,10.0,28.0,,,,,,,,,,,,5.0,0.0,8.0,5.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208307745,Silverdawn,runetotem,25.0,50078.0,57.0,63.0,58.0,62.0,58.0,57.0,70.0,67.0,56.0,67.0,73.0,67.0,33.0,25.0,33.0,56.0,130.0,206.0,146.0,165.0,123.0,70.0,201.0,147.0,181.0,153.0,79.0,6.0,3.0,4.0,3.0,9.0,74.0,129.0,84.0,103.0,71.0,40.0,140.0,99.0,102.0,102.0,58.0,4.0,1.0,1.0,1.0,5.0,,,,,,,100.0,1.0,1.0,100.0,,2.0,,2.0,,,,,,,
187020069,Blastnkill,silvermoon,1.0,97.0,100.0,,,,,,0.0,,,100.0,,,,0.0,,,1.0,,,,,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,0.0,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
175023052,Pliszken,silvermoon,31.0,1742.0,,,,,,0.0,33.0,33.0,75.0,60.0,,50.0,20.0,100.0,100.0,100.0,,,,,,1.0,3.0,3.0,4.0,5.0,,4.0,5.0,1.0,1.0,2.0,,,,,,0.0,1.0,1.0,3.0,3.0,,2.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,25.0,,4.0,,1.0,,,,,,
207861356,Yael,kilrogg,7.0,978.0,,50.0,100.0,,,50.0,0.0,0.0,0.0,,50.0,0.0,,,,,,10.0,3.0,,,2.0,1.0,1.0,1.0,,2.0,2.0,,,,,,5.0,3.0,,,1.0,0.0,0.0,0.0,,1.0,0.0,,,,,,100.0,,1.0,,1.0,,,,,,,,,,,,,,,
156434218,Bakhos,ysondre,6.0,485.0,,,,,,67.0,,,50.0,,,,100.0,,,,,,,,,3.0,,,2.0,,,,1.0,,,,,,,,,2.0,,,1.0,,,,1.0,,,,,100.0,,2.0,,2.0,67.0,3.0,2.0,,,,,,,,,,,,
167207803,Wörth,tyrande,11.0,3683.0,,67.0,40.0,40.0,0.0,67.0,64.0,41.0,50.0,50.0,46.0,0.0,100.0,50.0,0.0,100.0,,9.0,10.0,15.0,4.0,3.0,14.0,17.0,12.0,14.0,13.0,1.0,1.0,2.0,1.0,3.0,,6.0,4.0,6.0,0.0,2.0,9.0,7.0,6.0,7.0,6.0,0.0,1.0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,
158394520,Pornggers,ragnaros,29.0,2296.0,100.0,,,83.0,,67.0,50.0,50.0,100.0,100.0,,67.0,,100.0,100.0,100.0,2.0,,,6.0,,3.0,2.0,2.0,1.0,3.0,,3.0,,1.0,1.0,1.0,2.0,,,5.0,,2.0,1.0,1.0,1.0,3.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,100.0,100.0,2.0,2.0,2.0,2.0,,,,,,
158251081,Höfi,alleria,18.0,2025.0,100.0,20.0,100.0,100.0,,0.0,43.0,33.0,50.0,33.0,80.0,0.0,,100.0,,,2.0,5.0,1.0,1.0,,1.0,7.0,6.0,4.0,6.0,5.0,2.0,,1.0,,,2.0,1.0,1.0,1.0,,0.0,3.0,2.0,2.0,2.0,4.0,0.0,,1.0,,,,,,,,,,,,100.0,,2.0,,2.0,,,,,,,
82330804,Alesh,pozzo-delleternità,11.0,1276.0,,,,100.0,,,,50.0,,50.0,,,,,,,,,,1.0,,,,2.0,,2.0,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
202192068,Чухландок,gordunni,2.0,650.0,,,,,,,0.0,100.0,,67.0,,100.0,50.0,,,0.0,,,,,,,1.0,2.0,,3.0,,1.0,4.0,,,1.0,,,,,,,0.0,2.0,,2.0,,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
166941979,Ule,archimonde,21.0,5862.0,57.0,56.0,0.0,50.0,,43.0,38.0,55.0,60.0,33.0,20.0,33.0,83.0,50.0,67.0,,7.0,9.0,1.0,4.0,,7.0,8.0,11.0,15.0,12.0,5.0,6.0,6.0,2.0,6.0,,4.0,5.0,0.0,2.0,,3.0,3.0,6.0,9.0,4.0,1.0,2.0,5.0,1.0,4.0,,,,,,,,,,,100.0,,7.0,,7.0,,,,,,,
122152146,Buruthor,tyrande,30.0,2868.0,58.0,64.0,38.0,50.0,38.0,82.0,50.0,33.0,67.0,22.0,22.0,100.0,,,,,12.0,14.0,8.0,6.0,8.0,11.0,6.0,12.0,9.0,9.0,9.0,1.0,,,,,7.0,9.0,3.0,3.0,3.0,9.0,3.0,4.0,6.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
176025902,Tarayilli,magtheridon,20.0,818.0,,,,100.0,,,100.0,,100.0,100.0,,,0.0,100.0,33.0,0.0,,,,1.0,,,3.0,,2.0,1.0,,,1.0,2.0,3.0,1.0,,,,1.0,,,3.0,,2.0,1.0,,,0.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
58362262,Ghordon,tyrande,7.0,6523.0,75.0,29.0,75.0,71.0,80.0,0.0,100.0,100.0,,,100.0,,,,,,4.0,7.0,4.0,7.0,5.0,1.0,1.0,1.0,,,1.0,,,,,,3.0,2.0,3.0,5.0,4.0,0.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
112171834,Shifticus,nordrassil,5.0,7453.0,58.0,57.0,53.0,56.0,61.0,58.0,100.0,38.0,25.0,50.0,50.0,50.0,0.0,0.0,33.0,50.0,43.0,14.0,19.0,27.0,38.0,12.0,1.0,8.0,4.0,8.0,4.0,2.0,1.0,1.0,3.0,2.0,25.0,8.0,10.0,15.0,23.0,7.0,1.0,3.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,,50.0,,2.0,,1.0,,,,,0.0,,1.0,,0.0,,,,,,
88515746,Harbinjer,ravencrest,15.0,4117.0,80.0,67.0,50.0,75.0,33.0,67.0,47.0,33.0,50.0,69.0,33.0,86.0,67.0,45.0,,29.0,5.0,3.0,4.0,8.0,6.0,3.0,15.0,9.0,4.0,13.0,3.0,7.0,9.0,11.0,,7.0,4.0,2.0,2.0,6.0,2.0,2.0,7.0,3.0,2.0,9.0,1.0,6.0,6.0,5.0,,2.0,,,,,,,,,,,0.0,,2.0,,0.0,,,,,,
63211228,Bragi,aggramar,33.0,10186.0,64.0,50.0,45.0,38.0,60.0,36.0,46.0,40.0,50.0,75.0,,50.0,100.0,100.0,67.0,33.0,58.0,105.0,20.0,8.0,5.0,11.0,13.0,5.0,8.0,4.0,,4.0,2.0,5.0,3.0,3.0,37.0,52.0,9.0,3.0,3.0,4.0,6.0,2.0,4.0,3.0,,2.0,2.0,5.0,2.0,1.0,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
176982407,Fahunio,burning-legion,60.0,593.0,67.0,,,,,0.0,0.0,,100.0,33.0,,0.0,,50.0,,,6.0,,,,,2.0,1.0,,3.0,3.0,,1.0,,2.0,,,4.0,,,,,0.0,0.0,,3.0,1.0,,0.0,,1.0,,,,0.0,,3.0,,0.0,0.0,1.0,0.0,,,,,,,,,,,,
169167493,Barthelemy,argent-dawn,25.0,19559.0,34.0,42.0,25.0,32.0,58.0,50.0,86.0,62.0,23.0,56.0,,,,,,,50.0,73.0,75.0,38.0,33.0,14.0,7.0,8.0,13.0,9.0,,,,,,,17.0,31.0,19.0,12.0,19.0,7.0,6.0,5.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
56971754,Powerofheal,lightbringer,11.0,12808.0,70.0,62.0,50.0,47.0,29.0,56.0,52.0,36.0,47.0,40.0,38.0,,57.0,60.0,,100.0,50.0,56.0,28.0,34.0,28.0,39.0,23.0,25.0,30.0,20.0,16.0,,7.0,5.0,,1.0,35.0,35.0,14.0,16.0,8.0,22.0,12.0,9.0,14.0,8.0,6.0,,4.0,3.0,,1.0,,,,,,,100.0,2.0,2.0,,80.0,,5.0,,4.0,,,,,,
103738919,Chrainn,argent-dawn,19.0,5438.0,33.0,46.0,44.0,70.0,17.0,67.0,41.0,43.0,44.0,45.0,44.0,200.0,,100.0,,,3.0,13.0,16.0,10.0,6.0,3.0,17.0,28.0,16.0,51.0,16.0,1.0,,1.0,,,1.0,6.0,7.0,7.0,1.0,2.0,7.0,12.0,7.0,23.0,7.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
196580716,Potniss,outland,6.0,1373.0,0.0,,,50.0,,,0.0,0.0,,,,,0.0,25.0,100.0,33.0,2.0,,,2.0,,,1.0,1.0,,,,,1.0,4.0,2.0,3.0,0.0,,,1.0,,,0.0,0.0,,,,,0.0,1.0,2.0,1.0,0.0,100.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
109104763,Palinei,ravencrest,16.0,1359.0,0.0,,,0.0,,0.0,75.0,0.0,100.0,0.0,,50.0,0.0,,0.0,100.0,1.0,,,1.0,,1.0,4.0,1.0,1.0,1.0,,2.0,1.0,,2.0,1.0,0.0,,,0.0,,0.0,3.0,0.0,1.0,0.0,,1.0,0.0,,0.0,1.0,,100.0,,1.0,,1.0,,,,,,,,,,,,,,,
30715828,Valarion,tyrande,6.0,39671.0,51.0,75.0,63.0,53.0,49.0,50.0,69.0,100.0,71.0,17.0,100.0,,0.0,100.0,0.0,,205.0,154.0,147.0,88.0,90.0,36.0,16.0,3.0,24.0,6.0,1.0,,1.0,1.0,1.0,,105.0,115.0,93.0,47.0,44.0,18.0,11.0,3.0,17.0,1.0,1.0,,0.0,1.0,0.0,,,0.0,,2.0,,0.0,,,,,,,,,,,,,,,
217345498,Xzavier,sylvanas,10.0,3022.0,0.0,,100.0,73.0,50.0,,20.0,60.0,60.0,57.0,,43.0,100.0,40.0,0.0,57.0,2.0,,1.0,11.0,2.0,,5.0,5.0,5.0,7.0,,7.0,4.0,5.0,1.0,7.0,0.0,,1.0,8.0,1.0,,1.0,3.0,3.0,4.0,,3.0,4.0,2.0,0.0,4.0,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,
166298309,Palyputs,tarren-mill,1.0,99.0,,,,,,,,,33.0,,,,50.0,,,,,,,,,,,,3.0,,,,2.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12438569,Lonothar,tyrande,78.0,14333.0,,100.0,0.0,40.0,,,50.0,67.0,44.0,71.0,100.0,33.0,0.0,0.0,100.0,,,1.0,1.0,5.0,,,4.0,3.0,9.0,7.0,2.0,9.0,3.0,2.0,1.0,,,1.0,0.0,2.0,,,2.0,2.0,4.0,5.0,2.0,3.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
136530727,Naelius,tyrande,67.0,337.0,50.0,,,,,,,,100.0,,,50.0,,100.0,0.0,100.0,4.0,,,,,,,,1.0,,,2.0,,1.0,1.0,1.0,2.0,,,,,,,,1.0,,,1.0,,1.0,0.0,1.0,,0.0,,2.0,,0.0,,,,,,,,,,,,,,,
145104823,Houben,outland,12.0,2243.0,83.0,33.0,50.0,0.0,,67.0,50.0,75.0,50.0,50.0,,,100.0,0.0,50.0,100.0,6.0,6.0,4.0,2.0,,3.0,2.0,4.0,6.0,2.0,,,3.0,2.0,2.0,2.0,5.0,2.0,2.0,0.0,,2.0,1.0,3.0,3.0,1.0,,,3.0,0.0,1.0,2.0,,100.0,,1.0,,1.0,,,,,,,,,,,,,,,
174864954,Aszhu,dun-modr,109.0,24241.0,63.0,42.0,52.0,48.0,38.0,81.0,47.0,48.0,43.0,58.0,51.0,45.0,54.0,30.0,33.0,60.0,43.0,85.0,67.0,63.0,37.0,16.0,77.0,71.0,77.0,78.0,70.0,11.0,13.0,10.0,6.0,5.0,27.0,36.0,35.0,30.0,14.0,13.0,36.0,34.0,33.0,45.0,36.0,5.0,7.0,3.0,2.0,3.0,,75.0,,4.0,,3.0,100.0,1.0,1.0,100.0,,26.0,,26.0,,,,,,,
130278826,Yósi,colinas-pardas,15.0,2172.0,0.0,46.0,60.0,33.0,67.0,,80.0,50.0,50.0,83.0,50.0,,,,,,1.0,13.0,10.0,6.0,3.0,,5.0,6.0,8.0,6.0,2.0,,,,,,0.0,6.0,6.0,2.0,2.0,,4.0,3.0,4.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
99638318,Bóromír,los-errantes,81.0,9258.0,57.0,63.0,38.0,48.0,35.0,54.0,50.0,45.0,46.0,47.0,42.0,29.0,100.0,,,,7.0,60.0,21.0,21.0,17.0,13.0,46.0,47.0,39.0,43.0,24.0,7.0,1.0,,,,4.0,38.0,8.0,10.0,6.0,7.0,23.0,21.0,18.0,20.0,10.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
162227565,Srmijä,dun-modr,31.0,83181.0,48.0,55.0,46.0,50.0,60.0,46.0,54.0,57.0,57.0,38.0,38.0,67.0,0.0,50.0,0.0,67.0,251.0,409.0,274.0,213.0,229.0,114.0,80.0,37.0,76.0,32.0,24.0,3.0,3.0,2.0,3.0,3.0,121.0,226.0,127.0,106.0,138.0,53.0,43.0,21.0,43.0,12.0,9.0,2.0,0.0,1.0,0.0,2.0,,0.0,,2.0,,0.0,,,,,100.0,,1.0,,1.0,,,,,,
72277457,Silvercito,dun-modr,16.0,4743.0,33.0,42.0,69.0,56.0,75.0,29.0,58.0,50.0,64.0,50.0,60.0,100.0,,,,,3.0,19.0,13.0,9.0,16.0,7.0,12.0,2.0,14.0,4.0,5.0,1.0,,,,,1.0,8.0,9.0,5.0,12.0,2.0,7.0,1.0,9.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
142293944,Naarushen,ysera,16.0,32.0,,,,100.0,,,,,,0.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26656377,Sëron,tyrande,12.0,2627.0,65.0,0.0,50.0,12.0,0.0,50.0,33.0,36.0,40.0,40.0,0.0,100.0,50.0,0.0,0.0,,20.0,6.0,4.0,8.0,1.0,2.0,6.0,11.0,10.0,5.0,1.0,1.0,2.0,1.0,3.0,,13.0,0.0,2.0,1.0,0.0,1.0,2.0,4.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,,,0.0,,3.0,,0.0,,,,,,,,,,,,,,,
148283972,Garthcrazy,los-errantes,266.0,47030.0,55.0,65.0,64.0,73.0,58.0,47.0,63.0,70.0,68.0,57.0,59.0,56.0,,100.0,0.0,,160.0,129.0,109.0,79.0,85.0,51.0,87.0,33.0,78.0,42.0,17.0,9.0,,1.0,1.0,,88.0,84.0,70.0,58.0,49.0,24.0,55.0,23.0,53.0,24.0,10.0,5.0,,1.0,0.0,,,100.0,,1.0,,1.0,,,,,,,,,,,,,,,
55804055,Пронъка,gordunni,1.0,2600.0,50.0,,0.0,,0.0,,,,,,,,,,,,2.0,,1.0,,1.0,,,,,,,,,,,,1.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153584340,Shei,eitrigg,15.0,20062.0,65.0,42.0,47.0,55.0,48.0,71.0,50.0,62.0,44.0,41.0,56.0,50.0,62.0,100.0,,67.0,17.0,132.0,47.0,56.0,40.0,31.0,30.0,26.0,36.0,49.0,27.0,4.0,16.0,3.0,,3.0,11.0,56.0,22.0,31.0,19.0,22.0,15.0,16.0,16.0,20.0,15.0,2.0,10.0,3.0,,2.0,,50.0,,2.0,,1.0,,,,,,,,,,,,,,,
74086767,Fàlk,antonidas,16.0,30579.0,49.0,41.0,33.0,51.0,34.0,46.0,45.0,50.0,36.0,59.0,,67.0,50.0,0.0,57.0,0.0,87.0,68.0,79.0,67.0,71.0,80.0,20.0,8.0,11.0,34.0,,6.0,4.0,1.0,7.0,2.0,43.0,28.0,26.0,34.0,24.0,37.0,9.0,4.0,4.0,20.0,,4.0,2.0,0.0,4.0,0.0,,0.0,,4.0,,0.0,,,,100.0,,9.0,,9.0,,,,,,,
113620817,Cykapala,ravencrest,15.0,3411.0,67.0,,,53.0,,67.0,50.0,86.0,100.0,17.0,100.0,67.0,25.0,75.0,100.0,50.0,3.0,,,15.0,,3.0,4.0,7.0,2.0,6.0,1.0,3.0,4.0,4.0,2.0,4.0,2.0,,,8.0,,2.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
176258513,Inyaface,zuljin,89.0,1712.0,40.0,,,0.0,,0.0,0.0,0.0,33.0,100.0,,0.0,33.0,0.0,33.0,75.0,5.0,,,3.0,,4.0,1.0,2.0,3.0,2.0,,4.0,9.0,1.0,3.0,4.0,2.0,,,0.0,,0.0,0.0,0.0,1.0,2.0,,0.0,3.0,0.0,1.0,3.0,,100.0,,4.0,,4.0,,,,,,,,,,,,,,,
115287737,Look,throkferoth,87.0,3041.0,50.0,,,57.0,,,50.0,58.0,50.0,67.0,50.0,67.0,50.0,50.0,33.0,20.0,2.0,,,7.0,,,8.0,12.0,10.0,9.0,2.0,12.0,4.0,4.0,3.0,5.0,1.0,,,4.0,,,4.0,7.0,5.0,6.0,1.0,8.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
176648432,Pavema,neptulon,10.0,1881.0,50.0,,,,,100.0,57.0,33.0,55.0,67.0,,33.0,22.0,70.0,0.0,100.0,4.0,,,,,2.0,7.0,6.0,11.0,6.0,,6.0,9.0,10.0,4.0,3.0,2.0,,,,,2.0,4.0,2.0,6.0,4.0,,2.0,2.0,7.0,0.0,3.0,67.0,0.0,3.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
245074253,Лайтревендж,gordunni,97.0,2706.0,86.0,,,50.0,,29.0,,40.0,0.0,100.0,,100.0,100.0,,67.0,0.0,7.0,,,2.0,,7.0,,5.0,1.0,1.0,,1.0,1.0,,6.0,2.0,6.0,,,1.0,,2.0,,2.0,0.0,1.0,,1.0,1.0,,4.0,0.0,,33.0,,6.0,,2.0,,,,,,,,,,,,,,,
171613860,Náthi,dun-modr,126.0,1213.0,,,,0.0,,50.0,0.0,20.0,75.0,100.0,,100.0,100.0,100.0,0.0,67.0,,,,1.0,,2.0,1.0,5.0,4.0,1.0,,1.0,1.0,2.0,2.0,3.0,,,,0.0,,1.0,0.0,1.0,3.0,1.0,,1.0,1.0,2.0,0.0,2.0,,50.0,,2.0,,1.0,0.0,2.0,0.0,,,,,,,,,,,,
77261493,Yunica,ysondre,41.0,180.0,,,,,,,0.0,,33.0,100.0,,0.0,100.0,,,,,,,,,,1.0,,3.0,1.0,,1.0,2.0,,,,,,,,,,0.0,,1.0,1.0,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
188533164,Dhonovhan,silvermoon,5.0,426.0,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
176228063,Aelmarr,zuljin,23.0,263.0,,,,100.0,,,,,,,,,100.0,0.0,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
101848727,Rommanos,ravencrest,28.0,2294.0,0.0,0.0,100.0,100.0,,100.0,75.0,0.0,25.0,75.0,100.0,,50.0,0.0,0.0,33.0,1.0,1.0,2.0,1.0,,3.0,4.0,5.0,4.0,8.0,1.0,,2.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,,3.0,3.0,0.0,1.0,6.0,1.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,14.0,,7.0,,1.0,,,,,,
194875727,Anjelin,kazzak,47.0,188.0,,,,,,,0.0,0.0,75.0,0.0,,0.0,,0.0,,,,,,,,,1.0,1.0,4.0,1.0,,1.0,,1.0,,,,,,,,,0.0,0.0,3.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
78851325,Awakë,dun-modr,69.0,22585.0,68.0,66.0,63.0,67.0,61.0,68.0,74.0,61.0,62.0,62.0,52.0,112.0,67.0,71.0,100.0,100.0,71.0,56.0,51.0,36.0,18.0,63.0,53.0,49.0,58.0,61.0,21.0,8.0,9.0,7.0,4.0,2.0,48.0,37.0,32.0,24.0,11.0,43.0,39.0,30.0,36.0,38.0,11.0,9.0,6.0,5.0,4.0,2.0,283.0,29.0,6.0,7.0,17.0,2.0,,,,,,,,,,,,,,,
163939986,Amnèsiá,hyjal,20.0,1285.0,50.0,0.0,100.0,,0.0,100.0,100.0,50.0,,100.0,,,0.0,,,,4.0,2.0,1.0,,2.0,1.0,5.0,2.0,,2.0,,,1.0,,,,2.0,0.0,1.0,,0.0,1.0,5.0,1.0,,2.0,,,0.0,,,,,,,,,,,,,,100.0,,1.0,,1.0,0.0,1.0,0.0,,,
194348378,Bòromìr,silvermoon,5.0,11559.0,67.0,54.0,55.0,67.0,59.0,68.0,44.0,29.0,57.0,50.0,50.0,,,,0.0,,49.0,48.0,33.0,27.0,22.0,73.0,16.0,7.0,23.0,16.0,2.0,,,,1.0,,33.0,26.0,18.0,18.0,13.0,50.0,7.0,2.0,13.0,8.0,1.0,,,,0.0,,,50.0,,2.0,,1.0,,,,,,,,,,,,,,,
160760092,Духов,gordunni,21.0,467.0,100.0,,,,,100.0,,,,50.0,,,0.0,,,0.0,1.0,,,,,1.0,,,,2.0,,,1.0,,,1.0,1.0,,,,,1.0,,,,1.0,,,0.0,,,0.0,,50.0,,2.0,,1.0,,,,,,,,,,,,,,,
150819008,Opticazar,silvermoon,33.0,10540.0,44.0,43.0,45.0,74.0,50.0,59.0,25.0,67.0,67.0,62.0,29.0,133.0,,,0.0,,16.0,37.0,40.0,19.0,10.0,22.0,4.0,9.0,6.0,8.0,7.0,3.0,,,1.0,,7.0,16.0,18.0,14.0,5.0,13.0,1.0,6.0,4.0,5.0,2.0,4.0,,,0.0,,,50.0,,2.0,,1.0,,,,100.0,50.0,1.0,4.0,1.0,2.0,,,,,,
