character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Arathi Basin Winter played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Arathi Basin Winter won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Deepwind Gorge win_rate,Deepwind Gorge played,Deepwind Gorge won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Southshore vs. Tarren Mill win_rate,Cooking: Impossible win_rate,Southshore vs. Tarren Mill played,Cooking: Impossible played,Southshore vs. Tarren Mill won,Cooking: Impossible won
144130261,Postedeguill,dalaran,37.0,12301.0,62.0,50.0,46.0,59.0,67.0,57.0,27.0,50.0,53.0,56.0,60.0,0.0,0.0,100.0,29.0,100.0,60.0,100.0,24.0,40.0,26.0,27.0,12.0,7.0,11.0,16.0,15.0,9.0,5.0,2.0,3.0,10.0,7.0,1.0,5.0,2.0,15.0,20.0,12.0,16.0,8.0,4.0,3.0,8.0,8.0,5.0,3.0,0.0,0.0,10.0,2.0,1.0,3.0,2.0,,,,,,,,,,,,,,,
109069073,Khalep,suramar,66.0,1398.0,,,,50.0,,,0.0,29.0,17.0,25.0,0.0,,,67.0,100.0,,100.0,,,,,2.0,,,1.0,7.0,6.0,4.0,2.0,,,3.0,2.0,,1.0,,,,,1.0,,,0.0,2.0,1.0,1.0,0.0,,,2.0,2.0,,1.0,,0.0,1.0,0.0,,,,,,,,,,,,
122340550,Gøt,draenor,109.0,28062.0,59.0,52.0,52.0,55.0,64.0,52.0,55.0,54.0,54.0,59.0,45.0,53.0,55.0,79.0,57.0,53.0,72.0,100.0,58.0,48.0,33.0,47.0,14.0,52.0,76.0,57.0,56.0,58.0,20.0,15.0,11.0,24.0,21.0,15.0,29.0,5.0,34.0,25.0,17.0,26.0,9.0,27.0,42.0,31.0,30.0,34.0,9.0,8.0,6.0,19.0,12.0,8.0,21.0,5.0,59.0,17.0,10.0,100.0,3.0,3.0,,,,,,,,,
64384723,Nucléøtøm,medivh,27.0,5780.0,60.0,60.0,47.0,22.0,43.0,100.0,0.0,67.0,60.0,38.0,33.0,,100.0,,,0.0,,,10.0,10.0,17.0,9.0,7.0,3.0,6.0,3.0,5.0,13.0,3.0,,1.0,,,2.0,,,6.0,6.0,8.0,2.0,3.0,3.0,0.0,2.0,3.0,5.0,1.0,,1.0,,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,
166079251,Steks,blades-edge,22.0,20841.0,48.0,59.0,62.0,49.0,64.0,48.0,33.0,82.0,38.0,58.0,40.0,,67.0,100.0,70.0,57.0,60.0,,160.0,49.0,93.0,43.0,61.0,23.0,15.0,11.0,26.0,12.0,5.0,,3.0,3.0,10.0,7.0,5.0,,77.0,29.0,58.0,21.0,39.0,11.0,5.0,9.0,10.0,7.0,2.0,,2.0,3.0,7.0,4.0,3.0,,25.0,4.0,1.0,,,,14.0,7.0,1.0,,,,,,
189570109,Изэраа,gordunni,229.0,36220.0,14.0,45.0,54.0,58.0,58.0,33.0,46.0,60.0,58.0,40.0,58.0,,50.0,115.0,69.0,50.0,42.0,100.0,43.0,40.0,24.0,33.0,19.0,42.0,26.0,48.0,36.0,40.0,31.0,,2.0,13.0,16.0,14.0,19.0,1.0,6.0,18.0,13.0,19.0,11.0,14.0,12.0,29.0,21.0,16.0,18.0,,1.0,15.0,11.0,7.0,8.0,1.0,100.0,2.0,2.0,,,,14.0,7.0,1.0,,,,,,
211942967,Бычито,thermaplugg,32.0,10426.0,75.0,67.0,25.0,81.0,,73.0,35.0,63.0,53.0,57.0,64.0,,,65.0,39.0,78.0,100.0,,4.0,3.0,8.0,16.0,,11.0,17.0,19.0,19.0,21.0,22.0,,,17.0,18.0,9.0,2.0,,3.0,2.0,2.0,13.0,,8.0,6.0,12.0,10.0,12.0,14.0,,,11.0,7.0,7.0,2.0,,67.0,3.0,2.0,,,,100.0,1.0,1.0,,,,,,
128177353,Holijust,kazzak,7.0,9620.0,49.0,27.0,38.0,33.0,11.0,55.0,12.0,33.0,0.0,83.0,,,,0.0,,,,,70.0,55.0,29.0,48.0,9.0,11.0,8.0,3.0,6.0,6.0,,,,2.0,,,,,34.0,15.0,11.0,16.0,1.0,6.0,1.0,1.0,0.0,5.0,,,,0.0,,,,,,,,,,,,,,,,,,,
154057664,Malwéthiel,kirin-tor,84.0,5572.0,44.0,33.0,0.0,0.0,,50.0,65.0,71.0,21.0,27.0,80.0,0.0,,250.0,20.0,,50.0,100.0,9.0,12.0,4.0,2.0,,8.0,17.0,7.0,24.0,11.0,5.0,1.0,,2.0,5.0,,6.0,14.0,4.0,4.0,0.0,0.0,,4.0,11.0,5.0,5.0,3.0,4.0,0.0,,5.0,1.0,,3.0,14.0,33.0,3.0,1.0,,,,0.0,4.0,0.0,,,,,,
87769201,Smö,suramar,10.0,5109.0,33.0,50.0,0.0,40.0,33.0,78.0,50.0,0.0,50.0,29.0,40.0,,,100.0,100.0,67.0,,,3.0,4.0,4.0,5.0,3.0,9.0,2.0,2.0,4.0,7.0,5.0,,,1.0,2.0,3.0,,,1.0,2.0,0.0,2.0,1.0,7.0,1.0,0.0,2.0,2.0,2.0,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,
72084963,Soulbeat,antonidas,11.0,13465.0,62.0,64.0,35.0,48.0,31.0,76.0,60.0,18.0,0.0,56.0,20.0,48.0,50.0,,,,62.0,,37.0,25.0,20.0,21.0,13.0,29.0,15.0,11.0,6.0,16.0,5.0,21.0,2.0,,,,16.0,,23.0,16.0,7.0,10.0,4.0,22.0,9.0,2.0,0.0,9.0,1.0,10.0,1.0,,,,10.0,,,,,,,,47.0,30.0,14.0,,,,,,
168998405,Sarthigas,dalaran,23.0,7694.0,55.0,,,57.0,,81.0,60.0,47.0,70.0,43.0,,67.0,,88.0,64.0,62.0,56.0,,33.0,,,7.0,,27.0,10.0,15.0,10.0,7.0,,6.0,,8.0,11.0,13.0,18.0,,18.0,,,4.0,,22.0,6.0,7.0,7.0,3.0,,4.0,,7.0,7.0,8.0,10.0,,57.0,7.0,4.0,,,,,,,,,,,,
174098353,Paladili,ragnaros,3.0,617.0,40.0,,,,,0.0,0.0,,100.0,,,100.0,,,50.0,0.0,50.0,,5.0,,,,,1.0,1.0,,1.0,,,1.0,,,2.0,1.0,2.0,,2.0,,,,,0.0,0.0,,1.0,,,1.0,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,
96884524,Zinora,gorgonnash,37.0,15904.0,59.0,48.0,74.0,67.0,63.0,58.0,43.0,33.0,44.0,60.0,75.0,,,,,,100.0,,58.0,54.0,43.0,46.0,52.0,26.0,7.0,3.0,9.0,5.0,4.0,,,,,,1.0,,34.0,26.0,32.0,31.0,33.0,15.0,3.0,1.0,4.0,3.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,,
107953820,Simsies,ravencrest,4.0,944.0,50.0,100.0,100.0,,,0.0,67.0,,100.0,0.0,100.0,0.0,,100.0,,,,,8.0,2.0,3.0,,,4.0,3.0,,1.0,2.0,1.0,2.0,,1.0,,,,,4.0,2.0,3.0,,,0.0,2.0,,1.0,0.0,1.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,
102528126,Cullen,ravencrest,17.0,5613.0,43.0,60.0,40.0,45.0,50.0,25.0,50.0,50.0,62.0,62.0,100.0,50.0,50.0,40.0,67.0,100.0,100.0,100.0,7.0,5.0,5.0,11.0,4.0,8.0,2.0,6.0,8.0,13.0,4.0,2.0,6.0,5.0,6.0,3.0,3.0,5.0,3.0,3.0,2.0,5.0,2.0,2.0,1.0,3.0,5.0,8.0,4.0,1.0,3.0,2.0,4.0,3.0,3.0,5.0,50.0,4.0,2.0,,,,,,,,,,,,
124836866,Samyrite,khaz-modan,18.0,3338.0,46.0,100.0,0.0,0.0,0.0,0.0,50.0,67.0,17.0,50.0,0.0,,,,,,,,54.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,12.0,2.0,1.0,,,,,,,,25.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,,,,,,,,,,,,,,50.0,2.0,1.0,,,,,,
209749715,Энурез,gordunni,26.0,7821.0,42.0,,,40.0,,25.0,67.0,60.0,33.0,43.0,,50.0,100.0,50.0,50.0,56.0,21.0,,24.0,,,10.0,,20.0,9.0,10.0,6.0,14.0,,14.0,1.0,6.0,6.0,9.0,14.0,,10.0,,,4.0,,5.0,6.0,6.0,2.0,6.0,,7.0,1.0,3.0,3.0,5.0,3.0,,36.0,11.0,4.0,100.0,1.0,1.0,,,,,,,,,
153715933,Bala,suramar,23.0,917.0,,,,0.0,,100.0,50.0,33.0,67.0,50.0,,100.0,,0.0,0.0,0.0,100.0,,,,,1.0,,1.0,2.0,3.0,3.0,2.0,,1.0,,1.0,1.0,2.0,1.0,,,,,0.0,,1.0,1.0,1.0,2.0,1.0,,1.0,,0.0,0.0,0.0,1.0,,33.0,3.0,1.0,,,,,,,,,,,,
107271066,Twardziejszy,ravencrest,5.0,872.0,100.0,,,0.0,,100.0,33.0,0.0,100.0,100.0,,,,50.0,100.0,100.0,50.0,,1.0,,,1.0,,1.0,3.0,1.0,1.0,2.0,,,,2.0,1.0,1.0,4.0,,1.0,,,0.0,,1.0,1.0,0.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,,100.0,1.0,1.0,0.0,1.0,0.0,100.0,1.0,1.0,,,,,,
177564688,Spirittrox,dalaran,30.0,9332.0,80.0,20.0,40.0,60.0,0.0,50.0,46.0,21.0,16.0,25.0,62.0,33.0,,33.0,11.0,50.0,17.0,,5.0,10.0,5.0,10.0,6.0,6.0,26.0,19.0,19.0,32.0,8.0,3.0,,12.0,9.0,8.0,6.0,,4.0,2.0,2.0,6.0,0.0,3.0,12.0,4.0,3.0,8.0,5.0,1.0,,4.0,1.0,4.0,1.0,,50.0,8.0,4.0,,,,,,,,,,,,
145840142,Reshela,tarren-mill,2.0,45116.0,38.0,47.0,60.0,51.0,49.0,37.0,58.0,45.0,59.0,51.0,42.0,,,,,,,,153.0,169.0,136.0,132.0,97.0,127.0,115.0,44.0,102.0,39.0,19.0,,,,,,,,58.0,80.0,81.0,67.0,48.0,47.0,67.0,20.0,60.0,20.0,8.0,,,,,,,,,,,,,,,,,,,,,,
37810006,Bladerûnner,suramar,20.0,17082.0,57.0,44.0,26.0,33.0,41.0,31.0,50.0,36.0,0.0,22.0,60.0,,,40.0,75.0,0.0,50.0,,21.0,57.0,42.0,45.0,61.0,16.0,6.0,11.0,5.0,9.0,5.0,,,5.0,4.0,2.0,4.0,,12.0,25.0,11.0,15.0,25.0,5.0,3.0,4.0,0.0,2.0,3.0,,,2.0,3.0,0.0,2.0,,33.0,3.0,1.0,,,,,,,,,,,,
63840969,Wirbely,medivh,20.0,17083.0,59.0,67.0,77.0,87.0,58.0,33.0,33.0,50.0,67.0,36.0,100.0,,,100.0,100.0,67.0,0.0,,22.0,86.0,64.0,23.0,12.0,9.0,6.0,16.0,12.0,11.0,1.0,,,4.0,1.0,3.0,1.0,,13.0,58.0,49.0,20.0,7.0,3.0,2.0,8.0,8.0,4.0,1.0,,,4.0,1.0,2.0,0.0,,100.0,1.0,1.0,,,,,,,,,,,,
75425149,Athamon,dun-modr,24.0,4164.0,75.0,32.0,48.0,33.0,73.0,50.0,62.0,44.0,52.0,38.0,100.0,,,0.0,,100.0,,,8.0,19.0,21.0,12.0,22.0,2.0,29.0,16.0,29.0,29.0,1.0,,,1.0,,1.0,,,6.0,6.0,10.0,4.0,16.0,1.0,18.0,7.0,15.0,11.0,1.0,,,0.0,,1.0,,,0.0,2.0,0.0,,,,,,,,,,,,
159382094,Sylphark,suramar,31.0,3849.0,50.0,67.0,0.0,100.0,0.0,31.0,0.0,9.0,43.0,46.0,0.0,0.0,,20.0,100.0,0.0,50.0,100.0,14.0,3.0,1.0,2.0,1.0,16.0,3.0,11.0,14.0,13.0,1.0,1.0,,5.0,1.0,1.0,8.0,1.0,7.0,2.0,0.0,2.0,0.0,5.0,0.0,1.0,6.0,6.0,0.0,0.0,,1.0,1.0,0.0,4.0,1.0,,,,,,,,,,,,,,,
170039370,Akilim,eldrethalas,3.0,5144.0,,,0.0,,50.0,40.0,0.0,50.0,,40.0,,,,0.0,50.0,0.0,,,,,1.0,,4.0,5.0,1.0,2.0,,5.0,,,,1.0,2.0,1.0,,,,,0.0,,2.0,2.0,0.0,1.0,,2.0,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
91023223,Warne,kaelthas,18.0,5671.0,100.0,67.0,50.0,75.0,67.0,83.0,33.0,13.0,50.0,31.0,60.0,,,,,,,,1.0,3.0,4.0,4.0,6.0,6.0,9.0,15.0,10.0,13.0,5.0,,,,,,,,1.0,2.0,2.0,3.0,4.0,5.0,3.0,2.0,5.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,
194407697,Stanks,hyjal,5.0,451.0,50.0,,,,,,33.0,0.0,,50.0,,0.0,,,0.0,,0.0,,2.0,,,,,,3.0,3.0,,2.0,,1.0,,,1.0,,2.0,,1.0,,,,,,1.0,0.0,,1.0,,0.0,,,0.0,,0.0,,0.0,2.0,0.0,0.0,1.0,0.0,,,,,,,,,
159423076,Merogion,medivh,13.0,2333.0,0.0,25.0,,100.0,67.0,0.0,50.0,43.0,0.0,50.0,33.0,100.0,0.0,0.0,,,67.0,,2.0,4.0,,2.0,3.0,3.0,6.0,7.0,4.0,6.0,3.0,3.0,1.0,1.0,,,3.0,,0.0,1.0,,2.0,2.0,0.0,3.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,,,2.0,,,,,,,,,,,,,,,,
159520066,Staybøømer,medivh,28.0,8653.0,57.0,33.0,47.0,46.0,53.0,,0.0,,0.0,,,100.0,,,,,,,7.0,48.0,38.0,28.0,15.0,,1.0,,1.0,,,1.0,,,,,,,4.0,16.0,18.0,13.0,8.0,,0.0,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
94983254,Natsubasa,ysondre,26.0,5886.0,53.0,0.0,100.0,57.0,100.0,62.0,67.0,80.0,62.0,56.0,0.0,60.0,50.0,50.0,29.0,100.0,38.0,,15.0,4.0,3.0,7.0,3.0,16.0,3.0,5.0,8.0,9.0,1.0,5.0,4.0,2.0,7.0,3.0,8.0,,8.0,0.0,3.0,4.0,3.0,10.0,2.0,4.0,5.0,5.0,0.0,3.0,2.0,1.0,2.0,3.0,3.0,,33.0,3.0,1.0,,,,50.0,2.0,1.0,,,,,,
156086511,Thýráel,blackhand,8.0,6382.0,37.0,50.0,42.0,58.0,64.0,29.0,35.0,57.0,41.0,47.0,62.0,,,,,,,,19.0,26.0,19.0,12.0,14.0,21.0,17.0,21.0,17.0,15.0,21.0,,,,,,,,7.0,13.0,8.0,7.0,9.0,6.0,6.0,12.0,7.0,7.0,13.0,,,,,,,,,,,,,,,,,,,,,,
116387848,Диахрон,galakrond,33.0,8230.0,20.0,54.0,57.0,100.0,57.0,50.0,65.0,48.0,56.0,48.0,50.0,,,150.0,100.0,50.0,67.0,,5.0,13.0,14.0,9.0,14.0,6.0,23.0,23.0,18.0,21.0,18.0,,,4.0,4.0,4.0,3.0,,1.0,7.0,8.0,9.0,8.0,3.0,15.0,11.0,10.0,10.0,9.0,,,6.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,
47118729,Thortue,suramar,40.0,7505.0,40.0,52.0,57.0,33.0,55.0,54.0,39.0,53.0,31.0,21.0,0.0,0.0,,60.0,0.0,0.0,70.0,,15.0,23.0,21.0,12.0,11.0,13.0,18.0,17.0,26.0,19.0,1.0,3.0,,5.0,3.0,4.0,10.0,,6.0,12.0,12.0,4.0,6.0,7.0,7.0,9.0,8.0,4.0,0.0,0.0,,3.0,0.0,0.0,7.0,,0.0,3.0,0.0,,,,38.0,8.0,3.0,,,,,,
156554070,Lkm,medivh,35.0,56008.0,57.0,56.0,54.0,48.0,52.0,55.0,64.0,46.0,46.0,40.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,100.0,122.0,283.0,161.0,143.0,132.0,66.0,36.0,13.0,37.0,10.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,29.0,70.0,158.0,87.0,68.0,68.0,36.0,23.0,6.0,17.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,,,,,,,0.0,2.0,0.0,,,,,,
154609427,Phillie,tarren-mill,5.0,149.0,,,,,,,100.0,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
162344623,Alkemuu,sanguino,12.0,281.0,100.0,,,0.0,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163519387,Hellpaladin,sanguino,72.0,1706.0,33.0,0.0,67.0,67.0,20.0,,,25.0,60.0,75.0,,100.0,,0.0,50.0,67.0,,,3.0,2.0,3.0,6.0,5.0,,,4.0,10.0,4.0,,1.0,,1.0,2.0,3.0,,,1.0,0.0,2.0,4.0,1.0,,,1.0,6.0,3.0,,1.0,,0.0,1.0,2.0,,,67.0,3.0,2.0,,,,,,,,,,,,
127322677,Verveine,thrall,50.0,15467.0,59.0,64.0,38.0,54.0,61.0,52.0,65.0,25.0,50.0,67.0,100.0,,,0.0,0.0,40.0,0.0,,51.0,33.0,32.0,26.0,23.0,23.0,17.0,16.0,22.0,15.0,1.0,,,1.0,1.0,5.0,1.0,,30.0,21.0,12.0,14.0,14.0,12.0,11.0,4.0,11.0,10.0,1.0,,,0.0,0.0,2.0,0.0,,0.0,2.0,0.0,500.0,1.0,5.0,100.0,2.0,2.0,,,,,,
64383491,Exxodus,medivh,5.0,1188.0,67.0,0.0,100.0,50.0,50.0,100.0,,29.0,50.0,33.0,,,,0.0,,,,,3.0,1.0,1.0,2.0,2.0,1.0,,7.0,2.0,6.0,,,,1.0,,,,,2.0,0.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,
158303395,Loves,dun-modr,17.0,2087.0,0.0,,,100.0,,50.0,,100.0,50.0,60.0,,,,100.0,100.0,100.0,50.0,,1.0,,,2.0,,2.0,,3.0,2.0,5.0,,,,1.0,1.0,1.0,4.0,,0.0,,,2.0,,1.0,,3.0,1.0,3.0,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
170388153,Maxiimus,eldrethalas,14.0,7162.0,23.0,66.0,35.0,48.0,40.0,43.0,64.0,56.0,60.0,55.0,0.0,50.0,100.0,50.0,50.0,56.0,67.0,100.0,22.0,38.0,20.0,21.0,5.0,21.0,14.0,9.0,10.0,11.0,2.0,4.0,2.0,6.0,2.0,9.0,3.0,3.0,5.0,25.0,7.0,10.0,2.0,9.0,9.0,5.0,6.0,6.0,0.0,2.0,2.0,3.0,1.0,5.0,2.0,3.0,75.0,8.0,6.0,,,,100.0,1.0,1.0,,,,,,
91207120,Dèeper,chants-éternels,36.0,7839.0,53.0,43.0,47.0,50.0,100.0,55.0,35.0,44.0,40.0,62.0,55.0,12.0,60.0,78.0,33.0,50.0,38.0,,17.0,21.0,17.0,24.0,1.0,11.0,17.0,18.0,20.0,16.0,11.0,8.0,5.0,9.0,9.0,2.0,8.0,,9.0,9.0,8.0,12.0,1.0,6.0,6.0,8.0,8.0,10.0,6.0,1.0,3.0,7.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,
169167493,Barthelemy,argent-dawn,25.0,19559.0,34.0,42.0,25.0,32.0,58.0,50.0,86.0,62.0,23.0,56.0,,,,,,,,,50.0,73.0,75.0,38.0,33.0,14.0,7.0,8.0,13.0,9.0,,,,,,,,,17.0,31.0,19.0,12.0,19.0,7.0,6.0,5.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,
116034566,Klîxx,antonidas,28.0,193.0,,,,,,,,,,100.0,,,,,,,100.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
76744501,Alícíen,blackhand,3.0,229.0,,100.0,0.0,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169009457,Aleyah,genjuros,23.0,15830.0,44.0,29.0,32.0,40.0,35.0,37.0,33.0,40.0,37.0,11.0,25.0,29.0,,50.0,25.0,33.0,50.0,,36.0,65.0,31.0,20.0,26.0,27.0,18.0,10.0,19.0,9.0,8.0,7.0,,2.0,4.0,3.0,4.0,,16.0,19.0,10.0,8.0,9.0,10.0,6.0,4.0,7.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,,67.0,3.0,2.0,,,,,,,,,,,,
155662580,Rubycat,ragnaros,25.0,1429.0,0.0,,,25.0,,33.0,75.0,33.0,0.0,100.0,,100.0,,33.0,100.0,0.0,0.0,,1.0,,,4.0,,3.0,4.0,3.0,3.0,1.0,,1.0,,3.0,1.0,1.0,2.0,,0.0,,,1.0,,1.0,3.0,1.0,0.0,1.0,,1.0,,1.0,1.0,0.0,0.0,,100.0,4.0,4.0,,,,,,,,,,,,
152784346,Filgore,ulduar,6.0,18179.0,53.0,30.0,54.0,35.0,56.0,58.0,67.0,50.0,63.0,42.0,100.0,,,100.0,0.0,0.0,50.0,,58.0,87.0,92.0,52.0,43.0,31.0,27.0,12.0,38.0,12.0,1.0,,,1.0,2.0,1.0,2.0,,31.0,26.0,50.0,18.0,24.0,18.0,18.0,6.0,24.0,5.0,1.0,,,1.0,0.0,0.0,1.0,,,,,,,,0.0,1.0,0.0,,,,,,
114553032,Hästur,medivh,20.0,6601.0,33.0,50.0,33.0,64.0,25.0,0.0,60.0,45.0,38.0,25.0,33.0,,,100.0,40.0,43.0,,,9.0,10.0,9.0,14.0,4.0,5.0,10.0,11.0,8.0,12.0,6.0,,,6.0,5.0,7.0,,,3.0,5.0,3.0,9.0,1.0,0.0,6.0,5.0,3.0,3.0,2.0,,,6.0,2.0,3.0,,,50.0,2.0,1.0,,,,89.0,9.0,8.0,,,,,,
237413017,Рэдхарт,borean-tundra,5.0,189.0,,,0.0,100.0,,100.0,100.0,100.0,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,0.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
222664549,Kentril,sylvanas,191.0,12906.0,42.0,62.0,63.0,68.0,50.0,50.0,25.0,14.0,100.0,33.0,100.0,,,,,,,,12.0,39.0,30.0,31.0,12.0,12.0,4.0,7.0,1.0,6.0,2.0,,,,,,,,5.0,24.0,19.0,21.0,6.0,6.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
90169938,Makemedream,dalaran,36.0,46657.0,58.0,46.0,54.0,47.0,41.0,59.0,48.0,45.0,59.0,38.0,0.0,33.0,,33.0,0.0,0.0,33.0,,64.0,79.0,78.0,83.0,75.0,61.0,25.0,11.0,29.0,16.0,2.0,15.0,,3.0,2.0,1.0,9.0,,37.0,36.0,42.0,39.0,31.0,36.0,12.0,5.0,17.0,6.0,0.0,5.0,,1.0,0.0,0.0,3.0,,100.0,1.0,1.0,,,,,,,,,,,,
158626001,Rocoquelicot,medivh,3.0,704.0,0.0,100.0,0.0,0.0,,0.0,0.0,50.0,67.0,67.0,,,,,,100.0,,,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,6.0,3.0,,,,,,1.0,,,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,4.0,2.0,,,,,,1.0,,,0.0,1.0,0.0,,,,,,,,,,,,
154260428,Rimpack,suramar,46.0,9822.0,20.0,50.0,64.0,27.0,,60.0,73.0,48.0,36.0,52.0,40.0,100.0,40.0,43.0,50.0,50.0,71.0,100.0,10.0,22.0,14.0,15.0,,5.0,15.0,21.0,14.0,25.0,15.0,1.0,20.0,28.0,10.0,24.0,7.0,7.0,2.0,11.0,9.0,4.0,,3.0,11.0,10.0,5.0,13.0,6.0,1.0,8.0,12.0,5.0,12.0,5.0,7.0,50.0,2.0,1.0,,,,,,,,,,,,
150667481,Tahrtaros,dalaran,6.0,116.0,,,,,,,,,100.0,,,,,100.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
155958062,Rhôx,uldaman,2.0,554.0,,,,,,0.0,100.0,,,,,100.0,,,,100.0,50.0,,,,,,,1.0,1.0,,,,,1.0,,,,1.0,2.0,,,,,,,0.0,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
112451970,Yveajr,suramar,1.0,369.0,25.0,,,100.0,,,,,,,,0.0,,,,,100.0,,4.0,,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,
155799508,Theödric,kirin-tor,3.0,549.0,,,,0.0,,,100.0,0.0,100.0,50.0,,,,0.0,100.0,33.0,,,,,,1.0,,,2.0,2.0,1.0,2.0,,,,1.0,3.0,3.0,,,,,,0.0,,,2.0,0.0,1.0,1.0,,,,0.0,3.0,1.0,,,100.0,3.0,3.0,,,,,,,,,,,,
90838322,Alchëmïst,kaelthas,57.0,15820.0,54.0,41.0,40.0,69.0,24.0,14.0,0.0,0.0,33.0,50.0,,,,,,100.0,,,13.0,37.0,30.0,26.0,33.0,14.0,3.0,1.0,3.0,4.0,,,,,,2.0,,,7.0,15.0,12.0,18.0,8.0,2.0,0.0,0.0,1.0,2.0,,,,,,2.0,,,0.0,1.0,0.0,,,,,,,,,,,,
197803161,Yoishi,hyjal,1.0,143.0,,,,,,,,,,0.0,,100.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,
176995816,Chroner,burning-legion,4.0,375.0,,,,,,,,,100.0,67.0,,100.0,100.0,100.0,0.0,0.0,,,,,,,,,,,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,2.0,,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
142605589,Spôrki,malygos,10.0,1970.0,100.0,,,33.0,,60.0,50.0,0.0,75.0,50.0,,60.0,,0.0,33.0,0.0,100.0,,2.0,,,3.0,,5.0,2.0,1.0,4.0,4.0,,5.0,,1.0,3.0,1.0,1.0,,2.0,,,1.0,,3.0,1.0,0.0,3.0,2.0,,3.0,,0.0,1.0,0.0,1.0,,33.0,3.0,1.0,,,,,,,,,,,,
