character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Eye of the Storm win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Eye of the Storm played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Eye of the Storm won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Strand of the Ancients win_rate,Korrak's Revenge win_rate,Classic Warsong Gulch played,Classic Arathi Basin played,Strand of the Ancients played,Korrak's Revenge played,Classic Warsong Gulch won,Classic Arathi Basin won,Strand of the Ancients won,Korrak's Revenge won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Ashran win_rate,Ashran played,Ashran won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
113620817,Cykapala,ravencrest,15.0,3411.0,67.0,53.0,67.0,50.0,86.0,100.0,17.0,100.0,67.0,25.0,75.0,100.0,50.0,3.0,15.0,3.0,4.0,7.0,2.0,6.0,1.0,3.0,4.0,4.0,2.0,4.0,2.0,8.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78845600,Ruael,das-syndikat,30.0,40083.0,74.0,51.0,59.0,47.0,12.0,23.0,53.0,46.0,,100.0,,,0.0,273.0,59.0,58.0,17.0,8.0,22.0,34.0,26.0,,1.0,,,1.0,201.0,30.0,34.0,8.0,1.0,5.0,18.0,12.0,,1.0,,,0.0,44.0,54.0,44.0,27.0,52.0,56.0,70.0,15.0,23.0,30.0,31.0,4.0,,,,,,,,,,,,,,,,,,
114336886,Vanlor,eredar,74.0,907.0,,,100.0,0.0,0.0,,60.0,0.0,100.0,,0.0,,,,,1.0,2.0,1.0,,5.0,1.0,2.0,,1.0,,,,,1.0,0.0,0.0,,3.0,0.0,2.0,,0.0,,,,,,,,,,,,,,,100.0,1.0,1.0,,,,,,,,,,,,,,,
163405904,Fløy,draenor,8.0,149.0,,50.0,,,,,,,0.0,0.0,,,100.0,,2.0,,,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165147471,Maxbaby,dalaran,51.0,446.0,,,,,100.0,0.0,0.0,,,50.0,0.0,,0.0,,,,,1.0,2.0,2.0,,,4.0,2.0,,2.0,,,,,1.0,0.0,0.0,,,2.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165793821,Oldmanslagn,argent-dawn,13.0,1751.0,0.0,50.0,75.0,57.0,100.0,20.0,67.0,40.0,,,100.0,,50.0,2.0,4.0,4.0,7.0,2.0,5.0,6.0,5.0,,,2.0,,2.0,0.0,2.0,3.0,4.0,2.0,1.0,4.0,2.0,,,2.0,,1.0,80.0,0.0,0.0,,5.0,1.0,5.0,,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
180109619,Yaminosenshi,hellfire,7.0,3749.0,67.0,67.0,0.0,33.0,67.0,0.0,,,,60.0,0.0,33.0,67.0,3.0,3.0,2.0,3.0,3.0,1.0,,,,5.0,1.0,3.0,3.0,2.0,2.0,0.0,1.0,2.0,0.0,,,,3.0,0.0,1.0,2.0,0.0,0.0,,50.0,1.0,1.0,,4.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,
93030662,Walor,ysondre,11.0,886.0,50.0,,,50.0,100.0,100.0,80.0,,67.0,0.0,100.0,,33.0,2.0,,,2.0,2.0,1.0,5.0,,3.0,1.0,1.0,,3.0,1.0,,,1.0,2.0,1.0,4.0,,2.0,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134791701,Dinnadan,burning-legion,35.0,1683.0,,67.0,100.0,50.0,50.0,33.0,40.0,100.0,0.0,0.0,100.0,,0.0,,6.0,1.0,2.0,4.0,3.0,5.0,2.0,1.0,2.0,1.0,,1.0,,4.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,,0.0,100.0,38.0,67.0,,4.0,8.0,3.0,,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,
136601841,Masari,kult-der-verdammten,16.0,812.0,100.0,60.0,33.0,,25.0,100.0,100.0,,100.0,100.0,,50.0,,1.0,5.0,3.0,,4.0,1.0,1.0,,1.0,1.0,,2.0,,1.0,3.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,100.0,2.0,2.0,,,,,,,,,,,,
193746349,Keppa,hyjal,17.0,911.0,,67.0,100.0,67.0,67.0,29.0,0.0,,0.0,75.0,0.0,,40.0,,3.0,1.0,3.0,6.0,7.0,5.0,,3.0,4.0,3.0,,5.0,,2.0,1.0,2.0,4.0,2.0,0.0,,0.0,3.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,100.0,3.0,3.0,,,,,,,,,
175395828,Churumlight,sanguino,21.0,422.0,0.0,0.0,0.0,,,,100.0,,100.0,,50.0,,100.0,1.0,1.0,1.0,,,,2.0,,1.0,,2.0,,1.0,0.0,0.0,0.0,,,,2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,100.0,1.0,1.0,,,,,,,,,,,,
111135416,Lennáx,aegwynn,11.0,4946.0,73.0,57.0,29.0,33.0,44.0,54.0,70.0,40.0,50.0,0.0,100.0,0.0,,22.0,7.0,7.0,9.0,9.0,13.0,10.0,5.0,2.0,1.0,1.0,2.0,,16.0,4.0,2.0,3.0,4.0,7.0,7.0,2.0,1.0,0.0,1.0,0.0,,56.0,57.0,67.0,,9.0,7.0,3.0,,5.0,4.0,2.0,,,,,,,,,,,100.0,1.0,1.0,,,,,,
117031845,Sennaj,frostwolf,11.0,793.0,40.0,,40.0,0.0,0.0,100.0,100.0,0.0,,,,0.0,,5.0,,5.0,1.0,2.0,1.0,1.0,1.0,,,,1.0,,2.0,,2.0,0.0,0.0,1.0,1.0,0.0,,,,0.0,,0.0,,,100.0,2.0,,,1.0,0.0,,,1.0,100.0,9.0,9.0,,,,,,,,,,,,,,,
153490719,Tatiyani,twisting-nether,24.0,96635.0,60.0,53.0,75.0,59.0,53.0,53.0,64.0,61.0,,,,,100.0,115.0,210.0,179.0,482.0,273.0,301.0,324.0,163.0,,,,,1.0,69.0,112.0,134.0,283.0,146.0,160.0,206.0,99.0,,,,,1.0,65.0,53.0,45.0,,497.0,423.0,139.0,,325.0,224.0,62.0,,,,,,,,,,,,,,,,,,,
176648432,Pavema,neptulon,10.0,1881.0,50.0,,100.0,57.0,33.0,55.0,67.0,,33.0,22.0,70.0,0.0,100.0,4.0,,2.0,7.0,6.0,11.0,6.0,,6.0,9.0,10.0,4.0,3.0,2.0,,2.0,4.0,2.0,6.0,4.0,,2.0,2.0,7.0,0.0,3.0,,,,,,,,,,,,,,,,0.0,2.0,0.0,67.0,3.0,2.0,,,,,,,,,
107271066,Twardziejszy,ravencrest,5.0,872.0,100.0,0.0,100.0,33.0,0.0,100.0,100.0,,50.0,100.0,100.0,50.0,100.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,,2.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,,,,100.0,,,,1.0,,,,1.0,,,,,,,0.0,1.0,0.0,,,,,,,,,
165768825,Rottedskin,thrall,37.0,800.0,60.0,100.0,33.0,0.0,,0.0,0.0,,,,,,,5.0,1.0,3.0,1.0,,1.0,1.0,,,,,,,3.0,1.0,1.0,0.0,,0.0,0.0,,,,,,,50.0,100.0,,,6.0,2.0,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,
179753379,Сендила,gordunni,378.0,43536.0,74.0,67.0,76.0,69.0,68.0,74.0,60.0,62.0,79.0,66.0,57.0,81.0,83.0,73.0,64.0,72.0,84.0,87.0,84.0,102.0,34.0,72.0,104.0,49.0,59.0,35.0,54.0,43.0,55.0,58.0,59.0,62.0,61.0,21.0,57.0,69.0,28.0,48.0,29.0,100.0,100.0,,,1.0,1.0,,,1.0,1.0,,,100.0,13.0,13.0,38.0,8.0,3.0,,,,64.0,14.0,9.0,,,,,,
166502045,Fæ,die-todeskrallen,1.0,145.0,0.0,,,,,,0.0,,,,,0.0,,1.0,,,,,,1.0,,,,,1.0,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161175764,Orsola,garrosh,9.0,15439.0,53.0,61.0,60.0,61.0,50.0,63.0,67.0,75.0,,50.0,0.0,,100.0,34.0,33.0,35.0,49.0,6.0,46.0,9.0,4.0,,2.0,1.0,,2.0,18.0,20.0,21.0,30.0,3.0,29.0,6.0,3.0,,1.0,0.0,,2.0,57.0,61.0,47.0,,75.0,51.0,34.0,,43.0,31.0,16.0,,100.0,2.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,
105079508,Ilonura,dethecus,2.0,118.0,0.0,,0.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167570758,Domas,die-todeskrallen,2.0,1749.0,33.0,0.0,,0.0,33.0,,25.0,0.0,,,,,,3.0,1.0,,1.0,6.0,,4.0,1.0,,,,,,1.0,0.0,,0.0,2.0,,1.0,0.0,,,,,,33.0,33.0,0.0,,3.0,3.0,2.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
208307745,Silverdawn,runetotem,25.0,50078.0,57.0,62.0,57.0,70.0,67.0,56.0,67.0,73.0,67.0,33.0,25.0,33.0,56.0,130.0,165.0,70.0,201.0,147.0,181.0,153.0,79.0,6.0,3.0,4.0,3.0,9.0,74.0,103.0,40.0,140.0,99.0,102.0,102.0,58.0,4.0,1.0,1.0,1.0,5.0,63.0,58.0,58.0,,206.0,146.0,123.0,,129.0,84.0,71.0,,100.0,2.0,2.0,,,,,,,100.0,1.0,1.0,,,,,,
154429221,Rein,antonidas,108.0,955.0,50.0,0.0,,75.0,40.0,75.0,75.0,,50.0,25.0,60.0,100.0,33.0,2.0,2.0,,4.0,5.0,4.0,4.0,,4.0,4.0,5.0,1.0,3.0,1.0,0.0,,3.0,2.0,3.0,3.0,,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,75.0,4.0,3.0,,,,,,,,,
156766278,Дэлипал,gordunni,29.0,4012.0,75.0,50.0,55.0,67.0,100.0,50.0,43.0,75.0,67.0,67.0,0.0,0.0,50.0,4.0,4.0,11.0,3.0,1.0,6.0,7.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,6.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,1.0,60.0,50.0,60.0,,5.0,2.0,5.0,,3.0,1.0,3.0,,,,,100.0,2.0,2.0,,,,,,,,,,,,
84325209,Don,die-todeskrallen,16.0,72781.0,54.0,62.0,54.0,62.0,43.0,69.0,27.0,50.0,100.0,,0.0,,,228.0,179.0,111.0,169.0,7.0,145.0,11.0,10.0,1.0,,1.0,,,123.0,111.0,60.0,104.0,3.0,100.0,3.0,5.0,1.0,,0.0,,,62.0,61.0,57.0,,295.0,291.0,182.0,,182.0,177.0,103.0,,,,,,,,,,,,,,,,,,,
166165674,Omiki,kult-der-verdammten,2.0,93.0,,,0.0,,100.0,,,,,,,0.0,,,,1.0,,1.0,,,,,,,1.0,,,,0.0,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88560044,Salesch,blackhand,1.0,26422.0,35.0,52.0,57.0,40.0,38.0,37.0,42.0,50.0,,0.0,,,,135.0,54.0,51.0,42.0,21.0,30.0,60.0,4.0,,1.0,,,,47.0,28.0,29.0,17.0,8.0,11.0,25.0,2.0,,0.0,,,,36.0,54.0,43.0,,134.0,156.0,23.0,,48.0,85.0,10.0,,,,,,,,,,,,,,,,,,,
166727503,Caely,die-silberne-hand,39.0,170.0,,,,,,,100.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162142553,Qwelton,draenor,145.0,76600.0,57.0,58.0,57.0,46.0,65.0,61.0,58.0,54.0,200.0,100.0,,0.0,0.0,54.0,67.0,49.0,71.0,60.0,76.0,71.0,68.0,2.0,1.0,,1.0,1.0,31.0,39.0,28.0,33.0,39.0,46.0,41.0,37.0,4.0,1.0,,0.0,0.0,60.0,54.0,56.0,40.0,127.0,137.0,62.0,5.0,76.0,74.0,35.0,2.0,100.0,2.0,2.0,,,,,,,71.0,7.0,5.0,,,,,,
177216671,Эанир,howling-fjord,19.0,2060.0,50.0,0.0,0.0,100.0,50.0,40.0,100.0,,50.0,100.0,50.0,100.0,50.0,6.0,2.0,3.0,1.0,4.0,5.0,2.0,,4.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,,2.0,2.0,1.0,2.0,1.0,,,,100.0,,,,1.0,,,,1.0,,,,0.0,2.0,0.0,,,,,,,,,,,,
98572179,Greycloak,kult-der-verdammten,43.0,113872.0,57.0,62.0,58.0,57.0,42.0,46.0,48.0,69.0,62.0,67.0,50.0,25.0,100.0,191.0,258.0,111.0,49.0,31.0,57.0,31.0,16.0,8.0,9.0,4.0,4.0,1.0,108.0,160.0,64.0,28.0,13.0,26.0,15.0,11.0,5.0,6.0,2.0,1.0,1.0,66.0,60.0,55.0,,320.0,283.0,232.0,,210.0,169.0,127.0,,,,,,,,7400.0,2.0,148.0,,,,,,,,,
174023878,Adûriel,sanguino,73.0,14164.0,60.0,47.0,60.0,58.0,59.0,58.0,55.0,56.0,123.0,55.0,75.0,100.0,57.0,10.0,17.0,10.0,12.0,17.0,19.0,29.0,18.0,13.0,11.0,8.0,1.0,7.0,6.0,8.0,6.0,7.0,10.0,11.0,16.0,10.0,16.0,6.0,6.0,1.0,4.0,58.0,50.0,67.0,,12.0,12.0,3.0,,7.0,6.0,2.0,,100.0,5.0,5.0,100.0,5.0,5.0,0.0,2.0,0.0,75.0,4.0,3.0,,,,,,
167242394,Trophimus,der-abyssische-rat,6.0,465.0,,0.0,,,,,100.0,,100.0,50.0,,100.0,,,1.0,,,,,2.0,,1.0,2.0,,1.0,,,0.0,,,,,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,100.0,1.0,1.0,,,,,,,,,,,,
157772588,Malisin,die-ewige-wacht,14.0,6323.0,56.0,24.0,40.0,44.0,88.0,55.0,24.0,,75.0,33.0,25.0,33.0,25.0,18.0,17.0,10.0,25.0,8.0,22.0,21.0,,4.0,6.0,4.0,3.0,4.0,10.0,4.0,4.0,11.0,7.0,12.0,5.0,,3.0,2.0,1.0,1.0,1.0,46.0,44.0,30.0,,28.0,27.0,20.0,,13.0,12.0,6.0,,100.0,2.0,2.0,,,,,,,,,,,,,,,
108844422,Sírlagalot,frostwhisper,5.0,8944.0,46.0,60.0,33.0,67.0,,67.0,100.0,,,,33.0,,,48.0,15.0,12.0,15.0,,9.0,1.0,,,,3.0,,,22.0,9.0,4.0,10.0,,6.0,1.0,,,,1.0,,,54.0,71.0,38.0,,28.0,35.0,21.0,,15.0,25.0,8.0,,,,,0.0,1.0,0.0,,,,100.0,1.0,1.0,,,,,,
136605754,Excuritas,blackmoore,6.0,1923.0,50.0,33.0,,100.0,50.0,75.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,,2.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,67.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,,,,100.0,1.0,1.0,,,,,,,,,,,,
156068439,Dosé,blackhand,14.0,98.0,100.0,,,,50.0,,,,,,,,,1.0,,,,2.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117945060,Jolthal,kult-der-verdammten,47.0,2873.0,100.0,25.0,75.0,100.0,25.0,78.0,14.0,33.0,,,,,,5.0,4.0,8.0,5.0,4.0,9.0,7.0,3.0,,,,,,5.0,1.0,6.0,5.0,1.0,7.0,1.0,1.0,,,,,,54.0,100.0,62.0,,13.0,4.0,8.0,,7.0,4.0,5.0,,,,,,,,,,,,,,,,,,,
157866997,Firrion,die-silberne-hand,15.0,846.0,100.0,,100.0,,50.0,0.0,50.0,,50.0,0.0,0.0,,0.0,1.0,,1.0,,2.0,1.0,2.0,,2.0,3.0,1.0,,1.0,1.0,,1.0,,1.0,0.0,1.0,,1.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,100.0,1.0,1.0,100.0,1.0,1.0,,,,,,,,,
78630539,Malent,das-syndikat,5.0,1260.0,75.0,,100.0,,,0.0,,0.0,,,,,,8.0,,1.0,,,1.0,,1.0,,,,,,6.0,,1.0,,,0.0,,0.0,,,,,,,100.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
176644890,Артемониус,gordunni,23.0,3210.0,33.0,62.0,50.0,50.0,80.0,50.0,50.0,100.0,20.0,50.0,,50.0,,3.0,8.0,4.0,8.0,5.0,4.0,6.0,4.0,5.0,2.0,,4.0,,1.0,5.0,2.0,4.0,4.0,2.0,3.0,4.0,1.0,1.0,,2.0,,50.0,100.0,,50.0,2.0,1.0,,4.0,1.0,1.0,,2.0,,,,33.0,3.0,1.0,,,,,,,,,,,,
153301873,Paldrian,malganis,10.0,5958.0,55.0,67.0,43.0,44.0,50.0,53.0,38.0,75.0,25.0,25.0,50.0,25.0,50.0,11.0,9.0,7.0,18.0,12.0,15.0,16.0,4.0,8.0,4.0,8.0,8.0,4.0,6.0,6.0,3.0,8.0,6.0,8.0,6.0,3.0,2.0,1.0,4.0,2.0,2.0,29.0,33.0,45.0,,14.0,9.0,11.0,,4.0,3.0,5.0,,,,,,,,,,,100.0,1.0,1.0,,,,,,
79563411,Mikè,frostwolf,7.0,5161.0,40.0,47.0,0.0,67.0,0.0,71.0,33.0,0.0,,,,,,42.0,15.0,1.0,3.0,3.0,7.0,3.0,1.0,,,,,,17.0,7.0,0.0,2.0,0.0,5.0,1.0,0.0,,,,,,62.0,57.0,57.0,,32.0,28.0,7.0,,20.0,16.0,4.0,,,,,,,,,,,,,,,,,,,
241722119,Мундриим,gordunni,6.0,951.0,,50.0,,100.0,,0.0,67.0,,100.0,20.0,100.0,,25.0,,2.0,,2.0,,1.0,3.0,,2.0,5.0,2.0,,4.0,,1.0,,2.0,,0.0,2.0,,2.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157998560,Xastra,die-silberne-hand,166.0,19772.0,68.0,52.0,35.0,44.0,100.0,41.0,100.0,100.0,,100.0,,50.0,,90.0,44.0,23.0,45.0,1.0,49.0,1.0,2.0,,1.0,,2.0,,61.0,23.0,8.0,20.0,1.0,20.0,1.0,2.0,,1.0,,1.0,,46.0,58.0,56.0,0.0,72.0,59.0,27.0,1.0,33.0,34.0,15.0,0.0,100.0,4.0,4.0,,,,,,,,,,,,,,,
165814526,Zendipal,die-ewige-wacht,16.0,208.0,,0.0,,,,,,,,,33.0,,,,2.0,,,,,,,,,3.0,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156095103,Hooft,aggramar,4.0,292.0,,,,0.0,,,,,100.0,,,100.0,,,,,1.0,,,,,1.0,,,1.0,,,,,0.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118012007,Heled,blackmoore,10.0,6471.0,36.0,50.0,25.0,42.0,100.0,48.0,40.0,,0.0,71.0,60.0,0.0,67.0,28.0,16.0,12.0,12.0,1.0,21.0,5.0,,1.0,7.0,5.0,1.0,3.0,10.0,8.0,3.0,5.0,1.0,10.0,2.0,,0.0,5.0,3.0,0.0,2.0,46.0,43.0,62.0,100.0,13.0,14.0,13.0,1.0,6.0,6.0,8.0,1.0,100.0,22.0,22.0,,,,,,,50.0,2.0,1.0,,,,,,
157923889,Amarisa,die-silberne-hand,72.0,45066.0,47.0,57.0,56.0,63.0,53.0,67.0,65.0,88.0,200.0,20.0,100.0,83.0,,106.0,121.0,55.0,57.0,19.0,51.0,37.0,8.0,1.0,5.0,2.0,12.0,,50.0,69.0,31.0,36.0,10.0,34.0,24.0,7.0,2.0,1.0,2.0,10.0,,69.0,71.0,36.0,0.0,154.0,135.0,95.0,1.0,107.0,96.0,34.0,0.0,,,,20.0,5.0,1.0,,,,0.0,2.0,0.0,,,,,,
142422515,Moncsí,die-arguswacht,8.0,927.0,,,,50.0,0.0,0.0,,100.0,25.0,75.0,,100.0,,,,,2.0,1.0,1.0,,1.0,4.0,4.0,,1.0,,,,,1.0,0.0,0.0,,1.0,1.0,3.0,,1.0,,,,,,,,,,,,,,100.0,2.0,2.0,,,,,,,,,,,,,,,
198284627,Zarcor,archimonde,7.0,2557.0,100.0,50.0,,29.0,60.0,83.0,25.0,0.0,20.0,67.0,100.0,67.0,,2.0,6.0,,7.0,10.0,6.0,4.0,1.0,5.0,3.0,1.0,3.0,,2.0,3.0,,2.0,6.0,5.0,1.0,0.0,1.0,2.0,1.0,2.0,,40.0,33.0,100.0,,5.0,3.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
156619211,Nightstalke,die-silberne-hand,57.0,11884.0,21.0,39.0,50.0,53.0,80.0,31.0,83.0,0.0,0.0,60.0,38.0,56.0,50.0,24.0,18.0,24.0,19.0,5.0,13.0,12.0,2.0,3.0,5.0,8.0,9.0,6.0,5.0,7.0,12.0,10.0,4.0,4.0,10.0,0.0,0.0,3.0,3.0,5.0,3.0,60.0,88.0,100.0,25.0,15.0,8.0,1.0,4.0,9.0,7.0,1.0,1.0,,,,17.0,6.0,1.0,,,,,,,,,,,,
26656377,Sëron,tyrande,12.0,2627.0,65.0,12.0,50.0,33.0,36.0,40.0,40.0,0.0,100.0,50.0,0.0,0.0,,20.0,8.0,2.0,6.0,11.0,10.0,5.0,1.0,1.0,2.0,1.0,3.0,,13.0,1.0,1.0,2.0,4.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,,0.0,50.0,0.0,,6.0,4.0,1.0,,0.0,2.0,0.0,,,,,0.0,3.0,0.0,,,,,,,,,,,,
86432436,Awy,doomhammer,6.0,1694.0,0.0,,0.0,100.0,,0.0,,0.0,,,,,,2.0,,1.0,1.0,,1.0,,2.0,,,,,,0.0,,0.0,1.0,,0.0,,0.0,,,,,,,0.0,0.0,,,1.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,
199760651,Хозбасс,eversong,18.0,1604.0,50.0,,60.0,,,,,,,100.0,100.0,100.0,,2.0,,5.0,,,,,,,2.0,1.0,1.0,,1.0,,3.0,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,100.0,2.0,2.0,100.0,1.0,1.0,,,,50.0,2.0,1.0,,,,,,
165387413,Fidel,die-ewige-wacht,27.0,75.0,,,,,,,,,,,100.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158075437,Auchenaya,das-syndikat,21.0,1911.0,,0.0,100.0,78.0,40.0,50.0,67.0,50.0,117.0,,,,,,1.0,1.0,9.0,5.0,6.0,9.0,2.0,6.0,,,,,,0.0,1.0,7.0,2.0,3.0,6.0,1.0,7.0,,,,,50.0,33.0,,,10.0,3.0,,,5.0,1.0,,,,,,100.0,2.0,2.0,,,,,,,,,,,,
154056743,Sacredpala,stormscale,1.0,197.0,,100.0,,,100.0,0.0,100.0,,0.0,,,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,1.0,,,1.0,0.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157037507,Kysuma,die-silberne-hand,48.0,30870.0,59.0,45.0,46.0,58.0,53.0,53.0,45.0,71.0,0.0,25.0,0.0,40.0,33.0,111.0,87.0,80.0,38.0,15.0,38.0,29.0,7.0,6.0,8.0,5.0,5.0,3.0,66.0,39.0,37.0,22.0,8.0,20.0,13.0,5.0,0.0,2.0,0.0,2.0,1.0,57.0,46.0,51.0,50.0,115.0,127.0,73.0,4.0,65.0,59.0,37.0,2.0,100.0,3.0,3.0,,,,,,,,,,,,,,,
195864846,Richardt,aegwynn,2.0,265.0,,,100.0,,,,,,,0.0,,100.0,,,,2.0,,,,,,,1.0,,1.0,,,,2.0,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175914229,Starlight,zuljin,11.0,387.0,33.0,100.0,100.0,,,0.0,,,,,,,,3.0,1.0,2.0,,,1.0,,,,,,,,1.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,33.0,3.0,1.0,,,,,,,,,,,,
96753872,Telac,kult-der-verdammten,8.0,4564.0,46.0,44.0,33.0,100.0,67.0,67.0,20.0,0.0,67.0,100.0,25.0,25.0,100.0,13.0,9.0,6.0,3.0,3.0,3.0,5.0,1.0,3.0,2.0,4.0,4.0,3.0,6.0,4.0,2.0,3.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,100.0,50.0,0.0,100.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,,,,50.0,4.0,2.0,,,,,,,,,,,,
148320783,Zleknogodx,blackrock,12.0,2360.0,29.0,50.0,29.0,50.0,67.0,67.0,50.0,,67.0,100.0,,33.0,0.0,7.0,2.0,7.0,4.0,6.0,3.0,4.0,,3.0,2.0,,6.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,,2.0,2.0,,2.0,0.0,,,,,,,,,,,,,,,,100.0,2.0,2.0,100.0,1.0,1.0,,,,,,,,,
122467233,Morbu,thrall,2.0,255.0,,50.0,,100.0,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166420355,Orionsayten,blackmoore,21.0,1415.0,100.0,,50.0,70.0,57.0,67.0,50.0,,43.0,50.0,57.0,,25.0,2.0,,2.0,10.0,7.0,3.0,6.0,,7.0,4.0,7.0,,4.0,2.0,,1.0,7.0,4.0,2.0,3.0,,3.0,2.0,4.0,,1.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,50.0,8.0,4.0,33.0,3.0,1.0,,,,,,
