character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran win_rate,Arathi Basin Winter win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Korrak's Revenge win_rate,Deepwind Gorge win_rate,Ashran played,Arathi Basin Winter played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Korrak's Revenge played,Deepwind Gorge played,Ashran won,Arathi Basin Winter won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Korrak's Revenge won,Deepwind Gorge won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
111554269,Bretony,twisting-nether,17.0,6371.0,40.0,71.0,33.0,57.0,25.0,25.0,43.0,67.0,11.0,33.0,40.0,10.0,17.0,6.0,14.0,4.0,12.0,7.0,12.0,9.0,18.0,10.0,4.0,12.0,2.0,8.0,1.0,3.0,3.0,8.0,1.0,6.0,4.0,40.0,,57.0,0.0,14.0,0.0,,60.0,5.0,,7.0,2.0,7.0,2.0,,5.0,2.0,,4.0,0.0,1.0,0.0,,3.0,,,,0.0,1.0,0.0,,,,,,
88715608,Eycha,garrosh,4.0,195.0,100.0,,0.0,,,,0.0,,,50.0,,1.0,,2.0,,,,1.0,,,2.0,,1.0,,0.0,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108222133,Sîrlapperich,antonidas,35.0,3826.0,50.0,17.0,,50.0,,100.0,67.0,0.0,50.0,67.0,40.0,2.0,6.0,,2.0,,3.0,6.0,4.0,2.0,6.0,5.0,1.0,1.0,,1.0,,3.0,4.0,0.0,1.0,4.0,2.0,0.0,100.0,50.0,50.0,0.0,80.0,,,1.0,2.0,2.0,2.0,1.0,5.0,,,0.0,2.0,1.0,1.0,0.0,4.0,,,100.0,1.0,1.0,,,,,,,,,
156083619,Axuz,perenolde,86.0,3135.0,45.0,33.0,25.0,0.0,0.0,100.0,33.0,20.0,,50.0,,11.0,12.0,8.0,1.0,1.0,1.0,3.0,5.0,,2.0,,5.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172649351,Zozio,dun-modr,4.0,1057.0,,,,50.0,,,67.0,0.0,100.0,50.0,,,,,2.0,,,3.0,2.0,1.0,2.0,,,,,1.0,,,2.0,0.0,1.0,1.0,,100.0,,,0.0,100.0,100.0,,25.0,1.0,,,1.0,3.0,1.0,,4.0,1.0,,,0.0,3.0,1.0,,1.0,,,,100.0,1.0,1.0,,,,,,
83696336,Palast,nemesis,5.0,290.0,,,0.0,,,,50.0,0.0,0.0,100.0,,,,1.0,,,,2.0,1.0,1.0,1.0,,,,0.0,,,,1.0,0.0,0.0,1.0,,,,,100.0,,,,0.0,,,,1.0,,,,1.0,,,,1.0,,,,0.0,,,,,,,,,,,,
218934718,Qhaah,sylvanas,9.0,4706.0,39.0,60.0,73.0,33.0,50.0,0.0,0.0,50.0,50.0,100.0,,31.0,15.0,15.0,3.0,2.0,1.0,4.0,2.0,4.0,1.0,,12.0,9.0,11.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,,,,,100.0,,,,0.0,,,,1.0,,,,1.0,,,,1.0,,,,0.0,,,,,,,,,,,,
243291332,Холиджастис,gordunni,143.0,693.0,,,,50.0,,,0.0,,,,,,,,2.0,,,1.0,,,,,,,,1.0,,,0.0,,,,,,,0.0,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,
161915249,Twinibo,shattrath,8.0,312.0,0.0,,,,,,,0.0,,,,1.0,,,,,,,1.0,,,,0.0,,,,,,,0.0,,,,100.0,,,,0.0,,,,1.0,,,,2.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,,
160013505,Ayven,dalaran,1.0,241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,
161175764,Orsola,garrosh,9.0,15439.0,53.0,57.0,61.0,61.0,47.0,60.0,61.0,50.0,63.0,67.0,75.0,34.0,75.0,51.0,33.0,34.0,35.0,49.0,6.0,46.0,9.0,4.0,18.0,43.0,31.0,20.0,16.0,21.0,30.0,3.0,29.0,6.0,3.0,0.0,,,50.0,0.0,,,100.0,1.0,,,2.0,1.0,,,2.0,0.0,,,1.0,0.0,,,2.0,100.0,2.0,2.0,,,,,,,,,
137478706,Jimioo,argent-dawn,50.0,7416.0,67.0,53.0,22.0,25.0,67.0,67.0,52.0,61.0,36.0,57.0,36.0,15.0,15.0,9.0,8.0,9.0,9.0,27.0,33.0,25.0,30.0,11.0,10.0,8.0,2.0,2.0,6.0,6.0,14.0,20.0,9.0,17.0,4.0,,,46.0,62.0,50.0,100.0,,43.0,,,13.0,13.0,8.0,1.0,,7.0,,,6.0,8.0,4.0,1.0,,3.0,100.0,3.0,3.0,78.0,9.0,7.0,,,,,,
127018855,Tepi,nozdormu,6.0,1158.0,,,,,,50.0,0.0,100.0,100.0,100.0,,,,,,,2.0,1.0,2.0,1.0,1.0,,,,,,,1.0,0.0,2.0,1.0,1.0,,,,0.0,33.0,,0.0,0.0,100.0,,,3.0,3.0,,1.0,1.0,1.0,,,0.0,1.0,,0.0,0.0,1.0,,,,,,,,,,,,
160835993,Kiith,silvermoon,13.0,2445.0,62.0,50.0,0.0,25.0,,83.0,100.0,0.0,67.0,50.0,,8.0,2.0,1.0,4.0,,6.0,2.0,2.0,3.0,4.0,,5.0,1.0,0.0,1.0,,5.0,2.0,0.0,2.0,2.0,,25.0,50.0,50.0,100.0,100.0,100.0,,,4.0,2.0,2.0,1.0,2.0,2.0,,,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
163097449,Schayla,garrosh,28.0,208.0,,,,,,100.0,,,,0.0,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,0.0,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
208307745,Silverdawn,runetotem,25.0,50078.0,57.0,63.0,58.0,62.0,58.0,57.0,70.0,67.0,56.0,67.0,73.0,130.0,206.0,146.0,165.0,123.0,70.0,201.0,147.0,181.0,153.0,79.0,74.0,129.0,84.0,103.0,71.0,40.0,140.0,99.0,102.0,102.0,58.0,,100.0,67.0,33.0,25.0,33.0,,56.0,,1.0,6.0,3.0,4.0,3.0,,9.0,,1.0,4.0,1.0,1.0,1.0,,5.0,100.0,2.0,2.0,,,,,,,,,
109701171,Alia,quelthalas,8.0,22325.0,59.0,100.0,,33.0,,,,,,,,27.0,1.0,,3.0,,,,,,,,16.0,1.0,,1.0,,,,,,,,,,,,100.0,0.0,100.0,100.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,0.0,1.0,1.0,,,,,,,,,,,,
155182053,Arkanes,perenolde,19.0,3432.0,60.0,22.0,42.0,60.0,47.0,60.0,,,,,,5.0,18.0,26.0,15.0,19.0,5.0,,,,,,3.0,4.0,11.0,9.0,9.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160688161,Netrana,perenolde,13.0,31705.0,57.0,50.0,40.0,45.0,54.0,62.0,58.0,48.0,60.0,62.0,67.0,130.0,119.0,105.0,66.0,63.0,113.0,102.0,29.0,116.0,42.0,21.0,74.0,59.0,42.0,30.0,34.0,70.0,59.0,14.0,70.0,26.0,14.0,50.0,,50.0,33.0,0.0,40.0,,0.0,2.0,,4.0,3.0,1.0,5.0,,1.0,1.0,,2.0,1.0,0.0,2.0,,0.0,,,,,,,,,,,,
154454348,Langeezy,ravencrest,7.0,1148.0,,,,40.0,,,50.0,50.0,0.0,100.0,,,,,5.0,,,2.0,2.0,1.0,5.0,,,,,2.0,,,1.0,1.0,0.0,5.0,,,,0.0,0.0,50.0,0.0,,100.0,,,4.0,2.0,8.0,1.0,,1.0,,,0.0,0.0,4.0,0.0,,1.0,,,,,,,,,,,,
118699603,Cyruz,eonar,18.0,3192.0,25.0,,,50.0,,67.0,78.0,0.0,83.0,50.0,75.0,4.0,,,6.0,,3.0,9.0,3.0,6.0,2.0,4.0,1.0,,,3.0,,2.0,7.0,0.0,5.0,1.0,3.0,67.0,,33.0,50.0,33.0,100.0,0.0,0.0,3.0,,3.0,4.0,6.0,3.0,1.0,1.0,2.0,,1.0,2.0,2.0,3.0,0.0,0.0,,,,,,,,,,,,
113142020,Stonehead,shattrath,15.0,922.0,100.0,,,100.0,,,43.0,67.0,100.0,20.0,0.0,1.0,,,3.0,,,7.0,3.0,2.0,5.0,1.0,1.0,,,3.0,,,3.0,2.0,2.0,1.0,0.0,,50.0,,20.0,50.0,,,0.0,,2.0,,5.0,4.0,,,1.0,,1.0,,1.0,2.0,,,0.0,,,,,,,,,,,,
196740717,Mazzaia,silvermoon,24.0,7773.0,57.0,,,50.0,,47.0,28.0,55.0,50.0,43.0,,21.0,,,10.0,,15.0,29.0,22.0,14.0,23.0,,12.0,,,5.0,,7.0,8.0,12.0,7.0,10.0,,58.0,,52.0,27.0,60.0,43.0,,57.0,19.0,,21.0,30.0,25.0,7.0,,21.0,11.0,,11.0,8.0,15.0,3.0,,12.0,,,,47.0,15.0,7.0,,,,,,
107290934,Dorem,shattrath,11.0,1184.0,,,,50.0,,,,,0.0,0.0,,,,,2.0,,,,,1.0,1.0,,,,,1.0,,,,,0.0,0.0,,100.0,,0.0,100.0,0.0,,0.0,0.0,2.0,,1.0,1.0,1.0,,5.0,1.0,2.0,,0.0,1.0,0.0,,0.0,0.0,,,,,,,,,,,,
110117923,Sîlîan,blackmoore,17.0,27798.0,64.0,64.0,52.0,59.0,56.0,56.0,56.0,69.0,44.0,36.0,71.0,50.0,83.0,83.0,66.0,48.0,36.0,18.0,13.0,18.0,14.0,7.0,32.0,53.0,43.0,39.0,27.0,20.0,10.0,9.0,8.0,5.0,5.0,100.0,100.0,67.0,38.0,56.0,0.0,50.0,43.0,2.0,1.0,18.0,8.0,9.0,1.0,2.0,7.0,2.0,1.0,12.0,3.0,5.0,0.0,1.0,3.0,,,,,,,100.0,1.0,1.0,,,
195690055,Heliof,silvermoon,50.0,1752.0,100.0,,,25.0,,100.0,50.0,50.0,33.0,67.0,,2.0,,,4.0,,3.0,4.0,2.0,6.0,6.0,,2.0,,,1.0,,3.0,2.0,1.0,2.0,4.0,,100.0,,100.0,0.0,0.0,67.0,,60.0,2.0,,5.0,2.0,1.0,3.0,,5.0,2.0,,5.0,0.0,0.0,2.0,,3.0,,,,,,,,,,,,
157250078,Tanduwin,antonidas,50.0,2776.0,,25.0,0.0,67.0,0.0,67.0,50.0,50.0,50.0,100.0,0.0,,4.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,1.0,3.0,,1.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,,,,,0.0,,,,,,,,2.0,,,,,,,,0.0,,,,100.0,19.0,19.0,,,,,,,,,
156103505,Echnatón,teldrassil,48.0,102085.0,59.0,44.0,39.0,42.0,46.0,58.0,50.0,40.0,52.0,12.0,54.0,325.0,425.0,328.0,230.0,203.0,117.0,166.0,20.0,111.0,25.0,13.0,191.0,187.0,128.0,96.0,94.0,68.0,83.0,8.0,58.0,3.0,7.0,,100.0,0.0,67.0,100.0,0.0,14.0,,,1.0,3.0,3.0,1.0,1.0,7.0,,,1.0,0.0,2.0,1.0,0.0,1.0,,100.0,2.0,2.0,,,,,,,,,
173440088,Тэсон,howling-fjord,16.0,24771.0,33.0,49.0,56.0,48.0,48.0,50.0,37.0,38.0,45.0,48.0,46.0,33.0,70.0,55.0,40.0,61.0,46.0,46.0,24.0,47.0,33.0,13.0,11.0,34.0,31.0,19.0,29.0,23.0,17.0,9.0,21.0,16.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139225789,Sannylight,malfurion,5.0,70.0,,100.0,,,,,,0.0,0.0,,,,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169874478,Protlakson,drakthul,4.0,1.0,,,,,,,,,,0.0,,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69341483,Altora,shattrath,21.0,18019.0,73.0,50.0,32.0,40.0,40.0,58.0,50.0,32.0,46.0,42.0,50.0,82.0,60.0,53.0,48.0,30.0,60.0,46.0,40.0,50.0,40.0,2.0,60.0,30.0,17.0,19.0,12.0,35.0,23.0,13.0,23.0,17.0,1.0,25.0,,,,100.0,67.0,,,4.0,,,,1.0,6.0,,,1.0,,,,1.0,4.0,,,,,,,,,,,,,,
158108681,Thejóy,tarren-mill,16.0,7295.0,57.0,38.0,41.0,83.0,83.0,10.0,58.0,57.0,60.0,67.0,29.0,7.0,29.0,17.0,6.0,6.0,10.0,24.0,23.0,20.0,24.0,7.0,4.0,11.0,7.0,5.0,5.0,1.0,14.0,13.0,12.0,16.0,2.0,,,111.0,71.0,0.0,0.0,100.0,67.0,,,9.0,7.0,1.0,1.0,2.0,3.0,,,10.0,5.0,0.0,0.0,2.0,2.0,,,,,,,,,,,,
155676909,Fíesel,teldrassil,10.0,3116.0,100.0,,,33.0,,50.0,100.0,50.0,,100.0,,2.0,,,3.0,,2.0,2.0,2.0,,1.0,,2.0,,,1.0,,1.0,2.0,1.0,,1.0,,,,50.0,,100.0,75.0,85.0,33.0,,,2.0,,1.0,4.0,27.0,3.0,,,1.0,,1.0,3.0,23.0,1.0,,,,,,,,,,,,
26089178,Wingless,garrosh,14.0,2594.0,60.0,42.0,33.0,57.0,40.0,57.0,0.0,67.0,0.0,0.0,,5.0,12.0,12.0,7.0,5.0,7.0,1.0,3.0,2.0,1.0,,3.0,5.0,4.0,4.0,2.0,4.0,0.0,2.0,0.0,0.0,,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,
44349718,Ethós,garrosh,1.0,437.0,100.0,0.0,,,,,0.0,50.0,,100.0,,1.0,1.0,,,,,1.0,2.0,,2.0,,1.0,0.0,,,,,0.0,1.0,,2.0,,,,,,,0.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,
163832801,Holyblood,aegwynn,95.0,6250.0,50.0,48.0,50.0,26.0,22.0,67.0,67.0,48.0,58.0,41.0,38.0,4.0,33.0,10.0,23.0,9.0,3.0,18.0,23.0,12.0,34.0,16.0,2.0,16.0,5.0,6.0,2.0,2.0,12.0,11.0,7.0,14.0,6.0,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,100.0,1.0,1.0,,,,,,,,,
127776825,Thôrîn,garrosh,13.0,1631.0,40.0,,,67.0,,100.0,50.0,50.0,80.0,62.0,,5.0,,,6.0,,1.0,2.0,4.0,5.0,8.0,,2.0,,,4.0,,1.0,1.0,2.0,4.0,5.0,,,,67.0,50.0,71.0,0.0,,67.0,,,6.0,4.0,7.0,1.0,,3.0,,,4.0,2.0,5.0,0.0,,2.0,,,,,,,,,,,,
151649514,Marekings,silvermoon,17.0,1856.0,0.0,,100.0,0.0,100.0,,0.0,43.0,0.0,33.0,0.0,1.0,,1.0,1.0,1.0,,2.0,7.0,2.0,3.0,1.0,0.0,,1.0,0.0,1.0,,0.0,3.0,0.0,1.0,0.0,,,0.0,,0.0,100.0,,50.0,,,1.0,,3.0,1.0,,2.0,,,0.0,,0.0,1.0,,1.0,,,,,,,,,,,,
71647194,Auralis,garrosh,14.0,43959.0,59.0,41.0,50.0,49.0,46.0,29.0,67.0,86.0,38.0,50.0,50.0,56.0,87.0,72.0,84.0,68.0,17.0,9.0,7.0,8.0,8.0,4.0,33.0,36.0,36.0,41.0,31.0,5.0,6.0,6.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110986811,Brunnhildex,garrosh,30.0,3609.0,,47.0,67.0,33.0,,,80.0,67.0,36.0,25.0,60.0,,19.0,9.0,6.0,,,10.0,15.0,14.0,12.0,5.0,,9.0,6.0,2.0,,,8.0,10.0,5.0,3.0,3.0,,100.0,120.0,100.0,100.0,,,,,1.0,5.0,1.0,1.0,,,,,1.0,6.0,1.0,1.0,,,,100.0,1.0,1.0,,,,,,,,,
192141877,Dedovahkiin,outland,7.0,1160.0,0.0,,,100.0,,33.0,,,50.0,0.0,,1.0,,,2.0,,3.0,,,2.0,1.0,,0.0,,,2.0,,1.0,,,1.0,0.0,,,14.0,0.0,,,33.0,,0.0,,7.0,1.0,,,3.0,,1.0,,1.0,0.0,,,1.0,,0.0,,,,,,,,,,,,
98572179,Greycloak,kult-der-verdammten,43.0,113872.0,57.0,66.0,60.0,62.0,55.0,58.0,57.0,42.0,46.0,48.0,69.0,191.0,320.0,283.0,258.0,232.0,111.0,49.0,31.0,57.0,31.0,16.0,108.0,210.0,169.0,160.0,127.0,64.0,28.0,13.0,26.0,15.0,11.0,,,62.0,67.0,50.0,25.0,,100.0,,,8.0,9.0,4.0,4.0,,1.0,,,5.0,6.0,2.0,1.0,,1.0,,,,7400.0,2.0,148.0,,,,,,
65573120,Janná,blackmoore,30.0,167.0,0.0,0.0,,,,0.0,,25.0,,,,1.0,1.0,,,,1.0,,4.0,,,,0.0,0.0,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108029148,Spirine,ysondre,16.0,2617.0,0.0,100.0,50.0,50.0,,50.0,100.0,50.0,50.0,69.0,60.0,2.0,3.0,2.0,4.0,,4.0,3.0,6.0,4.0,13.0,5.0,0.0,3.0,1.0,2.0,,2.0,3.0,3.0,2.0,9.0,3.0,,,71.0,100.0,100.0,0.0,,100.0,,,14.0,1.0,1.0,1.0,,2.0,,,10.0,1.0,1.0,0.0,,2.0,,,,0.0,1.0,0.0,,,,,,
181677258,Саффирин,gordunni,14.0,1222.0,100.0,50.0,67.0,50.0,50.0,,0.0,40.0,,50.0,100.0,1.0,6.0,3.0,2.0,4.0,,3.0,5.0,,2.0,1.0,1.0,3.0,2.0,1.0,2.0,,0.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166747322,Valorr,hyjal,4.0,838.0,0.0,,,,,,50.0,,100.0,100.0,,2.0,,,,,,2.0,,1.0,2.0,,0.0,,,,,,1.0,,1.0,2.0,,33.0,,100.0,50.0,100.0,50.0,,,3.0,,1.0,2.0,1.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
147314448,Gordux,thrall,24.0,347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
166352463,Tci,stormreaver,6.0,291.0,0.0,,,,,20.0,0.0,25.0,,50.0,,4.0,,,,,5.0,1.0,4.0,,2.0,,0.0,,,,,1.0,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117947922,Ronaldinho,garrosh,16.0,1929.0,33.0,17.0,50.0,100.0,,0.0,45.0,75.0,50.0,22.0,60.0,3.0,6.0,4.0,1.0,,1.0,11.0,8.0,8.0,9.0,5.0,1.0,1.0,2.0,1.0,,0.0,5.0,6.0,4.0,2.0,3.0,,,25.0,,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
153387002,Sìegfrìed,echsenkessel,56.0,7379.0,50.0,44.0,10.0,62.0,86.0,58.0,62.0,35.0,56.0,71.0,50.0,4.0,25.0,10.0,13.0,7.0,12.0,13.0,17.0,18.0,28.0,18.0,2.0,11.0,1.0,8.0,6.0,7.0,8.0,6.0,10.0,20.0,9.0,,100.0,60.0,22.0,75.0,80.0,100.0,100.0,,1.0,5.0,9.0,4.0,5.0,1.0,2.0,,1.0,3.0,2.0,3.0,4.0,1.0,2.0,,,,,,,,,,,,
156018554,Pestiferos,ysondre,7.0,43.0,0.0,,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104580882,Onixpected,draenor,50.0,57434.0,44.0,50.0,56.0,63.0,68.0,53.0,54.0,55.0,51.0,54.0,41.0,161.0,124.0,93.0,117.0,56.0,75.0,69.0,66.0,65.0,76.0,22.0,71.0,62.0,52.0,74.0,38.0,40.0,37.0,36.0,33.0,41.0,9.0,80.0,100.0,71.0,62.0,63.0,53.0,77.0,63.0,5.0,2.0,42.0,77.0,43.0,15.0,13.0,38.0,4.0,2.0,30.0,48.0,27.0,8.0,10.0,24.0,100.0,22.0,22.0,3600.0,1.0,36.0,,,,,,
176648432,Pavema,neptulon,10.0,1881.0,50.0,,,,,100.0,57.0,33.0,55.0,67.0,,4.0,,,,,2.0,7.0,6.0,11.0,6.0,,2.0,,,,,2.0,4.0,2.0,6.0,4.0,,0.0,,33.0,22.0,70.0,0.0,,100.0,2.0,,6.0,9.0,10.0,4.0,,3.0,0.0,,2.0,2.0,7.0,0.0,,3.0,,,,67.0,3.0,2.0,,,,,,
175169023,Артипал,azuregos,21.0,1122.0,,50.0,,,0.0,,62.0,100.0,100.0,50.0,,,2.0,,,1.0,,8.0,3.0,2.0,2.0,,,1.0,,,0.0,,5.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145840142,Reshela,tarren-mill,2.0,45116.0,38.0,47.0,60.0,51.0,49.0,37.0,58.0,45.0,59.0,51.0,42.0,153.0,169.0,136.0,132.0,97.0,127.0,115.0,44.0,102.0,39.0,19.0,58.0,80.0,81.0,67.0,48.0,47.0,67.0,20.0,60.0,20.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133303515,Элькар,howling-fjord,44.0,10244.0,55.0,57.0,52.0,55.0,62.0,0.0,33.0,53.0,27.0,73.0,67.0,11.0,30.0,21.0,22.0,8.0,3.0,15.0,15.0,15.0,15.0,12.0,6.0,17.0,11.0,12.0,5.0,0.0,5.0,8.0,4.0,11.0,8.0,,,133.0,0.0,0.0,0.0,,,,,3.0,1.0,2.0,1.0,,,,,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,
163865475,Dalyera,shattrath,12.0,4010.0,75.0,,,64.0,,83.0,67.0,38.0,67.0,59.0,,4.0,,,11.0,,6.0,12.0,8.0,9.0,17.0,,3.0,,,7.0,,5.0,8.0,3.0,6.0,10.0,,25.0,67.0,86.0,77.0,50.0,75.0,,70.0,4.0,3.0,7.0,13.0,6.0,4.0,,10.0,1.0,2.0,6.0,10.0,3.0,3.0,,7.0,,,,,,,,,,,,
154138855,Shearduck,silvermoon,27.0,3520.0,75.0,58.0,67.0,25.0,80.0,100.0,44.0,50.0,64.0,44.0,100.0,4.0,12.0,3.0,4.0,5.0,1.0,9.0,10.0,14.0,9.0,2.0,3.0,7.0,2.0,1.0,4.0,1.0,4.0,5.0,9.0,4.0,2.0,50.0,,75.0,75.0,50.0,100.0,,100.0,2.0,,4.0,4.0,2.0,1.0,,3.0,1.0,,3.0,3.0,1.0,1.0,,3.0,,,,0.0,1.0,0.0,,,,,,
160354404,Rissta,draenor,37.0,208.0,0.0,,,,,,,0.0,,,,1.0,,,,,,,1.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
