character.id,character.name,character.realm.slug,honor_level,honorable_kills,Classic Warsong Gulch win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Rated Eye of the Storm win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Arathi Basin Winter win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Deepwind Gorge win_rate,Classic Warsong Gulch played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Rated Eye of the Storm played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Arathi Basin Winter played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Deepwind Gorge played,Classic Warsong Gulch won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Rated Eye of the Storm won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Arathi Basin Winter won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Deepwind Gorge won,Classic Arathi Basin win_rate,Classic Arathi Basin played,Classic Arathi Basin won,Alterac Valley win_rate,Ashran win_rate,Battle for Wintergrasp win_rate,Korrak's Revenge win_rate,Alterac Valley played,Ashran played,Battle for Wintergrasp played,Korrak's Revenge played,Alterac Valley won,Ashran won,Battle for Wintergrasp won,Korrak's Revenge won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
197906130,Têlo,archimonde,14.0,320.0,,,,,,100.0,100.0,,0.0,,,,,0.0,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,1.0,1.0,,0.0,,,,,0.0,,,,,,0.0,,,,1.0,,,,0.0,,,,,,,,,,,
139217921,Genghiss,thrall,6.0,1262.0,33.0,100.0,,67.0,100.0,50.0,0.0,,33.0,100.0,50.0,33.0,0.0,100.0,0.0,3.0,2.0,,3.0,1.0,2.0,1.0,,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,,2.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,,,,0.0,,,,100.0,6.0,6.0,,,,,,
191463107,Cffsnøow,archimonde,1.0,8086.0,53.0,78.0,54.0,50.0,33.0,,100.0,,,,,,,,,38.0,23.0,13.0,8.0,3.0,,3.0,,,,,,,,,20.0,18.0,7.0,4.0,1.0,,3.0,,,,,,,,,63.0,35.0,22.0,50.0,,,,18.0,,,,9.0,,,,,,,,,,,,
133203945,Jisma,burning-legion,12.0,712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,10.0,,,,8.0,,,,,,,,,
155728898,Shikari,thunderhorn,240.0,159781.0,69.0,66.0,61.0,54.0,73.0,70.0,60.0,19400.0,62.0,59.0,100.0,75.0,83.0,50.0,100.0,614.0,366.0,388.0,244.0,335.0,162.0,205.0,1.0,177.0,111.0,1.0,4.0,6.0,4.0,2.0,421.0,242.0,235.0,131.0,245.0,114.0,122.0,194.0,109.0,65.0,1.0,3.0,5.0,2.0,2.0,68.0,510.0,345.0,54.0,50.0,83.0,,289.0,4.0,6.0,,156.0,2.0,5.0,,100.0,1.0,1.0,,,,,,
151342688,Xénobia,hyjal,35.0,5101.0,58.0,33.0,45.0,100.0,58.0,23.0,45.0,,68.0,67.0,,0.0,,,,19.0,18.0,11.0,5.0,12.0,13.0,11.0,,25.0,12.0,,1.0,,,,11.0,6.0,5.0,5.0,7.0,3.0,5.0,,17.0,8.0,,0.0,,,,59.0,17.0,10.0,100.0,,,,2.0,,,,2.0,,,,,,,,,,,,
196100104,Chow,aegwynn,4.0,1773.0,67.0,56.0,,0.0,67.0,,,,0.0,50.0,,0.0,,100.0,0.0,6.0,9.0,,4.0,3.0,,,,1.0,2.0,,1.0,,1.0,1.0,4.0,5.0,,0.0,2.0,,,,0.0,1.0,,0.0,,1.0,0.0,0.0,2.0,0.0,100.0,0.0,100.0,,2.0,1.0,1.0,,2.0,0.0,1.0,,,,,,,,,,
194215417,Cynthésia,kazzak,39.0,3244.0,,67.0,,75.0,67.0,0.0,,,33.0,,,50.0,29.0,33.0,100.0,,3.0,,4.0,3.0,1.0,,,3.0,,,2.0,7.0,3.0,2.0,,2.0,,3.0,2.0,0.0,,,1.0,,,1.0,2.0,1.0,2.0,,,,80.0,50.0,50.0,83.0,5.0,2.0,6.0,6.0,4.0,1.0,3.0,5.0,,,,100.0,2.0,2.0,,,
152704654,Thälion,zuljin,30.0,4163.0,36.0,50.0,25.0,0.0,60.0,55.0,73.0,,64.0,38.0,,,50.0,33.0,,11.0,8.0,4.0,2.0,15.0,11.0,11.0,,11.0,8.0,,,2.0,3.0,,4.0,4.0,1.0,0.0,9.0,6.0,8.0,,7.0,3.0,,,1.0,1.0,,71.0,7.0,5.0,29.0,,0.0,,7.0,,1.0,,2.0,,0.0,,,,,,,,,,
243494891,Ковальскина,soulflayer,3.0,940.0,,0.0,,0.0,0.0,,0.0,,,,,0.0,50.0,0.0,,,3.0,,2.0,1.0,,3.0,,,,,1.0,2.0,2.0,,,0.0,,0.0,0.0,,0.0,,,,,0.0,1.0,0.0,,,,,0.0,33.0,0.0,,3.0,3.0,1.0,,0.0,1.0,0.0,,,,,,,,,,
53042822,Дизкис,galakrond,8.0,5526.0,57.0,64.0,67.0,33.0,85.0,71.0,50.0,,88.0,67.0,,,,100.0,0.0,14.0,11.0,9.0,3.0,13.0,7.0,8.0,,8.0,3.0,,,,2.0,1.0,8.0,7.0,6.0,1.0,11.0,5.0,4.0,,7.0,2.0,,,,2.0,0.0,69.0,16.0,11.0,100.0,,,,4.0,,,,4.0,,,,,,,,,,,,
89592022,Kisassi,sargeras,49.0,4025.0,52.0,53.0,80.0,,50.0,,100.0,,50.0,,,0.0,0.0,,,21.0,19.0,10.0,,4.0,,2.0,,2.0,,,2.0,1.0,,,11.0,10.0,8.0,,2.0,,2.0,,1.0,,,0.0,0.0,,,57.0,14.0,8.0,0.0,,100.0,,1.0,,1.0,,0.0,,1.0,,,,,,,,,,
156301178,Makoer,stormscale,22.0,77250.0,58.0,55.0,53.0,55.0,64.0,67.0,54.0,,53.0,56.0,,100.0,0.0,100.0,0.0,283.0,279.0,244.0,176.0,77.0,24.0,72.0,,19.0,9.0,,5.0,1.0,3.0,2.0,163.0,153.0,130.0,96.0,49.0,16.0,39.0,,10.0,5.0,,5.0,0.0,3.0,0.0,61.0,251.0,152.0,51.0,0.0,100.0,,462.0,1.0,1.0,,237.0,0.0,1.0,,,,,,,,,,
174970275,Harada,uldum,31.0,9997.0,,57.0,,67.0,65.0,62.0,69.0,,63.0,48.0,40.0,56.0,46.0,33.0,0.0,,21.0,,3.0,20.0,26.0,16.0,,19.0,21.0,5.0,16.0,41.0,27.0,2.0,,12.0,,2.0,13.0,16.0,11.0,,12.0,10.0,2.0,9.0,19.0,9.0,0.0,,,,0.0,,33.0,,3.0,,6.0,,0.0,,2.0,,100.0,6.0,6.0,,,,,,
115463739,Ærdaras,blackhand,11.0,4606.0,20.0,25.0,,40.0,33.0,60.0,46.0,,46.0,100.0,,50.0,40.0,50.0,100.0,10.0,16.0,,5.0,6.0,10.0,13.0,,13.0,1.0,,10.0,10.0,4.0,2.0,2.0,4.0,,2.0,2.0,6.0,6.0,,6.0,1.0,,5.0,4.0,2.0,2.0,33.0,3.0,1.0,50.0,0.0,75.0,,6.0,1.0,4.0,,3.0,0.0,3.0,,,,,,,,,,
148224739,Rory,blackmoore,29.0,29748.0,60.0,44.0,52.0,48.0,58.0,23.0,62.0,,77.0,43.0,,,,100.0,,192.0,62.0,54.0,67.0,26.0,13.0,24.0,,39.0,21.0,,,,1.0,,115.0,27.0,28.0,32.0,15.0,3.0,15.0,,30.0,9.0,,,,1.0,,41.0,147.0,60.0,53.0,,38.0,0.0,53.0,,13.0,2.0,28.0,,5.0,0.0,100.0,1.0,1.0,,,,,,
192788534,Peklenc,kazzak,38.0,654.0,,,,,0.0,100.0,33.0,,100.0,,,100.0,,,,,,,,1.0,2.0,3.0,,1.0,,,2.0,,,,,,,,0.0,2.0,1.0,,1.0,,,2.0,,,,,,,,33.0,0.0,,,3.0,1.0,,,1.0,0.0,,,,,,,,,,
116301949,Faradaddy,sunstrider,15.0,37871.0,51.0,35.0,58.0,57.0,46.0,50.0,64.0,,50.0,0.0,,90.0,40.0,62.0,50.0,51.0,62.0,98.0,63.0,13.0,10.0,25.0,,12.0,2.0,,10.0,10.0,13.0,12.0,26.0,22.0,57.0,36.0,6.0,5.0,16.0,,6.0,0.0,,9.0,4.0,8.0,6.0,55.0,67.0,37.0,67.0,0.0,40.0,58.0,58.0,1.0,5.0,12.0,39.0,0.0,2.0,7.0,,,,,,,,,
108586667,Targaryèn,silvermoon,3.0,219.0,,0.0,50.0,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,100.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
193066606,Zarik,hyjal,14.0,422.0,,,,,,100.0,100.0,,100.0,,,50.0,,67.0,100.0,,,,,,1.0,2.0,,1.0,,,2.0,,3.0,1.0,,,,,,1.0,2.0,,1.0,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
82267113,Nebulares,onyxia,8.0,1991.0,75.0,100.0,100.0,0.0,,,,,100.0,,,,100.0,,,12.0,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,9.0,1.0,1.0,0.0,,,,,1.0,,,,1.0,,,52.0,21.0,11.0,67.0,,,,3.0,,,,2.0,,,,,,,,,,,,
97896265,Lâureline,ysondre,42.0,3129.0,52.0,33.0,75.0,40.0,80.0,0.0,54.0,,,100.0,,,,,,27.0,3.0,4.0,5.0,10.0,1.0,13.0,,,1.0,,,,,,14.0,1.0,3.0,2.0,8.0,0.0,7.0,,,1.0,,,,,,57.0,7.0,4.0,67.0,,,,3.0,,,,2.0,,,,,,,,,,,,
162804872,Lamped,draenor,15.0,859.0,,,,100.0,100.0,100.0,50.0,100.0,0.0,,,33.0,60.0,0.0,,,,,1.0,2.0,1.0,2.0,1.0,1.0,,,3.0,5.0,1.0,,,,,1.0,2.0,1.0,1.0,1.0,0.0,,,1.0,3.0,0.0,,,,,0.0,100.0,0.0,,1.0,1.0,2.0,,0.0,1.0,0.0,,,,,,,,,,
164118182,Bricefa,dalaran,10.0,2230.0,,0.0,,60.0,,33.0,,,,,,0.0,0.0,0.0,,,1.0,,5.0,,3.0,,,,,,1.0,1.0,1.0,,,0.0,,3.0,,1.0,,,,,,0.0,0.0,0.0,,,,,33.0,25.0,83.0,,3.0,4.0,6.0,,1.0,1.0,5.0,,,,,,,,,,
90736280,Paltemps,kaelthas,7.0,927.0,0.0,,40.0,0.0,67.0,67.0,,,50.0,,,,,,,2.0,,5.0,2.0,3.0,3.0,,,2.0,,,,,,,0.0,,2.0,0.0,2.0,2.0,,,1.0,,,,,,,67.0,6.0,4.0,29.0,,,,7.0,,,,2.0,,,,,,,,,,,,
193954314,Ervaduru,silvermoon,3.0,619.0,,0.0,,67.0,,,50.0,,,,,,50.0,,100.0,,2.0,,3.0,,,2.0,,,,,,2.0,,2.0,,0.0,,2.0,,,1.0,,,,,,1.0,,2.0,,,,50.0,,,,2.0,,,,1.0,,,,,,,,,,,,
162792865,Xemia,azshara,6.0,160.0,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,67.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,
195290775,Obsydìan,nemesis,6.0,613.0,,,,,25.0,100.0,33.0,,67.0,,,100.0,0.0,0.0,0.0,,,,,4.0,1.0,3.0,,3.0,,,3.0,2.0,1.0,2.0,,,,,1.0,1.0,1.0,,2.0,,,3.0,0.0,0.0,0.0,,,,,0.0,,,,1.0,,,,0.0,,,,,,,,,,,
196698597,Xenari,kazzak,7.0,1178.0,,75.0,,,83.0,71.0,75.0,100.0,0.0,,,100.0,50.0,71.0,50.0,,4.0,,,6.0,7.0,8.0,1.0,4.0,,,4.0,6.0,7.0,4.0,,3.0,,,5.0,5.0,6.0,1.0,0.0,,,4.0,3.0,5.0,2.0,,,,,,0.0,,,,3.0,,,,0.0,,,,,,,,,,
166420355,Orionsayten,blackmoore,21.0,1415.0,,,,50.0,70.0,57.0,67.0,50.0,50.0,,33.0,43.0,50.0,57.0,25.0,,,,2.0,10.0,7.0,3.0,8.0,6.0,,3.0,7.0,4.0,7.0,4.0,,,,1.0,7.0,4.0,2.0,4.0,3.0,,1.0,3.0,2.0,4.0,1.0,,,,100.0,0.0,,,2.0,1.0,,,2.0,0.0,,,,,,,,,,,
20876211,Дзедун,ashenvale,21.0,17971.0,60.0,43.0,59.0,47.0,80.0,60.0,60.0,,25.0,67.0,100.0,100.0,0.0,,,96.0,97.0,64.0,15.0,5.0,10.0,5.0,,8.0,6.0,1.0,2.0,1.0,,,58.0,42.0,38.0,7.0,4.0,6.0,3.0,,2.0,4.0,1.0,2.0,0.0,,,48.0,87.0,42.0,55.0,,,,11.0,,,,6.0,,,,,,,,,,,,
164232595,Ineedyoudead,twisting-nether,80.0,7977.0,56.0,57.0,,12.0,50.0,37.0,55.0,42.0,12.0,100.0,,46.0,44.0,60.0,78.0,9.0,7.0,,8.0,24.0,19.0,22.0,12.0,17.0,2.0,,24.0,18.0,20.0,9.0,5.0,4.0,,1.0,12.0,7.0,12.0,5.0,2.0,2.0,,11.0,8.0,12.0,7.0,33.0,3.0,1.0,56.0,50.0,57.0,,9.0,2.0,7.0,,5.0,1.0,4.0,,100.0,1.0,1.0,,,,,,
97512289,Lhatron,ragnaros,30.0,1988.0,,75.0,100.0,67.0,33.0,67.0,,,50.0,0.0,100.0,75.0,75.0,50.0,67.0,,4.0,1.0,3.0,3.0,3.0,,,2.0,1.0,1.0,4.0,4.0,2.0,3.0,,3.0,1.0,2.0,1.0,2.0,,,1.0,0.0,1.0,3.0,3.0,1.0,2.0,,,,57.0,60.0,67.0,,7.0,5.0,3.0,,4.0,3.0,2.0,,,,,,,,,,
141445649,Adrianie,ysera,126.0,140.0,,,,,0.0,,,,,,,0.0,100.0,0.0,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
167543148,Caersei,blackrock,11.0,364.0,,,,,100.0,0.0,0.0,,100.0,,,,,,,,,,,1.0,1.0,2.0,,1.0,,,,,,,,,,,1.0,0.0,0.0,,1.0,,,,,,,,,,100.0,100.0,100.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,
165724001,Палияка,howling-fjord,11.0,26566.0,29.0,32.0,50.0,35.0,67.0,60.0,62.0,,25.0,67.0,,0.0,,100.0,,55.0,50.0,60.0,34.0,9.0,5.0,8.0,,4.0,3.0,,1.0,,2.0,,16.0,16.0,30.0,12.0,6.0,3.0,5.0,,1.0,2.0,,0.0,,2.0,,46.0,37.0,17.0,45.0,,,100.0,114.0,,,1.0,51.0,,,1.0,,,,,,,,,
121583901,Дредстар,fordragon,43.0,15444.0,38.0,58.0,20.0,100.0,40.0,53.0,51.0,,48.0,52.0,,120.0,44.0,29.0,71.0,26.0,38.0,5.0,19.0,35.0,45.0,37.0,,50.0,25.0,,10.0,9.0,7.0,7.0,10.0,22.0,1.0,19.0,14.0,24.0,19.0,,24.0,13.0,,12.0,4.0,2.0,5.0,63.0,30.0,19.0,67.0,50.0,25.0,33.0,9.0,2.0,4.0,3.0,6.0,1.0,1.0,1.0,100.0,2.0,2.0,,,,,,
126916113,Júdgeméntal,draenor,28.0,801.0,36.0,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,0.0,1.0,0.0,29.0,,,,7.0,,,,2.0,,,,,,,,,,,,
97467429,Eredan,elune,27.0,802.0,,0.0,,,,50.0,0.0,,100.0,,,,,,,,1.0,,,,2.0,1.0,,1.0,,,,,,,,0.0,,,,1.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30049793,Gatok,blackmoore,112.0,12863.0,58.0,50.0,50.0,50.0,59.0,60.0,75.0,,51.0,53.0,33.0,45.0,33.0,100.0,,69.0,40.0,12.0,4.0,29.0,40.0,28.0,,63.0,34.0,3.0,11.0,6.0,2.0,,40.0,20.0,6.0,2.0,17.0,24.0,21.0,,32.0,18.0,1.0,5.0,2.0,2.0,,64.0,22.0,14.0,17.0,,100.0,,6.0,,2.0,,1.0,,2.0,,100.0,11.0,11.0,,,,,,
109368518,Barryallen,draenor,39.0,3160.0,,33.0,,40.0,40.0,62.0,50.0,,67.0,,,56.0,71.0,40.0,71.0,,9.0,,5.0,5.0,8.0,2.0,,6.0,,,9.0,7.0,15.0,7.0,,3.0,,2.0,2.0,5.0,1.0,,4.0,,,5.0,5.0,6.0,5.0,,,,0.0,33.0,100.0,,2.0,3.0,3.0,,0.0,1.0,3.0,,,,,,,,,,
153410122,Mìrai,malganis,77.0,1756.0,50.0,20.0,100.0,,43.0,60.0,90.0,,57.0,0.0,,0.0,,,,8.0,5.0,1.0,,7.0,5.0,10.0,,7.0,2.0,,1.0,,,,4.0,1.0,1.0,,3.0,3.0,9.0,,4.0,0.0,,0.0,,,,25.0,4.0,1.0,,,0.0,,,,1.0,,,,0.0,,,,,,,,,,
134412352,Aezildari,draenor,11.0,1073.0,,,,0.0,,100.0,100.0,,50.0,,,100.0,,,100.0,,,,1.0,,1.0,3.0,,4.0,,,1.0,,,1.0,,,,0.0,,1.0,3.0,,2.0,,,1.0,,,1.0,,,,40.0,0.0,75.0,,5.0,1.0,4.0,,2.0,0.0,3.0,,,,,,,,,,
160077330,Palatschinké,alleria,78.0,1481.0,,100.0,,50.0,100.0,0.0,33.0,,100.0,,,50.0,67.0,67.0,100.0,,1.0,,4.0,2.0,1.0,3.0,,3.0,,,2.0,3.0,3.0,2.0,,1.0,,2.0,2.0,0.0,1.0,,3.0,,,1.0,2.0,2.0,2.0,,,,0.0,25.0,0.0,,1.0,4.0,3.0,,0.0,1.0,0.0,,,,,,,,,,
192823712,Rammelsurium,aegwynn,5.0,683.0,,,,33.0,50.0,,50.0,100.0,,,,100.0,,0.0,0.0,,,,3.0,2.0,,4.0,1.0,,,,2.0,,1.0,1.0,,,,1.0,1.0,,2.0,1.0,,,,2.0,,0.0,0.0,,,,75.0,0.0,50.0,,4.0,1.0,2.0,,3.0,0.0,1.0,,,,,,,,,,
195434461,Donagger,silvermoon,3.0,178.0,,100.0,,,,,,,100.0,,,0.0,,0.0,100.0,,1.0,,,,,,,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,1.0,,,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
167698075,Valarsil,amanthul,40.0,11444.0,57.0,76.0,54.0,71.0,52.0,52.0,55.0,,33.0,38.0,0.0,50.0,,75.0,0.0,51.0,33.0,13.0,24.0,29.0,25.0,22.0,,18.0,8.0,2.0,4.0,,4.0,2.0,29.0,25.0,7.0,17.0,15.0,13.0,12.0,,6.0,3.0,0.0,2.0,,3.0,0.0,66.0,35.0,23.0,58.0,50.0,43.0,0.0,33.0,4.0,7.0,1.0,19.0,2.0,3.0,0.0,,,,,,,,,
128896905,Murielbagge,ravencrest,6.0,555.0,,,,100.0,100.0,100.0,0.0,,100.0,,,50.0,0.0,100.0,100.0,,,,1.0,1.0,1.0,1.0,,1.0,,,2.0,1.0,1.0,3.0,,,,1.0,1.0,1.0,0.0,,1.0,,,1.0,0.0,1.0,3.0,,,,100.0,100.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,
155411714,Otterko,stormscale,13.0,1734.0,,100.0,,0.0,,100.0,50.0,,,,,100.0,0.0,0.0,67.0,,3.0,,1.0,,2.0,2.0,,,,,1.0,2.0,1.0,3.0,,3.0,,0.0,,2.0,1.0,,,,,1.0,0.0,0.0,2.0,,,,80.0,33.0,75.0,,5.0,3.0,4.0,,4.0,1.0,3.0,,,,,,,,,,
106250238,Chost,frostwolf,4.0,9951.0,29.0,44.0,0.0,0.0,33.0,,100.0,,,,,100.0,100.0,67.0,,7.0,16.0,1.0,1.0,3.0,,1.0,,,,,1.0,2.0,3.0,,2.0,7.0,0.0,0.0,1.0,,1.0,,,,,1.0,2.0,2.0,,60.0,5.0,3.0,60.0,100.0,100.0,,5.0,1.0,1.0,,3.0,1.0,1.0,,,,,,,,,,
139921322,Diesoup,burning-legion,21.0,1050.0,,0.0,,50.0,67.0,75.0,50.0,,100.0,,,0.0,100.0,50.0,100.0,,1.0,,6.0,3.0,4.0,2.0,,3.0,,,1.0,1.0,2.0,1.0,,0.0,,3.0,2.0,3.0,1.0,,3.0,,,0.0,1.0,1.0,1.0,100.0,1.0,1.0,33.0,50.0,,,3.0,2.0,,,1.0,1.0,,,,,,,,,,,
157856011,Flisah,ravencrest,6.0,848.0,,,50.0,33.0,100.0,,,,100.0,,,,,,,,,2.0,3.0,1.0,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,0.0,,,,2.0,,,,0.0,,,,,,,,,,,,
120390795,Karmagedon,nemesis,25.0,1360.0,,,,50.0,,25.0,100.0,,0.0,,,,,0.0,0.0,,,,2.0,,4.0,1.0,,2.0,,,,,1.0,1.0,,,,1.0,,1.0,1.0,,0.0,,,,,0.0,0.0,,,,100.0,,50.0,5.0,1.0,,2.0,21.0,1.0,,1.0,1.0,,,,,,,,,
125897998,Legendas,twisting-nether,8.0,28065.0,48.0,56.0,46.0,44.0,64.0,53.0,55.0,,69.0,0.0,,,,,,66.0,87.0,63.0,55.0,36.0,30.0,31.0,,29.0,3.0,,,,,,32.0,49.0,29.0,24.0,23.0,16.0,17.0,,20.0,0.0,,,,,,43.0,67.0,29.0,52.0,,,,80.0,,,,42.0,,,,,,,,,,,,
146621161,Umanium,thrall,14.0,2325.0,60.0,100.0,,,100.0,50.0,50.0,,20.0,0.0,,100.0,100.0,0.0,,5.0,1.0,,,1.0,2.0,4.0,,5.0,2.0,,4.0,1.0,1.0,,3.0,1.0,,,1.0,1.0,2.0,,1.0,0.0,,4.0,1.0,0.0,,100.0,2.0,2.0,100.0,,100.0,100.0,1.0,,2.0,7.0,1.0,,2.0,7.0,100.0,72.0,72.0,,,,,,
155883067,Tâuradin,malganis,5.0,50.0,,,,,100.0,,,,,,,100.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
103854244,Drebdus,antonidas,16.0,448.0,100.0,100.0,,,0.0,,,,50.0,,,50.0,100.0,50.0,100.0,1.0,1.0,,,1.0,,,,4.0,,,2.0,1.0,2.0,1.0,1.0,1.0,,,0.0,,,,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
158990013,Tamrak,die-nachtwache,20.0,2411.0,,60.0,,50.0,50.0,33.0,20.0,,25.0,40.0,,50.0,50.0,60.0,80.0,,5.0,,6.0,4.0,3.0,5.0,,4.0,5.0,,4.0,2.0,5.0,5.0,,3.0,,3.0,2.0,1.0,1.0,,1.0,2.0,,2.0,1.0,3.0,4.0,,,,50.0,,,,4.0,,,,2.0,,,,,,,,,,,,
83927135,Hermisick,ravencrest,9.0,41045.0,66.0,58.0,65.0,65.0,72.0,100.0,58.0,,100.0,,,,0.0,,,93.0,89.0,101.0,57.0,46.0,2.0,48.0,,2.0,,,,1.0,,,61.0,52.0,66.0,37.0,33.0,2.0,28.0,,2.0,,,,0.0,,,72.0,89.0,64.0,57.0,,,,58.0,,,,33.0,,,,,,,,,,,,
197374177,Hornpub,frostmane,41.0,1094.0,,100.0,,100.0,50.0,20.0,50.0,,50.0,,,100.0,100.0,100.0,100.0,,1.0,,1.0,2.0,5.0,2.0,,2.0,,,1.0,2.0,2.0,3.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,2.0,2.0,3.0,,,,,0.0,100.0,,,1.0,2.0,,,0.0,2.0,,,,,,,,,,
153959746,Oink,antonidas,16.0,99.0,,,,,100.0,,100.0,,,,,,,,0.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
118254595,Anøríw,hyjal,18.0,4607.0,67.0,80.0,50.0,50.0,50.0,60.0,75.0,,62.0,50.0,100.0,50.0,67.0,50.0,100.0,3.0,5.0,2.0,8.0,4.0,5.0,8.0,,8.0,2.0,1.0,6.0,3.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,3.0,6.0,,5.0,1.0,1.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,12.0,,67.0,,16.0,,9.0,,2.0,,6.0,,100.0,2.0,2.0,,,,,,
143910705,Tazea,chants-éternels,2.0,293.0,,100.0,,50.0,,0.0,0.0,,,,,,100.0,,,,1.0,,2.0,,1.0,1.0,,,,,,1.0,,,,1.0,,1.0,,0.0,0.0,,,,,,1.0,,,,,,,,0.0,,,,1.0,,,,0.0,,,,,,,,,,
94017367,Parisha,frostwolf,23.0,3125.0,100.0,50.0,100.0,60.0,67.0,100.0,50.0,,,0.0,,50.0,,,,1.0,2.0,1.0,5.0,3.0,1.0,2.0,,,1.0,,2.0,,,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,,,0.0,,1.0,,,,,,,33.0,,100.0,100.0,3.0,,2.0,1.0,1.0,,2.0,1.0,,,,,,,,,
170229125,Элитныи,gordunni,51.0,24170.0,62.0,60.0,58.0,40.0,56.0,59.0,70.0,,79.0,76.0,,100.0,0.0,,,110.0,52.0,53.0,30.0,70.0,27.0,91.0,,24.0,21.0,,1.0,2.0,,,68.0,31.0,31.0,12.0,39.0,16.0,64.0,,19.0,16.0,,1.0,0.0,,,54.0,79.0,43.0,49.0,,,,39.0,,,,19.0,,,,,,,,,,,,
196499916,Draëntor,hyjal,2.0,11896.0,54.0,85.0,47.0,77.0,50.0,,,,0.0,0.0,,0.0,100.0,,,26.0,13.0,36.0,22.0,2.0,,,,1.0,2.0,,1.0,1.0,,,14.0,11.0,17.0,17.0,1.0,,,,0.0,0.0,,0.0,1.0,,,47.0,19.0,9.0,43.0,,,,23.0,,,,10.0,,,,,,,,,,,,
96041385,Luxinna,antonidas,17.0,948.0,0.0,,,100.0,100.0,50.0,0.0,,33.0,0.0,100.0,50.0,,0.0,,1.0,,,1.0,2.0,2.0,1.0,,3.0,1.0,1.0,2.0,,1.0,,0.0,,,1.0,2.0,1.0,0.0,,1.0,0.0,1.0,1.0,,0.0,,,,,100.0,,,,1.0,,,,1.0,,,,,,,,,,,,
110450875,Deralia,nazjatar,6.0,4432.0,29.0,62.0,60.0,27.0,44.0,50.0,40.0,,23.0,20.0,,,,,,14.0,13.0,5.0,11.0,18.0,12.0,20.0,,13.0,5.0,,,,,,4.0,8.0,3.0,3.0,8.0,6.0,8.0,,3.0,1.0,,,,,,62.0,13.0,8.0,33.0,,,,9.0,,,,3.0,,,,,,,,,,,,
