character.id,profile.name,profile.slug,score
157041428,Tâcitus,malfurion,1377.1
175810099,Paloushe,dalaran,1534.9
88738631,Matelina,sanguino,1415.9
93933179,Imoros,malfurion,1319.4
153197999,Gordain,malfurion,1269.7
166500867,Keleda,malygos,1077.6
180862156,Mythterhawk,outland,1437.6
119175954,Klausadin,malfurion,1054.4
201038015,Фалтрат,gordunni,1301.2
177040235,Xardian,darkspear,1332.8
166752508,Shleck,malygos,1141.8
164633271,Elkk,silvermoon,1285.8
148350111,Valonz,blackmoore,1104.7
139225789,Sannylight,malfurion,1067.7
67972002,Ithillien,ravencrest,1340.3
136035953,Praesidious,malygos,1095.8
149859907,Vioxadin,malfurion,1345.7
161911057,Freemove,burning-legion,1224.6
151648000,Kacchan,malygos,1121.0
166002765,Gerlak,malfurion,1153.1
243434628,Betteholy,sylvanas,1021.7
175190488,Steely,twisting-nether,890.3
150790113,Aleriy,amanthul,1047.9
88154349,Duiker,blackmoore,1109.5
175036742,Nerthar,elune,1038.0
157638243,Thalwin,malygos,958.0
80525482,Sunkepper,kazzak,1000.7
175531570,Fedobig,twisting-nether,1106.2
154431466,Mysterybox,doomhammer,925.0
44141527,Баллен,gordunni,936.2
161134019,Pirea,malygos,1098.7
26235153,Sorothan,malygos,883.2
142750102,Ihrim,dun-modr,1093.0
192412319,Ferrelerino,grim-batol,777.0
135569959,Escânor,malygos,
187460461,Äzulà,hyjal,1220.2
139624902,Ven,malygos,898.7
167158285,Jenni,malygos,1078.0
156387329,Sebic,ravencrest,
137243222,Muhrak,malfurion,
153715933,Bala,suramar,873.7
137189961,Solnyshka,draenor,786.9
155896862,Piladi,malfurion,1080.9
120870127,Xenbur,dun-modr,1084.8
180605887,Hatam,silvermoon,1077.7
167207803,Wörth,tyrande,1075.6
208307745,Silverdawn,runetotem,1135.9
242084303,Мх,gordunni,1017.6
173123584,Bod,twisting-nether,1237.1
31514334,Nohdrel,malygos,865.3
166639675,Oreudiger,malfurion,754.1
149913959,Akhîro,malygos,935.7
175959101,Arctïk,marécage-de-zangar,1248.0
116535522,Wildhîrsch,antonidas,863.3
156822022,Pallahuakbar,blackhand,847.8
102502790,Ukshields,outland,739.6
133004136,Hodôr,malfurion,812.2
158829913,Grumbald,malygos,922.6
42166217,Vaastra,bronze-dragonflight,899.7
164442418,Arótas,malygos,1011.4
131403913,Weinbaron,malfurion,1023.2
163463811,Nathalie,malfurion,835.2
145859916,Linasari,malfurion,763.7
84325209,Don,die-todeskrallen,835.0
147255592,Noraki,malygos,791.0
175499498,Kiroo,neptulon,1022.7
155107269,Holypea,drakthul,1297.3
160026525,Shanis,doomhammer,852.5
111317157,Amenos,proudmoore,1045.8
176008983,Ameerkat,twisting-nether,1061.1
160782495,Firestrikes,draenor,1056.6
169773666,Holypurge,malfurion,1003.1
155025613,Hitmankill,tirion,949.4
168432642,Tamamyorum,twisting-nether,949.6
154395030,Tayluh,silvermoon,1212.6
98651090,Marson,ravencrest,830.7
148551343,Chêckêr,malygos,1013.6
195546335,Николяслуцк,eversong,827.8
157175939,Naïomï,stormscale,1013.4
138270400,Atraya,malygos,857.8
237564468,Акакийхп,borean-tundra,1214.7
158089328,Anycon,malfurion,1015.4
123286393,Razak,malygos,969.9
46465247,Xaxashadok,voljin,645.2
126117938,Burlak,hyjal,731.4
176093011,Ðreamer,zuljin,831.7
114033536,Mebirati,zirkel-des-cenarius,828.7
162806837,Sorros,chants-éternels,855.2
154440679,Pattex,antonidas,1001.7
209651828,Virtue,kilrogg,738.9
194180134,Andela,chamber-of-aspects,943.4
162944869,Syseria,sargeras,901.2
149002045,Bubbldin,malfurion,1068.1
7635309,Tiklomehr,malygos,1041.8
236473721,Комикрон,soulflayer,717.3
159103482,Azaraspala,malfurion,1096.7
166065245,Linadin,malfurion,667.3
170306075,Râyleigh,malygos,545.3
164973036,Daddytopless,thrall,617.9
72992942,Mcdogy,eredar,
196803565,Meadowmuffin,silvermoon,849.8
196937681,Azomix,hyjal,965.2
135645123,Narla,stormrage,724.6
161018052,Response,tarren-mill,64.6
188044024,Omglootah,silvermoon,773.2
71868250,Thorodir,antonidas,936.4
141017394,Tatankaa,malfurion,656.8
243693430,Отбитая,ashenvale,672.6
170237343,Topunouganda,dun-modr,732.3
193876344,Daskip,kazzak,702.5
158251081,Höfi,alleria,854.6
14792409,Jayti,arygos,626.3
115443203,Exxc,blackhand,769.0
244808947,Фрорхев,gordunni,788.3
107767012,Bloodykawaii,ravencrest,1214.6
68093642,Osloth,blackmoore,1514.6
113620817,Cykapala,ravencrest,1691.1
120564150,Lorant,defias-brotherhood,1375.3
68803876,Shivah,ravencrest,1314.3
136030300,Benôn,blackmoore,1180.9
151023331,Candlylight,argent-dawn,1103.6
160993667,Zalathrius,doomhammer,1057.9
103486278,Serdan,daggerspine,1005.7
195828607,Diamantta,kazzak,1113.3
226406349,Tsumugari,sylvanas,953.1
126494213,Thoraly,pozzo-delleternità,1476.5
90404233,Jillvalentin,malfurion,732.8
156085046,Holycabby,teldrassil,1319.8
139536078,Таларус,howling-fjord,1382.3
186874101,Zenøu,hyjal,1211.2
245003571,Пинкшейд,gordunni,1214.8
153078382,Anorwen,pozzo-delleternità,1274.8
131858324,Eugeõ,hyjal,1084.0
133094662,Chintari,shattrath,874.9
163865475,Dalyera,shattrath,823.2
90514234,Palailama,malfurion,932.1
175392604,Borgoff,zenedar,971.2
102101523,Лейкпластырь,galakrond,982.5
166677302,Izirabin,tarren-mill,1235.5
111294492,Spykee,malygos,894.6
90913803,Sharanna,malfurion,934.6
169211597,Xrages,kazzak,1310.8
82386110,Mortank,dun-modr,1110.6
243220049,Риилира,gordunni,993.4
162333844,Spikeyu,confrérie-du-thorium,1210.3
123218981,Solyn,pozzo-delleternità,959.7
154379147,Lealiasun,ravencrest,842.4
123943659,Grìshnak,blackhand,993.9
113504995,Ðjin,blackrock,839.5
164769475,Diabólico,malfurion,928.4
183967622,Vysarä,pozzo-delleternità,879.2
117655760,Narzgrulon,antonidas,1344.6
103893255,Rokudo,twisting-nether,1065.8
156103505,Echnatón,teldrassil,1021.2
87892285,Keevâ,draenor,953.5
173743776,Ummor,ragnaros,896.6
152861661,Ôidaa,thrall,877.2
145749716,Paladoes,malygos,839.1
42990090,Typos,lothar,1139.5
111985644,Houdoor,ravencrest,972.0
159249874,Derlambo,malygos,840.6
143136419,Rumi,tarren-mill,1355.1
199555868,Пуссисмашер,soulflayer,839.5
246386190,Снапи,soulflayer,810.6
167446954,Forgoro,elune,846.6
160971560,Vârlak,area-52,758.0
242756888,Мирантин,gordunni,817.1
194457552,Pebsimax,silvermoon,1159.9
166180246,Cijây,malygos,754.7
146298211,Linastrida,malfurion,459.8
166636212,Xanran,malfurion,797.4
110068349,Ashkandy,blackhand,701.2
90804914,Camûs,ysondre,357.6
93530824,Karkeja,aggra-português,787.2
122959395,Aldrích,draenor,672.1
65119615,Peakey,bronze-dragonflight,848.7
174973652,Ishinn,burning-legion,997.9
121187188,Thasir,shattrath,959.2
166390814,Hömmadusack,blackmoore,767.4
237888238,Carebeer,dragonblight,938.3
216127123,Lastchance,sylvanas,733.0
128578168,Drsevkovic,malfurion,790.8
138064003,Ischnaroth,malygos,647.9
176662713,Persumerer,zenedar,884.6
158655554,Asterian,lothar,1017.9
114504654,Garintor,malfurion,554.4
78582632,Ghenghis,das-syndikat,764.8
1470366,Ouallada,voljin,966.2
164759615,Beler,kazzak,860.5
177128725,Lowkia,archimonde,830.7
166398706,Twuist,outland,830.3
150561733,Palaofdeath,amanthul,799.2
